Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10
28,20,28,33,91,29,43,75,87, 
41, ,33,77,56, ,50,3,61,76
27,32,19,90,47,97,7, ,14, 
92,13,87,68,12,85,70,78,60,74
8,51,71,45,73,68,31,93,45,10
 ,96,62,25,69,39,32,71,32,84
2,11,34,61,38,64,16,42,70,44
 ,83,22,31,77,45,64,32,82,93
64,0,33,1,31,56,59, ,82,62
61,89,88,15,20,14,5,58,65,67
51,34, ,74,78,17,20,12,30,18
71,66,65,86,64,97,58,77,29,36
11,31,95,34, ,53,65,44,78,80
7,6,44,27,69,62, ,15,22,54
38,10,13,60,2,87,10,17,19,88
26,7,58,15,35,38, ,49,31,50
75, ,86,1,26,60,66,82,92, 
8,32, ,5,10,26,46,59,93, 
94,92, ,7,97,55,31,99,84,16
72,86, ,33, ,34,15,53,93,75
50,91,64,57, ,42,94,12,18,32
77,86,19,89,81,59,8,73,97,72
74,0,46,90,25,17,26,39,91,30
87, ,96,28,19,82,99,81,43,59
20,26,9,62,21,85, ,75,74,78
18,68,2,80,9,29,95,45,21,81
97,63,52,41,37,12,22, ,25,35
55,25,6,19, ,95,36,80,85,39
59,47,33,52,95,23,54,16,40,47
13,73,36,49,85,49,65,16,67,87
67,54,45,50,24,52,41,87,79,0
26, ,92,27,14,77,64,32,34,37
28,74,77,53,80,56,17,56,53, 
68,78,45,78,1,69,11,97, , 
31,78,94,40,80,54,49, ,28,90
47,97,92,41,18,80,49,94,14,12
98,69,11,8,60, ,7, ,37,53
12,97,87,12,19,99,42,93,61,3
44,69, ,91,9,66,17,85,25,23
52,7,92,77,67,8,26,7,44,19
4,42,24, ,49,55,12,64,97,73
37,10,82,82,26,8,85,22,19,39
11,26,0,20,60,0,48, , ,92
20, , ,0,24,31,73,12,66,9
29,64, ,64,71,63,68,22,60,88
76,16,85,32, , ,79,1,86,31
80, , ,5, ,28,26,70,57,27
66,9,70,16,82,78, ,29,59,99
50, ,33,74,2,85,8,44,89,99
7,30,55,15,46,10,22, ,55,79
69,45,19,44, ,59,93,19,52,11
86,38,69,72, ,40,76,64,9,20
22,13,2, ,27,56,99,97,39, 
12,16,94,62,16,44, ,67,39,48
8,51, , ,8,88,79,60, ,13
98,75,48,51,86,14,46,23,84,37
97,23, ,11,52, ,67,95,29,63
19,78,64,66,46,77,85,35,19,19
18,44,50,30, ,93, , ,39,8
3,11,73,39,32,67,67,17,38,53
34,63,95,71,5,99,75,63,7, 
40,64, ,58,21,62,74,9, ,4
96,11,39,52, ,1,86,99,63,56
95,18,53,54,31,67,76,49,46,5
53,56,5,78,93,91,12,47,3,28
81,73,2,11,92,46,23,87,57,98
0,40,0,79,89,38,3,29,35,55
57,74,4,10,27,13, ,54,99,20
30,41,32, ,39,72,17,97, ,1
22,81,77,30,50,73,32,0,6,27
71,10,33,63,54,78,29,8, ,38
20,12,1,92,22,2, ,18,62,13
76,91,43,15, ,85, ,6,78,60
90,17, ,77,56,74,61,85,91,72
57, ,42,5,75,46, ,37,95,10
63,21,76,37,12,3,40,9,3,84
0,98,46,9,88,14,86,89,19, 
32,28,96,26,91,61,53,41,76,99
65,33,6,6,89,94,89,38,10,62
17,45,53,61, ,60,30, ,47,51
 ,41,49,78, ,64, ,27,83,31
5,15,83,84,56,61,18,98,4, 
82,22,2,75,72,18,32,42,21,53
75,97,38,16,18,19,84,49,31,75
52,30,31,53,92,88,27,86,98,63
68,18,25,40,91,60, ,91,41,82
56, ,24,68,82,15,83,29,36,69
12,92, ,2,33,28,38,5,10, 
22,56,49,20,42,33,34,72,18,29
10,11,11,32,7, ,29,79, ,19
86,45,73,65,6,22,67,9,60,75
54,47,11,56,13,66,37,20,90,56
70,33,12,16,64,66,73,97,20,63
 ,29,67,55,32,34,12,63,26,66
70,67, ,81,17,41,35,11,39,25
 ,67,13,66,29,83,94,54,44,42
 ,44,84,45,50,47,2,43,45,21
52,6,9,3,5, ,38,58,77,57
89,20, ,52,98,30,20,36,32,88
16,26,32,88, ,27,69,43,81,41
85,20,60, ,87,88,72, , , 
3,24,15,49, ,93,49, , ,65
58,16,14,98,81, ,51,44,88,3
21, ,88,63,26,76,35, ,52,79
94,38,91,35,45,4, ,25,14,49
52,57,69,64,45,13,56,41,86,56
77,27,6,29,68,99,56, ,25,14
96,72,31,41,54,10,50,4,97,6
25,19,42,96,26,27,86,23,68,71
37,0,72,63,62,89, ,8,99,30
11,95,28,58,63,19,59,87,73,10
53,32,38,75,25,5,48,72, ,30
 ,53,47,44,60,25,61,52,20,35
28, ,33,50,71,30,52,55,37,40
28,97,20, ,14,42,93,11,4,45
80,68,25,38,96,61,36,66,40,87
41,4,1,30,25,43, ,11,73,27
67,56,70,3,16,94,87,75,26,52
16,74,76,12,57,45,75,61,78,53
11, ,99,40, ,32,30,2,72,92
30,25,74,78,47,0,51, ,16,21
33,89,51,10,11,49,20,22,73,75
70,10,83,18,33,57,60,74, ,84
97,18,94,16,90,65,10,10,80,99
66,38,99,8,71,80,67,64,15,52
21,5,16,12,48,78,50,48,1,61
50, ,17,7,55,31,10,65,66,54
28,41,16,92, ,49,33,69,17,84
64,28, ,78,25,70,9,45,42,9
29,85,2,26,2, ,99,36,25,5
46,86,60, ,11,34,63,89,20, 
47,36,34,84,62,92,26,19,64,97
90,70,89,0,55,72,63,87,44,70
82,75,0,20,73,0,44,74,5,72
67,63,53,30,22,4,63,13,74,29
52,12,1,31,62,67,49,62,82,1
94,9,86,22,57,9, , ,7,8
 ,71,58,94,64, ,57, ,51,86
93,31,67,63,64,85,94,38,70,67
86,62,89,35,68,50,31,16,65, 
30,63,59,16,58,92,99,85,14,94
15,6,48,93,54,24,38,63,76,23
93,57,40,51,89, ,5,15,9,75
58,81,86,6,45,8,79,37,63,24
70,28,31,57,48, ,7,79, ,47
53,44,72,84,97,90,67,90,36,39
62,26,95,39,75,4,80,89, ,74
71,54,89,83,52,24,68,71, ,79
53,56,82,8,90,45,53,9, ,25
43,34,23,79,31,74,41,56,11,7
84, ,38,97,88,73,99,52,74,47
86,44,75,44,84,82, ,72,60,94
4,81,50,74,6,64,15,20,74, 
49,85,46,4,68,37,24,57,38,20
96,21,65,92,95,16,64,76,10,53
0,54, ,12, ,2,75, ,97, 
18,74,49, ,13, ,24,14,81,69
40,48,69,2,49,42,49,83,74,14
46,65, ,80,92,18,35,78,37,49
79,25,41,83,60,79,63, ,34, 
83,32, ,68,98,9,63, ,56,6
3,62,7,55,29,5,50,19,92,50
38,73,29,73,82,83,71,49,88, 
18,55,68,66,38,2,45,75,97, 
83,66,9,13, ,2, ,20,21,51
 ,2, ,4,87,83,70,85,47,20
 ,34,4,81,57,91,15,60,63,23
89,53, ,77,20,25,82,75,18,80
69,79,60,55,0,1,47,25,64,10
27,25,49,9,12,56,33,77,73,72
90, ,38,71,35,85,1,45,70,21
57,95,44,17,4,10,40,25,56,53
70,12, ,57,30,5,60, ,0,95
 ,0,8,8,5,50,41, ,80,44
12,70,34,76,4,10,94,1, ,81
11,57,88,4,79,5,71,89,69,63
34,30,34,35,56,66,3,29,22,53
92, ,64,11,63,15,74,13,89,44
9, ,77,75,57,40,0,69,97,33
26,64,49,23,9,3,85,47,29,68
21,97,41,44, ,78,56,52,2,89
81,64,50,24,59,82,68,43,33,35
39,59,67,61,83,31,16,42,25,80
14,31,54,73,85,59,23, ,90,81
15,91,48,23,12,97,4,29,14,60
90,61,93, ,83,16,27,35,97,32
35,11,28,62,86,76,57,50,39,7
43,67,72,80,24,83,36,93,67,81
23,42,4,53,24,68, ,35,56, 
26, ,10,69,15,72,15,93,69,78
27,86,91,72,93,64,55,46,48,70
50, ,66,28, ,3,1,43,19,42
 ,35,26,76,94,1,11,61,99,26
69,31,67,32,82,98,29,95,82,8
12,88,74,80,79,3,72,37,97,96
36,54,28,21,21,88, ,76,13,39
6,91, ,26,58,61, ,98,59,79
85,30,77,53,23,81,56,8,41,75
85,95,4,91,58,72,60,58,68,93
79,54,61,84,89,37,59,16,27,27
79,29,2,79,99, ,79,16,8,99
69,50,18,61,12,8,49,27, ,15
82,41, ,88,9,41,10,68,55,45
68,86,55,85,25,99,79,35,9,86
 ,28,32,96,94,38,51, ,28,33
 ,59,33,89,89,57, ,77,29,68
 ,61,85,75,95,64,6,80,88,19
63,93,23,98,24,27,6,56,88,28
5,30,72,77,25, ,88,33,30, 
89,12,45,7,10,34, ,39,10,4
28,47,5,32,46,66,52,66,64,77
95,1,53,67,91,85,38,46,69,82
41,69,68,64,20,99,14,50,40,31
90,52,49,72,78, ,19,3,72,77
60,4, ,4,0,44,78, ,31,96
35,8,49,95,41,92,73,38, ,71
55,28,3,35,38,48,34,76,12,20
47,57,62,4,38,23,48,95,59,3
30,66,15, ,27,11, , ,50,61
67,99,26,91,89,38,47,51,2,13
7,94,34,18,51,45,82,62,38,86
98,49,61,44,17,10,99,43,94, 
 ,41,65,10,31,82,77,43,25,27
70,28,70,84,62,74,25, ,90,58
 ,8,89,81, ,7,40,9,5, 
33,70,53, ,79, ,69,86,71, 
60,69,93,31,53,20,30,92,47,58
67, ,94,54,95,74,85,54,48,10
85,3,82,36,29,46,92,76, ,30
88,42,40, ,19,58,28,81,87,14
 ,43, ,65,81,28,71,62,37,68
62,81, ,10,99,51,57,14,25,65
93,95,78,30,29,73,27,46,79,12
99,41,39,56,67,31,29,29,18,13
25,12,48,1,14,6,76,70,3,80
49,32,38,86,21,4,87, ,36,0
89,70,90,73, ,0,94,99,28,89
95,15,58,17,38, ,3,72,85,93
69,59, , ,56, ,94,54,38,89
72,54, ,13,80,88,48,24,98,75
 ,31, ,26,88,13,5,31,65,11
57,64,57,28,32,66,35,39,95,56
81,42,80,99, , ,24,2,19,1
42, ,8,9,81,66,48, ,19,16
66,45, ,70,29,77,60,31,0,36
11,1,66,27,69,12,87,15,55,27
44,75,30,99,47,40,54,36, ,64
62,28,72,47, ,32,99,76,82, 
82,29,77,73,25,12,10, ,39,46
53,11,61,63,85,44,28,97, , 
21,11,90,26,76,72, , ,13,13
86,12,23,38,37,99,22,74,36,35
31, ,4, , ,47,43,54,34,44
65,27,96, ,17,57,64,17,3,99
41,85,74,64,41,39,56,59,31, 
49,38,46,21,34,42,9, ,19,64
42, ,81,32,97,49,73,63,1,43
52,91,49,68,20,71,57,80,15, 
12,6, ,4,90,66,28,11,15,21
 ,41,39,56,27,32,53,46,37,64
15,61,99,60,96,41, ,82,29,35
 , ,78, ,23, ,61,9,84, 
33,98,0, , ,75,23,36,89, 
21,6,85,52,19,2,43,37, ,32
14,64,56,43,41,76,55,56,24, 
71,77,30,93, ,12,68,49,16,21
 ,62,74,48,69,38,26,3,83,25
2, , ,37, ,70,58,92,54,32
35,37,83, ,93,77,52,53,73,58
59,82,69,85,29,59,7,35,88,27
68,58, ,12,81,34,14,75,15,93
78,1,72,11,95,53,29,36,66,27
3,41,7,26,65,66,84,21,75,84
93,48,96,74,34,11,63,56,69,95
 ,61,87,0,4,29,27,24,63,25
44,38,90,39,60,57,25,75,48,58
9,28,54,88,63,45,40,90,74,93
52,29,69,90,80,71,36,27,53,9
28,25,38,0,45,47,44,75,82,31
14,53,2,41,96,73,6,95,14,58
89,57,83,48,97,28,82,62,63,41
55,86,13,7,77,87,71,1,77, 
75,49,12,49,95,40,8, ,70,24
98,43,69,31,69,20,84,38,63,21
65,3,83,64,28,31,89, ,59,44
58,50, ,1,9,57,27,6,44,89
43,96,45,49,45,2, ,55,45,27
3,90,20,40,57,40,73,62,4,97
94,65,34,96,14,12,16,52,15,88
22,38,87,43,50, ,45,20,11,11
55,4, ,7, ,23, ,96,6,35
36, ,87,42,98,47,3,2,94,31
14, ,38,14,13,69,15,29,93,44
49,73,10,62,27,1,84,10,31,57
46,94,33,64,73,52,15,82, ,45
84,97,0,69,85,80,41,25, ,49
67,75, ,91, ,18,74,88, ,46
66,14, ,95,52,8, ,58,12,97
27, ,56,81,21,21, ,11,33,50
20,97,42,68,74,81, ,9,91,67
97,42, ,59,20,55,37,5,0,86
48,48,32, ,93,6,26, ,69, 
29, ,22,64,83,93, ,80,66,1
 ,62, ,16,29,46, ,68,41,46
27,22,81, ,99,47,39,63,11,81
44,70, ,82,44,79,86,2,17,26
82,61,62,11, ,12,48,69,47,1
5,85,11,98,10,47,64,84,34,25
15,68,94,83,97,47,9,0,25,43
81,58,62,58,37,6,21, ,15, 
57,84,12, ,12,63,58,92,57,11
97,37,14,3,5,0,76,89,22,19
99,47,81,7,78,38,26,58,65,29
81,76,40,39, ,59,49,46, ,86
63,33,41,78,0,62,15,61,1, 
41,9,63,44,66,96,33,14,3,15
 ,59,6,9,66,69,52,34,98,99
59,4,2,56,69,54,6,39,88, 
54,50,13,13,83,67, ,37,7,62
79,94,5,47,15,95,90,47,70,84
16,6,57,4,83,29,98,97,25,49
81,36, ,84,70,27, ,18,41,59
42,12,6,95,15,48, ,30,97,9
45,98,90, , ,73,65,11,31,14
78,57,66,59,31,99,38,22,18,68
18,80,61,91,74,35,24,51,15, 
46,87,7,10,51,14,40,42,17,15
8, ,61,38,37,25,1,12,1,99
96,60,62,1,34,2,44,90,69,19
83,31,38,74,89,87,96, ,59,45
0,47,25,35,41, ,48,96,34,24
75,83,99,11,38,89,77,31, ,3
28,23,93,76,7,98,86,99,12,61
17,46,14, ,37, ,95,82,23,91
50,11,14,62,47,93,31,46,13,96
98,84,55, ,79,3,94,90,16,7
34,24,14,89,49, ,96,1,42,49
35,57,88,4,76,39,27,32,36,59
17,18, ,20,1,45,11,13,26,30
 ,22, ,49,90,57,79, ,90, 
49,86,2,7,69,40,94,55,94,1
74,64,50,19, ,24,83,3, ,34
66,62,0,78,1, ,3,84,80,45
36,58,88, ,91, ,26,30,81,31
17,40,96,6,39,98,12,56,95,13
37,71,8,94, ,25,57,68,9,53
51,89,53,93,19,37,76,98,35,35
40, ,98,21, ,33,74,40,21,87
18,54,34,83,72,33,43,69,72,17
26,17,36,64,51,73,60,26,59,27
29,39,35,68,51,25,37,78,99,32
95,22,35,51,59,26,40, ,75,29
25, , ,53,82,50,60,21, ,77
74,96,7,23,88,23,14,87,15,83
72,16,71,19, , ,40,25,51,60
82,59,11,13,4,88,94,99,59,30
10,75,91,88,35,18,97,23,52,6
65,44,56,71,16,94, ,69,67,64
6,29,10,46, ,83,16,20,9,5
93, ,87, , ,25,27,36, ,65
14,4, ,87, , , ,10,56,26
38,37,67,12,21,30, ,95,20,16
2,11,40,63,48,13,19,35,90,18
50,14,27,19,80,1,40,35,4,67
79,50,3,5,14,79,46,72,4, 
84,22,67,2,40,16,81,42,1,86
43,74,57,81, ,72,56,75,67,26
 ,28, ,10,86,30,77,58,0,45
49,41,29,21,22, , , ,67,36
88,98,95,56,73,22,89,90,33,95
33,55,15,25,82,95,27, ,22,6
81,66,41,13,92,2,58,79,18,6
67, ,38, ,89,1,63,47,6,88
97,44,4,2,82,68,24,56,74,14
70,60,99,63,97, ,94,68,37,97
54,90, ,26,66,52,65,97,57, 
20,32, ,27,95,42,19,21,54,82
64,83,29,39,76,23,18,43,52, 
47,39,12,35,58,34,63,24,12, 
39,17,60,89,26,74,88,62,79,38
24,64,1,88,60,2,12,63,55,76
94,4,18,85,32,28,61,21,41,45
72,2,67,57,19,4,84,95,76,0
5, ,66,87, , ,75,70,68,91
11,53, ,66,27,33,43,12,64,15
65,51,20,32,85,35,99,73,68,75
2, ,46,12,9,11,56,47, ,65
 ,50, ,70,6,83,84,71,69,33
 ,29,75,20,97,50, ,2,83,55
79,98,37,23, ,93,3, ,32,39
51, ,19,46,23,35,0,45,88,99
32,40,88,34,76,91,17,21,84,89
13,74,15,75,28,74,84,87,59, 
35,16,5,7,64,31,88,46, ,66
75,54,56,65,10, ,35,53,47,31
1,30,68,90,21, ,0,76,87, 
53,3,42,40,90,55,42,17,91,92
0,43,14,57,68,61,66,1,3,5
29,15,19,44,18,91,52,0,15,36
47,6,63, ,66,28,79,75,9, 
20,33,44,47,53,2,47, ,53,51
88, ,17, ,7,41,63,37,71,34
96,10,82, , ,88,98,21,58,3
23,91,28,3,44,16,32,59,72,43
 ,32,73,61,30,64,18,59,4,88
59,86,95,97,71,83,14,90,88, 
19,12,65,47, ,61,62,1, ,97
58,20,20, ,36,1,13,43,62,26
78, ,40,6,17,22,3,51,78,94
 ,56, ,70,76,6,57,86,0,50
87,62,82, ,33,68,83,14,53,10
24,2,99,18, ,44,68,51,42, 
32,84,74,61,8,36,11,61,94,74
95,57,4,31,32,29,34,66,82,97
43,11,95,69,34,2,80,9,50,19
 ,48,41,13,46,47,85,49,77, 
67,54,86,30,20,37,62,88, ,51
36,66,35,66, ,44,2,65,81,92
47,92,52,29,65,92,52,55,26,3
99, ,2,85, , ,52,84,44,17
 ,58,15,53,41,4,16,79,54,17
84,54,29,6,50,12,75,14,21,57
76, ,92,10,24,26,94,92,33,22
49, , ,73,14,32,21,58,26,54
59,46,17,90,57,8,51,78,58, 
72,35, , ,12,58, , ,22,41
73,99, , , ,19,50,65,50,82
4, ,35,29,12,89,63,44, ,43
53,11, ,62,6,21,54,79,96,41
9,32,89,30,32,77,98,64,84,42
99,66,53,46,61,75,41,70,4,64
45,89, ,53,70,57,79,29,75,81
37,1,10,78,14,5,24,40,33,83
74,67,63,88, , ,65,38, ,48
96,92,95, ,43,69,78,82,94,7
46,97, ,63,4,45,8,43,17,45
83,87,9, ,62,92,94,65,56,55
35,30,95,32,90,42,55,97,81,58
74,13,88,61,9, ,45,61,99,67
25,39,94,32,93,69,45,50,8,76
 , ,85, ,46,98,86,6,34,21
73,39,1,89,26,30,79,94,70,72
97,97,65,10,44,45, ,84,66,50
87,17,34,37,72,80,12,86,15,7
 ,40, ,4,15,5, ,92,75, 
78,62,88,40,92,99,18,23,46,7
27,22,88,25,56,63, ,26,23,26
61,24,72,92,78,34, ,57,35,32
55,21,23,44,80,36,74,30,64,36
39,25,15,21,28,11,43,2,90,77
61,75,5,80,67,61,29,76,69,96
53,82,41,63,33,2,55,30,84, 
51,92,58,36,48,0,87,30,50,48
49,84,44,75,46, ,98,28,73,93
56,77,16,33, ,49,18,37,43,65
88,5,10, ,67,62,70,90,22,33
6,5,87,93,47,54,64,71,76,45
85,6,26,3,2,4,5, ,92,58
60,37,99,98,80,35,76,32,69,35
31,21,76,5,43,51,98,31,93,87
21,99,65,30,59, ,91,74,13,38
48,34, ,24,98,15,91,9,35,21
10,30, ,67,5, ,43,89, ,42
22,45,43,30,40,15,42,26,12,97
25,59,46,57,21,39,27,83,16,51
34,72,48,1,88,40,1,81,23,41
39,88,65,38,85,38,57,97,10, 
99,7,99,95,31,89,73,64,36,79
22,56,26,39,78,0,34,91,16,82
21,23,42,36,25, ,47,53,11,28
99,46,1, ,35,55, ,77,43,32
9,57,7,10,94,82,67,88, ,89
28,40, ,60,32,34,35,75,69, 
80,91,26,70,3,68,53,18,80,55
93,76,94,33,91, ,71,76,89,44
94,65,83,7,42,32,62,61,86,53
73,58,33, ,22,64,21,86,76,17
90,87,47,36,64,21,92,96,26,56
59,69,14,91,3,44, , ,68,10
9,23,13,24,52,43,99,29, ,43
74,26,79,76,89,22,26,17,11,82
85,65,32, ,0,67,25,51,81,84
61,14,29,71,24,69,89,12,34,8
31,59,77,65,83,51,53,98,79,69
75,50, ,62,75,57,74,70,11,98
64,22,1,7,68,53,54,23,34,68
29,20,59,36, ,34, ,82,46,52
68,32,93, ,16,49,74,31,80,59
71,45,70,88, ,73,82,6,64,1
16,29,81,50,70,41,57,87,41,52
99,60,66,96,67,10,6,2,29, 
0, ,42,83,60,0,99, ,59,4
78,93,46,83, ,71,33,16,53,69
89,61,42,90,20,85,50,41,67,10
98,70,22,4,46,13,4,27,36,28
89,5,35,66,64,57,58,95,16,57
73,99,47,24,44,41,66,73, ,40
58,64,75,17,8, ,71, ,71,33
92,43,59,12,51,1,21,9,82,78
41,16,58, ,30,76,67,71,54,25
0,63,61, ,47,86,4,12,84,27
1,4,68,1,54,6,51,80,9,44
8,81,58,33,64,71,62,95,75,12
48,47,66,42,30,31,17,51,6,20
 , ,36,68,39,30, ,78,21,37
20,79,45,26, ,2,55,35,15, 
83,48,34,2,71,92, ,13,52,68
47,40,91, ,27, ,99,72,55,38
2, ,26,37, ,61,78, , ,56
75,59,75,38,62,78,11,74,69, 
 ,40,72,92,30,76,78,35,2,94
84,51,75,80,77,52,65, ,37,50
 ,65,11,18,81,57,61,32,6,76
58,37,71,2,40,80,20,94,90,79
32,48,80,6,89,73, ,11,7, 
 ,54, ,83,64,10,90,26,28,17
55, ,45,68,43,50,94,88,68,32
 ,9,25,46,22,26, ,81,79, 
47,15,69,22,55,49,2,33,51,12
10,73,75,18,36, ,84,26,34,34
 ,5,11,59,20,2,9,68,49, 
68,75,94,78,72,14,29,11,74,54
40,22,74,41,85, ,53,73,63,45
 ,59,11,63,82,42,58,2,55, 
96,1,31,50,22, ,68, ,27,54
 ,77, ,19,59,38,57,56,49,36
12,84,0,3, ,31, , ,60,47
16,21,21,76,18,85,67,88,51,54
 ,53,58,59,11,53,73,95,58, 
95,0,50,47,21,62,72,28,48,72
91, ,65, ,60,3, , , ,65
42,26,54,44, ,34,10,38,38,12
95,92,10,72,94,40,6,0,28,31
23,16,49,17,85,36,44, ,55, 
30,72,91,45,66,17,31,64,76, 
93,88, ,69,67,22, ,53,88,1
70,33,11,75,95,28,27,12,45,86
18,35,7,20,14,62, ,95,27,4
21,9,56,43,76,58,12,25,58,42
28,17,80,42,39,87,76,92,27, 
4, ,94,13,64,34,27,71,76,57
59,65,58,43,74,87,76,41,59,91
27,31,88,99, ,57,15,49,13,6
66,51,54,86,27,17,69,83,32,24
 ,81,58,30,49,27,88,66,60,20
62,4,32,98,79,81, ,63, ,99
8,10,63,42, , ,64,89,14,42
40,4,26,96,49,42,42,98,87,51
 ,84,56,21,51,26,55,2,94,72
37, ,86,42,23, ,74,39,92,95
81,29,44,75,60, , ,19,61,60
 ,45, ,92,44,87,28,52,29,18
66,21,63,61,30,93,53, ,7, 
36,61,13,6,0,47,10, ,31,76
2,17, ,8,0,86,72,8,47,24
87,90,43, ,55,90,19,91,18,45
44,84,62,84,54,21,94, ,29,98
45,68,48,69,80,31,58,61,83,20
23,2,21,29,38,27,57,61,57,92
43,14,45,37,45,10,84,0, , 
55,58,82,78,22,74, , ,39, 
85,57, ,15,78,38,4,9,98,42
83,25,57,20,17,17,45,96,91,85
10,50,22, ,21,17,10, ,16,27
26,96,83,26,2,90,89,11,16,99
55,9,38,84,45, ,72,87,39,44
31,10,52, ,92,64,20,20,76, 
61,24,3,30,14,21,89,21,72,11
67,67,59,80,63,68,50,98,89, 
4,66,88,84,92,99,26,61,98,67
11,56,56,34,39,57,61,5,43,38
49,30,76,63,40,64,36,87,70,4
84,52,85,95,48,65, ,95,48,38
28,88,5,67, , ,3,73,41,50
14,48,45,20,21,30,93,28,38,91
33,95,60, ,2,52,2,51, ,99
20,40,81,9,14,44,55,77,14,20
41,68,11,96,81,34,16,53,7,7
11,28,28,18, ,39,85,27,59,26
11,56,37, ,34, ,41,41,88,21
27,39,23,14,55,80,97,2,5,84
75,2,81,10,52,64,96,47,28,71
36,64,43, , ,7,21,93,99,67
45,42,99,14, ,42,30,45, ,79
59,75,37,49,19,6,60,6,62,41
53,19,30,7,37,39,53,63,10,22
63,17,82,26,30,21,68,46,88,12
40,22,65,84, ,6,64,24,18,14
79,85,50,9,15,61,3,63,78, 
54,87, ,24,3,35,5,99,79,18
99,51,74,73, ,52,32,39,69, 
56,87,77,7,84,27,75,35,87,82
47, , ,67,76,90,32, ,19,67
45,97,72,7,36,86,16, ,50,29
81,5, ,38,28,55,71,40,32,69
 ,5,97, ,44, ,5,59,81,58
3,47,32,33,83,66,73,7,80,31
49,13,52,42,39,52,77,5,43,44
42,23,17,94,36,70,2,42,57,88
86,39,41, ,84,18,26,34,46,36
3,15,64, ,18,17,51,48,67,35
 ,19,84,90,87,85,82,85,78,96
68,28,4,23,99,31,86,1,96,90
29,7,65,9,43,55,57,87,15,57
23,55,38,80,49,19,47,90,20,56
4, ,62,63,10, ,25,69,5,37
43,56,66,89,15, ,72,61,49,80
47,86,16,98,88,34, ,21,12,34
44,11,23,62,35,88,33,34, ,17
92,67,81,48,30,47,81,43,22,45
 ,30,12,97,26,65, ,72,12,72
67,98,34,13,62,7,65,38,84,82
28,98,61,71,24,34,46,6,12, 
75,67,22,22,23,89,53,54,26,41
50,35,32,49,81,73,26,40,79,54
87,59,8,11,39,35,38,31,39,84
50, ,76,18, ,81,80,23, ,31
22,92, ,81,73,84,93,33,25,19
 ,43, ,23,81,20,78,15,66, 
47,22,89,53, ,96,79, ,10,8
83,3,9, ,83,53,2, ,7,57
58,55,7,6,47,83,38,44,96,37
 ,49,86,58,59,40,39,12,58,73
98,65,29,98,28,9,88,89,10,58
29,26,49,35, ,9,88,56, ,89
0,92,50,67,56,87,47,13,85,12
 ,2,62,29,34,7,58,67,76,36
6, ,21,20,36,99,27,51,33,87
77,59,5,20,61,9,75,82,85,32
9,71, ,22, ,66,88,28,96,33
7,85,74,41,58, ,90,70,20,24
2,9,48,13,49,29,54,52,99,13
72,15,88,84,93,52,69,80,14,13
41,31,68, ,67,81,70,39,10,17
18,71, ,33,13,89,12,70,28,28
5,78,96,68, ,93,30,74,27,34
84,12,95,81,71, ,68,93,54,47
20, ,67,29, ,56,24,97, ,9
34,41,10,75,2, ,93,14,27,81
60,4,37,95,36,44,21,80,45,2
92,73,94,98,19,36,3,95, ,90
6,19,98,25, ,14,83,53,92,45
70,71, ,74,39,17,91,7,68,66
31,8,50,14,8,52,32,71,60, 
0,4,52,38,97,30,75,0,48,50
24,8,45,96,86,72,4,17,5,21
0,94, , ,11, ,62,35,61,20
56,73,78,3,79,61,82,35,59,83
23,64,32, ,94,81,16,55,66,19
95,82,63,66,6,81,2,25,94,49
86,69,18,19,41,5,20,67,36,82
12,3,25,3,55, , ,83,45,2
86,4, ,25,47,16,92,94, , 
81,12,48,8, ,85, ,87,36,6
11,9,41, ,34,34,49,72,57,91
81,70,19,55, , ,27,97,94,1
97,5,26,76,97,71,55,70,21,47
 ,4,38,61,84,99,15, ,47,65
59,56,50,84,39,11,82,91,61,7
66,59,40,80,54,10,8,45,80,81
35,7,16,63,80,38,96,17,91,24
44,60, ,5,83, ,3,87, ,3
51,89,20,18,54,9,79,97,16,17
63,57,3,45,16,23,31,90,49,70
64, ,44,54,53,76,69,33,80, 
94,22,46,30,6,46,84,57,55,96
47,90,72,56, ,18,42, ,60,49
 ,56, ,33,39,97,86,9,96,57
67,68,32,57,36,72,9,42,80,36
68,15,28,88,25,93,59,8,3, 
40,91,93,69,25,10,14,62,72,57
13, ,6,54,53,81,98, ,24,10
33,40,82,88,24,32,59,85, ,47
66,62,74,14,85,49, ,85,51,76
12,1,83,89,10,16,8,78,92, 
32,44,5,67,3,2,47,44,86,82
 ,23,30,90,88, ,59,73,97,55
5,1,2,10,41,50,52,46,96,15
67, ,26,28,12,85, ,44,19,27
93,27,92,9,6,18,12, ,67,36
42,2,26,73, ,20,66,2,57,74
35,72,3,39,52,61,94,50,37,96
1,76,30,61,75,53,17,64,12,46
56,12,18,74,28,98,88,97,54,5
95,40,86,33,8,62,88,17,37,62
63, ,51,94, ,52, ,48,60,21
94,73,82,63,56,95,32,12,58,29
34,5,40,45, ,66,9,39, ,78
26,18,84,84,44,61,95,94,6,55
36,18,80,41,73,13,55,23,83,37
50,3,95,48,33,52,74,70,75,19
 ,33,88,73,49,66,31,80,60,26
12,15,5,52,61,79,96,60,77, 
26,79,46,85,5,52,76,83,87,10
31,26,72,2,17,70,51,48,94,23
 ,75,75,52,46,43,53,20,91, 
 , ,34,21,67,84, ,8,2,31
