Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106
27.93,64.24,85.10,7.94,184.58, ,205.21,153.27,213.26,85.23,281.65,146.60,171.60,7.87,174.86, ,70.63,37.66,89.74,256.16,119.55,16.70,45.96,272.99,89.70,38.85,109.07,121.87,52.87,3.13,157.64,180.75,36.06,63.14,41.17,223.48,160.05,280.43,116.62,159.63,80.85,181.58,79.74,185.18,286.23,9.30, ,190.05,230.00,135.29,149.63,279.28,14.65,290.78, ,244.21,242.38,278.76,214.97,127.40,191.11,288.47,257.51,90.47,112.40,164.95,48.56,147.48,34.20,49.68,103.00,35.16,18.94, , ,72.42,34.06, ,22.52,67.90,254.42,17.33,262.51,201.90,33.01,16.27,10.48, ,4.36,248.33, ,117.68,92.64,291.26,224.82,220.12,218.71,90.27,27.88,121.57,34.85,190.58,254.53,22.27,205.42,105.80
48.78,185.92,37.91, , ,190.96,255.44,292.25,45.71,98.50,249.91,21.87,184.48,41.55,133.86,235.31,175.68,163.15,125.51,238.78,163.79,140.82,239.41,164.95,153.20,152.40,96.81,243.61,150.66,188.04,232.12,224.19,107.45, ,232.96,108.19,152.20,96.89,177.34,136.38, ,99.83,186.28,189.13,177.92,115.04,24.32,189.32,154.96,35.86,229.73,132.55,176.46,282.69,247.82,284.27,295.82,125.15,280.73,11.99,54.07, ,78.39,113.94,29.16,62.77,40.44,186.08, ,256.56,111.38,121.58,14.67,179.74,299.49,154.09,19.12,138.51,286.56, ,13.47,168.38,95.38,163.27,135.05,238.01,238.14,165.55,157.06,213.54,282.43,150.96,93.13,132.42,45.69,94.54,186.97,135.40, ,298.67,6.78,201.81, ,44.20,97.37,199.25
198.13,84.92,175.60,108.22,214.91,153.13, ,40.09,48.48,144.11, ,150.89,188.04,236.14,117.95,133.50,44.41,198.89,80.72,7.37,82.50,42.86,231.75,275.72,4.41,48.22, ,199.11,172.43,160.27, , ,238.17,238.19,134.80,50.52,74.89,291.79,282.31,228.93,203.13, ,201.29,294.22,80.38,58.11,78.62,99.84,100.95,210.59,170.55, ,79.84,60.72,50.19,299.03,281.28,112.16, ,293.43,289.13,136.52,254.95,210.02,187.55,90.54, ,261.09,202.99,129.26,112.55,6.75,158.56, ,270.72,117.20,130.14,37.97,153.57,181.81,47.71,74.56,167.50,99.34,59.27,73.01,252.82,29.73,111.01,78.16,229.74,45.88,1.69, ,155.25,208.36,124.48,293.41, , ,62.07,208.97,161.97, ,114.42,219.58
279.44,7.16,193.09,269.06,136.88,50.03,203.96,38.13,262.28,26.90,62.93,20.94,277.83,120.44,214.58,17.68,37.75,103.20,77.87, ,214.76,175.66,271.83,166.54,106.81,180.40,230.32,239.72,274.10,16.04,107.19,84.03,93.81,104.40,186.74,150.28,244.53,229.91,170.46,69.86,263.84,196.05,246.53,89.76,28.39,286.98,161.85,136.78,179.89, ,66.63,130.59,62.38, ,278.73,194.49,4.25,298.86,52.48,36.07, ,64.46,153.01,109.88, ,65.53,278.01,170.55,176.43,158.23,136.72,59.92,185.55,189.53, , ,129.82, , ,65.00,148.86,142.16,1.86,176.80,253.53,75.71,86.03,162.91,70.90,253.96,287.00,140.88,85.50,252.01, ,17.01,115.39,44.19,283.90,65.08,205.42,39.47,198.45,198.28,44.32,75.17
 , ,141.65,4.16,11.58,78.88,75.94,10.63,82.55,72.01,258.29,260.05,12.80,271.18,279.71,32.20,16.27,273.53,199.88, ,211.46,49.16, ,243.43,47.67,245.20,173.61,97.10,201.24,292.16,20.99,187.92,26.74,193.50,62.12,277.96, , ,81.55, ,24.99,104.76,140.75,224.58,21.54,245.47,50.39,152.44,5.81,49.00,99.14,272.12,27.23, ,156.79,142.24,111.06,18.64,178.54,86.60,264.62, ,96.07,286.13,217.49,154.15,201.94,15.77,145.81,178.58,199.79,185.41,75.70,132.32,101.73,24.33,40.02,192.74,64.39,84.61,170.81,248.37,192.06,246.81,7.13,81.04, ,266.45, ,189.64,103.46,228.32,15.87,296.94,104.44,87.47,43.20, ,291.57,19.88,277.85,262.83,138.79, ,105.24, 
294.89,162.46,271.59,2.13,287.18,44.37,298.21,91.71,61.23,287.53,38.97,138.86,68.62, ,261.89, ,20.89,105.18,64.04,173.58,16.70,276.90,209.27,294.48,231.60,84.26,136.83,184.52,125.03,253.34,215.02,58.50,114.01,119.25,240.44,244.22,153.60,18.20,196.23,63.85, ,148.11,205.23,231.48,96.36,134.26,99.63,151.45,284.51, ,162.56,147.62, ,1.21,230.91,224.12,127.93,11.99,98.91,247.37,98.13,215.01,136.69,102.88,50.17,3.25,249.94,52.57,171.52,84.61,117.86,46.02,60.69,221.84, ,169.21,73.36,105.00,49.64,108.62,169.81,41.02,145.95,127.34,171.36,287.29,298.99,19.80,56.71,166.62,53.04,106.31,248.78,132.13,30.95, ,200.76,77.21,282.72,102.87,248.41,172.67,282.97,242.00,225.40,94.38
72.85,248.01,78.99,31.37, ,272.13,91.03,190.80, ,267.85, ,216.25,149.67,136.39,80.45,243.76,158.52,173.11,33.48,67.72,103.73,83.08, ,174.11,149.51,276.36,110.09,33.61, ,172.06,121.38,164.03,52.78,150.60,11.28,298.25,76.89, ,159.97,182.83, ,32.34,38.94,84.83,183.31,95.31,148.23,7.88, ,60.66,132.43,46.10,284.80, ,86.77,253.37,232.04,27.18,262.18,114.08,58.41,95.36,52.75,70.41,255.86,121.28,184.66,36.78,92.63,294.58,211.08,144.00, ,171.18,197.57,221.57,295.70,39.95,271.70,219.83,239.40, ,230.08,261.44,57.90, ,52.47,39.80,77.48, ,248.66,133.39,211.98,181.66,117.93,102.63,250.91,40.86,288.56,79.69,237.79,4.07,190.06,106.30,15.02,126.30
279.62,149.64,37.66,22.53, ,125.16,13.28,297.91,248.67,15.94,206.64,202.74,43.58,79.45,155.31,60.36, ,20.05,239.89,299.92,213.30,87.58,75.58,168.27,296.35,27.77,43.76,97.75,224.88, ,158.94,165.03,212.34,239.35,153.21,180.88,210.36,203.21,18.75,248.99,247.24,58.36,129.87,240.01,164.53,243.14,271.39,242.77,21.48,64.69,179.17,290.32,188.74,170.26,144.42,238.08,205.36,233.92,236.09,182.01,51.97,124.08,233.32,207.09,248.96,129.50,217.35,217.67,13.35,13.59,207.17,249.44,248.12,147.77, ,29.78,109.26,108.90,88.26, ,43.07,11.50,252.84, ,170.51,5.75,48.53,165.61,112.96,248.33,125.91,53.60,117.36,10.63,295.48, ,35.19,226.71, ,179.54,6.91,10.48,8.49,176.18,59.22, 
7.55,278.15,39.06,257.44,144.47,197.40,285.70,85.32,279.29,91.95,106.75,265.30,150.49,295.59,83.53,176.82,270.20,231.17,288.81,211.18,72.30,76.65,41.18,270.41,261.80, ,68.56,240.59,54.84,183.56, ,168.30,139.53,111.21,147.75,259.30,233.31, ,9.95,208.70,60.01,133.72,204.46,26.73,90.25,109.96,161.00, ,117.24,280.60,68.62,28.47,187.29,59.52,271.73, ,143.65,192.67,31.50,179.64,242.17,139.80,243.70,210.53,118.03,66.41,277.06,74.96,82.05,64.50,8.47,100.36,122.75,129.48,90.16,212.48,279.02,84.46,53.07,8.52,203.44,217.59,269.69,185.48,29.28,188.60,163.60,189.86,282.00,140.61,28.47,104.48,105.37,230.20, , , ,87.37,247.13, ,239.68,35.07,103.33, ,266.93,196.56
194.63,93.89, ,146.99,251.85,260.21,110.80,120.76,231.50,87.49,117.73,52.72,296.11,76.48,122.98,199.37,183.75,170.16,59.63,221.80, ,182.01,80.31, ,220.66, ,8.15,266.40,209.74, ,65.79,34.24,184.79,265.04,48.86,219.08,152.34,119.96,22.89,202.16,27.75, ,176.41,163.71,166.29, , ,139.25,231.95,42.47,293.06,214.42,30.09,280.60,142.87,193.86,4.62,184.10,249.59,258.42,203.32,186.76,22.43,23.01, ,65.48,47.10,34.36,206.58,155.96,200.14,271.41,263.03,240.59,163.90, ,277.21,173.61,69.74,189.98,150.42,158.22,291.12,4.71,241.28,22.44,262.12,290.24,243.89,259.20,68.44,83.26,164.71,209.62,152.90, ,3.32,185.41,34.74,278.39,161.40,223.65,2.49,170.47,148.40,280.31
143.46,266.02,105.32,98.73,75.79,66.96,241.95,52.78,172.49,177.90,71.54,214.13,6.06,95.15,159.61,37.21,16.07, ,121.39,290.91,1.91,228.11,131.18,133.80,52.98,285.76,236.51,1.01,93.36,105.69,245.22,285.03,197.22,140.47,214.38,179.76,20.62,297.30,288.36, ,41.34,245.43, ,32.74,243.13,214.83,73.91,229.97,108.34,47.20,145.79,80.20,177.86,133.41, ,121.77, ,163.11,157.72,234.91,120.55,16.55,226.85,195.42,149.41,284.00,252.57,158.19,155.34,133.58,211.22,110.52,298.49,219.80, ,154.71,85.50,63.21,259.59,16.29,3.08,100.41,272.61,57.88,85.54,138.95,5.15,184.82,223.64,142.43,123.41,126.51,29.88,29.79,43.40,105.88,66.13,246.17,136.49,44.11,97.98,296.33,108.22,25.75,39.61,111.71
165.32,71.94,127.94,184.66,147.82,217.82, ,163.99,33.32,296.81, ,179.87,69.14,132.85,19.95,263.07,35.48,69.89,23.58,209.15,69.18,198.78,270.92,150.98,128.94,220.42,285.04,35.99,88.38,149.07, ,112.14,76.78,9.90,264.11,93.35,276.91,71.14,121.24,114.89,295.69,265.27,118.95,115.98,153.95,22.20,26.12,202.29,74.86,287.10,119.92,211.32,230.77,60.74,149.21,96.87,9.55,224.88,127.71,1.63, , ,243.93, ,146.22,233.03,141.80,178.33,183.33,153.03,35.91,15.00,1.91,221.10,84.78,191.76,51.24,151.31,117.35,233.24,57.81, ,199.61,200.32,21.61,274.89,211.39,202.40,181.84,44.04,147.08,137.66,144.88,124.02,128.43,153.19,84.94,113.99,157.75,106.41,189.79,66.76,261.22,224.12, ,268.16
178.54,226.63,206.68, ,126.62,2.40, ,87.34,272.14,157.02,178.30,176.23,103.14,220.82,201.53,103.76,152.85,231.48, ,138.16, ,264.78,111.23,241.49,243.87,270.47,200.08,137.28, ,240.42,29.17,255.24,116.49,245.91,56.41,232.34,42.59,159.34, ,103.94,50.98,281.06, ,181.13,285.99,278.57,11.16,239.13,100.80, ,46.71,147.73,86.75,114.70,201.64,280.33,8.06,53.39,52.76, ,222.97,127.70,114.49,209.28,105.25,109.23,56.80,44.31,50.39,243.60,288.24,158.64,192.31,47.21,242.72,51.69,137.39,67.24,18.24,5.49,286.61,20.07,78.37,172.30, ,115.91,139.23,165.71,192.46,180.26,298.39,125.58,266.96,231.33,23.20,224.33,194.45,166.76,117.42,110.16,82.11,253.25,226.22,54.39,174.64,192.56
64.21, ,31.17,268.44,46.30,174.33, ,213.38,8.59,290.88,276.98,44.82,294.33,49.20,89.71, ,282.27,47.57,133.98,23.52,28.74,278.71,262.81,116.44,58.05,13.43,124.23,221.62, ,192.65,129.46,27.49,264.63,160.38,258.34, ,60.76,58.38,170.92,88.92,43.75,134.61, ,258.84,245.38,224.35,116.96,120.39,166.62,268.81,50.07,266.12,287.91,97.02,104.89,116.29,161.96,226.86,287.02,62.75,199.00,70.43,40.90,160.42,275.85,234.52,56.38,64.56,134.62,71.66, ,187.96,141.76,258.63,138.24,123.65,43.34,141.08,151.65,219.73,7.75,293.69,105.35,98.22,28.96,221.30,239.60,0.25,260.47,142.27,103.22,169.35,76.67,205.86,42.33,287.48,174.56,83.75, ,181.97,204.49,50.85,81.38,173.21, , 
5.01,235.31,88.64,47.59,287.73,141.41,263.39,287.89,275.23,120.09,97.34,298.98,197.54,8.30,243.10,202.85,48.17,219.03,220.04, ,207.77,77.29,205.92,8.99,244.01, , ,74.13,100.20,192.70,230.62,123.67,166.31,107.67,290.81,224.52,180.36,199.96,153.39,226.43,256.37, ,226.96,213.29,71.86,114.82,66.23, ,125.73,147.87,249.08,177.87,96.10,5.89,15.88,101.94,21.65, ,160.81,84.40,207.39,209.71,108.68,100.49,101.67,32.63,294.17,212.94,267.41,173.65,287.04,65.41,54.58, ,215.40,126.48,16.38,199.21, ,175.15,276.18,184.17,11.88,180.12,46.11,195.98,111.00, ,176.41,7.28,154.46, ,280.95,125.51, ,164.09,286.52,31.28,187.35,275.22,220.22,111.79,96.03,178.75,284.24, 
291.52,245.89,164.42, ,289.92, ,154.02,224.25,276.90,44.54,162.81, ,62.85,4.97,253.56,137.93,238.88,229.32,175.25,158.59,269.87, ,207.60,238.22,159.72,19.43,232.13,14.47,245.10,174.32,190.04,241.91, ,171.27,291.10,200.68,148.60, ,141.20,0.73,209.98,294.55,64.70,111.66,96.03,15.65,160.74, ,102.64,25.33,90.71,20.42, ,169.02, ,10.22,165.05,150.06,84.20,90.19,191.14,106.91,185.02,108.63,105.67,124.26,185.19,147.42,206.36,74.63, , ,8.36,174.51, , ,237.89,269.59,27.97,76.92,153.77,3.70,96.83,90.43,42.93,187.63,251.40,17.58,47.12,172.18,184.36,180.34,99.20,251.28,226.43,40.15, ,43.84,10.60,130.07,214.73,180.26,19.32,181.60,189.65,20.76
91.90,291.62,60.55,165.45,67.98,227.86,107.42,187.82,143.50,110.64,85.81,222.25,133.42, ,23.07,274.47,103.29,125.97,296.38,182.89,35.50,111.96,183.97,71.50,227.16,112.63,175.20,207.64,236.96,234.03,22.86,94.39,144.33,143.60,187.88,24.81,103.04,107.06,220.42,289.00, , ,132.98,205.17,123.47,52.10,102.17,266.00,201.11, ,44.71,4.79,275.84, ,112.61,161.26,213.80,180.61, ,13.59,157.08, ,299.21,205.86,181.26,297.93,282.18,127.08,119.64,209.06,72.53,83.04, ,296.84,235.31,35.96,203.47,3.09, ,109.39,293.63,129.54,73.03, ,200.11,226.04,254.01,170.93,56.88,30.38,188.78,232.30,214.57, ,217.66,10.03, ,3.65,274.83,90.74,101.61,131.50,89.24,1.49,61.19,64.89
112.09,57.24,178.41,180.16,189.48,6.22,213.05,234.25,5.09,274.44,15.83, ,105.07,135.84, , ,130.13,6.30,101.45,262.22,230.84,262.75,264.63,211.65,113.53,279.59, ,86.29,179.92, ,71.37,24.66,250.68,68.22, ,169.66,200.81,238.49,205.68,123.85,148.74,198.49,77.94,22.25,191.36,84.86,273.54,175.43, ,30.22,48.97,235.44,169.63,295.12,84.04,152.70,80.95, ,29.23,104.51,193.21,253.65,146.64,119.39,224.75, ,290.52,21.10,16.99,104.33, ,188.37,72.28,25.26,124.87,52.32,105.97,225.25,223.60,286.82,93.95,254.39,202.09, ,128.05,58.07,243.85, ,188.17, ,213.43,3.00,125.58, ,71.11, , ,229.52,37.70,31.90,169.71,206.84,62.05,95.12,82.44,115.18
122.70,184.04,296.31,21.54,225.86,86.33,87.36,179.71,39.33,117.15,145.61,246.09,162.58,202.09,113.99,215.62,10.58, , ,251.63,235.59,246.85,236.87,37.77,159.28,28.19, , ,0.43,81.46, , ,108.03,0.82,24.13, , ,18.29,10.98,252.45,275.81,292.05,5.90, , ,127.78, , ,9.06,291.22,272.89,69.94,122.90,285.11,250.85,21.17,257.29,219.67,162.93,246.68,63.06,202.92,114.18,19.05,100.15,105.74,109.51,46.76, ,31.87,220.60,199.79,292.56,102.10,36.33,172.33,76.87,108.08,23.88,286.76,19.03,252.86,106.54,138.83,98.29,217.58,205.98,201.33,290.77,124.20,17.24,232.27,206.22,61.82,259.22,77.22,45.60,70.33,158.62,191.09, ,108.67, ,226.04,184.38,180.56
243.91,5.11,291.91,216.52,141.43,102.31,154.00,248.72,0.06,133.50,64.25,299.81,199.21,217.19,142.66,92.16,295.54, ,287.45,179.28,150.04, ,68.69,291.41,133.35,124.75,182.62,180.21,229.06,108.29,163.01,244.00, , ,52.44,226.99, ,268.18,234.57,279.77,103.09,276.94,121.93,277.18, ,159.62,203.42,86.23,218.85,21.60,269.77,256.63,135.08,164.94,70.75,25.94,79.70,191.27,145.04,151.45,259.06,95.95,278.97,228.91,212.41,154.18,24.54,78.95,246.99,205.79, ,231.73,0.21,123.35,99.88,25.92,217.47, ,79.95,233.97, ,146.39,67.94,283.91,107.52,125.74,49.33,271.91,75.56,235.90,146.59,157.31,291.62,209.49,154.74,277.38,139.21,122.97,152.34,85.89,250.42,11.26, ,283.17,130.67,216.70
101.87,186.89,244.10,183.87,116.41,264.89,248.52, ,155.67,209.86,200.86, ,212.12,208.31,140.83,150.57, ,252.44,255.44,254.11,110.70,33.52,206.51,168.53,116.51,236.17,265.76,186.64, ,46.66,244.43,66.24,245.03,47.44,90.23,209.15,84.96,40.85,57.28,173.51, ,197.71,197.25,125.64,282.42,130.55,119.22,75.92,263.07,261.66,0.94,127.25,20.89,49.13, ,103.51,87.74,97.09,171.65,202.00,242.99,86.09,196.00,28.59,67.21,71.88,240.24,112.57,28.70,297.64,125.89,253.95,75.54,289.99,11.60,202.73,268.78,207.26,92.96,275.01,175.14,145.48,54.70,63.89,48.64,137.96,162.67,88.16,142.95,185.40,270.14,109.14,76.95,103.70,252.24,30.07,125.59,242.77,133.60,263.69,68.18,56.78,193.56,169.06,223.08,191.06
 ,0.20,219.53,235.84,268.84,119.51,140.14,38.99,128.66,284.12,113.82, , ,279.33,213.73,135.70,206.90,110.77,161.07,223.71,119.75,111.45,288.77,234.31,272.03,73.41,73.87,41.91,231.90,54.17,37.08,113.81,218.80,151.09,254.90,176.77,267.34,13.90,239.82,283.88,11.17,168.00,244.52,226.59,231.14,22.05,170.64, ,89.44,63.29,15.35,46.08,105.42,103.90,274.13, ,185.98,102.71,148.31,263.89,223.65,55.66,163.25,81.56,15.74,138.74,157.37,231.13,82.25, ,143.79,103.36,125.55, ,179.53,39.15,89.84,38.45,208.50,71.81,277.15,132.08,272.59,92.72, , ,169.16,18.76,91.45,234.27,199.89,273.03,257.22,201.83, ,110.32,280.18,174.51,232.46,40.32,83.13,158.73,113.19,276.86,238.27,156.19
 ,269.99,23.75,232.24,222.88, ,120.24,136.29,188.52,285.17,290.67,172.88,26.40,296.22,207.99,188.10,130.83,34.18,296.57,232.45,184.27,258.05,193.87,299.26, ,284.43,153.75,184.12,79.12,299.37,78.18,270.48,64.69,176.54,239.87,297.35,22.20,120.06,264.29,25.97,77.48, ,231.23,242.03,142.24,233.75,190.40,195.11,232.29,209.31,78.27,294.54,69.44,60.34,29.24,122.11,52.21,133.84,195.62,217.82,188.09,262.48,19.17,111.27,296.00,248.66,67.82,14.55,8.15,233.41,49.63,113.32,188.02,85.29,23.03,121.49,154.68,289.62,241.56, , ,121.47,11.83,17.17,26.56,101.27,62.71,15.48,252.75,123.18,287.13,41.14,57.33,192.60,69.67,147.85,71.72,268.95,158.62,109.92, ,211.19,74.14,160.63,14.84,73.35
51.26,94.01,276.89,52.49,59.49,171.70,258.37, , ,299.65,151.83, ,63.02,295.12,190.62, ,254.75,192.83,238.19,165.90,276.67,238.94,105.04,290.63,251.67,105.31,123.61,136.16, ,166.15,145.29,285.00,11.52, ,17.53,164.93,156.92,101.82, ,206.86,168.38,158.16,75.58, ,32.72,250.64,111.80,198.18,275.35,180.10,61.51,220.82, ,77.74,182.89,245.79,80.09,60.02,196.62,47.75,168.32,53.30,105.20,119.39,19.00,153.88,64.34,218.81,132.59,58.81,170.16,105.23,118.78,188.51, ,236.26,169.16,171.37,34.86,209.76,234.02,162.53,276.91,150.82,46.64,26.51,17.54,167.35,149.90,156.30,33.45,283.37,22.21,292.97,69.76,65.72,115.31,235.79,142.30,59.92,233.99,251.05,117.54,219.32, ,75.62
184.45,116.10,190.39,80.03,40.60,13.19,98.07,280.17,83.73,250.21,0.78,223.72,154.17,171.63,193.13,254.34,115.42,164.63,41.27, ,81.87, ,126.25,207.89,215.80,173.21,264.29,202.65,126.30,230.13,178.43,245.17,200.83,203.20,66.39,10.13,26.34,286.11,263.06,259.01,185.62,44.87,6.20,37.92,4.34,130.43,91.30,15.53,136.19,57.59, ,67.72,189.54,208.35,268.34,1.14,287.96,192.07,139.55,175.78, ,143.83,26.70,178.08,227.26,260.97,216.86,52.57,13.71,47.46,26.19,56.98,137.76,65.46,29.88,151.42, ,295.25,75.67,282.49,157.63,78.87,213.63,195.05,216.75,100.20,279.10,29.57,87.76,217.94,249.77,214.81,171.95,56.12,140.44,65.52,35.38, , ,47.43,1.76, ,101.95,267.60,266.33,139.72
