Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80
239.58,163.47,161.20,93.57,116.90,284.52,232.32, ,278.88, ,123.06,185.01,185.22,215.85,61.27,126.45,43.33,85.49,83.35,269.74, ,86.63,166.14,254.96,254.26,119.21,56.90,220.39,205.83,239.46,13.61,217.18,106.15,14.86,66.57, ,243.49,69.32, , ,221.09,262.70,297.65,211.83,218.46,224.10,174.90,184.41,232.01,43.88,128.64,281.80,39.52,233.37,191.42, ,112.51,79.98,118.76,179.26,296.51,61.13,289.60,51.74,7.96,271.20,294.16,204.98,67.56,17.73,21.68,293.69,81.52,101.62,151.71,37.31,95.59,15.55,174.39,12.52
232.80,105.54, ,10.51,79.32,29.04,162.46,249.41,70.96,98.27,174.78,8.55,174.75,38.56, ,105.84,163.73,256.19,265.59,279.78,47.28,5.95,283.03,252.42,66.36,77.95,150.27,46.15,31.86,211.84,134.53, ,298.26,220.46,21.90,247.32,235.69,4.76,50.91,191.11,66.52,108.54,16.88,150.28,297.52,102.00,137.95,253.60,175.98,103.74,62.48,196.69,118.94,236.87,201.61,200.44,294.59,72.26,274.63,201.62, ,3.61, ,123.28,200.13,89.14, ,151.63,93.82,173.86,86.67,196.88,244.15,209.24,237.27,227.76,122.32, ,125.93,149.69
76.47,248.47,53.68, ,108.61,167.04,234.70,26.19,168.37,296.59,223.47,298.31,93.67, ,179.44,212.54,195.77,78.94,154.63,289.85,241.23,38.92, ,292.64,295.57, ,292.16,143.70,236.92,19.69,46.07,228.25,247.63,44.12, ,33.98,81.05,13.06,127.25,254.65,166.70,114.98,18.58,42.24,60.69,59.58,103.89,188.06,265.83,47.89,35.07,42.23,45.13,120.87,60.99,295.19,250.41,33.01,151.17,282.51,175.04,171.67,60.29,282.71,254.98,94.20,112.47,106.17,191.72,29.98,25.17,213.42,288.67, ,163.71,70.03,6.86,32.97,127.17,180.96
155.32,110.57,201.86,190.54,54.25,196.90,22.25,178.21,260.71,272.66, ,9.83,123.79,29.36,299.34, , ,279.40,189.26,9.65,249.16,110.97,98.72,234.67, ,296.65,49.35,202.02,116.66, ,284.96,30.74,38.44,280.53,171.04,183.80,85.82,92.96,181.46,101.87,132.60,10.48,11.30,226.48,42.32,142.15,147.16,78.00,269.93,252.83,204.40,19.20,279.73,181.50,258.12,52.16, ,199.68,296.34,102.10,172.62, ,5.89,139.72,208.37,207.49,252.86,129.21,177.61,286.64,235.50,50.48,237.87,146.24,280.65,37.19,82.82,191.15,57.91,115.70
92.47,220.20,80.83,81.10, ,180.49, ,222.07,201.33,156.55,291.06,243.64,216.23,218.65,99.14,197.84, ,262.90,4.94,21.08,0.62, , ,116.83,131.31,154.39,184.90, ,41.47,292.06,109.48,294.52,89.59,296.13,67.46,155.28,82.11, ,266.11,189.20,165.90,111.64,31.36,183.31,288.82,165.86,245.69,255.26, ,186.15,30.82,182.35,140.41,252.04,68.90, ,51.22,222.74,256.22,199.41, ,167.81,152.05,292.46,140.27,92.31,204.79,257.24,143.81,238.42,39.07,52.32,273.44,110.42,278.23,130.28,133.47,273.74,110.70,44.05
289.68,225.54,163.96,203.03,128.92,207.08,123.62,182.48,54.96,210.68,254.73,256.02,265.76,232.33,263.51,35.05,216.74,292.07,115.70,298.18,14.13,292.12,140.15,94.88,244.41,140.94,201.42,159.68,247.50,164.24,250.49,243.92,64.37,215.53,207.65,181.08,227.98,50.52,273.88,232.29,182.78,248.97,241.07,156.60,174.15,245.33,7.56,70.81,37.23,205.07,237.83,203.57,50.64,50.80,143.19,235.02,275.94,0.55,125.18,228.70,265.94,171.01,207.25,205.36,86.24,243.83,294.63,59.29,153.87,294.31,103.48,228.66,297.84,9.59,289.96,208.77,171.97,208.45,124.54,183.83
178.14,144.49,210.29,208.13,241.79,251.38,168.23,290.43,198.87,165.02,199.53,44.02,299.04,274.37,163.37,171.31,259.89,265.86,169.22,183.48,134.09,265.93,15.84,124.51,23.39,46.80,254.05,118.56,97.78,96.82,169.50,229.10,112.59,128.43,148.61,58.93,50.75,169.31,226.26,257.59,152.28,218.28,153.51,54.67,280.47,195.48,264.72,156.44,29.29,28.56,7.15,26.08,213.18,101.08,283.70,137.21,191.88,172.35,67.83,32.55,120.27,128.76,154.85,68.02,52.28,257.45,140.53,32.41,190.78,75.43,271.66,151.40,0.03,113.37,254.17,61.55,108.62,128.24,70.34,187.03
186.77,127.17,202.59,174.26,202.13,12.38,32.89,266.55,75.57,252.61,180.19,238.34,67.22,205.97,22.93,167.95,172.19,27.83,12.11,205.33,171.88,10.83,176.08,120.68,0.87,81.99,150.68,173.61,46.53,170.68,176.67,241.58,274.95,92.64,290.17,166.25,294.35,173.86,76.33,227.01,216.01,248.44,223.21,166.14,219.05,284.08,122.57,164.04,216.35,281.47,275.82,263.20,152.53,279.16,54.44,2.88,44.37,210.51,277.87,275.37,183.19,223.54,110.73,257.24,190.36,272.60,230.87,136.01,257.18,179.12,4.44,212.06,122.23,41.63,155.27,45.62,2.86,292.57,260.25,191.11
119.43,284.30,52.95,57.39,179.62,185.03,113.99,153.68,285.57,185.49,205.59,25.02,23.56,123.19,1.76,178.06,238.79,219.16,111.11,263.30,6.61,77.05,269.32,143.46,288.95,261.82,75.12,31.73,24.85,111.23,188.28,20.07,274.44,171.66,7.67,254.11,29.24,60.96,85.82,6.15,88.93,277.21,297.27,189.72,193.07,185.36,139.48,168.71,229.68,51.73,140.66,117.87,115.14,204.03,269.95,139.15,40.10,114.14,58.30,95.19,239.53,244.39,142.32,225.61,288.55,28.65,142.78,8.65,55.98,296.14,0.99,253.02,30.18,209.64,59.04,47.59,138.79,13.00,194.36,45.53
205.69,296.54,222.09,40.38,271.09,292.03,130.82,235.63,178.47,260.88,122.38,7.37,58.16,200.37,32.02,120.97,128.93,64.56,243.04,89.35,172.23,177.21,222.57,239.01,247.48,86.77,69.88,212.92,228.13,128.74,181.02,81.41,35.99,9.88,15.80,142.68,98.49,95.11,23.23,151.97,32.99,114.40,150.39,160.27,176.07,101.83,98.98,181.24,164.25,87.42,2.39,203.44,10.78,291.26,160.97,184.41,108.53,293.72,245.38,247.77,5.71,218.98,234.08,147.79,37.81,109.08,31.11,167.50,64.27,278.22,283.92,202.90,136.99,255.48,283.55,221.31,202.29,2.59,13.45,138.29
