Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110,Col111,Col112,Col113,Col114,Col115,Col116,Col117,Col118,Col119,Col120,Col121,Col122,Col123,Col124,Col125,Col126,Col127,Col128,Col129,Col130,Col131,Col132,Col133,Col134
131.81,66.45, ,52.74,90.60,211.11,278.59,3.09,34.42,114.53,242.96,275.63,11.91,142.97,103.73, ,188.57,170.31,218.43,7.77,8.04, ,294.69,32.96,47.98,271.13,185.41, ,161.05,25.62,81.89,75.27,94.89,127.87,218.87,182.65,49.72,213.91,185.38,297.20,227.75,154.29,250.00,103.97,7.30,82.58,12.03,128.17,121.69,72.13,2.33,267.19,145.47,16.29,60.87,214.00,78.08,78.89,136.67,139.12,12.46,233.16,79.55,131.42,17.36,241.79,158.33,71.73,90.09,34.64,101.52,139.59,16.93, ,153.59,46.80,113.82,230.72,48.05,269.73,9.40,191.08,31.60,100.82,190.16,70.04, ,18.68,169.96,99.20,189.20, ,186.76,92.94,152.68,109.53,90.28,295.68, ,27.29,248.83,271.58,132.73,128.04,193.42,187.02,75.65,193.17,262.99,293.02,60.21,190.00,224.28,178.30,156.93,287.07,268.28,243.44,271.36,252.41,69.50,157.39,215.66,45.23,258.09, ,18.30,149.12,96.54, ,2.18,284.82,120.75,247.90
54.10,135.68,84.04,145.94,50.32,291.98,240.25,133.79,268.37,48.49,102.58,248.52,221.52,94.01,186.43,106.46,261.18,247.03,147.31,286.64, ,278.63,94.82,126.96,197.07,42.69,235.59,14.89,170.75,134.37,134.65,19.47,137.46,22.22,108.92,169.32,269.77,299.71,76.64,58.79,259.68,40.08,50.71,235.62,3.19,134.48,246.28,213.02,115.56,266.42, , ,231.01,283.68,84.78,57.40, ,17.08,74.11,295.76,147.97,132.26,51.70,164.24,183.12,21.21,214.39,168.78,176.69,33.81,273.76,164.82, ,181.89,202.29,58.14,242.21,163.62,27.07,24.40,16.84,253.93,186.77, ,236.91,192.96,183.72,64.86,284.05,230.42, ,24.66, ,266.87,290.31,107.01,151.44,140.88,293.66,10.60,280.07,269.56,218.22,39.75,201.81,176.12,70.23,156.90, ,123.77,88.45,61.76,102.24,53.36,95.15,236.66,9.51,257.98,102.39,222.30,13.06, ,145.30,233.03,191.14,125.96,119.61,207.64,179.01,85.46,104.28,41.74,124.42,50.67
28.29,229.26,174.98,75.35,191.69,22.48,39.55,228.71,225.21,191.26,145.49,209.29,91.63, ,216.05,93.13,205.22,152.27,130.04,94.33,219.31,172.80, ,21.24,1.43,67.20,50.66,169.42,162.46,210.99,177.10,298.05,293.14,252.38,83.13,106.45,199.32,106.25,51.43,132.31,73.93,245.56,112.20,84.55,76.03,179.57,83.46,53.25,130.71,88.72,285.64,147.30,104.34,86.43, ,218.73,154.96,154.20, ,269.19,205.09,59.63,298.35,262.27,219.69,57.23,6.83,203.58,227.83,107.67,163.70,232.99, , , ,23.20,195.73,186.76,146.93,239.30,233.69,209.71,48.12,33.50,121.70,18.81,295.30,293.33,266.06,227.65,292.21,298.96,38.15,128.88, ,68.17, ,59.06,117.51, ,151.01,124.64,216.98,33.93,247.59,216.10,145.57,5.46, ,193.39,118.07,19.66,90.44,66.04,279.58,256.69,34.56, ,73.20,61.43,21.87,25.05,22.28,171.37,267.05,221.13,221.79,121.28,33.84, ,183.35,146.59,278.15,294.89
254.35,146.74,88.59,86.53, ,257.16, ,224.21,126.90,223.44,147.11,104.15,83.49,158.79,127.53,111.23, ,65.57,68.99,277.73,213.58,102.78, ,8.55, ,135.46,127.31,267.88, ,131.03, ,289.82,124.94,72.55,49.01,136.50,265.17,42.75, , ,49.48,154.08,224.62,265.19,195.30, ,205.21,30.93,53.91,27.55,64.80,229.67,111.41,168.10,90.41,44.18,96.33,90.03,289.55,205.94,274.86,41.18,203.09,82.68, ,110.23,129.16,67.34,196.55, ,122.20,247.03,141.36,231.30,284.11,10.95,262.34,29.04,165.89,75.62,189.14,58.80,269.15,94.14,40.48, ,162.68,148.45,255.93,260.35,175.92,198.27,143.53, ,147.04,27.15,298.55,62.65,243.09,201.27,33.03,246.38,104.43,82.90,16.88,93.83,150.64,102.47,118.56,11.63,36.54,188.27,255.06, , ,282.71, ,15.73,181.76,39.89,33.08,259.58,267.21,158.43,266.25,60.79,86.67,289.35,214.66,80.51,116.87,148.28,214.05,46.04
 ,85.93, ,259.31,155.07,161.88,168.75, ,229.54,175.22,70.29,170.59,81.18, ,59.84,22.18,48.46,69.70,154.16,9.93,106.32, ,268.20,208.74, ,138.28,142.28,247.56,264.80,224.12,253.90,185.41,257.85, ,27.55,198.46,106.44,242.09,51.92,149.95,6.61,98.93,259.29,131.44,157.94,26.35,127.64, ,103.72, ,148.03,74.70,131.49,58.42,152.58,283.86,70.99,119.55,174.35,63.06,181.06,179.52,79.91,217.72,110.88,102.42,181.60,5.40,58.25,86.67,174.15,213.37,61.00,115.05,111.75,241.13,99.11,200.22,127.81,3.26,3.82,197.60,282.78,198.51,266.81, ,140.96,165.25,116.72,201.15,9.92, ,2.73,113.85,57.40,20.88,180.36,166.33,210.12,280.95, ,247.76,142.03,149.53,174.83,205.44,18.31,155.25, ,33.62,121.03,67.03,151.68,166.61, ,76.73,6.29,57.27,279.18,42.78,206.57,94.97,293.59, , ,124.79,182.46, ,273.48,208.40,264.57,143.16,151.74,296.20
 ,250.25,266.84,145.00,210.65,285.42, ,12.78,178.05,235.53,24.72,145.39, ,109.95,177.33,159.86,96.06,255.15,213.25,39.35,95.40, ,80.81,51.48,207.30,51.83,57.74,51.85,9.66,13.09,263.34,177.64,209.00,106.09, ,28.08,46.10,244.65,204.29,95.81, ,25.34,149.01,126.26, ,135.92,299.30,250.21,31.35,21.25,207.25,93.81,271.22,58.80,184.24,14.75,260.97,5.39, ,88.47, ,74.69,57.68,126.58,186.23,109.05, ,16.30,57.70,155.26,10.43,81.85,85.88,234.49,67.28,276.74,82.12,230.44,105.22,181.56,190.66,222.15,3.38, ,61.08,137.45,200.50,40.53,294.46,108.52,169.71,78.01,135.82, ,190.81,260.34,43.88,111.86,249.14,204.49,176.31,68.77, ,277.35, , ,277.96,73.08,31.31,173.13,276.64,57.94,89.38,251.29, ,217.32,57.40,120.84,216.37, ,211.43,244.25,138.78,58.14, ,89.45,243.01,39.57,14.51,161.43,198.27,86.98,291.32,237.40
78.10,1.77,65.20,91.06,7.51, ,219.36,293.31,26.14,21.87,264.40,259.62,167.11,196.19,52.74,220.10,118.67,166.67,139.06,56.54,42.90,188.65,152.93,244.55,131.84,277.27,235.27,205.45,298.32,85.09,142.21,215.96,79.05,226.36,118.03, ,160.93,91.55,205.63,67.74,105.34,61.97,269.43,107.01,297.18,156.90, ,162.09,11.75,46.84, ,164.87,62.16,273.71, ,179.34, ,264.04, ,26.01,220.33, ,292.15,149.79,70.29,11.14,212.41,81.34,111.54,71.54,272.00,27.42,224.59,37.72, ,288.62,221.30, ,162.43,261.57,50.15,212.87,66.36,13.57,275.80,93.90, ,65.91,26.23,17.18,224.62, , ,120.46,122.19,51.78,21.54,73.44,276.87,119.76,148.30,77.95,61.36,272.23,217.88,14.16,179.33,140.88, ,261.34,274.20,88.51, ,152.51,96.27,205.64,231.54,183.49,27.35,134.78,72.13,298.04,287.72,25.07,24.74, ,61.47,111.27,148.77,2.48,250.40,125.33, , 
49.92,206.62,207.67,66.90,204.23,248.04,178.26,106.34, ,167.80,277.86,55.39,20.26,82.38, , ,215.53,298.72,186.31,196.09,60.39,296.74,104.46,91.83,184.68,47.69,53.80, ,109.20,90.52,239.91,184.69,158.18,187.44,50.69,42.69,241.32,139.94,3.56,246.73,102.96,232.36,147.70,225.70,115.44,41.18,258.85,244.07,90.26,263.63,12.43,284.15, ,124.09,208.98,55.36,145.33,26.00,296.97,226.47,99.34,295.05,201.53,98.76,11.18,282.19,242.70,136.28,193.93,5.09,2.74,196.55,209.72,148.84,206.46,160.56,17.98,160.49,76.53,238.07,189.53,239.84,208.77,28.67,36.48,205.61,94.21,187.28,24.72,210.61,111.42,236.98,226.77, ,3.31,286.98, ,207.24,78.48,106.98,218.72,140.91,182.68,226.50,239.04,106.08,182.39,220.81,46.90,216.85,150.89,82.79, ,290.04,298.31,79.75,24.77, ,149.10,181.48,175.85, ,281.93,209.20,190.97, ,38.55,42.15, ,124.95,138.83,104.12,221.03, 
245.80,188.97,212.98, , ,190.98,70.76,106.50,52.11,216.53,80.50,280.11,83.63,138.32,215.58,119.64,218.07,206.54,160.34,177.50, ,68.48,279.10,34.61,281.74,165.82,250.18,52.51,208.13,88.00,79.54,226.38,281.53,85.53,152.16,266.08,113.38,111.10,264.19,41.77,15.40,18.33,32.09,215.26,234.80,46.96,66.72,193.34,265.16,136.83,183.91, ,297.29,111.39,101.65,131.54,272.50,65.91, ,136.75, ,71.55,58.38,223.31,279.23,296.88, ,114.20,211.30,139.31,225.89,150.42,60.62,155.49,263.91,170.95,246.90,172.21,240.76,26.79,237.33,269.37,106.75,37.44,198.07,66.81,105.83,6.95,115.24,266.18,256.00,179.81, ,52.01,260.27,33.17,247.44, ,142.88,285.70,156.32,57.07,7.72,140.36,29.34,177.10,34.75,132.65,35.99,266.57,112.43,75.53,224.12,247.32,245.33, ,101.64,4.38,124.50, ,139.17,120.74,192.13,149.36,70.04,176.94,227.71,13.28,34.56,110.30,4.40,214.90,157.27,256.10
156.18,47.19, ,167.93,212.12,160.98,93.46,113.83,274.05,143.35, ,80.75,119.65,143.22,36.88,66.23,182.53,116.35,217.76,97.65,48.46,90.35,214.52, , ,110.73,187.92,40.16,175.61,53.83,194.36,19.31,83.68,183.00,131.56,36.37,30.13,50.27,70.18,257.16,9.36,71.76, ,111.93,31.52,219.79,166.11,69.65, ,271.50,294.21,110.45,32.27,115.42, ,185.60, ,54.97,286.11,253.97,238.66,173.54,39.72,76.51,293.53,144.39,212.90,68.08,169.19, ,284.61, ,170.21,43.22,286.90,51.92,171.35,60.80,200.98,268.76,150.73,180.69,227.31, ,295.39, ,95.74,287.53,105.88,208.84,82.92,178.42,136.61,125.42,94.65,297.92,3.87,25.69,143.77,278.15,248.38, ,44.12,267.94,181.87, ,30.96,127.33,43.44,259.16,161.35,195.24,117.22,7.92,83.68, ,61.83,44.29,109.59,232.92,111.15,203.20, , ,170.07,155.23,14.29,295.35, ,154.62,118.45,28.22,14.24,263.96
168.41,253.01,53.81,67.97,233.74,14.34,280.78,200.77, ,224.86,151.86,264.77,262.64,65.40,141.55,128.72, ,249.61,14.76,268.52, ,202.26,186.35,174.22,148.57,39.58,99.15, , ,228.63,191.23,45.02,183.55,17.75,123.35,256.25, ,38.98,126.51,185.13,106.64,222.89,180.54,194.80, ,258.72,94.20,294.64,182.74,12.97,119.68,156.22,263.09,114.91, ,47.32,281.31,287.96,249.61,200.51,240.48,103.13,208.66,235.73,135.82,60.86,233.61,192.54,160.27, ,122.14,171.78,161.31,257.11,275.35,266.02,66.08,222.89,289.14,242.90,11.79,97.89,290.44,240.64,155.33,124.43,93.67,246.63, ,203.74, ,29.34,117.05,66.99,102.59,215.90, ,227.70, ,275.80,186.13,92.74, ,217.17,223.77,265.57,235.32,199.24,198.64,49.66,252.75,96.65,5.50,102.06,244.47,209.00,179.24,129.98,255.55,239.64, ,205.21, ,74.52,128.46,143.07,267.22, ,63.88,273.22,206.76,150.50,115.42,79.12
17.71,196.42,239.46,25.39,133.82,219.19,49.70,234.22,159.57,195.55,134.75,129.47,75.18,241.39,167.71,131.47,20.33,250.28,103.64,104.47,196.91, ,246.61,262.82,75.58,69.98,127.61,128.50,13.93,110.50,276.17,36.01,151.34,111.87,167.53,215.61,284.44,133.59,155.28,105.49,89.27,229.88,114.22,86.00,166.85, ,143.02,68.70,178.86,116.48,0.13, ,105.13,144.86,119.52,35.13,231.00,100.48,41.29,219.25, ,86.10,75.55,51.31,233.73,276.85,220.16, ,125.75,142.70,20.83,270.76,187.23,180.37,62.63,202.41,48.96, ,72.75,297.11, ,230.84,141.92,274.38,235.29,201.02,70.76,40.22,277.82,243.27,215.17,79.86,287.78,62.85,201.57,52.87,248.74,79.85,264.76,209.58,154.38,278.05,32.45,266.65,245.73,168.47,215.81,278.48,77.14,259.35,125.00,4.33,295.92,164.41,138.43, ,292.81,138.79, ,157.07,227.31,94.50,263.70,44.10,213.90,283.51,99.94, ,104.28,181.38,46.66,26.89,2.79,5.23
237.64,298.65,149.58,216.73,65.15,289.45,140.95,290.83, ,99.34,14.90, ,203.37,223.09,148.90,249.96,67.46,76.40,9.83,167.56,171.33,153.61,240.03,271.46,8.75,30.20,196.99,289.43,40.06,30.62,138.40,43.10,168.18,271.98,45.48,104.58,72.24,77.58,252.74,243.13,231.12,169.88,285.13,228.47,71.83,214.15,239.68,116.08,76.74,285.88,227.60,39.02, ,116.60,1.38,255.24,96.75,132.75,213.71, ,238.90,112.44,274.11,110.30,159.98,178.26,9.26,236.32,105.69,164.88,286.35,73.04,127.27, ,52.13,74.04, ,137.92,7.27,70.03, ,230.01,80.49,13.87,12.20,292.03,227.04,283.52,182.86,84.82,14.71,99.79,42.43,226.67,261.29,130.36,240.93,83.47,136.25,207.76,159.49,145.62,9.61,44.08,61.87,76.94,265.86,165.32,130.75,68.62,130.69,170.89,259.36,93.04,51.69,244.07,200.59,297.72,218.82,102.67, , ,57.27,56.34,144.84,14.58,279.13,112.44,216.90,104.38,167.41,10.74,67.26,201.17
121.53,106.77,100.69,103.80,114.02,80.56,47.23,172.32,240.42,176.37,56.55, ,223.97,178.01,204.08,236.63, ,56.62,135.05,53.29,15.28,98.99,126.18, ,298.49,131.42,48.95,39.80,156.00,166.52,299.22,123.34,39.66,292.47,169.25,168.77,165.07,207.10,162.26,151.90,225.89,144.00,272.06,4.54,147.57,162.06,241.67,82.64,19.60,96.80,224.90,296.96,1.66,50.88,257.37,24.68,186.10,158.10,52.49,286.21,33.71,46.85,133.67,256.70,204.61,42.11,19.08,219.47,243.12,184.67,173.12,83.75,78.03,217.38,104.50,30.58, ,77.43,185.52, ,38.78,123.80,241.03,119.97,163.62,130.85,263.58,257.64, , ,289.18,166.19, ,196.77, ,274.19,121.54,115.78,292.65,241.22,82.46,94.18,124.27, ,87.85,252.00,292.19, ,272.76,218.04,50.62,92.93,195.43,205.93,74.80,250.80,132.26,77.20,279.33,151.47,289.33,225.70,72.66,248.86,67.22,202.33,16.85, ,212.28,48.60,284.53,174.28, ,207.54
5.87,279.23,160.57,237.81,93.06,299.63, , ,208.83,184.70,253.48,137.95,75.96,147.75, ,148.30,143.26,108.44,205.28,190.70,203.59, ,214.05,8.81,43.44,228.14,143.32, ,281.27,31.45,192.58,278.43,157.14,266.93,151.82,231.36,46.03,19.48,49.01, , ,39.50,247.09,82.69,223.13,173.54,106.68,9.16,107.00,206.80,131.88,246.14,101.15,198.20,5.09,116.69,266.15,266.20,123.82,41.94,112.86,1.52,281.61,4.64,176.97,162.54,270.07,72.10,100.85,191.84,217.51,132.76,164.72,96.89,147.85,35.49,54.32,180.24,47.68,124.54,96.32,233.51, , ,137.61, ,29.46,193.43,135.31,202.71,173.98,82.12,226.74,67.14,223.06,11.43, ,236.08, ,169.60, ,175.21,207.05,137.73,44.56,44.91,78.43,295.63,61.30,196.42,75.59,27.19, ,135.13,107.67,20.93,10.05, ,118.31,3.61,148.02,131.76,169.82,172.10,179.87,173.90,37.53,236.45,128.13, , ,215.72,255.31,249.28
45.47,225.10,23.63,97.25,266.05,65.57,132.51, ,6.41,109.08,258.17,84.03,73.63, ,12.86,174.92,260.41,29.73,269.46,258.64,208.74,33.77,62.84,219.75,172.68,243.47,199.64,212.60,190.90,247.78,204.73,165.90,43.08,50.66,248.99,79.24,233.98,132.04,279.28,131.21,293.25,280.54,191.95,158.74,124.15,286.61, ,152.51,272.29,244.68,297.13,64.06,187.96,286.90, ,38.69,8.31,90.67,224.83,181.99,65.46, ,52.06, ,204.57,91.58,173.71,249.84,140.47,15.64,91.60,173.88,216.40,162.24,171.04,289.68,170.64, ,60.73,94.17,11.77,271.61,196.91,214.31,188.49, ,206.02,240.66,240.90,262.08,164.13,190.20,186.15,208.95,121.58,39.47,27.92,273.22,259.58,206.72,209.73,24.42,36.33,195.64,122.15,80.36, ,270.56,176.99,49.03,152.98,161.75,93.10,127.81,184.00,292.21,58.77,192.60,254.27,70.15,279.83,11.86,218.71, ,95.70,155.22,166.81,79.74,13.49,149.21,188.15,91.21,57.04, 
231.55,106.60,194.91,229.57,52.53,189.19,243.98,13.93,69.84,241.70,247.82,240.46, ,238.72,190.33,147.16, ,110.58,229.01,32.28,212.26,6.87,243.52,4.48,112.82,191.77,165.57,0.37, ,134.38,24.41,40.50,163.95,282.14,196.82,142.08,199.90,62.28,170.39,5.83,125.96,19.60,245.72,180.84,45.58,96.48,39.92,241.55,104.79,13.68,211.33,57.03,82.63,112.58,132.45,80.86,198.56,138.88, ,19.72,5.23,292.51,74.87,16.77,234.29,292.42,151.80,292.93,230.81,75.59,244.69,264.70,92.57,41.97,24.82,132.88,96.64,105.28,254.89,150.26,62.51,125.07,290.85,177.33,230.24,105.49,146.93,78.03, ,120.00,160.18,9.23,278.34,295.52,89.50,0.11,180.08,103.75,133.64,271.72,152.00,160.79,71.57,104.96,66.34,187.41,106.67,116.76, ,112.28,120.75,234.97,109.92,203.18,211.40,176.02,276.92,127.50,172.23,108.82,124.83,70.70,140.46,168.11,298.59,160.34, ,95.31,20.14,121.94,84.47,100.47,223.80,178.68
73.37,36.47,61.98,27.36,210.72,281.44, ,261.83,112.63,91.84,192.19,153.34,49.38,217.12,24.01,279.24, , ,288.14,278.38,175.65,269.12,73.15,163.64,101.84,207.03,7.66,158.59,215.87,261.22,8.54,251.24,236.90,204.17,291.15,283.44,274.27,37.15, ,200.79, ,177.05,53.40,88.65,45.72,119.97,137.51,292.16, ,229.06,20.46,222.77,137.53,177.28,126.73,147.97,7.10, ,296.53,89.29, ,135.01,93.06,227.22,134.11,37.85, ,58.31,170.37,54.79,138.61,86.68,292.86,70.41,18.78,61.65,152.13,243.09, ,85.03,49.37,185.03,282.30,145.53,3.00,254.34,245.46, ,8.77,163.83,92.64,146.12, ,298.25,233.77,16.83,109.15,237.94,153.41, ,298.94,129.80,74.13,51.26,142.37,265.43,139.21,188.82,212.35, ,101.38,223.67,132.09,184.40,27.00,290.26,36.76,283.61,184.17,193.82,218.73,22.95, ,81.02,78.39,293.26,94.75,285.65,238.64,97.36,45.47,298.92, , 
182.88,293.15,208.32,177.96,73.62,255.22,216.65,148.01,95.58,16.46,155.72,99.70,263.76,88.27,44.44,71.65,274.72,186.55,115.47,45.20,167.41,43.73,34.02, ,129.61,10.44,290.22,10.54,229.30,31.58, ,291.79,127.45,28.43, ,143.90,194.74, ,195.16,29.98,268.45,58.79,34.39,93.18,280.16,229.22, ,121.20,59.87,163.46,113.26,175.92,255.97,290.14,265.82,231.86,35.31,253.79,290.20,231.44,203.58,219.34,36.00,75.44,125.37,122.24,116.36,195.78,68.82,274.21,252.78,229.64, ,183.43,152.08,57.79,10.42,61.53,61.72, ,157.59,64.21,166.06,277.99,252.89,247.76,81.46,133.17,188.63,194.53, ,1.37,289.32,98.49,61.66,152.93,17.80,251.18,246.42, ,8.27,22.44,11.74,156.57,115.00,139.97,60.18,10.90,276.42,231.44,84.36,180.20,109.45,222.50,206.99,82.71,138.89, ,150.64, , ,24.05,135.52,133.24,44.48,99.03,197.62,151.53,6.50,98.72,45.36,174.05,288.50, 
93.66,89.14,288.44,26.76,220.20,194.73,104.81,141.84,58.54,23.51,274.64, ,241.70,52.32,291.33,205.04,134.48,18.96,154.06,163.95,23.85,110.29,29.09,208.51, ,176.65,77.55,70.95,92.99,276.40,253.99,113.78,151.70,202.79,133.47, ,49.03,77.12,96.96,130.53,7.29,182.12, ,33.41,161.91,265.49,35.13,155.52,103.31,128.31,296.11,12.53,10.81,226.06,139.78,0.66,39.56,27.38,98.77,274.26,187.19,98.99,159.24,71.23,261.73,268.65,161.32,106.79,24.00, ,163.79,42.91,104.68,36.42,2.62,50.37,284.39,62.29,149.37,277.94,278.53, ,236.38,61.75,210.91, ,253.16,141.14,258.58,199.92,21.94,92.20,165.85,62.44,283.31,244.93,23.73,138.72,159.85,166.04,88.42,279.04,201.33,37.66,66.01,154.91,140.13,160.26,23.71,234.11,134.50,268.27,102.51,262.52,284.51,165.37,80.36,114.52,264.60,141.60,89.77,118.55,243.63,235.87,201.50,274.37,49.02,194.22, ,156.73,34.14,279.26,65.65,221.59
88.27,188.94,163.54,237.42,129.08,29.30,117.72,70.79,248.30,47.93, ,204.67,97.20,192.97, ,16.63,2.95,199.64,223.77, ,161.19,206.43,185.90,195.13,73.65,33.48,96.78,150.14,47.01,191.41,151.62,256.61,149.98,177.12,285.28,119.23,96.90,223.88,28.52,67.99, ,101.47,264.64, ,266.09,286.73,221.76,4.52,115.84,239.88,196.37,233.26,71.63,41.25,12.97,114.53,171.94,182.42,247.03,100.58,98.97,70.61,225.67,199.10,229.62,34.47,64.15,141.58,297.89, ,10.85,245.83,124.55, ,185.75,91.42,88.37,73.64,211.13,234.11,40.82,249.22,289.72,43.01,149.15,14.14, ,266.75,143.56,154.50,277.05,209.21,118.11,37.02,10.73,211.20,77.15,70.18,64.65,195.45,232.69,210.09,288.10,139.42,268.15,249.45, ,158.67, , ,245.59,269.01,30.06,59.07,160.15,169.65,106.97,176.39,275.69,31.42, , ,120.68,112.54,246.53,274.45,229.48,207.16,201.96,288.47, ,148.62,211.86,279.51
268.70,253.16, ,105.69,217.34,210.05,292.25,1.08,244.87,186.74,129.06,89.26,49.73,266.14,43.34,201.79,27.15,273.96,278.88,72.57,6.03,226.09, ,227.17,84.07,151.73,286.80,25.36,290.16,70.47,200.18,114.24,156.08,194.95,17.73,14.03,280.63,140.03,135.85,243.91,224.95,156.02,36.07,16.07,38.23,238.67,215.46,159.39,91.77,13.00,28.94,23.45, ,163.48,159.54,232.40,155.63,235.48, , ,83.45,155.10,29.01,85.45,252.89,173.68,169.99,36.17,6.63,220.71,34.24,100.79, ,256.43,95.18,58.79,107.26,67.14,178.13, ,260.04,219.69,120.77, ,156.94,123.52,207.40,236.91,94.42,147.35,198.23,74.65,154.57,106.15,159.16, ,221.86,195.90,78.03,231.22, ,217.92,76.29,12.07,112.96,216.75, ,114.99,231.99,57.41,178.16,273.06,61.49,106.74,36.47,274.06,79.69,185.61,223.96, ,237.16,216.70,84.20,268.90,6.03,44.44,219.07,93.00,85.06,188.24,24.39,16.52,152.71,177.68
 ,188.61,25.31,277.75,96.69,148.12,57.82,128.16,108.11,270.75,236.79,77.85,283.06,295.75,3.57,152.82,248.09,15.47,53.92,152.61,45.02,234.33,189.77,280.60,214.22,187.48,210.03, ,193.09,125.99,119.77, ,74.19,62.47,207.41,82.89,266.99,60.75,230.75,263.81,248.40,162.70,29.02,101.21,265.82,285.25,37.18,155.09,205.21,201.03,33.94,172.64,111.82, ,42.57,166.06,132.31,116.62,73.10,69.41,155.17,217.62,24.00, ,135.36,61.87,206.63,20.31, ,132.13,298.99,196.58,128.62,209.13,297.09,134.59,214.60,53.31,278.99,21.03,212.67,185.16,21.68,269.37,77.72,113.61,276.20,241.76,39.08,50.06,133.13,102.66,174.42,179.95, ,200.99,145.96,161.87,37.71, , ,220.55,252.25,142.10,239.03,1.52,296.99, ,181.64,270.78,296.31,209.48,51.72,75.55,48.05,105.45,234.97,111.44,196.36,242.97,47.73,160.31,186.88,60.70,38.33,124.59,182.22,264.24,220.25,1.68,210.37,159.18,51.24,246.20
79.32,106.40,79.07,264.70,164.71,34.47,56.88,237.69, ,201.93,113.38,174.72, ,281.86,297.42,211.48,280.70,132.80,117.85,53.81,177.82,107.95,121.56,71.35, ,264.49,276.97,202.90,159.55,133.55,52.40,11.88,147.35, ,234.45,40.70,203.08,206.78,130.80,175.87, ,279.80,48.77,244.51,108.46,6.65,204.46,108.66,55.08, , ,190.46,224.61,242.62,85.50,273.92,129.52,201.43,42.72,66.09,201.86,91.28,116.57,267.56,212.08, ,131.09,71.70,131.16,113.26,35.92,248.20,196.42,51.20,166.99,71.83,203.26,245.49,62.96,79.33,153.31,169.43,8.53,155.04,191.55,113.97,35.20,77.23,186.44,237.36, ,9.20,33.08,153.14,18.54,224.18,247.68,176.16,34.69,87.13,8.83,288.35,90.63,13.53, ,141.95,290.39,268.81,4.85,51.17,242.93,73.88,93.22,125.82,134.73,112.43,251.94,297.46,258.48,201.76,284.93, ,275.32,209.15,20.34,224.51,76.48,243.93, ,43.97,188.57,95.07,187.80,168.85
235.24,233.23,108.06,180.71,193.48,257.56,216.55,291.34,167.58,30.52,224.66,45.69,253.19,114.23,187.77,26.25,110.42,260.01, ,140.72,71.13,224.44,253.47,129.31,183.12,70.59,115.36, ,228.60,263.29,239.26,25.92, ,136.34,234.07,102.64,21.70,111.71,11.74,261.68,105.24,31.74,221.64,20.92,75.70,7.45,58.44,144.45,132.56,248.94,35.60,141.42,225.35, ,237.09,265.12,123.55,109.87,31.55,20.30,32.69,83.16,197.93,295.67,74.23, , ,12.06,282.28,147.75,72.80,253.71,162.97, , ,76.64,229.82,255.10,236.43,113.73, ,109.40,54.16,227.04,97.91,177.31,297.19,240.06,66.43,244.99,125.80,220.34,147.65,260.28, ,298.55,88.06, ,144.29,119.15,227.67,220.77, ,217.96,24.38, ,2.36,127.83,162.80, ,10.46,93.63,19.17,44.51,70.66,251.52,196.96,30.97,243.62,198.34,53.65,161.56,225.08,165.62,269.33,186.59,279.26,100.41,72.40,105.65,222.73,246.35,80.01,233.70
113.27,185.21,54.75,204.72,153.30,33.06,284.14,102.42,199.87,261.82,47.74,115.32,124.63,90.15,39.00,228.28, ,113.49, ,160.26,190.46,294.26,136.19,143.17,241.80,141.43,15.31,271.08,159.64,192.31,0.37,273.65,83.59,42.14,40.16, ,230.62,20.96,52.14,297.31,241.16,132.17,55.67,115.86,180.98, ,130.78,9.93,140.59,233.96,196.30,85.12,204.74, ,58.88,243.34,43.96,96.55,29.28,197.48,38.52,56.71,209.24,127.06, ,220.58,291.97,221.74, ,126.48,283.86,131.39,241.55,111.69,51.49,190.31,286.10,27.43,45.96,11.46,250.34,93.60,112.67,119.71,250.36,267.93,131.55,161.41,274.67,111.20,114.07,275.13,230.34,142.98,239.24,149.32,275.14,87.55,153.39, ,103.76,245.49, ,44.80,58.10,172.49,45.64,170.81,86.73,23.33,77.44,84.15, ,59.28,239.70,23.07,124.65,0.42,164.81,114.94,43.53,236.70,180.05,83.64,9.99,224.15,262.23,23.85,38.87,58.67, ,81.74,54.86,125.96
