Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110,Col111,Col112,Col113,Col114,Col115,Col116,Col117,Col118,Col119,Col120,Col121,Col122
50.73,72.75,175.26,116.11,229.79,149.13,55.17,123.43,39.58,270.41,46.43,203.85,0.10,1.65,92.98,91.37, , ,233.35,210.35, ,140.15,56.33,286.38,87.56,275.43,63.94,272.71,102.66,50.55,172.15,61.35,259.69,63.59,138.42,34.16,121.48,119.08, ,105.46,226.00,89.09,262.93,125.00,90.56,63.92,167.65,120.29, ,25.35,15.75, ,49.91,55.16,170.72,62.66,46.63,175.16,140.96,123.62,151.46,261.46,273.12,147.63,84.91,118.76,55.32,37.99,34.17,29.45,26.11,181.07,80.79,208.46, , ,187.70,246.26, ,219.38,108.78,63.18,131.55,203.66,205.48,148.26,38.34,24.74,234.22,211.25,5.93, ,38.02,230.53,169.86,203.66,0.47,211.31, ,78.80,162.09,61.37,282.90,63.50,230.18, ,141.43,111.04,172.92,295.11,133.34,295.14,13.10,253.46,144.42,3.21,163.56,258.28,270.38,237.41,288.17,83.13
223.28,104.02,43.23,199.66,264.10,213.58,190.41,201.60,168.51,231.74,192.29,205.97,248.01,140.69,78.50,65.79,117.99,97.99, ,297.65,233.03,251.38,82.86,111.82,286.93,49.43,208.92,224.96,187.46,212.29,146.84,189.43, , ,246.61,28.17,153.13,136.70,171.41,222.93,37.24,299.86,228.84,26.12,280.38,222.14,37.22,28.78,217.60,285.89, ,14.05,251.33,245.15,146.65,278.77,201.95,129.75,117.46,14.74,18.92,193.41,265.53,240.37,179.99, ,44.19, ,152.65,167.36,28.63, ,7.40,164.46,273.65,13.48, ,284.75,96.12,242.69,140.54,253.82,106.31,64.72,24.00,100.55,15.16,205.38, ,49.28,32.60,295.21,35.12,30.83,259.14,8.92,49.53,274.61,298.28, ,126.04,52.13,21.87,55.78,44.96,276.52,224.97,182.30,34.57,1.88, ,210.87,25.25,1.68,30.45,106.36, ,236.87,52.61,284.65,185.98,0.75
216.71,161.96,196.77,144.32,297.32,109.52,174.03,108.71,100.37,280.25,234.68,182.95,175.85,95.67,197.22,224.34,22.14,212.93,282.83,117.55,206.04,87.17,297.00,253.95,4.55,62.97,151.32,226.52,113.52, ,10.74,13.35,140.75, , ,82.48,177.21,0.88,149.80, , ,34.91,50.22, ,289.45,207.54,147.61, ,236.62,56.77, ,197.52,194.06,132.11,134.39, ,238.67,70.74,90.20,238.61, , ,129.87,107.78,42.80,284.00,160.65,229.38, ,279.01, , ,200.09,5.84,268.53,260.62,140.57, ,281.00, ,110.87,255.12,79.02,140.71,244.62,287.82,119.78, ,15.25, ,45.11, ,13.65, ,22.14,289.78,255.73,116.58,167.04,223.31,155.66,4.49,245.51,62.02,259.13,80.55,7.94,120.85,139.31,194.34,229.73,130.68,14.93,252.06,18.95,128.03,239.39, ,184.90,36.91,83.95,30.74
279.78,241.87,295.71,144.95,126.61,287.83,44.00,264.13,254.04, ,128.66,186.52,263.79,140.46,95.29,244.72,92.08,158.18,96.83,187.65,181.67,241.81,260.72, ,186.69,297.36,259.59,127.20,40.03,203.60,233.84,198.74,107.98,8.33,96.69,38.33,245.06,292.48, ,169.38,102.45,294.02,259.92,170.34,110.29,226.66, ,242.56,92.87,262.92,201.22, ,239.55,109.66, ,248.46,272.15,212.79,239.13,232.39,126.27,119.68,182.10,77.88, , ,175.19,271.96,169.58,15.96,246.23,82.63,20.89,139.81,27.25, ,259.64,15.89,208.01,97.18,228.94,239.06,97.03,71.66,218.60,189.41,154.46,281.09,120.85,188.95,63.13,244.15,56.22,237.84,111.10,56.24,256.87,139.74,44.33,227.35,119.63,161.39,216.71,23.23,178.36,92.08,180.07, ,236.29,202.09, ,237.12,147.43,252.06,247.89,198.57,259.31,291.99,292.28, ,15.51,141.55
38.34,107.76,47.29,70.86, ,178.24, ,25.67,153.39,28.37,211.40,109.09,195.60,221.87,192.99, ,34.54,88.88,272.83,164.86, ,114.24,112.55,162.77,81.23,151.05,165.94,13.21,292.05,204.83,13.11,151.30,132.36,152.54,289.21,114.81,250.30,267.54,229.79,201.07,146.48,120.62,114.57,287.46,42.63,20.54,290.11,119.39,188.22,72.42,287.92,183.53,116.28,1.07,281.38,57.08,254.26,140.28,11.53, , ,20.03,109.90, ,229.29,256.07,205.05,189.14,17.03,208.55,128.43,149.48,11.70,284.83,117.63,200.93,229.12,265.40,64.99,192.96, ,149.03,13.22,84.64,299.56,14.04,40.42, ,70.99,294.49,169.77, ,70.70,38.61,22.90,90.78, ,85.06,205.72,119.84,65.20,187.81,239.38,17.62,72.61,188.40, , ,179.22, ,236.71,154.66,156.24,258.06,30.51,118.66,184.51,76.27, ,53.47,250.19,257.26
159.71,89.90,203.83,258.05,205.83,187.37,106.81,123.49,163.31,138.40, ,145.31, ,40.03,231.75, ,189.01,234.94,102.90,238.51,197.13,277.85,158.58,254.51,266.78,154.70,112.66,227.63,279.74,298.00,41.92,59.10,1.22,265.60,233.11,176.14,175.32,277.94,297.28, ,264.06,179.99,19.36, ,277.33,156.80,172.68,263.54,129.64,225.81,68.88,299.35,289.17,99.02,208.58, ,233.87,106.26,179.36,22.92,102.95,82.80,84.40,41.82,111.16,242.00,75.46,205.76,90.09, ,57.20, ,256.76,276.16,36.73,188.64,81.52,271.38,69.87,145.83,71.97,118.27,163.40,114.88,214.22,149.60,262.18,249.54,61.50,281.97,81.22,157.89,162.20,27.06,185.05,43.77,129.89,270.98,55.77,62.45,290.84,3.72,50.67,171.97,178.95,210.41,24.54,122.91,197.56,118.81,22.86,39.63,24.62,146.03,96.47,50.37,120.54,40.33,7.35,283.38,66.24,146.48
262.08, ,159.64,96.34,142.21,281.88,283.53,140.98,88.95,114.29,170.00,216.59, ,128.90,62.04,218.39,285.92,177.90,40.11,59.78,139.46,264.24,2.23,275.39,45.67,180.44,194.85,138.52,224.56,260.66,162.55, ,148.47,73.01,99.63,171.69,209.72,46.24,192.63,19.52,48.64,139.22,239.23,109.09, ,76.50,99.21,15.01,87.52,67.33,174.16,71.13,47.32,2.40,154.15,110.98,54.00,252.15,94.58,133.66,252.81,105.83,149.21, ,236.74, ,136.18,251.27,25.68, ,28.08,22.98, ,135.91,56.37,112.01,228.26,120.82,155.83, ,5.04,279.43,242.85,77.96,44.37,38.06,154.10,133.00,99.59,13.00,90.38,299.05, ,244.71,210.40,288.79,105.59,122.92,279.13,125.33,260.39,29.56,264.69,136.35,195.29,154.77,260.74,81.37,285.15,264.22,126.62,39.03,289.29,279.58,77.97,259.92,215.49, ,180.18,178.06, ,48.43
62.79,132.54,211.24,170.23,13.23,128.47,229.07,214.22,86.17,13.55,30.55,35.56,109.23,250.33,101.21,7.90,7.93,8.15,258.14,94.64,175.25,23.64,40.86, ,127.03,26.52,260.60, ,32.87,29.42,195.99,281.97,294.63, , ,209.08,181.17, ,56.42,297.49, ,235.35,94.71,200.23,126.00,176.50, ,205.92,116.59,124.05,31.19,64.83,23.03,215.15,41.16,253.56,132.31, ,6.02,139.41,283.76,62.05, ,282.66,266.36,102.74,119.74,204.36,167.90,251.88,254.12,54.61,31.69,128.91, ,144.85,99.19,110.51,288.87,143.91,201.15,157.80,62.91,195.92,159.62,199.36,77.42,297.28,224.09,114.01,77.13,74.90,87.47,37.57,120.21,131.40,124.64,12.93,280.93,135.03,32.15,83.22,226.78,94.67,264.69,80.67,167.54,218.15,40.98, ,161.19,162.75,261.84,195.47,132.88,284.41, ,18.80,246.04,137.14,96.45,249.39
143.65,32.68,71.93,17.51,234.85,266.03,116.55,12.87,250.86,250.34,253.65, ,199.69,118.07,11.16,189.80,63.54,220.96,78.67,142.85, ,297.56,46.87,265.95, ,216.80,30.38,130.57,122.02,214.23,270.67,159.99,113.68,167.21,48.87,29.26,127.82,189.28,5.60,241.73,83.42, ,113.80,72.82,121.64,27.55,73.76,221.72,66.62,101.45,194.13,130.52,175.14,275.13,94.85,92.66,61.93,102.43,250.82,289.04,278.35,134.20,269.53,286.35,201.18,137.40,135.12,181.15,57.18,161.19,134.79,12.22,205.05,72.44,289.91,228.34,78.06, ,47.58,6.71,19.63,221.13,229.62, , ,246.24, ,98.27, ,110.48,259.97,256.31,215.04,44.18,95.84,203.66, ,210.37,244.80,148.29, , ,55.83,283.58, , ,195.36,192.33,290.34,35.54,32.51, ,215.81,257.08,292.60,29.84,127.04,68.04, ,105.39,143.60,150.80
170.82,149.42,125.39,180.61,245.96,214.26,128.93,53.40,56.04,278.24,62.69,43.84,282.18,192.08,238.20, ,109.01,94.25,214.42,52.77,179.97,289.62,94.83,29.70,109.09,21.48,28.04,128.72,16.61,169.58,216.14,87.22,1.50,197.31,115.48, ,295.45, ,271.75,33.94,54.05,266.79,227.91,109.96,272.33,34.57,268.97,54.38,275.86,237.65,271.80,123.26,48.58,243.97,50.05,21.77,120.94,179.62, , ,105.48,116.16,97.64,90.76,141.31,207.90,239.79,132.09,142.78,102.29,201.00,64.66,256.43,211.33,234.45,125.63,150.44,179.97,26.91,100.10,37.35,247.18,187.70,40.19,259.95,117.22,294.81,83.72,67.48,87.29,189.77,41.85,154.71,288.29,192.54,49.84,96.39,207.03,76.30,14.57, ,131.79,84.52,280.91,81.15,123.05,165.73,124.92,190.68,194.23,239.28,122.14,79.01,76.21,195.46,77.67,113.14,128.89,223.14,233.42,85.76,87.37
92.44,157.44,259.04,55.42,34.30,67.49,296.72,176.42,167.14,123.89,163.56,177.94,62.58,90.99,167.82,99.84,90.66,243.37,8.96,248.02,176.35,156.58,159.22,65.26,287.09,6.64,141.93,237.34,295.93, , ,206.70,124.01, ,67.38,118.95,295.08,242.52,18.79,169.81,180.85,38.87,202.80,211.92,126.86,83.31, ,247.06,21.98,59.26,138.46,250.91,101.40,147.15,131.90,281.79,143.60,222.55, ,112.06,168.14,241.96, ,111.24,156.01,269.59,265.18,21.58,12.68, ,159.84,161.10,216.76,266.19,267.34,175.48,5.31,18.33,295.08,58.51,268.44,163.20,156.91,205.29,283.93,102.20,263.23,266.35,8.09, ,275.43,150.18,117.63,73.16,188.89,123.41,154.04,245.69,172.04,243.03,200.86, ,44.63, ,10.97,18.62,89.21,55.83, ,173.46,122.04, ,7.63,104.59,76.91,199.41,267.22,193.99,113.73,212.71, ,223.68
270.37,251.96,223.02,13.29,24.56,34.85,142.96,151.24,173.53,204.04,168.74,16.47,160.21,249.53,209.43,71.22,40.41, ,263.43,157.51,239.09,94.77,135.80,136.99,64.92,44.47,207.25,203.86,251.17,193.60,70.98,230.85,107.23,95.00,168.56,130.58, ,225.35,81.15,230.39, ,268.90,69.05,57.01,120.22,134.45,167.81,80.64,156.21,52.68,258.54,203.73,28.91,14.47,230.23, , ,12.86,117.88,197.74,54.82,183.07,31.79,94.70,149.53,0.31, ,258.85,105.86,152.37,62.45,185.17,27.38,206.52,154.86,246.72,43.25,212.82,296.47,27.21,113.22,109.20,180.25,138.90,116.03,241.04, ,126.21, ,163.20,42.29,267.09,47.81,253.68,242.85, ,270.06,37.55,168.25,128.43,191.88,52.33,55.58, ,181.79,142.41,281.60,63.04,173.71,259.02,71.48,77.54,171.93,33.36,4.84,248.55,278.22,293.47,118.66,10.46,227.22,45.44
37.58,157.51,219.33,38.68,18.40,286.62,252.81, ,257.65,258.99,84.54,192.27,140.74,256.37, ,109.25,252.59,295.11,58.11, ,96.79,245.03,191.87,165.81,145.81,18.17,22.25,126.88,48.62,31.06, ,74.83,295.44,261.07,137.52,204.98,115.97,9.17,2.10,194.78,290.35,232.13,40.49,222.02,83.46, ,88.45,60.89,293.89,163.77, ,182.95,289.97,299.65,27.89,143.68, ,134.03,147.83,281.40,151.20,266.13,222.46,39.30,257.28,71.66,17.63,4.00,287.46,206.70,30.80,130.29,124.16,194.37,193.49,154.67,112.16,85.53,175.38,17.98,158.03,253.70,87.13,82.71,260.61,61.19,197.87,244.88,155.79,294.03,15.02, ,127.18,179.50,144.87,179.78,162.36,231.23,56.55,120.73,149.55,192.32,8.01,85.84,239.59,24.06,240.10,82.83,142.26,229.08,266.67,264.66,78.28,167.04,84.82,265.96,97.90,75.33,242.08, ,181.67,160.01
