Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110,Col111,Col112
 , , ,32.13,258.36,297.45,136.01,155.92,188.73,89.12,186.65,135.88,148.48,65.23,204.59,171.62,50.58, ,9.10,24.13,282.42,143.24,116.62, ,259.02,283.74,98.47,81.55,96.67,151.52,109.33,172.80,18.17,116.49,232.48,34.29,122.96, ,297.03,97.28,90.54,10.77,260.25,220.24,277.84,46.13,259.61, ,240.55,235.92, ,168.40,164.87,20.54,168.17,11.30,44.60,127.23,240.53, ,160.77,214.38,28.21,270.65,66.66,250.86,268.25,170.99,246.31, , ,285.83,137.39,248.54,78.51,179.77,240.45,148.07,51.59, ,22.24,275.61,257.58,201.70,149.19, ,266.85,111.40,157.84,203.96,188.03,110.29,148.45, ,296.52,159.93,114.52,179.52,115.62,68.33,176.11,84.84,184.36,272.84,196.57,41.00,109.66,113.24,171.92,285.79,69.54,41.24
27.88,274.20, ,42.53, ,260.05, ,144.41,68.25,180.97,22.46,99.54,297.16, ,161.13,86.29,108.49,114.74,48.30,279.88,131.46,40.14,86.36,235.92,203.80,251.73,239.83,293.21,132.81,203.61,232.97,224.61,117.44,177.84,128.29,271.90,298.42,51.26,147.58, ,51.38,107.27, ,242.92,130.16,208.46,69.67,23.68,182.89,33.64,6.85,218.45,121.68,290.78,1.65,160.13,189.74,264.46,209.09,73.05,283.11,73.02,122.93,47.06,237.81,66.56,242.62,223.42,201.87,237.23,52.57,60.70,162.06,77.10,232.54,110.40, ,183.42,254.59,15.48,217.94,26.97,38.79,86.02,213.85,40.31,52.79,178.07,299.73,72.20,135.77,181.29,54.01,19.84,44.83,269.01,131.49,125.38,7.96,273.35,211.63,39.18,151.34,259.53,120.48,221.96,254.08,7.66,167.96,16.69,62.81,175.57
 ,0.95,289.65,37.93,123.98,250.64,202.94,47.93,288.37,275.98,33.74,252.27,247.19,58.52,42.58,35.56,25.91,1.45,248.85,227.02,90.97,161.24,45.56,47.92,288.83,278.53,103.13,64.41,210.57,210.32,167.16,190.02,282.38,208.63,230.85,4.07,13.32, ,58.87,63.64,63.31, ,85.89,2.14,241.00,273.24,165.86,97.19,33.46,247.35,10.79,77.74,200.01, ,215.73,254.64,242.73,66.90,103.84,16.20,198.57,227.39,94.76, ,150.64,226.63,43.34, ,121.08,176.21, ,91.93,87.08,4.80,138.20, ,95.77,163.03,263.96,44.21,158.20, ,259.44,7.35,55.32,123.85,159.76,140.05,98.05, , ,32.17,121.70,256.95,104.08,120.71,295.50,52.69,88.79,4.69,14.90,79.69,67.61,174.74,191.14,134.79,75.64,75.32,108.01,54.09,283.56,106.58
54.24,165.84,171.39,239.17, ,18.86,298.15,199.78, ,172.57,63.59,207.56,145.55,171.18,227.66,74.45,133.81,193.50,271.71,170.18,251.18,229.74,98.87,176.01,37.50,45.29,296.79,239.99,268.43,41.98,265.91,230.33, , , ,216.83,269.55,139.91,57.44,169.14,292.14,282.99,219.11, , ,24.06,140.39,221.84,101.15,266.81,283.39, ,200.22,269.79,119.27,85.38,209.21,227.54,13.85,2.15, ,174.12,185.63,257.21,50.99,145.74,259.23,108.44,29.35, ,57.29,269.33,142.47,173.53,261.58,38.27,285.30,137.85,229.67, ,37.14,122.86,221.16,12.01,41.56,117.40,98.65,240.16,166.93,114.84,80.28,275.20,287.52,181.86,248.93, ,286.07,282.17,158.73,180.95,105.82,5.72,20.96, ,262.27,135.52,134.04,79.33,259.82,128.50,161.66,175.90
63.49,3.13,272.20,113.38,173.22,166.25,56.66,266.69,93.54,96.03,18.02,36.83,242.21,119.52,242.76,124.83,108.89,238.68,195.36,241.63,87.76,18.45,4.30,163.34,87.36,25.43,134.74,83.22, ,202.73,170.36,5.64,7.04,115.28,28.96,29.76, ,137.64,99.53,101.14,239.79,222.25,293.88,27.48,133.93,279.83,125.44,20.37,185.02,117.32,182.93,2.92,239.79,96.45,282.50,2.20,86.09,187.50,281.44,157.06,170.07,130.11, , ,297.54,4.45,173.03, ,175.94,39.33,264.29,298.99,80.85, ,5.30, ,286.74,185.00,193.82, , ,36.74,186.87,87.14,109.64,101.28,142.35,2.08, ,1.07,0.10,216.51,31.12,292.14,129.44,248.70,26.45,188.06,24.89,196.28, ,170.80,219.89,268.51,119.80,223.03,187.87,4.84,176.49,185.41,78.73,180.06
6.11,118.11,42.98,11.54,177.09,197.51,195.48,18.94,53.80,103.61,87.34,134.94,57.73,195.19,0.01,66.50,93.33,121.38,127.39,205.91,15.25,101.46,269.45,226.01,62.36,264.92,138.07,113.53,120.22, ,120.23,98.76,177.30,247.74,110.77,219.51,95.91,216.70,292.39,232.65,99.46, ,249.17,80.42,296.14,71.42,20.87,127.15,32.68,94.96,221.29,265.80,271.52,253.24,281.13,210.81,89.80,277.33,273.43,101.66, ,173.08,279.25,125.13,61.14,221.44,156.94,73.22, ,61.96,46.72,137.06,39.86,130.62,265.82,74.94,73.63,240.57,12.57,196.73,30.18,60.48,289.33,210.83,226.10,29.53,15.87, ,55.73,60.98,59.27,147.86,238.67,67.33,193.75, ,32.80, ,93.28,28.73,114.98,176.91,241.07,103.64,80.10,201.11,232.29,6.12,87.15,261.32,255.07,190.85
187.87, ,281.15,230.21,276.54, ,64.31,258.61,190.49,27.31, , , ,185.91, ,130.70,293.62,156.14,247.86,141.87,25.15,79.56,279.97,65.98,4.14, ,194.63,239.54,243.09,38.21,238.89,259.70,170.97,96.09, ,140.10,142.69,200.75,122.35,143.56,225.00,212.92,42.32,76.77, ,275.91,48.30,244.11,154.76,53.48,170.53,90.94,189.51,268.59,78.54,255.32,74.32,179.80,145.34, ,173.89,264.23,123.63,184.77,33.79,185.11,170.37,75.58, ,31.77,233.20,56.12,77.18,291.53,41.99,113.00,10.75,294.54,11.95,136.17,207.36,28.70,6.39,267.57,82.08,151.41,109.65,203.79, ,195.31,79.97,256.80,42.92,104.83,157.08,130.49,185.76, ,77.75,290.01,217.49,44.66,87.36,276.44,41.13,186.46, ,218.63,204.67,286.86,255.87,287.89
144.61,52.86,251.40,163.99,243.25,41.39,23.43,288.59,236.83,201.03,97.39,263.51,81.21,11.56,94.32, ,238.93,176.31,124.50,276.90,145.31,162.61,236.41,146.06,295.13,152.02,246.46,80.40, ,30.77,89.97,259.52,64.01,89.73,257.12, , ,137.11, ,294.57,299.25,254.21,289.69,111.27,77.91,184.66,222.43,220.77,104.26,111.53,223.92,194.01,142.29,52.82,213.30,212.31,188.01, ,177.70,18.19,50.65,298.51,132.29,102.22, ,236.41,184.40,279.80,76.04,50.76,31.18,176.25,176.60, ,83.53,82.76,55.82,11.57,14.86,197.58,23.68,53.48,29.50,294.82,289.85,158.67,148.08,294.95,299.33,201.58,1.18,184.57,117.74,111.32,40.01,249.68,154.00,78.71,216.97,291.41, ,150.08,38.51,20.48,272.13,31.65,80.87, ,137.86,135.69,266.34,258.09
239.39,219.17, ,136.14,287.01,282.04,68.48,109.90,150.62,168.65,137.01,198.27,87.38,212.25,298.34,294.65, ,106.74,45.43,269.67,89.35,119.09, ,139.64, ,290.26,38.72,255.39,70.81,75.62,244.20,101.16,106.83,59.50,149.04,15.92,241.97,131.34,31.72,200.70,82.53,186.45,63.51,109.49,173.79,237.13,297.29,150.15,53.80, ,202.85, ,21.56, ,152.90,170.60,218.31, ,109.28,269.13,266.95, ,140.74,244.23, ,282.52,65.15,18.54,239.17,116.45,289.65,113.63,125.93,225.57,26.86,189.72,207.63,74.63,297.41,158.97,299.39,65.04,177.82,147.39,116.68,77.72,219.18,113.60,70.33,109.71,74.02,93.20,156.10,196.39,206.18,109.67,196.84,270.12,258.28,191.65,81.35, ,0.52, ,45.63,34.08,28.26,154.78,89.76,289.27,164.40,41.50
101.03, ,71.15,107.06,204.67,270.00,63.33,34.77,16.15,92.31, ,200.41, ,290.17,104.81, ,0.26,175.63,256.17,172.44,131.46,173.85,31.09,76.81,82.66,17.77,227.35,42.57,215.54, ,252.71,94.24,263.17,29.90,68.24,236.91,185.76,211.27,29.10,276.06, ,111.10,90.31,237.75,166.21,290.98,106.00,78.37,217.06,290.16,258.68,218.43,230.22,207.38,245.53,105.53,208.36,24.72,255.08, ,121.29,122.52,221.76,183.79,293.48,172.18,32.91,193.43,146.86,236.39,55.40,81.87,11.29,56.36,253.58,141.50,134.59,180.28,40.44, ,33.91,110.55,171.22, ,200.24,12.22,150.39,239.56,99.26,230.76,260.81,174.46,259.21,66.34,65.40,203.57, ,41.88,149.60,141.52,113.34,64.17,165.97,189.54,231.05,28.99,101.20,261.12,172.55,269.85,35.57,215.62
217.31,153.66,170.61,118.87,10.75,233.92,14.82, ,245.87,3.95,65.05,293.66,89.84, ,101.89,15.04,38.75,275.02,299.27,187.59,129.57,1.17,75.07,186.96,261.86, ,294.40,271.26,184.42,251.90,162.99,137.86,290.06,155.52,69.48,70.06,130.72,188.79,43.48, ,93.50,231.98,161.05, ,149.11,179.82,155.08, ,292.94,42.37,78.83,132.64,294.90,210.69,209.04,6.79,186.08,280.47,247.75,265.90,290.62, ,91.64,289.10,146.17,186.33,291.24,41.98,106.08,281.90,271.28,76.18,272.89,65.57,124.22,56.85,197.71,136.99,208.23,133.30,38.51,263.74, ,5.71,236.88,82.86,39.22,82.44,142.55, ,233.50,96.98,273.81,45.34,284.04,236.89,7.97,136.96,5.14,277.42,204.64,188.96,84.59,293.35,201.18, ,134.68, ,125.03,190.48,119.97,123.94
291.85,32.25,103.61,96.57, ,1.22,32.45,210.98,205.47,292.27,218.69,193.08,251.98,4.95,22.22,246.28,171.31,111.33,181.80,96.70,292.21, ,24.66,0.20,215.50,108.02,38.79,266.29,186.94,158.22,190.76,255.57,208.99,81.16,215.56,5.81,222.09,267.63,113.75,62.50,87.92,102.46,105.48,279.97,237.29,1.71,175.87, ,84.87,179.05,206.60,299.79,31.02,52.63,217.27,40.28,108.38,48.98,16.28,215.06,55.02,10.41,229.12,280.96,258.73,7.97,268.94,250.34,111.28,277.73,23.42,275.06,228.80,66.89,141.77,253.79,35.20,79.86,231.89,278.31,220.83,55.96,294.05,189.72,9.25,133.88,185.45,164.47,132.98,59.34,213.31,171.54,277.32,212.82,12.22,99.83, ,155.79,171.47, ,276.81,179.97,204.01,219.63,179.68,299.85,27.37,252.14,161.66,150.32,138.67,265.61
95.59, ,218.40,256.37, , ,110.90,31.71, ,100.20,74.25,295.02, ,247.16,174.85,150.85,15.29,214.94,108.97,48.08,72.48,258.30,132.15,165.80,245.52,264.06,261.69,296.55,77.29,63.84,120.33,201.47,228.07,89.41,174.38,64.41,141.94,10.66,91.91,137.95,63.90,38.96, ,35.51,243.39,152.73, ,67.41,235.17,213.41, ,87.80,96.94,4.00,45.32,211.56,116.04,285.68,287.95,84.14,100.15,2.67,223.07,20.29, ,15.78,61.96,21.27,145.25,228.03, ,206.12,23.04,125.46,240.20,19.99,136.86,51.88,73.02,241.74,295.01,109.10,41.07,249.77, ,5.70,267.57,99.24,130.01, ,138.73,82.90,85.95, ,137.83,51.88,1.02,107.79,254.30,21.20,286.05,114.36,179.42,98.72,225.96,100.06, ,161.66,226.18,198.11,85.43,256.92
258.41,6.00,56.42, ,168.12,246.05,20.09,64.41,104.12,47.54, ,115.00,164.19,13.44,246.22,19.70,297.08,5.26,216.65,45.37, ,73.70,212.28,247.91,212.61,267.06, ,152.89,22.05,116.34,79.38,134.37,265.70,77.19,134.54,32.64,170.24,253.61,174.72,240.59,260.02, ,220.18,271.36,270.88,111.68,67.82,140.74, ,272.19,110.90,237.93,286.63, ,240.24, ,287.64,132.12,34.05,167.84,221.94,253.76,274.85,278.21,100.87,289.03,89.20,179.78,243.47,135.31,106.65,30.16,277.59,41.95,112.86,294.53,72.97,245.19,208.41, ,9.28,185.94, ,285.87,184.85,128.52,278.79,256.32,29.46, ,71.41,284.10,240.08,54.18,264.10,96.78,298.92,256.00,188.39,170.72,298.57,279.03,78.85,275.05,243.65,259.04,154.52,296.27,262.04,282.97,152.45,113.64
185.80,36.23,183.36,224.70,7.01, ,85.86,175.70,61.57,132.71,239.18,72.91,37.89,16.76,275.81,77.66,282.31,163.41,30.67,281.20,77.38,113.25,2.84,36.91,73.62,141.05,245.46,46.59,37.32,247.38,159.85,140.31,172.35,198.66,74.10,115.61,64.78, ,67.62,51.64,291.43,273.08, ,187.03,150.07,114.16,237.48,122.48,116.16, ,14.82,155.62,13.45,259.45,21.82,160.13,159.10,294.71,155.79,19.21,11.50,20.78,181.04,231.43,110.94,40.37,124.10,20.44,203.09,79.87,6.96,298.37,91.55,298.24,154.51,153.96,261.01, ,142.05,206.39,280.47,141.26,256.75,126.67,240.35, ,165.26, ,163.63, ,156.71,153.06,295.27,177.23,181.76,98.33,58.58,31.75,40.50,147.97,264.64,18.09,116.44,184.73,46.98,136.31, ,289.37,137.40,92.14, ,244.33
229.43, ,261.18,131.74,42.10,63.80,227.59,100.81,19.73,157.91,167.73,26.17,276.50,153.49,257.26,12.96, ,15.87, , ,72.26,252.09, ,236.46,220.22,20.27,68.68,123.99,239.79, , ,13.74,284.93,278.65,120.27,13.76,162.00,133.05,175.84,268.64,24.14,149.58,128.81, , ,154.67,102.97,78.67,195.19,87.72,61.49,113.57, , ,299.01,158.99,216.64,287.15,16.48,285.18,54.99,98.09, , ,157.85,17.79,212.43,226.87, ,40.44,282.28,48.18,174.99,0.75,210.19,19.09,226.71,101.91,262.48,204.64,169.42,181.33, ,286.84,239.83, ,289.01,205.77,66.74,260.22, ,170.41, ,217.33,266.85,70.21, ,274.85, ,28.32, ,294.23,272.01,261.38,223.06,67.54,10.74,220.48,231.69,87.25,8.22,1.01
93.18,58.28,23.22,96.35,81.21,258.47,24.64,215.00,163.84,207.95,130.85,252.81, , ,96.69,63.04,255.00,28.06, ,51.28,20.61,53.00,7.17,135.82,21.22,90.86,291.48,134.61,218.25,39.22,293.84,21.36,221.76,119.60,101.84,206.84,219.58,233.64,66.07,153.76,152.99,91.05,210.06,264.37,122.80,86.63,270.35,208.18,285.57, ,87.41,33.99,118.24,143.50, ,212.96,147.19,143.38,210.40,163.89,181.74,178.36,103.32,76.35, ,61.92, ,149.33,201.98,56.20,202.68,255.72,299.95,181.58,41.14,196.76, ,78.50,145.12,295.04,123.23,34.66,45.84,34.48,104.63,40.00,296.35, ,111.99,59.07,284.46,85.57,5.23,259.72,197.45,191.99, ,198.54,14.97,128.60,228.18,143.12,233.67,109.38,251.47,248.90,234.98,30.61,54.34,75.92,280.38,143.28
212.34,97.60,286.21,276.77,159.43, ,93.10,291.96,210.83,231.84,177.45,186.48,35.28,69.57,249.79,129.86,64.43,219.05,157.90,268.51,4.68,254.88,47.76,80.72,189.31, , ,293.50,60.40,270.34,15.35, ,145.20,46.48,260.64,174.79,6.73,110.57,201.96,142.88,289.07,38.10,215.92,295.12,165.26,187.19,39.24,277.29,148.91, ,109.54,76.12,68.73,26.00,225.16,6.74,223.42,112.06,24.12, , ,82.18,128.16,283.28,54.71,84.39,69.06,140.49,109.36,168.38,73.07,69.71,167.50,188.01,218.16,196.48,153.09,82.36,56.07,216.73, ,1.11,2.43,29.75, ,238.96,139.76,109.54,91.84,202.60,256.61, , , ,45.07,41.43,187.82,243.04,40.44,187.86,139.20, ,143.60,206.48, ,16.02,260.44,95.44,249.67,132.27,175.27,234.51
203.65,23.78,120.92,90.86,107.09,226.38,73.66,204.06,251.55,249.87,213.14,152.28,261.51,265.57,161.89,53.48, ,77.26,143.32,3.10,248.57,78.48,6.82,150.20,112.98,13.72,283.42,177.26,20.54,111.81,23.70,210.81,34.30,1.49,129.55,29.72,237.74,24.26,269.64,8.42,244.74,107.59,81.17,74.40,146.66,259.03,198.10,259.61,157.91,110.02,265.69,65.57,247.94,148.00,264.30,0.20,178.55,137.21,92.64,61.44, ,20.47,295.92,69.29, ,30.39,35.67,178.07,199.50,191.06,43.59,203.92,64.40,151.58,42.20,113.21,183.53,124.11,206.94,62.49,62.63,173.59,88.95,199.53,177.67,35.95,245.96,265.06,22.34,211.96,60.86, ,244.39,292.28, ,6.69,278.40,92.97,167.62,203.65,170.38,157.75,2.59,146.20,114.07,84.29,233.08,51.20,89.54,93.53,130.54,27.24
169.54,260.94,2.13,104.32,245.92, , ,65.78, ,179.85, ,205.87,145.60,127.91, ,221.43,75.01,289.52,191.20,144.89,111.86,32.68,255.40,63.20, ,288.24,240.38,120.52,108.48,103.32,201.27,157.82,122.79, ,6.74,262.81,299.03,161.10,59.04,26.46,20.41, , ,27.38,261.01,0.78,276.95,128.40,94.98,147.52,145.03,45.12,5.88,182.51,75.86,283.48,63.79,189.32,144.37,66.58,90.32,32.50,4.52,92.00,152.85,73.95,93.77,105.71,163.22,266.63,229.77,41.40,254.00,167.84, ,234.42,237.74, ,5.00,97.14,105.80,36.52,247.87,298.82, ,162.04,196.57, ,146.68,265.13,73.24,199.04,67.38,158.39,39.02,75.46,260.39,86.16, ,34.02,59.84,57.14,129.40,23.00,100.39,66.10,238.76,100.10,266.46,17.80,241.91,111.08
141.58,164.23,53.36,265.69,285.86, ,115.27,58.08,76.92, ,277.98,181.42,21.77,280.97,183.49,220.75,0.96,286.91,200.83,63.45,153.47, ,188.55,165.89,80.82,170.24,220.80,244.58,54.36,279.86,275.94,14.67,203.70,257.43,277.84,132.35,151.17, ,39.72,199.62,127.06,156.59,63.22,134.80,243.54,41.97,203.20,52.14,148.41,131.14, ,128.84,251.36, ,285.09,277.55,6.09,27.13,294.83,51.86,152.47,56.89,32.87,139.14,133.80,214.16,204.85,93.79,272.52,185.81,93.53,142.31,267.96,262.30,259.80,92.42,9.58,6.70,109.40,127.46,133.40,208.14,62.77,292.75,75.72,292.89,41.92,268.88,4.64,272.67,245.35,76.71,214.40,297.38,229.26,266.99,166.45,100.91, , ,264.51,272.22,122.04,92.59,24.01,22.10, ,267.45,138.39,276.17,219.76,151.06
266.96,211.05,14.62,19.15,104.78,80.50,93.97,154.77,118.64,206.98,13.68,177.10,96.81,73.87,153.24,61.16,138.66,262.30,112.47,261.56,253.38,279.42,136.69,232.22,86.19,70.66,13.63,251.94,101.03,127.01,250.75,74.48,160.37,242.69,18.23,190.10,246.31, ,83.00,251.17,89.90,108.99,104.01,141.70,157.78,41.47,118.26,186.53,90.01,150.35,241.54,252.95,0.91,232.09,126.18,122.24,273.64,105.84,287.99,292.11,115.06,257.83,263.22,140.99,67.67,116.09,45.95, ,46.85,154.44,17.69,253.00,11.34,39.60,172.23,81.11,102.20,275.83,77.91,176.51,187.86, ,197.06,16.27,260.65,273.84,225.48,44.42,22.88,198.84,100.89, ,118.89,7.67,23.69,214.90,216.72,68.05,299.81,180.23,242.50,93.06, ,104.60,172.73,6.99,239.35,257.55,226.77,140.01,269.41,236.38
142.32,237.66,38.95, ,158.17,274.52,195.93, ,274.26,183.31,232.32,89.14, ,15.90,95.01,104.99,273.77,162.91,212.26,51.85,55.68,293.79,161.25,18.21,163.98,100.39,111.27, ,1.14,250.27,273.05,241.72,261.42,156.56,128.59,26.18,81.43,254.15,97.45,129.84,7.84, , ,120.07,87.44,216.02,257.93, , ,182.72, ,39.29, ,65.03,204.92,223.49,258.09,2.92,35.47,96.72,163.83,188.36,38.00,288.99,293.45,195.58,1.16,215.46,256.11,249.58,126.95,20.09, ,23.01,229.49,269.69,197.61,268.25,224.48,137.87,66.08,115.98,153.40,157.72,83.63,65.26,265.17,264.74,132.36,223.17,21.53,141.73,79.34,68.01,182.61,224.22,58.12,190.95,167.72,27.20, ,92.46,152.05, ,202.26, ,125.43,170.03,66.73,97.64,157.18,59.33
25.67,121.19,198.98,233.59,59.91,134.54, ,286.59,241.72,46.32,14.29,260.26,38.06,130.22,206.61,274.10,257.34,90.87,181.10,256.80,183.49,263.30,222.71, ,164.43, ,254.66,236.68,185.62,264.35,189.52,247.51,140.64,145.75,228.07,55.08, ,238.57,118.90,249.34,193.46,207.54,68.42,95.50,246.18,247.69,259.75,209.53, ,114.39,190.79,295.97,227.32,184.44,270.48,203.28,52.34,246.81,85.47,6.65,253.56,16.50,36.64,125.11,94.43,129.13, ,125.10,209.27,115.52,247.15,66.49,26.73,233.23,169.00,244.54,194.16, ,109.74,89.46,218.08,174.35, , , ,100.18,148.98,228.77,190.10,82.55,78.79,154.71,256.38, ,150.55, ,260.29,229.37,96.82,69.49,282.35,16.33,291.35, ,220.12,188.33,43.99,294.17,259.87,16.15,127.57, 
267.48,58.54,22.12,10.11,299.40,17.39,74.99,181.04,228.86,261.55, ,66.71,246.23,80.38,85.70,129.08, ,256.06,72.28,179.41,69.79,74.85, ,149.84,75.59,24.77, ,169.01,251.31,50.77, ,13.15,295.75, ,171.17,53.14,76.48,25.84,111.36, ,5.91,29.38,173.58,299.56,223.16,9.49,154.87,18.39,50.97,10.25,185.30,133.20,185.02,154.59,177.11,264.75,205.79,264.51,48.28,137.55,68.17,202.02,134.43,91.06,234.54,265.46,209.85,248.60,164.41,126.16,58.47,224.54,85.04,43.63,153.12,104.75,28.23,144.33,227.18,48.06,36.69, ,246.54,230.17,276.59,167.57,91.84,242.65,43.52,99.73,284.81,281.58,9.15,50.43,215.54,219.87,22.51,58.84,45.58,10.46,22.38,40.28,136.51,170.32,114.62,56.85,250.97,5.53, ,55.96,242.32,51.82
64.28,78.42,30.79,43.79,89.81,93.24,58.34,74.35,190.78,295.22,295.38,295.73,60.43,87.45,93.46,22.34,124.48,191.08,168.19,208.23,156.70,162.03,77.62, ,268.40,148.61,276.17,254.33,242.70, , ,99.48,267.79,282.87, ,138.14,83.17,194.74,47.83,154.90,293.16,93.85,156.91,250.11, , ,281.87, ,227.32,59.30,69.51,263.65, ,200.39,226.66,240.84,151.89,99.94,104.04,118.99,246.25,0.13,250.89,265.85,209.32,211.10,147.64,68.08,133.56,66.42,63.59,34.72,103.00,60.54,28.46,167.99,248.63,227.75,150.11,51.33, ,262.43,119.37,231.95,49.26,251.23,264.01,144.20,61.49,240.03,7.32,136.52,68.20,209.77,154.75,19.05,75.11,78.05,197.17,79.30,210.42,55.92,289.02,53.93,178.97,19.05,113.53,168.31,160.19,149.45, ,168.50
256.57,7.18, ,17.18,293.59,260.87,102.04,249.62, ,128.60,19.46,263.47, ,145.20,261.29,50.16,163.15,99.32,286.46,60.30,180.70,231.24,103.40,91.48,189.25, ,39.19, ,2.66, ,147.86,41.00,71.74, ,51.03,18.79, ,79.09,114.12,272.37,236.38,47.18,194.90,171.02,250.42,236.75,147.24,258.37,227.12,71.98,81.14, ,118.63,30.65,102.58,132.12,100.01,105.46,32.67,260.44,194.94,203.52,175.21,90.09, ,120.21,148.02,190.45,19.98,130.23,281.48,11.85,93.88,145.21,182.29,143.73,284.67,52.57,46.91,206.49,255.94, ,103.96,136.21,248.03,33.77, ,27.63,36.35,289.24,4.80,271.30,20.58,20.23,72.37,113.85,177.49,5.56,173.75,259.45,181.64,111.05,271.15,149.01,260.18,189.06, ,160.35,30.35,133.75,188.69,217.34
78.37,173.11,160.88,161.07,288.35,49.22,106.77,146.76,148.08, ,113.06,163.68,25.14,60.32,168.70,45.98,39.58,209.35, ,16.06,132.16,237.89,2.16,69.27, ,217.35,162.25,128.73,256.99,5.93,282.51,278.53,210.87,61.60,259.31, ,61.57,140.69,269.14,44.12,291.78,255.76,65.29,254.45,243.16, ,260.48,271.77,119.31,257.12,2.85, , ,277.99,279.83,193.42,21.57,114.47,187.58,289.91,194.64,116.92,178.27,93.78,16.41,32.67,94.01,189.95, ,167.94,154.48,48.23,166.97,91.63,167.64,81.50, ,162.64,229.41,235.72,190.95,236.28,225.65,259.14,260.83,283.54,288.27,163.86,295.91,57.06, , ,169.00,15.33,211.27,72.55,267.92,99.11,187.12,234.50,140.36,280.06,10.96,252.84,233.77,18.75,36.24,79.70,83.25,236.89,39.76,141.50
 ,240.61,160.05, ,6.32, ,286.38,52.69,182.47,188.48,246.26,167.46,259.00,59.81,9.59,93.80,195.83,291.96,13.38,101.81,158.33,201.50,137.19,99.42,181.70,150.88,167.20,104.53,91.04,180.23,218.67,119.66,75.51, ,88.89,52.75,121.97,150.17,97.49,66.10,286.06,268.02,221.19,218.55, ,82.90,178.04,201.65,116.06,109.33,66.06,119.75,194.93,164.90,177.53,227.70,255.31,262.70,202.89,287.89,26.47,177.90,72.35,202.22,56.72, ,122.78,75.16,279.45,2.40,32.75,68.76,226.97,290.13,253.34,284.20,265.67,81.52,127.33,72.40,217.78,271.16,168.47,178.06,201.54,288.97,152.13, ,79.10,251.83,61.53,59.60,156.69,46.66,241.91,99.28,125.51,228.82,51.70,44.13,176.68,188.58,76.72,72.67,54.49,231.22, ,290.82,72.22, ,99.10,35.54
4.97,81.61,27.11,208.94,32.92,295.84,196.58,167.81,228.38,293.75,38.32,150.42,281.51,247.30,3.13,278.98,143.89,241.89,193.90, ,226.82,238.08,133.02,16.12,239.02,96.02,276.74,249.03, ,204.85,67.42,26.37,216.08,107.00, ,0.90,283.51,245.25,76.03,232.24,180.54, ,276.57,7.32,218.90,268.69,147.06,31.73,82.53,43.69,105.78,190.43,68.46,59.83, ,138.10,286.34, ,16.92, ,24.23,282.31,245.77,274.83,137.78,64.42,191.94,191.37,144.37, ,262.52, ,156.70,257.71,222.51,159.96,114.67,194.79,11.96,203.04,122.46,135.06,126.41,140.82,3.90, ,49.26,89.50,104.42,42.38,215.88,107.42, ,291.61,5.28,168.95,290.37,249.14,178.28,152.43, ,156.33,117.05, , ,290.26,199.93,3.88,126.28,249.39,102.90,39.87
