Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110,Col111,Col112,Col113,Col114,Col115,Col116,Col117,Col118,Col119,Col120,Col121,Col122,Col123,Col124,Col125,Col126,Col127,Col128,Col129,Col130,Col131,Col132,Col133,Col134,Col135,Col136
82.53,15.01,122.08,74.13,161.93,228.83,215.38,187.92,54.57,110.67,291.47,2.30,85.93,174.90,48.66,120.95,233.16,199.33,85.19,164.57,52.19,58.97,104.76,192.49,117.88,146.11,128.83,67.81,32.37,37.18,219.39,244.12,29.87,207.79, ,72.36,169.10,121.15,270.51,29.17,185.91,275.95,161.16,63.07,156.73,113.11,225.16,181.86,1.11,285.51,142.23, ,11.33,299.48,194.14, ,23.98,209.50,248.70,124.29,146.58,17.54,218.76,230.93,20.42,125.33,204.11,140.86,42.58,32.10,205.35,129.56,32.47,274.52,72.98,116.81,95.44,257.21,127.18,149.34,252.80,255.51,186.69,43.07,99.22,186.09,171.69,193.98,117.68, ,190.65,237.59,51.97, ,8.43,98.91,54.52,132.44,208.63,106.39,248.40,26.88,210.17,150.14,102.72,272.65,158.46,161.11, ,78.86, ,123.79,147.35,89.03,188.33,298.93,249.35,200.32,81.82,174.80,214.64,199.77,201.03,116.48,128.06,140.99,87.22,103.77,143.09, ,31.41,213.29,139.81,226.46,242.44,290.84
251.59, ,138.88,132.39,231.52,52.99,26.91,37.29,74.78,23.47,216.69,234.00,262.79,110.55,61.13,202.44,180.89,73.79,258.01,127.96,113.86,281.22,103.63,155.93,69.58,123.91, ,57.91,155.18,45.25,29.10,273.67,245.83, ,125.26,221.69,68.22,19.89,296.07,184.79,153.45,79.30,240.65,35.28,126.87,220.60,32.36,171.77,231.37, ,56.63, ,9.85,184.16,3.74,153.25,32.24,142.89,284.06, ,19.34,210.08,179.49,54.95,279.95, ,179.86,153.03,73.22,20.23,192.61,137.62,212.49,52.57,281.39,138.92,55.97,274.69,277.30,133.52,62.82,238.73,55.83,8.61,254.64,86.43,52.80,193.12,93.90,20.67,282.32,139.90, ,236.08,193.87,133.56,35.04,227.74,195.22, ,97.07,194.71, ,17.49,210.92,62.65,109.06,178.04,246.13,286.70,24.42,111.96,123.27,188.23,184.35,39.36,180.51,135.44,115.45,207.64,4.79,289.44,226.82,266.98,217.06,249.87, ,61.83,163.89,90.19,201.73,115.56,54.14,277.89,63.85,40.59
135.60,79.66,237.71,216.43,164.20,60.53,210.72,7.64,139.74, ,41.47,266.37, ,214.76,158.56,292.63,68.82,210.05,77.67,95.62,258.42,164.20,65.49,141.31,149.54,170.96,22.52,266.72,168.03,68.26,160.09,225.75, ,135.79,266.78,173.01,241.97,87.35,3.53, ,199.59,168.56,125.48,69.93,164.68,46.80,153.35,182.99,219.15,178.05,76.68,260.44,120.05,79.68,86.49,282.93,130.14,222.31,244.55,264.86,160.93,265.42,47.35,42.44,15.90,277.15,47.23,84.91,20.56,76.35,92.01,93.13,210.77,177.77,7.68,264.55,154.28,182.88, ,225.32,94.29,145.28,193.04,271.79,103.43,136.68,228.39,3.61,106.73,28.30, ,170.93,195.35,156.58,226.85, ,94.98,149.36,216.13,23.12, ,126.55,239.39,252.68,40.64,242.08, ,204.12,2.46,281.78,287.30,254.51, , ,251.51, ,167.64,12.87,58.03,79.85,176.45,289.63,79.38, ,110.58,217.26,240.16,217.56, ,35.19,111.49,15.74,155.96,92.95,17.38,143.01
47.19,124.72,272.31,179.44,14.69,137.29,190.74,261.16,167.28,19.12,50.83,103.48,196.89,8.78,69.46,282.05,111.46,153.46, ,32.90, ,283.48,69.17,223.47,275.07,26.69,69.52,29.05,284.30,69.44,140.21,144.87,255.54,229.02,40.10,141.90,265.46,184.99,299.61,64.95,199.20,268.86,169.15,141.73,223.84,146.54,50.06,186.30,247.75,114.59,55.22,31.75,81.87,55.29,25.20,56.15,211.88,193.12,22.91,234.49,246.01,10.80,72.45, , ,12.42,8.05,175.94, ,152.97,14.63,182.54,149.61,250.20,118.30,203.54,146.26,258.89,238.85,120.21,11.40,6.27, ,131.81,137.60,245.00,14.07,133.22,144.93,286.72,273.50,288.16,184.38,261.49,243.08,271.09, ,35.99,125.91, ,217.93,208.04,144.57,158.25,258.63,133.00,87.80,283.47,109.09,80.20,18.73,269.01,93.80,25.81,4.75,79.18,275.98,85.61,209.33,98.34,247.05,113.32,37.84,110.81,264.64,217.51,214.28,273.18,65.36,178.66,81.08,292.79,245.07,177.61,22.26,22.37
207.29,4.16,232.48,92.06,5.98,180.49,196.09,228.34,152.66,31.56,64.85,146.99,178.77,178.77,171.00, ,158.65,61.46,78.48,43.80,138.37,103.81,222.46,15.99,237.85,70.52,126.64,163.93,259.24,19.99,129.37,295.79, ,57.26,72.28,217.02,41.23,110.73,72.00,191.68,11.33,275.29,43.29,192.19, ,150.56,171.03,77.54,267.94,224.08,143.62,58.18,168.18,261.27,279.72,235.55,46.07, ,74.34,215.53,80.00,117.10,101.57,62.03,64.97, ,206.13,19.42,127.53,172.04,231.46,123.55,36.24,19.22,243.96,111.54,294.72,27.59,143.64,41.24,189.59,4.51,151.61,60.04,211.51,67.94,83.83,9.99,61.11,16.08,243.93, ,238.65,49.81,76.39, ,53.79,27.86,212.85,274.67,158.24,136.31,280.16,118.89,28.66, ,27.54,242.04,93.87,96.16, ,30.37,229.82,154.00,17.27,184.19,217.26,163.34,19.85,25.92,267.78,9.34,72.34,237.36,183.93,106.41,11.06,73.71,116.43, ,133.70,35.05,153.70,133.20, ,56.71
7.45,238.69,19.81,106.85, ,290.78,127.70,85.37,275.15,80.92,177.11,139.30,184.47,35.31,143.97,74.38,185.76, ,202.55,270.57,75.86,0.17, , ,235.53,176.75,164.95,138.89,218.90, ,211.91,281.72,264.67,76.73, ,36.27,273.66,62.36,298.70,199.69,264.14,202.30,97.01,95.13,272.95,59.96,146.41,129.32, ,123.78,258.29,20.84,22.03,58.79,223.61, ,54.48,262.00,49.38,125.01,1.66,14.88,8.89,13.98,259.25,261.99,64.62,273.34,0.41,98.60,113.20,98.24,247.53,50.19,204.22,141.41,273.17,267.50,17.58,120.27,87.81, ,152.43,202.67,61.06,290.85,205.46,38.46,198.70,123.34,2.93,37.02,271.71,176.31,210.89,74.04,245.61,117.05,216.95, ,278.01,281.13, ,232.30,90.59,55.39,26.60,212.47,267.13,256.93,137.95,1.24,55.54,68.29,44.88, ,35.17,4.29, ,21.73,138.17,79.58,26.25,251.87,169.80,122.90,62.44,246.12,146.61,229.33,198.96,101.35, ,262.47,126.93,200.24
121.13,77.98,152.67,57.82,84.55,295.89, , ,280.10,189.19,43.17,256.39,127.54, ,90.01,298.80,5.48,134.62,248.25,153.13, ,75.25,230.34,54.21,113.72,202.49,91.75,29.10,244.11, ,115.98,233.01,260.13,285.04,238.95,234.79, ,132.65,189.20,238.47,151.64,277.72,55.09,299.80, , ,240.84,59.89,178.38,147.62,159.70,55.83,177.16,261.95,15.24,72.79,94.55,5.88,278.56, ,278.36, ,222.27,204.71,273.49,156.81,199.97,63.48,109.50,103.70,250.45, ,23.24,17.14,78.52,226.24,88.81,55.92,167.42,22.48,94.55,8.90,0.83,140.45,166.31,233.98,33.69,212.02,224.71,235.03,78.94,138.64,140.07,39.29, ,61.77,17.43, , ,80.74,285.25,5.11, ,105.37,66.14,72.31,110.96,212.72,132.09,57.66,245.92,279.64,158.72,186.23,212.78,19.37,16.28,56.69,240.45, ,6.59,108.41,290.42,210.15,247.84, ,220.00,34.94,76.22,141.40,132.29,293.48,105.76,164.57,169.10,24.51
111.61,13.60,194.38,19.19,77.19,12.70,188.11,196.84,241.30,226.79,92.42,225.24,230.04,60.63,194.83,4.34,289.10,115.48,147.29, ,224.48, ,221.68,18.54,282.77,159.04,233.98,299.35,217.05,0.88,174.76,32.93,289.98,2.66,218.33,209.89,219.23,6.10,263.34,141.31,24.68, ,258.66,284.79,1.56,243.24, ,208.68, ,273.14,61.13,110.61,11.58,100.20,14.44, ,108.47,72.64,23.63,84.76,55.13,30.46,260.78,224.38,233.19,116.54,189.75,75.00,65.83,197.38,251.84,118.02,187.34,73.52,29.12, ,141.16, ,53.35,241.25,279.27, ,132.81,244.94,98.82,255.05,135.12,223.96,183.03,117.97,174.78,69.68,209.10,204.15,169.84,150.29,284.05,17.11,281.81,165.39,129.20,51.71,144.17,257.14,76.28,154.54,115.10,275.23,180.28,181.14,141.96,112.60,243.10,31.30,200.99,182.16,12.98, ,171.86,91.40,204.00,195.15,257.00, ,83.31,247.18,20.38,92.73,71.09,131.35,111.03,45.54,29.92, ,256.62,32.35
194.80,227.98,208.72,63.48,221.51,40.95,299.19,193.66,189.83,109.15,176.34,213.22, , ,79.22,147.46,223.92, , ,124.02,268.11,181.52,106.26,282.27,150.72,250.40,144.12, ,191.80,105.85,145.51,138.02, ,120.29,185.95,255.42,21.69,162.83,32.60,157.27,16.65,55.27,85.98,277.77, , , ,128.14,246.24,249.03,86.44,139.12,9.16,289.92,214.37,45.25,139.01,105.91,194.44,43.58,17.90, ,277.00,242.29,139.99,86.57,187.63,173.66,215.29,273.45,251.05,38.52,117.15,22.77,241.82,52.81,232.54,187.28,297.77,260.43,89.49,81.12,87.90,51.39,153.56,296.47,2.98,21.47,82.37,129.37,258.88,10.13,268.26,100.97,26.98,103.80,108.39,93.59,139.69,199.49,169.82,97.87,230.95,292.94,163.58,37.52,4.50,13.89,245.06,238.79,176.25, ,284.64,182.10,67.19,80.43,196.91,158.31,207.34,62.65,141.23,258.18,189.46,277.58,250.89,101.01,268.69,11.44,71.10,134.27,220.63,198.73,191.09,187.25, ,3.94
253.35,240.66,11.11,249.96,77.21,201.91,101.52,80.89,187.53,90.16, ,256.02,156.09,38.00,133.06, ,43.36,250.22,160.82,203.78,23.56,143.50,277.19,106.05,246.84,73.41,243.98,218.81,232.80, ,84.45,97.15,269.62,175.57,249.19,291.97,28.04,16.42,136.40,148.81,271.60,151.67,71.09,122.59,83.10,5.58,55.87,105.48,268.40,123.46,91.25,41.24,223.89,41.80,212.56,2.67,56.64,131.04,49.92,237.81,182.21,96.39,37.09,206.15,5.50,138.53,246.51,141.07,42.41,86.62,71.67,70.88,117.41,199.69,156.41,54.94,166.55,171.51,288.96,39.40,270.95,1.34,239.26,110.76,185.48,261.97,129.58, ,101.46,229.23,278.05,45.83,58.82,26.93,271.96,129.38,126.44,157.00,105.32,97.20,92.38,245.27,46.17,133.01,266.17, ,168.59,162.98,45.67,299.89,66.25,171.64,115.23,250.67,176.38,55.48,0.59,206.01,0.30,62.17,46.67,250.40, , ,188.22,207.67,248.02,67.60,250.41, ,227.06,260.33,61.02,251.72,65.03,225.16
172.04,177.93, , ,220.00,93.20,113.41,284.49,128.60,283.33,158.28,250.77,117.72,286.82,29.92, , ,32.26,262.29,90.53, ,16.49,242.85,293.48,238.79,190.27,199.31,0.88,255.30,149.13,99.65,127.97,42.24,144.51,149.02,157.68,196.36,206.00,266.90,243.56,78.11,191.19,197.31,154.02,298.23,80.69, , ,122.12,167.42,214.71,263.67,295.12,284.15,154.97,124.99,171.85, ,63.04, ,255.10, ,253.33,113.99,126.07,173.32,190.07,189.61,103.63,201.64,246.15,118.63,227.75,69.06,200.53,293.16,87.20,114.53,28.97,91.73,251.18,129.95,105.01, ,208.63,249.40,52.16,208.08,110.76,26.08,189.83,153.81,245.55, , , ,25.30,146.96,224.24,22.47,56.24,87.46,54.55,75.14,104.14,269.23,214.51,298.33,225.04,294.24,5.50,182.93,63.45,248.57, ,254.53, ,53.35,223.98,95.86,144.22, ,20.76,14.56,58.48,172.50,97.73,232.35,270.31,228.58,10.66,298.94,277.55,18.53, ,139.70
 ,283.92,288.89,255.81,9.17,106.94,241.14,269.05,69.81,235.59,150.80,290.67,211.44,145.92, ,66.08,292.33,53.59,54.15,248.86,67.44,164.53,204.29,218.16,139.01,13.38,8.32,128.07,171.07,3.97,28.64,170.71, ,224.30,189.47,262.89,50.01,111.60,130.34,217.29,19.82,221.50,83.15,285.29,52.19,245.18,110.23,23.94,150.55,145.23,230.81,287.08,34.16,279.96,279.48,72.62,156.53,296.42,223.41,80.68,256.82, ,10.08,283.68,152.35,244.46,89.47, ,83.59, ,165.41,133.70,63.83,32.19,18.60,160.46,86.22,29.66,158.81,287.09,51.36,108.66,80.51,187.06,117.89,30.50,5.92, ,19.77,137.10, ,58.36,118.37,223.88,127.68,238.85,276.38,47.42,183.76,115.46,117.54,41.43,82.06,215.66,244.97,81.06,97.40,70.48,141.91,219.79,23.90,117.00,176.44, ,176.78,163.86,44.28,264.07,42.20,211.22,275.07,159.24, ,150.62,82.70,32.75,248.54,3.60,86.67,1.88,16.74, ,222.71,91.21,149.86,56.70
51.24,11.44,27.14, , ,264.41,163.10,110.73,38.62,152.17,181.03,255.62,107.37,73.28,146.33,227.25,214.73,213.61,17.98,72.46,298.16,208.34,29.59, ,292.59, ,89.21,23.52,115.29, ,47.89,141.53,131.37,258.53,216.71, , ,176.20,291.49,104.94,194.36,221.44,85.51,155.79,176.58,31.26,27.29,275.96, ,67.66,211.98,66.49,280.81,117.14,50.64,105.42, ,29.21,231.40,160.37,132.40,13.26,283.51,102.75,289.25,90.08,136.14,170.76,89.09,36.35, ,5.17,29.39, ,122.09,148.81,182.92,296.01,17.47,297.66,88.79,74.34,40.53,244.61,259.89,243.46,173.44,1.41,15.64,13.56,270.92,28.65, ,241.09,89.29,133.32,90.93,109.76,185.97,175.41, ,137.40,63.41,287.57,52.74, ,66.30,251.10,0.90,237.23,154.23,171.54,74.08,106.07,145.93,231.73, ,227.35,176.76, ,164.34,32.46,43.17,89.84,153.15,40.12,32.74, ,204.28,190.97,287.97, ,280.01,34.02,233.90,184.78
172.48,287.65,166.71,3.69,25.11,47.29,247.22,259.58,284.31,255.07,129.46,163.74,36.43,117.48,90.52,194.99,51.38,167.94,213.47,174.63,28.48, ,275.70,263.39,286.28,294.87,234.33,1.08,61.18,161.28,289.35,226.49,214.92,120.30,22.61,7.64,206.45, ,252.84,94.26, ,264.46,282.06, ,95.26,109.03,277.93,38.94,179.61,268.26,237.66,58.34,146.64,91.46,169.19,123.02,64.38,107.11,272.29,2.38,204.30,29.79,152.81,288.65,123.91,225.68,291.62,276.80,89.38,190.18,195.14,291.61, ,30.51,88.08,106.72,60.83,89.50,203.77,44.41,141.28,171.80,295.51,173.59,159.46,121.67, ,246.72,195.92,297.65,35.91,72.56,91.15,140.33, ,246.17,109.33,222.21,36.27,114.93,125.73, ,147.27,45.04,177.35,283.06, ,106.64,257.72,110.86,48.34,182.74,201.37,194.00,16.30, ,190.21,9.14,131.06,267.82,26.59,34.04,57.52, ,183.66,32.73,64.26,166.43,116.84,177.22,161.05,23.35,180.71, ,37.12,94.57
 ,121.15,156.35,13.34,128.83,143.82, ,208.09,295.43,193.88,50.94,216.91,50.36,103.24,222.78,140.78,145.30,138.50,119.43,114.46,263.46,207.91,140.46,202.07,289.72,191.75,122.96,263.18,112.98,102.32,206.77,53.11, ,191.61,25.61,267.65,289.70,297.61, ,113.61,255.46,112.74,143.98,255.87,109.03,173.58,104.60,154.44,132.42,49.32,86.23,253.27, , ,173.55,51.96,196.77,90.48,154.63,245.20,41.63,179.34,265.58,295.56,141.65,242.98, ,251.02,229.26, ,58.39,127.22,42.73,298.88,127.57,119.19,296.54,235.30,207.66,61.88,86.14,86.83, ,237.93,63.92,2.42,225.58,51.72,121.08,165.41, , ,129.18,153.04, ,170.26,62.31,128.76,177.57,134.54,30.92,160.13,227.32,7.15,59.57, ,198.74,268.81,92.56,105.08,166.96,235.22,153.31,298.54,68.10,24.54, ,251.23,280.56,277.40,121.24,43.02,50.48,187.22,235.18,153.20,133.76, ,178.51,4.59,47.61,89.18,79.50,275.37,239.34,118.09
 ,23.27,91.11,291.20,65.19,209.21, ,149.96,202.71,279.96,221.23,228.92,280.50,146.67,285.77,112.38,90.13, ,200.00,126.60,91.05, ,262.84,278.43,100.25,270.89,158.91,172.03,61.56,197.81,225.21,195.81,124.76,174.35,185.95, ,212.88, ,32.92,273.26, ,73.51,266.64,118.35, , ,102.85,70.18,69.72,206.90,78.53,281.66,78.79,144.62,257.04,24.58,190.73, ,264.24,65.50,113.71,267.48, ,111.98,220.73,10.03,289.01, ,270.67,281.45,1.53,115.50, ,151.42, ,146.78,260.48, ,2.81,44.88,33.89, ,238.23,244.42,155.22,262.11,18.60,88.89,5.10,82.22,92.61,240.93,152.27,84.81,71.94,162.11,1.04,119.80,185.73,211.43,140.51,76.71,124.19,11.54,42.91,148.99, ,103.70, ,150.50,294.35,215.99,196.39,65.70,297.90,296.30,277.13, ,53.84,187.37,192.49,167.12,120.95,25.58,285.22,75.16,119.51,78.22, ,277.54,219.59,246.95,16.70,43.85,277.92,267.25
117.28,269.25,60.17,217.54,294.68,59.98,162.22,235.14,263.74,92.34,188.12,99.22,263.38,284.70,67.86, ,185.14,12.68,251.34,294.65,16.83,296.15,199.57,108.88,173.55,236.33,209.68,156.10,239.00,99.20,67.04,223.73,242.31,29.28,258.55,129.81,61.28, ,260.85,258.00,209.33,41.18,189.25,122.31,255.81, ,283.10, ,35.02,146.67,265.92,240.42,92.89,284.96,166.60,13.05,259.36,45.37,178.91,247.22,145.98,254.30,228.80,47.16,4.48,290.00,53.74,266.81,183.17,43.07,27.06,80.52,90.13,142.77,297.82,165.57,35.69,87.89,288.40,228.31,28.88, ,82.62,230.08,31.91,272.32,208.92, ,195.34,288.10,87.61,128.10,129.72,73.05,128.27,52.66,54.33,274.89,164.16,247.68,155.53,65.72,38.46,99.42,212.72,271.92,73.43,253.52,263.80, ,92.07,173.43,142.35,123.53,119.12,107.64,102.69,278.25,275.64,139.31,285.13, ,285.47,281.38, ,245.18, ,37.24,124.59,290.35,134.83,13.19,294.72,150.58,244.43,66.32
216.59,30.47, ,72.27,30.76,100.62,126.89,264.90,137.11,151.06,33.09,80.91,79.65,267.12,277.58,291.10,236.35,116.68, , ,114.85,225.78,124.34,228.00,213.38,287.50,132.83,149.38,137.13,246.89,153.81,124.01,10.69,33.18,45.78,16.33,196.18,76.10,294.78,109.76, , ,272.61,117.85,115.78,51.03,59.23,287.15,49.74,243.60,125.21,32.22,150.00,83.66,248.93, ,58.69,299.40,259.22,273.80,17.23,132.24,288.01,67.05,86.82,114.85,190.10,201.96,254.22,115.30,79.28,110.51,180.35,177.16,85.11,196.00,248.35,159.56, ,33.27,272.24,165.94,106.28,138.81,247.07,290.30,142.07, ,67.19,118.98,29.37,256.93, ,205.29,287.87,129.74,158.39,187.29,39.79,259.82,201.59,203.01,283.43,124.64,112.27,189.23,120.00,13.56,221.63,3.85,79.33,230.63,235.56,262.04,111.48,153.94,128.75,204.95,102.03,182.44,120.23,270.93, ,284.50,86.62,289.44,282.67,226.74,58.58,182.42,156.14,187.87,233.04,74.16,46.86,227.66
223.98,232.09, ,216.59,250.93,139.23,102.61,173.78,20.84,205.42,74.58,242.64,242.74,17.94,234.33,215.62,243.06,208.37,16.48,20.41,217.29,292.45,291.32,74.48,8.88,112.18,293.01,265.46,134.99,202.46,134.07,86.26,44.89,126.37,7.46,5.47,77.92,254.09,30.89,237.01,154.29,218.27,170.31,16.79,111.35,103.90,269.61,85.44, ,211.82,22.13,36.17,296.49, ,110.81,70.51,96.22,100.55,178.29,53.61,275.23,149.92,192.23,269.30,134.03,189.49,6.09,200.91,104.56,289.35,177.72,263.20,284.65,288.44,34.60,58.03,207.00,88.97,27.48,76.90,42.22,26.26,74.46,218.99,251.04,94.39,268.19,102.71,121.34,115.79,133.20,165.77,81.77,139.43, ,118.02,286.29,122.86,163.85,67.09,37.25,250.49, ,47.20,202.14,94.53,183.36,196.58,6.89, ,145.44,183.09,75.94, ,198.80,185.26,271.43,181.11,88.13,240.25,62.56,196.74,25.13,269.62,77.99,214.08,121.95,278.08,157.17,106.83,51.80, ,23.23, ,236.15,145.26
53.20,18.80,64.92,30.05,265.65,11.05,203.02,260.96,218.42,28.57,174.10,17.34,103.60,154.87,64.94,216.16,207.96,68.09,278.89,7.41, ,18.46,109.20, ,290.30,203.35,95.14,99.24,151.38,259.55,242.60,6.38,142.63,93.72,187.22,8.86,17.15,213.10,24.23,226.65,134.45,33.40, , ,227.14,91.61,264.60,134.57,122.95,6.35,111.31,165.49,47.95,177.10,125.94,163.72,133.34,77.41,259.23,272.06,274.23,226.89, ,61.46,213.56,10.08, ,289.25,49.21,167.34,277.21,269.95,178.56,175.41,80.10, ,52.15,76.66,247.89,206.42,19.23,29.82,50.56,18.56,210.81,13.97, ,7.25,173.92,210.37, ,290.46,244.22, ,20.87,152.85,64.86,55.59,192.02,235.39,103.46, ,159.24,101.55,103.23,66.14,118.99,130.83,299.43,152.07,95.92,57.23,75.36,187.87,111.45,195.58,76.23,129.51,73.59,127.69,139.68,165.87,9.30,68.12,71.75,213.11,230.69,106.34,159.43,188.92,288.61,237.31,128.88,58.71, ,256.30
48.60,71.59,95.43,130.03,122.94,133.76, ,163.86,28.53, ,217.45,74.22,205.55,206.89,60.79,255.84,294.51,259.13,44.07,13.25,133.60, ,267.36,107.49,183.13,154.51,53.47,42.97,28.30,38.37,105.83,52.08,166.03,82.05,100.59,245.38,270.21, ,237.57,163.32,71.20,223.30,52.82,82.91,74.34,222.68, ,94.19,56.72,279.19,192.35,275.37,54.46,219.31,183.16,273.61,178.58,175.25,25.77, ,210.07,129.40,166.22,226.94, ,187.16,258.68,147.85,217.25, ,136.56,62.79,286.21, , ,115.12,128.91,249.26,205.84,165.05,173.99,156.52,145.66,182.00,235.18,142.10,24.91,63.03,175.55,120.11,262.32,229.61,211.94,77.48, ,242.53,63.12,152.45,73.55,62.69,192.35, ,128.73,106.98,240.88,32.76,55.74,296.21,86.32,164.23,25.93,106.32,116.48,174.32,107.76,59.87,23.83,98.49,231.61,44.31,187.99,233.47,72.16,229.08, ,93.31,163.76,128.60,263.15,59.95,270.57,20.20,215.26,251.14,85.09,112.13
44.60,191.04,261.37,217.41,258.54, ,122.30,270.73,120.54,67.88,104.11,101.06,174.57, ,242.39,64.50,297.20,243.74,97.42,196.13,178.39,107.60,275.93,250.17,201.25, ,25.27, ,264.87,90.85,244.99,202.87,212.27,91.16,258.14,283.78,97.71,278.13,208.08,220.29,178.07,45.19,146.82,76.45,224.46,170.44,232.26,87.81,163.96,154.22,136.89,276.37,0.16,139.92,208.55,66.50,181.76,26.40,116.56,140.27,270.15,210.47, ,298.27,247.98,201.16,14.12,46.45, ,0.95,247.57, ,14.07,30.61,22.52,242.32,199.46,95.52,193.81,294.19, ,242.17,246.02,83.44,58.70,24.49, ,272.06,269.65,265.27,111.89,59.44,113.15,37.55,169.07, ,163.26,251.46,192.77,117.68,182.66,100.83,91.88,120.50,148.80,163.75,94.67,220.32,43.24, , ,147.39,124.08,286.79,206.91,73.12,12.36,168.11,157.55,288.47,116.72,66.88,122.82,216.14, ,259.37, ,88.41,32.07,181.13,153.07,279.40,262.02,155.22,104.94,90.12
290.82,230.68,187.31,219.26,96.64,62.82,289.10,220.59,63.72,40.02,189.76,142.97,11.18,281.91,10.96,209.53,278.87,59.49,193.71,269.62,149.47,75.27,183.67,159.74,97.58,164.18,219.18,139.12,5.35,46.48,193.06,18.10,96.21, ,289.92, ,280.27,40.17,44.38,51.40,171.23,103.87,136.32,42.57,253.41,96.47,64.23,231.11,161.63,107.86,223.07,226.04,150.45,209.91,268.42,130.05, , ,293.03,53.43,7.44,156.96,157.94,78.59,197.78,72.52,114.97, ,130.16,136.47,34.36,21.77,163.28,79.85,210.01,215.91, , ,223.43,273.64,113.76,180.65,243.94,87.55,228.39,248.37,232.04,204.22,205.62,13.25,125.46,52.33,68.10,186.33,195.20,60.37,31.39,281.53,125.91,194.78,286.79,119.16,125.87,172.64,90.86, ,216.32,69.29,177.26,144.02, ,4.00,220.66,170.17,10.72,271.28, ,258.06,169.52,174.52,49.53,283.76,222.97,44.57,157.77,8.77,90.61,5.79,141.13,189.93,51.90,14.60,236.37,6.04,149.56,298.79
86.57,134.50,182.63,1.80,100.91, ,191.52,48.00,72.16,101.22,141.08, ,98.48, ,104.52,252.32,28.30,71.66,285.90,193.48,83.00,265.88,276.10,24.60,68.69,113.27,212.26,157.15,52.83,145.11, ,97.43,138.55,214.10,234.73,42.89,78.30,65.59,252.87,196.47,291.69,90.24,205.49,18.75,97.42,92.96, ,190.38,48.31,11.32,73.94,240.61,84.91,239.23,170.26,153.24,153.92,237.47, ,282.06,299.81,133.78,34.25,122.37,289.58,149.40,69.95,147.57,191.09,171.41,190.80,40.86,242.58, ,252.46,44.32,282.49,77.53,76.79,279.18,136.03,33.72, ,200.35,57.88,269.90,10.50,259.06,266.51,215.82,244.65,24.48,169.46,28.27, ,2.92,121.96,209.28, ,1.07,252.99,286.81,42.21, , ,268.45,255.54,214.57,71.24, ,240.69,179.18,87.93,144.65,21.07,65.57,55.01, ,113.96,168.85, , ,157.44,95.71,258.44,13.17,249.32,270.38,43.27,12.34,168.11,246.45,287.80, ,109.39,91.01
54.25,23.50,104.63,298.98,56.11,230.78,258.58,56.17, ,79.62,63.53,117.56,169.77,249.40,214.75,237.83,189.04,156.04,289.65,91.29,9.81,138.04, ,232.91,242.12, ,137.45, ,274.54,286.65,98.59,216.86,201.01,246.84,167.32,186.93,273.32,105.75,155.54,56.93,201.29,262.06,41.43,260.51,35.83,181.12,103.70,278.39,169.75,56.15,167.00,195.59,299.49,275.78,285.46,172.93, ,134.99,229.69,268.22,126.78,224.76,94.51,131.57,27.16,28.50, ,50.48,109.16,38.86,284.51,111.29,36.05, , ,262.13,289.29,17.79,31.74,232.45,140.87,17.52,107.42,143.47,41.31,123.05,200.93,86.22, ,227.22,49.24,237.26,221.16,278.77,51.12,111.45,285.92,63.62,139.92,186.59,87.60,223.74,108.88,288.80, ,106.59,275.82,10.32, ,14.77,255.92,182.55,30.06,77.23,15.42,234.69,197.55,295.30,83.16,22.49, ,49.18, ,63.69,173.01,235.03,89.07, ,271.62,223.54,88.56,101.96, ,149.35,18.87,144.58
