Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110,Col111,Col112,Col113,Col114,Col115,Col116
80.08,50.39,116.67,72.74,88.31,256.54, ,281.74,292.25, ,17.25,256.77,134.11,286.92,272.30,76.19,194.83,64.94,194.11,274.90,112.80,121.47,206.81,51.08,49.81,46.39,56.48,107.23,194.42,270.71, ,46.90,286.71,276.41, ,49.40,285.71,232.07,231.53,164.74,9.54,239.83,281.62, , ,186.89,183.00,120.23,204.51,261.59,8.10,48.13,24.42,219.70,141.02,95.37,133.85, ,73.68,201.94,219.93,256.88,173.79,293.67,18.99,110.26,33.48,96.39,290.23, ,246.72,161.93,277.03, , ,69.45,99.29,227.75,96.32,263.86,94.87,229.79,222.78,153.71,74.45,178.82,255.38, ,9.91,168.40, ,144.35,94.32,22.37,296.77,213.45,151.97,98.40,139.69,186.14, ,38.80, , , ,11.83,249.79,131.74, ,276.09,33.92,23.15,24.51,45.86,129.97, 
162.43,206.22,173.01,87.37,149.63,287.92,23.24,276.05,51.82,131.07,249.57,75.76,183.31,127.83,183.73,208.38,198.09,94.73,276.75,119.14,242.01,287.85,44.78,120.22,179.55,149.21,110.09,211.09,278.72, ,162.45,198.42,30.12,3.34,289.77,220.37,127.44,104.00,72.21,212.91,247.45, ,76.56, ,287.65,221.70,257.73,158.59,292.76,169.18,289.94,181.53,275.09,237.75,101.67,243.17,13.34, , ,257.38,129.88,285.32,113.14,65.31,32.40,129.04,218.27,285.00,265.19,191.41,205.65,262.50,47.92,216.60,101.21, ,231.09,126.06,40.21, , , ,58.49,46.81,163.58,224.24,21.88,221.57,245.70,76.34,159.92,0.63,166.92,192.23,267.43,134.20,127.32,180.87,134.10, , ,259.49,126.44,202.44,208.90,232.09,141.75,278.18,53.14,283.76, ,251.19,9.14,190.01,127.02,98.18
77.18,251.13, , ,267.46,231.24,77.32,230.88,203.46,15.06,88.35,81.27,171.48,284.11,283.26,214.50,237.75,14.14,249.27,154.74, ,27.18, ,144.61,10.55,220.51,146.82,286.96,51.32,92.59,37.99,183.92,3.67,241.39,227.04,26.85, ,226.53,30.43,246.31,158.76,91.83,160.38,81.62,282.56,63.83,192.93,273.67,216.19,22.73,120.92,220.37,92.76,90.67,208.66,294.51,50.53,162.08,17.59,182.16,98.63,89.90,158.52,72.90, ,95.63,78.37,188.59,214.86,215.70,244.14,32.57,3.21,173.64, ,117.33,136.65,42.28,207.53,290.13,275.51, , , ,198.16,150.98,167.81,151.08, ,183.64,22.56,297.15,139.06,32.96,30.45,202.27,276.04,218.40,139.99,195.28,192.61,16.91, , ,156.71, , , ,125.49,128.02,181.97,294.54,172.84,10.52,222.67, 
114.98,189.64,106.87,141.01,209.29,135.05,279.57,54.72,111.03,41.19,36.17,232.29,174.88, ,116.01,165.77,20.03, ,139.31,3.15,118.68, , ,15.30,194.96,131.50,43.75,243.74, ,176.04,49.61, , ,63.46,208.01,112.24,222.81,143.20, ,55.65,247.87,49.98,140.97,148.82,54.17,264.64,268.59,278.51,134.52,190.47,52.14,102.65,196.77,35.38,272.25,236.65,161.97,62.95,168.10, ,222.27,152.30,272.92,129.68,131.21,290.39,25.95,224.27,161.12,253.51,174.63,197.66,206.51,157.69,52.39,97.12,73.77,125.84,231.15,284.67,126.86, , ,44.17,265.82, ,282.34,34.07,169.41,163.27,256.71,143.10,103.01,107.87,17.01,123.57,232.04,48.46,109.27,46.88,123.30,65.84,140.93,197.47,237.67,130.20,146.61,223.72,64.07, ,81.08,265.60,210.99,51.15,88.93,260.59
31.93,142.33,13.68,35.03,179.90,154.21,242.38,298.00,191.58,34.02,8.55,275.35,279.29,133.25,235.12,144.71,266.59,104.61,229.28,4.29,235.42,183.47,286.01,69.80,211.06,150.25,103.44,139.15,152.10,150.94, ,295.65,32.82,158.88,211.98,17.37,233.95,204.63,161.88,181.55,297.16,189.72,267.81,156.76,33.42, ,258.66,44.91,207.99,243.30, ,249.74,166.33,165.72,199.89,238.10,94.82, ,113.36,286.53,135.05,106.61,296.01,231.59,113.74,184.97,132.71,6.78,199.69,280.66,271.90,151.41,199.40, ,12.76,292.40,124.52,192.56,169.54,140.33,71.56,95.43,112.61,135.38,28.49,208.21,179.28,93.20,212.19,172.30,93.87,10.89,38.23,127.13,161.27,118.22,247.37,61.43,42.46,287.54,104.20,12.74,208.54,149.91,210.33,45.68,186.90,222.59,260.02,132.89, ,251.11,264.56,115.54,207.23,12.08
116.55,290.91,116.36,249.94,7.19,270.49,276.47,22.06,31.75,215.47, ,278.19,67.39,138.13,31.60,52.52,74.93, ,181.84, ,83.09,149.32, ,283.33,12.86,69.93,250.25,110.55,69.53,16.06,85.05,18.02,2.74,93.59,43.84,171.72,21.33,174.80,226.91,57.34,51.15,66.61, ,188.46,245.28,282.68,17.68,289.82,265.63,16.79,7.78,166.90,197.74,73.39,121.19,98.04,213.86,239.50,254.52,120.22,142.29,196.78,281.94,162.42,215.05, , ,110.83,276.78,226.63,185.82,121.37,82.78,79.83,199.71,297.54,218.46,261.63,195.86, ,110.91,250.54,20.69,76.28, ,52.50,99.51,267.49, , ,194.73,29.83,270.26,276.09, ,237.72,177.91,126.74,263.01,254.27,103.02,268.72,83.05,205.05,147.87,287.80,20.66, ,255.33,193.05,28.91,115.28,289.39,244.05,58.37,169.69
171.97,224.73, ,215.21,6.15,262.06,264.63,221.27,11.39,56.50,256.65,192.81,126.75,143.87, ,71.92, ,171.57,71.61,75.69,99.86,84.18,94.21,168.72,266.26,6.82,78.43,239.62,49.65, ,145.13,39.01,221.96, ,252.20,259.02,37.45,277.06,1.83,76.46,1.12,200.26,144.09,172.63,92.75,12.86,151.55,234.19,93.43,5.18,119.70,123.17,179.02,139.91,15.13, ,73.35,81.85,78.50,59.22,160.33,161.84,96.41,140.50, ,123.47,170.37,223.86,131.18,99.76, ,153.49,244.68,275.01,189.27,237.66,34.58,289.63,152.50,254.17,279.18,116.46,160.08,298.76, ,188.77,216.93,264.06, ,126.71, ,15.97,282.16,39.38,254.09,232.64,189.97,19.31, ,94.22,43.51,50.56,281.75, ,146.98,233.41,251.89,1.38,53.62,232.32,63.69,28.79, , ,221.97,98.43
40.08,7.59,188.74,114.80,276.69,175.06,218.66,258.92,94.81,203.59,105.53, ,134.31, ,53.07,85.96,149.66,289.68,259.09,40.93,228.30,35.68,227.72,230.31,174.39,199.17,52.26,34.70,19.09,134.87, , ,283.10,186.55,209.65,156.91, , ,131.66,61.90,40.55,180.63,100.07,296.33,170.14,237.21,206.96,166.50,96.41,163.80,83.58, ,240.50,101.68,49.38,153.28,1.73,61.11,264.66,29.32,101.28,237.15,149.93,216.55,113.78,6.07,7.63,31.71,118.16,128.85,88.45,222.14,59.08, ,270.54,47.50, ,219.88,99.16,168.99, ,65.73,135.64,180.92,297.64,291.11,162.72,18.59,43.03,119.55,255.19, ,234.34,70.48,33.06,183.48,233.12,296.34,104.25,216.79,126.64,192.59,141.98,296.80,14.75,137.69,250.67,159.17,64.99,42.12,165.83,99.90,207.70,64.96,118.77,142.84
259.66,69.42,18.76,159.63,42.22,3.51,196.82,237.25, ,108.76,198.74,66.92, ,5.36,248.33, ,91.17,123.85,54.73,14.80,237.24,179.08,73.12,147.31,68.31,73.61,61.63,222.57,132.79,137.54,205.91,279.03,136.19,86.78,202.43,176.90,18.27,226.47,233.84,218.40,43.98,164.51, ,38.96,221.63,182.96,278.37,98.29,191.87, ,196.28,253.83,197.20,100.36,14.52,38.75,142.64,78.48,74.79,299.98,230.89,59.48,239.39,199.27,292.68, ,30.49,254.33,199.90,120.27,91.80,227.32,55.13,248.62,154.25,270.39, , ,124.92,113.42,231.21,222.48,224.47,140.57,196.83, ,25.35,260.86,10.75,262.75,43.85,230.60,139.12,141.97,282.48,121.95,71.52,130.01,60.28,27.35,76.71,164.69,177.11, ,187.86,146.40,217.72,183.76, ,83.59,77.05,47.99,273.60,34.81,6.29,283.50
95.46,274.64, ,151.75, ,39.60,192.33,177.29,176.51,100.05, ,177.10,198.69,299.78, , ,24.49,86.90,1.47,32.77,9.38,47.31,224.12,247.64, , ,93.38,124.32,277.88,79.66,77.52,194.76,182.83,94.44,277.38, ,10.15,126.23,104.84,118.78,129.18,295.89,129.03,277.77,100.95,262.17,56.73, ,245.16, ,39.60,68.91,11.01,193.02,273.73,18.78,109.58,128.17,1.41,228.54,139.71,258.38,7.01,143.48,260.27,270.82,262.10,135.37,118.80,110.35,26.25,185.04,277.08,241.30, ,169.84,110.11, , ,206.33,55.47,191.42,56.44,85.49,26.65,214.97,168.95,81.29,192.53,275.15,158.42,176.14,211.31,227.58,198.23, ,253.71,249.93, , ,162.59,167.86,287.10,90.13,4.19,187.13,63.35,79.74, ,107.99,255.24,55.65,169.49,107.18,64.09,64.99
46.87, ,268.05,296.06,118.83,146.39,221.57,98.82, ,67.82,155.04,144.87,176.54,24.85,103.38,168.01,272.07,141.82,164.85,134.47,212.64,169.00,266.96,124.45,72.63,210.80,202.71,141.58, , ,47.84,114.00,190.59,86.39,49.04,265.04,18.97,220.70,138.31,108.70,267.50,240.09,195.85,88.68,114.00, ,129.55,130.20,150.87,130.59,238.09,28.44,11.13,60.66,171.89,257.98,61.07,252.38,29.31,210.32,29.81, ,242.13,145.53,158.35,288.85,48.89,244.00,12.24,261.49,3.49, ,78.13,288.90,184.53,68.79,41.42,260.27,5.78,181.61, , , ,83.04,188.91,241.12,62.84,20.26,91.05,136.68, ,189.04,9.88,61.77,116.11,132.39,38.31,5.90,111.91,0.95,234.33,79.76, ,195.87,214.33, ,38.28,218.28,280.51,251.59,35.29,98.32, ,99.27,195.50,130.93
273.83,2.38,188.84,24.91,21.85,116.96,277.52,234.97,279.58,5.71,245.25,64.31,64.25,135.57, ,266.51,15.58,30.17,242.28,211.44, ,228.13,213.15,73.06,99.06,50.09,123.06,95.96,192.16,282.05,296.18, ,164.64,141.64,252.55,245.50, ,124.08,93.64,127.96, , ,83.53,260.26,99.18,41.77,21.80,15.71,123.97,31.29,223.34,245.78,42.39,27.49,130.16,83.57, , ,176.23,84.88,294.86,44.27,281.89, ,106.12,257.96,269.97,187.78,182.02,23.35,10.63,92.96,233.31, ,116.23,116.21,240.44,10.08,184.52, ,63.38,45.47,248.82,41.69,1.60,178.54,33.73,154.68,31.92,68.46, ,291.43,216.64,64.07,292.52,223.73,11.96,172.98,210.08,61.65,179.94,280.90,10.50,37.64,207.00,205.65,29.84,27.46,128.95,173.21, ,96.94,52.07,121.97,268.27,133.67
180.25,51.53,120.95,100.85,133.61,163.79,256.31,220.20, ,11.72,11.29,172.94,103.90, ,175.93,82.55,270.05,120.06,26.01,248.19,199.16,53.33,274.54,123.82,212.44,206.46,24.93,161.39,62.19,67.45,291.95,247.73,112.80,283.57,8.81,265.67,20.41,264.99,231.53,35.92,33.25,55.14,55.54, ,116.71,172.65,244.40,74.71,251.11,17.05, ,167.63, , ,61.42,225.79,282.01,245.87,187.38,17.28,145.31,159.14, ,133.20,160.52,98.68,196.18,196.27,257.83,86.01,36.13,183.94,164.25, ,246.76,142.94,128.43, ,74.60, ,54.94,210.01,19.69,268.04,163.19, ,202.21, ,99.21, ,167.20,13.65,2.29,177.76,103.43,54.40,7.51,202.29,187.83,231.19,160.09, ,21.56,61.18,291.90,262.68,159.87,131.66,192.46,284.57,132.98,263.89, ,96.30,219.11,132.48
299.45,123.57,56.59,282.71,259.56,82.77, ,33.17,180.64,113.60,266.53,142.81,299.25,211.75,3.51, ,93.99,213.27,63.23, ,117.46,285.28,187.05,203.06,108.83,219.68,50.56,289.30,217.98,209.72,39.76, ,98.39, , ,35.67,35.42,236.97,91.03,125.58,223.07,180.71, ,103.14,260.18,250.69,80.99,7.90,73.65,219.14,2.44, ,121.95,222.29,204.74, ,30.32,2.00,265.91,258.59,66.09,161.50,96.93,177.20,63.24,50.98,31.72,213.16,175.37,70.56, ,83.88,114.43, ,299.04, ,257.63,90.08,65.54,273.32,284.06,71.27,129.13,266.63,266.80,57.93,185.45,230.28, ,44.71,20.67,273.39,1.39,134.75,109.78, ,122.40,194.32,202.34,282.65,197.88,238.97,161.44,31.41,158.67,210.48,252.52,103.56,28.59,240.16,109.67,58.86, ,237.20,292.50,200.33
117.97,202.77,154.16,92.54,226.30,7.94,228.40,138.00,294.38,239.41,296.14,83.86, ,76.10,281.86,135.00,126.31, ,35.52,249.13,205.74, ,201.88,219.25, ,48.26,43.15,166.80,276.64,193.30, ,113.42,230.36,7.33, ,17.05,168.28,298.55,65.28,275.91, ,292.02,282.58,284.30,154.89, ,283.52,140.91,255.40,24.38,109.87, ,126.93,149.90,171.79, ,186.86,269.67,191.85,103.77,195.11,34.83,99.25,75.78,163.18,101.40,219.68,118.60,58.70,27.69,97.03,295.05,38.99, ,236.59,181.01,298.42,229.08,188.27,277.16,37.25,225.14,20.71, ,244.46,294.93,195.94,134.31,187.36,61.37, ,33.58,33.49,33.01,118.74,204.23,65.21,41.18,34.42,174.83,178.76,86.35,181.91,218.39,89.12,27.49,137.40,265.40,95.68,129.53,151.22,53.87, ,95.04,158.14,212.09
157.64,190.33,79.97,160.11,181.21,73.58,244.36,155.25,230.33, ,144.75,278.55,221.31,293.66,260.41,170.65,130.18,254.71, ,46.80,194.77,38.97,117.87, ,273.12,33.34,43.37,131.66,102.95,188.52,59.84, ,296.25,290.06,193.91,230.17,245.84,216.05,37.29,190.94,62.08,206.11,279.46,34.71,12.82,289.46,230.66,263.33,0.14,181.70,73.27,149.24,191.16,0.72,86.18,245.31,48.81,227.16,61.28,129.21, , ,241.01,248.83,290.25,157.73,143.01,283.83,250.11,57.54,103.45,142.49,291.98, ,219.14,261.46,48.78, ,167.46,77.03, ,67.29,38.64,208.27,223.08,219.74,258.05,201.53,13.06,93.76,150.47,123.93,193.90,147.49,40.17,284.63,4.96,221.71,291.16,13.24, ,232.98,288.55,213.85,116.61,184.08,14.62, ,126.56,17.61,298.48,197.62,195.95,9.42,271.71,163.53
59.26,162.49, , ,238.47,220.02,167.16, ,148.54, ,93.72,93.18,163.64,16.85,143.39,115.49,282.85,299.33,79.73,141.27,96.71, ,16.74,9.05,110.61,66.71,251.31,272.77,40.41,99.12,106.96, ,222.06,194.51,150.35,83.21,130.33,71.36,196.66,281.26, , ,185.60,90.16, ,172.43,242.94, , , ,118.25, ,12.76,55.54, ,47.16,156.48,89.54, , ,172.02,209.65,268.51,119.98,172.24,190.82,125.51,240.74,212.68,256.52,201.46,82.58, ,239.05,150.40,202.05,164.21,130.86, ,130.67,80.36,264.55, ,90.06,87.44,293.92,11.35,220.79,196.49,108.48,90.11,55.75,240.41,46.66,274.81, , ,78.98,109.35,171.20,296.23, ,290.15,41.12,111.93,154.35,178.18,255.08, ,132.01,265.19,124.63,127.30,169.04,264.24,64.54
 ,60.77, ,50.92,269.12,190.06,163.13,216.99,10.11,296.58, ,261.77,89.44,148.09,70.81,40.46,118.90, ,179.67,175.43,141.04,239.36,183.37,86.13,4.47,71.06,238.37,262.82,125.31,107.25,235.42,242.00,280.52, ,160.19,107.48,21.86,30.14,135.41,139.10, ,235.35,138.15,42.72,132.87,265.58,69.56,101.75,185.61,129.47,242.46, ,33.24,45.67,127.58,79.26,59.66,164.10,277.23,161.16, ,182.00, ,236.77,204.82,87.82, ,105.76,1.21, ,196.70,266.10,182.98,68.45,75.54, ,52.77,2.70,188.96, ,84.08,117.26,0.87,136.47,10.84,68.97,23.15,211.40,289.95,34.60,37.02,290.95,162.91,181.26, ,65.95,163.24,157.18, ,62.26,256.04,260.61,11.39,290.67,273.01,17.17,39.03,117.74,232.76,220.19,47.33,179.97,162.60,244.43, ,6.70
211.71,263.97,91.19,227.39,220.73,31.16,247.04,46.08,18.12,197.21,74.06,12.11,59.17,105.75,35.17,77.27,192.25,183.59,288.96,297.42,19.00,138.03,113.93,210.84,264.19,36.83,146.22,55.80, ,90.96,247.18,256.66,221.44,277.38,237.53,51.42,25.11, ,209.23,212.09,176.28, ,152.57,233.60,103.51,267.58,37.18,39.10,291.03,203.56,67.98,59.90,60.11,121.18,62.94,14.13,297.33,296.66,46.57,109.11,102.16,75.32,25.93,85.84,106.25,30.25,287.80,186.21,78.59,24.61,209.48,104.59, ,97.04,67.36,106.46,248.98,201.97,298.54,51.52,144.71,252.03,92.04,265.25, ,86.29,64.42,1.89,264.10,251.40,76.72,142.24,38.25,182.96,289.27,81.31,36.40,297.75,115.70,99.20,120.84,238.05,215.93,216.33,55.23,297.03,257.19,22.54,175.23,230.60,199.06, ,151.90,197.85,265.48,141.51
 ,223.28,210.68,99.00,3.30,9.74,257.77,224.51,103.14,211.18,103.74,21.94,262.14,108.29,96.96,71.34,210.60,14.21,27.14,248.30,267.43,30.76,224.97,205.50,55.02,61.85,226.92,69.20,215.27,118.89,16.84,240.44,184.85,48.72,67.84, ,35.27,273.19,180.03,165.97,283.49, ,142.25, ,211.46,269.05,217.50,105.80,221.71,292.58,81.96,244.20,147.00,34.03,239.93,48.66,122.20,88.54,174.39,145.97, ,115.02,14.21,280.60,18.00,114.53,95.80, ,174.77,132.64,58.83,1.61,278.08,71.47,168.73,230.55,173.03,88.31,20.32,280.75,27.58,88.39,179.77,75.52,125.84,151.43,243.64,249.76,179.13,58.56,7.04, ,180.07,215.64,12.59,228.48, ,273.80,288.68,181.11,262.94,272.35,191.63,267.40,137.71,162.62, ,169.66,21.73,177.66, ,190.25,225.95, ,199.75,91.58
208.41,16.26,128.12,106.98,98.03,181.83,111.00,138.97,263.48,30.40,98.05, ,254.40,95.96,153.56,148.89,31.67,223.14,132.79,54.01,151.79,58.73,113.38,235.32,100.30,124.44, ,152.30,148.47,68.79, ,192.05,166.55, ,89.69,192.13,224.76,299.96,189.77,266.24,160.60,166.30,139.42,172.30,226.87,89.83,193.82,25.23,252.40, ,24.15,124.94, ,95.28,250.27,79.61, ,240.21,152.58,217.75,49.34,75.26,220.60,243.15, ,146.27,260.39,152.85, ,44.67,278.33,168.43,16.06,249.67,163.27, ,81.02,182.65,25.90,132.38,175.14,34.75,137.37,79.51,269.07,34.89,240.89,55.66,287.40, , ,3.87,76.98,206.83,296.68,191.61, ,66.74,135.18,275.11,167.66,99.39,0.23,71.11,42.28,258.98,129.33,186.75,279.62,292.36,268.32,130.85,25.52,235.11, ,210.23
153.39,90.41,175.79,54.72,119.30,259.16,41.05,111.29,195.01,171.89,273.15,254.70,55.01,130.10,221.38, ,138.63, ,275.19, ,219.13,204.93,138.23,82.71,206.21, ,13.14,45.92,232.19,48.32,142.49,0.90, ,248.66,36.61,177.69,266.24,108.52,138.48,266.09,69.91,46.39,185.44, ,171.73,134.62,262.87, ,263.77,254.82,243.47, ,121.16,254.72,29.41,56.46,91.98,46.06, ,134.13, ,268.13,43.19,241.52,79.85,269.83,294.81, ,286.23,185.47,125.45,236.53,159.91,43.32,258.74,161.60,157.34,60.99,272.31,120.32, ,160.30,64.42,130.46,141.34,14.19,126.65,284.99,277.55,8.95,24.95, ,167.08, ,137.81,3.48,165.60,75.46,185.41, ,139.96,241.88, ,296.41,113.70,65.03,145.25,225.96,41.47,37.28,134.45,228.99,146.44,222.28,219.50,254.11
 ,194.22,127.25,157.27,12.53,69.07,242.67,149.61,184.51,150.16,235.57,244.75, ,39.34,93.58,103.48,177.83,241.91,178.39,195.98,153.27, ,76.92,94.53,48.93,27.65,294.81,224.34,36.72,278.90,189.60,135.99,115.58,179.20,65.52,50.25,173.20,199.44,279.71,176.65,273.01,227.73,167.53,207.38,248.09,236.76,124.02,74.98,259.89,93.87,274.11,273.36,187.78,97.43,166.77,8.38,236.04,179.21, ,165.35,99.09,158.23,31.45,117.43,180.06,0.37, ,123.81,255.19, ,72.87,118.26,1.17,185.29,204.62,229.18,260.92,47.20,186.79,90.54,147.65,290.72,57.25,271.84,95.66, ,168.53,149.22,282.38,3.08,79.25,41.90,54.47,196.42,256.95,264.18,122.73,251.89,292.03,242.59,188.02, ,56.55,267.59,194.60,177.41,221.46,49.22,25.43,267.10,76.34,163.24,64.90,289.40,90.04,278.23
269.78,295.81,121.45,200.65,105.61,23.37,49.02,97.75,191.99,273.51,7.02,5.84, ,295.24,24.81,85.80,46.78, , ,116.49,273.75,267.06,155.92,255.89,161.47,159.92, ,216.26,22.30,247.47,166.44,129.25, , ,174.42,114.55,120.53,150.88, ,150.77, ,106.67,37.47,174.93,200.80,144.35, ,91.82,79.68,130.20, ,108.43,83.64,222.12,12.98,72.61,223.77, ,30.44,112.92,195.22,90.02,194.31, ,286.13,279.33,144.28,254.95,154.20,175.70,242.76,149.33,88.13,20.66,103.54,276.50,236.18,82.77,220.78,122.22,109.98,156.18,206.97,149.73,271.36,84.06, , , ,263.13,59.02,169.00,183.11,170.77,84.26,143.75,66.82,266.40,192.44, ,39.25,184.18, ,23.92,150.57,128.02,128.68,111.81, ,131.47,25.33,75.14, ,18.50, ,33.90
21.98,107.12,111.65,147.38,287.71,294.53,82.50,53.90,181.63,267.84,37.96, ,290.42, ,34.74, ,68.64,168.32, ,124.61,123.14,273.84,163.69,123.89,65.42,271.46,6.82, ,44.77, ,35.19,210.49,126.73,138.58,225.16,33.30,15.66,21.77,267.28,257.86,131.66,268.95,270.32,42.41,20.54,199.77, ,110.26,75.81,264.25, ,135.55,142.04,292.00,140.70,49.27,50.45,121.84,284.04,295.17,55.21,11.36,71.45,65.23,36.25,161.37,24.59,274.09,148.12,30.44, ,79.71,275.81,209.22,244.68, ,290.37,271.14,56.59,134.59,179.12,255.01,144.56,48.89,60.37,93.96,195.71,275.12,228.76,133.55,107.66,117.80,18.56,263.69,210.11,8.21,217.40,1.41,215.47,227.21,101.96,53.51,22.80,161.08,286.42,174.57,103.20,57.48,105.96,240.65,192.06,285.07,195.65,36.62,33.97,256.02
130.59,229.68,231.14,59.34,63.23,38.80,177.14,81.79,2.49,87.25,90.00,219.89,88.66,5.46,147.09,190.62,58.97,169.90,51.70,45.39,44.47,154.90,102.87,150.42,95.55,294.93,135.50,291.20,31.55,169.46,247.23,162.14,99.14,178.37,221.48,162.37,217.17,98.62,244.16,219.66,185.87,245.66,215.38,1.44,279.84,205.07,72.08,22.53,188.18,13.96,185.47,16.66,183.69,185.13,164.97,70.04,142.12,54.52,242.70,163.59,272.76,11.62,296.13,109.54,220.65,24.40,55.56,274.03,94.44,270.43,236.16,236.56,208.34,225.45,291.08,168.79,243.24,233.77,6.79,274.98,97.37,195.27,207.44,70.13,269.21,48.31,81.74,59.82,65.83,77.87,34.12,175.38,185.29,193.56,96.03,28.77,217.96,151.59,2.80,12.41,122.02,238.96,248.97,30.37,164.41,240.04,199.16,107.66,173.82,205.94,82.64,271.19,290.08,70.42,130.25,164.37
57.93,114.99,117.78,55.43,84.49,187.62,34.19,113.30,238.74,218.91,224.75,261.04,204.83,26.28,24.66,261.17,166.21,211.33,147.76,110.35,298.93,198.72,34.08,172.75,7.61,33.45,161.55,92.38,260.02,268.13,165.44,235.84,131.46,175.76,291.27,215.95,63.38,25.47,29.25,2.11,244.37,254.00,263.16,149.20,280.28,287.82,110.37,146.49,199.15,258.14,256.84,198.08,156.86,290.92,70.82,164.47,24.37,232.37,256.84,284.39,200.50,122.28,220.23,31.97,298.04,211.51,247.91,61.42,236.97,277.16,63.53,181.34,231.16,26.69,30.54,211.45,14.50,140.92,213.65,260.84,46.99,213.43,99.98,149.52,94.14,73.96,189.57,71.55,7.06,222.94,142.75,42.41,150.09,149.41,125.19,288.59,100.27,267.08,76.75,220.33,241.40,288.69,114.53,18.98,207.35,245.10,3.26,212.28,220.60,21.21,173.12,267.59,234.64,273.10,117.11,28.77
