Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97
128.95,171.99,269.09,30.13,250.92,247.21,107.00,74.43,34.17,161.56,110.28,188.95,162.81,53.72, ,137.68,95.26,60.33,213.45,57.94,3.18,292.58,28.07, , ,289.69,147.02,245.17, ,119.21, ,172.93, ,10.61, ,254.97, ,168.42,284.17,178.67, ,60.81,161.88,218.76,152.29,198.16,257.97,216.67,270.55,187.53, ,250.43, ,73.65,223.60,182.56,127.80,43.74,21.11, ,239.87,58.29,255.36,263.62,72.42,59.60,164.14, ,114.56,17.41,3.84,137.35,78.39,274.20,153.76,27.76,235.18,118.06,40.31,204.44,46.23,188.97,45.18,170.49,127.74,47.96,128.91,17.99,150.46, ,4.21,57.19, ,142.14,163.49, ,67.93
202.08,200.79,294.16,280.82,50.82,201.87,297.64,200.40,237.63,234.37,180.07,5.82,133.71, ,16.17,34.16, , ,228.78,277.30,36.95,202.68,33.07,203.31,285.48,57.88, , ,58.14,5.54,167.90,127.11,237.12,212.06,144.41,239.04,292.70, ,195.37,285.99,84.98,265.94,164.11,235.86,202.14,169.38,137.94,190.12,299.90,234.06,195.80,121.86,67.60,270.44, ,256.43,64.51,209.37,226.78,193.60,255.51,259.99,1.59,208.64,22.68,257.65,155.83,27.36,100.15,143.79,104.74,6.56,162.89,126.99,269.30,180.28,184.23,243.32,163.05,209.41,111.99,91.23,199.62,141.17,243.81, ,48.55,69.45,248.07,44.79, ,65.38,179.48,58.30,135.42,274.76,107.08
211.90,54.57,16.91,111.28,180.71,9.27,243.63,213.97,271.87,183.69,169.74,286.86,185.96,149.39,167.11,247.47,154.78,190.52,197.79,132.41,175.98,44.39,68.76,48.63,210.08,77.88,295.48,7.85,187.01,42.16,113.71,133.13,291.67,140.19,25.46,267.96, ,12.35,183.04,69.69,180.80, ,260.61,66.28,178.92,125.70,7.41,210.72,207.91,164.19,91.85,20.70,91.09,72.16,18.01,181.83,223.67,243.22,181.32,152.75,262.78, , ,217.87,110.74, ,274.93,186.29,194.57,255.67,18.25,47.55,249.64,284.80,232.45,14.80,21.83,204.72,56.37,218.15,285.65, ,260.58,229.14,112.37, ,141.92,148.63,254.62,178.70,231.76,108.50, ,130.33,257.81,77.98,48.75
118.38,69.26,10.48,204.11,173.64,264.78,133.57,21.75,32.95, ,144.10,110.17,200.00,155.01,209.76,79.36,106.11,5.42,182.52,89.18,177.45,270.15,207.69,266.33,157.36,3.14,297.16,198.66,245.09,227.76,41.39,91.01, ,96.43,61.68,121.75,277.70,37.21,103.55,188.61,18.97, ,20.43,59.54,10.41,272.75,159.49,245.29, ,124.45,194.21,147.18,253.19,211.82,47.16,152.01,258.45,51.87,191.40,264.23,175.53,83.23,128.36, ,78.86, , ,153.23,272.97,22.77,81.00, ,96.37,80.78,36.14,259.50,297.77,38.03,192.59,287.01,218.64,99.81, , ,30.89,198.58,21.79,281.07,141.44, , ,132.26, ,91.77,52.64,201.85,208.09
212.96,241.76,28.85,188.42,150.31,153.03,209.24,31.45,290.90,144.33,241.15,267.98,244.42,48.41,246.58,169.40,185.54,118.51,230.58,168.85,194.37,131.27,171.34,47.81,271.60,75.35,272.73,245.66, ,294.07,10.55,232.82,136.11,288.59,274.57,219.34,189.89,186.73,112.57,41.30, ,233.43,233.79,93.50,123.31, ,186.74,124.09,38.10,163.54,10.69,22.21,193.57,171.26,205.59,129.75,258.63,180.32,84.59,102.29,209.80,137.57,127.77,216.10,221.86,192.56,217.75,162.59,126.86,191.63,17.68,279.33,172.17,285.11,246.13,220.81,47.16,252.46,20.04,40.81,248.20, , ,148.13,277.27,70.88,7.43,190.27,64.87,146.41,19.20,137.38,248.47,298.38, ,18.42,100.28
17.69,134.75,181.77,160.90,242.65,164.19,220.07,96.07,297.36,1.70,283.42, ,167.96,239.31,258.50,27.71,26.49,53.56,243.13,71.03,167.99,264.08,20.89,295.27,112.40,5.10,124.73,240.68,186.89,220.13,188.80,64.21,9.20,125.42,43.10,52.22,297.27,110.29,131.34,21.56,246.87, ,71.60,86.72, ,266.71,5.76,232.26,70.80,187.74,193.79,92.66,141.93,262.31,108.10,57.77, ,4.63, ,76.23,270.14,290.17,124.95,92.37,65.91,298.67,59.38,184.48,138.47,241.98,278.63,194.43,179.75,41.03,115.23,165.88,257.79,22.22,151.99,139.95,277.76, ,37.14,56.03,169.56,131.16,61.06,164.76,60.98,138.48,211.80,262.94,213.53,19.39,270.99,136.21, 
274.83, ,5.92,38.05,198.89,145.81,50.45,57.41,107.15,208.50,151.63,16.11,290.44,61.43,169.49,150.31,172.47, ,178.39, ,53.87,37.36, ,87.81,243.44,17.40,107.75,290.97,52.47,269.62,117.56,257.46,81.35,187.67,68.77,19.28,119.94,274.28, ,62.09,74.84, ,214.17,283.63,48.27, ,17.89,78.83,81.52,30.29,281.70,88.97,41.65,167.71,0.16,118.40, ,193.24,64.48,92.66, ,140.93,273.82,208.26,107.75,146.69,9.98,160.41,176.17,124.84,189.07,231.20,187.25,200.71,112.87,3.49, ,144.42,294.49,153.44,110.99,193.84,153.21,109.44,198.40,77.00,200.57,173.46, ,221.86,0.07,116.86,195.71,147.99, , ,294.32
262.22,73.00,290.76,20.68,293.63,19.92,232.74,109.36,11.16,249.53,65.95,14.80,203.93,102.54,14.02,215.11,234.41,187.48,83.34,168.08,240.34,12.86,109.91,13.86,153.44,132.31,29.79,181.04, ,283.58,23.91,184.77,14.86, ,240.02,95.78,33.19,296.11,209.20,168.27, ,21.71,59.40,216.25,122.14, ,105.73,240.30,4.40,201.03,128.07, ,223.85,166.70,245.26,169.17,81.03, , ,278.70,43.84,244.28,44.92,271.71, ,157.89,41.42,46.24,199.97,93.33, , , , ,222.47,40.24,124.06,293.40,186.83, ,52.81,266.78,97.82,182.42,109.17,13.02, ,192.78,290.44,125.28,198.44,230.51,62.45, ,55.85,268.49,22.50
177.47,45.84,57.03,242.08,169.59,144.85,147.88,1.33,42.11,285.55,16.67,152.31,5.90,287.63,152.36,295.70,299.42,5.12,269.79, ,139.38,67.50,50.18,151.61,26.45,122.84,254.44,268.61,52.97,13.31,29.13,23.06,22.87,64.09,34.38, ,173.76,69.49,263.77, ,101.06,113.41,196.57,270.98,93.53,41.96,51.31,130.29,130.05,138.97,232.49,205.43,47.11,3.95,82.79,246.78,138.04,107.75,128.03, ,221.56,241.75,153.99,158.69,142.90,67.33,244.33,242.47,287.80,182.76,144.27,5.72,78.58,135.87,193.94,12.99,17.27,143.90,267.59,99.62,14.43,147.52,107.64,137.57,151.48,154.38,260.86,23.87,226.02,152.62, , ,235.46,120.35, ,87.94,62.48
96.37,45.94,37.07,192.70,287.41,286.90,173.89,7.04,73.02,65.94,241.12,128.44,51.90,295.59,289.73,38.26,287.51,141.24,220.14,157.10,246.97,190.71,291.00, ,64.02,100.12,5.65,85.44,83.58,33.98,282.97,261.67,79.57,210.31,266.01,261.26,191.22,64.27,96.26,46.25, ,146.36,32.21,202.72,261.61,104.56,178.91,146.70,276.18,158.29,158.58,41.60,293.76,96.41,243.12,52.08,84.99, ,117.19,123.40,38.09,292.34, ,188.96,146.24,262.38,245.49,107.07,153.10,133.95,106.67,7.94,180.47,57.20,210.12,224.55,171.77,90.25,142.15, ,288.39,127.09,89.84,100.00,101.14,210.87,7.51,58.58, ,151.51, ,61.63, ,159.53,138.00,23.80,228.98
 ,73.33,261.47,263.63,240.09,262.31,115.41, ,174.00,7.31,59.53,87.13,170.98,45.58,196.43,289.14,257.88,198.75,219.16,237.10,2.01, ,152.97,212.75,291.28,299.18, ,276.05,225.01, ,270.59,247.01, ,72.42,102.83,271.31,33.08,2.61,210.29,188.06,158.29,18.86,179.12,15.46,139.56,2.20,211.06,137.14,3.34,248.87,180.73,128.15,128.60,248.90,76.31,66.47,16.90,141.71,120.98,51.19,97.64, ,8.70,287.82,214.93,208.60,78.10,149.25,257.40,240.81,56.32,62.76,94.66,132.63,269.08, ,229.62,95.25,96.15,68.11,221.77,264.48,43.59,92.12,50.67,276.31,128.44,109.73,148.74,251.99,226.91,181.28,29.24,236.83,283.37,181.26,270.43
148.01,239.02,49.53,12.25, ,140.69,146.38,228.65,212.05,31.12, ,187.65, , ,8.47,129.41,114.38,35.47,113.87,202.51,264.19,189.23,55.46,147.22,197.78, ,265.84, ,215.18,264.49,294.66,50.30,162.69,223.92,127.07,172.66,201.19,244.35,137.68,59.55,15.32,236.33,223.18,24.29,89.06,279.42,261.74,207.79,194.40,22.58,169.51,51.06,32.08,161.11,295.22,154.66,177.99,253.41,9.85,239.53,266.48,182.62,248.66,52.64,222.14,164.54,270.46,162.34,211.02,172.30,244.10,216.77,117.93, ,127.78,162.79,114.37,109.31,30.40,95.23,121.87,38.00, ,253.61,143.45,99.29,70.86,42.70,165.49,157.81,288.41,251.55,120.07,24.41,63.69,257.88,46.01
275.16,269.24,35.37,93.39, ,164.24,171.13,43.55,9.68,20.17,83.86, ,117.15, ,180.84,255.98, , ,93.16,53.55,224.74,115.31,294.67,237.47,131.43,197.55,113.33,156.48,152.98,14.34,290.02,296.49,13.18,30.31,115.71,128.25,250.09,99.86,223.12,110.55,18.35,195.65,225.81,28.86,44.06,191.45,238.38,280.09,114.29,57.89, ,186.14,44.34,70.30,52.82,99.65,125.98, ,257.66,55.15,112.34,29.72,133.30,191.74,219.66,123.78,236.02,163.68,262.38,276.77,46.21,51.13,210.38,156.59,192.42,154.56,10.95,8.56,152.38,257.63,206.33,49.58,299.45,48.82, , ,213.30, ,264.43,20.38,263.01,15.73,42.98,185.70,29.05, ,229.35
151.68,68.99,278.03,114.52,30.26,52.44,274.01,208.00,182.81,43.44,47.03, ,67.52,41.47,133.85,25.93,272.80, ,174.06,258.86,166.49,9.74,232.69, ,140.69,264.17,107.63,219.02, ,286.54,191.09,263.57, , ,285.00, ,159.05,234.27,276.77,157.37,156.08,277.05,205.31,168.75,276.63,38.76,74.31,17.33,132.05,266.46,14.53, ,173.58,126.73,24.15,178.58,206.20,196.90,225.02,71.72,114.76,276.72, ,145.21,91.22,287.86,194.30,294.78,175.97, ,197.18,263.60,286.17,95.47,72.76,21.19,258.45,3.97,76.95,80.38,28.98,23.14,251.93,81.44,201.49,252.16,189.93,174.43,85.55,59.16,290.39,2.79,216.31,184.02,244.52,28.54,22.04
60.16,77.19,12.66,265.21,77.34, ,251.77, ,221.67,124.44,170.76,160.91,133.98,80.32,9.34,52.00,160.53,5.36,253.77,216.40,282.84, ,163.41,105.36, ,195.76,79.25,81.21,153.58,285.10, ,294.44,45.70,203.29,31.18,111.63,57.42,32.03,104.74,296.68,24.98,105.87,243.12,60.16,25.96,168.38,269.05,2.63,188.64,172.61,46.94,269.01,14.86,155.52,196.48,29.71,16.06, ,259.18,260.58,33.92,10.85,204.98,296.42,62.31,92.34,249.27,251.13,91.44,209.14,148.65,240.75,77.40,270.52,84.28,179.05,167.03,112.00,63.57, ,125.88,84.08,260.02,59.14, ,11.31,163.13,284.12,230.06,180.20,98.10,131.67,82.69,167.05,70.72,3.09,56.49
 ,164.50,7.19,287.51,234.94,122.42,194.42, , ,106.49,54.05,57.19,153.66,198.24,126.62,51.43,185.34,35.62,39.13,273.47,2.10,236.93,3.31, , ,87.29,253.79,228.26,172.53,66.88,130.26,199.63,82.57,246.96,134.81,161.00,12.74, ,249.67,20.02,38.41,168.31, ,9.65,13.05,205.88, ,36.14,152.58,55.99,164.80,72.37,35.17,163.63,197.35,185.87,194.32,265.65,119.97,72.28,280.77,149.82,207.42, ,60.01,90.10,268.60,69.93,299.45,283.13,147.93,83.58,290.75,30.95,127.83,125.66,279.43,221.58,287.54,74.24, ,164.34,179.95,115.03, ,65.61,25.79,78.99,278.84,117.23,123.11,8.46,16.82,28.89,28.02, ,102.26
 ,266.60,137.25,224.13,223.30,119.25,203.28,58.46,267.98,191.92,120.75,39.87,188.28,75.97,85.20,18.55,79.22,258.27,80.37,53.15,172.14,252.76, ,11.22,38.63, ,129.72,49.86,145.22,238.34, ,23.54,172.98,122.33,130.99,238.51,91.95,185.54, ,260.96,206.15,73.63,67.99,100.71,72.93,55.98,167.11, ,210.23,207.53,241.53,71.36,51.92,122.21,127.67,198.42,223.29,236.31,184.93,117.05,212.59,58.75, ,269.16,140.32,166.21,294.08,244.24,256.65,296.33,235.22,92.53,236.76, , , ,173.86,97.17,133.13,10.31,125.09,203.54,135.19,171.73, , , ,128.20,190.70,55.65,161.33,192.70,245.52, ,15.68,155.85,240.19
212.03,135.14,242.93,191.98,10.27, ,6.85,202.68,104.27, , , ,73.48,196.25,230.53, ,86.38,85.04,272.77,87.68,93.25,280.32, ,192.95,75.14,271.10,38.05, , ,180.15,164.78,287.52,288.33, ,49.07,134.23,67.73,110.17,279.94,68.90,283.44,123.38,108.41,255.28,249.54,217.99,123.71,164.02,282.73,100.71,213.79,53.63,156.86,142.51,254.29,185.04,48.72,154.95,104.48,194.97,69.16,230.52, ,94.53,90.08,212.60,4.71,175.51,4.41, ,141.22,40.15,231.33,34.66,246.01,196.52,193.17,253.94,158.55,218.22,151.36,183.04,13.85, ,0.09,188.07,176.23,168.99,113.01,237.15,203.88,95.81,269.46,298.80,220.04,11.37,211.45
 ,184.69,104.12,34.45,221.50,15.36,32.27,216.18,154.98,194.01,211.29,200.74, ,293.89,297.74,83.31,25.78,93.88,260.95,94.59,48.82,115.43,290.14, ,280.27,183.66,119.53,113.14,67.73,14.17,48.54,43.86,45.21,51.61,161.64,199.95,227.74,77.15,147.96,147.91,298.67,2.50,126.51,138.48,166.44,154.80,172.08,172.71,99.35,22.64,103.24, ,30.98, , ,228.36,258.62,108.93,59.09,116.71,65.61,41.17, ,256.15,64.41,7.62,53.18,124.74,252.85,187.40,47.29,261.61,256.73,266.48,77.28,63.63, ,74.58,177.49,249.33,4.74,275.44,131.37,293.24,258.54,175.18,87.96,253.40,130.02,211.99,48.89,140.56,64.84,294.07, ,243.40,160.20
185.58,152.96,21.93,149.82,15.93,150.58, ,96.09,66.62,96.18, ,236.74,178.53,110.47,7.35,31.01,75.46,196.25,107.86,69.17,280.79, ,131.37, ,227.46,260.93,89.73,49.23,192.83,178.35,48.62,57.18,53.25,296.22,61.06,167.69,61.76,215.32,279.85,55.37,183.19,142.84,92.73,299.39, ,177.74,168.45,46.05,116.69,244.29,239.75,233.88,110.14,285.29,62.21,26.57, ,42.86,31.03,4.43,121.15,208.15,292.70,156.07,88.28,185.07,274.51,88.36,43.58,29.77,232.94,41.35,262.80,14.82,219.80, ,40.96,232.39,136.20,7.05,292.26,262.05,16.31,235.10,239.07,90.56,38.77,295.20,258.05,256.05,299.22,276.13,118.81,191.16, ,198.21, 
240.02,251.51,189.52,17.12,292.44,82.44,102.93,272.45, ,228.50, ,203.80,196.45,197.52,277.62,285.82,114.79,3.63,182.17,252.90,21.74,6.97,276.56,181.83,170.89,177.51,195.17,172.76, ,70.27,81.53,165.05,195.08,94.76, ,287.91,172.35,159.63,113.84,289.22,85.19,34.56,43.87,44.01, ,147.93,200.58,67.20,20.60,156.52,223.65,103.27,1.93, ,181.25,133.74,222.43,30.59,181.64,186.72, ,208.07,277.98,3.04, ,23.63,30.82,231.11,242.27,162.33,66.60,281.96,214.05,119.28, ,0.92,48.10,10.17,0.14,64.82,33.33,26.81, , ,271.90,108.07,292.65,107.55,145.23,250.28,127.18,211.00, ,259.10,224.17,54.81,280.10
245.65,84.80,189.15,258.35,58.67,12.13,106.84,67.17,298.63, ,193.54,70.01,286.89,31.71,179.48, , ,189.68,22.26,290.63,134.47,31.54,22.23, , ,20.64,69.21,297.23,165.22,70.29,191.91,54.28,46.02,8.85, ,31.11, ,3.98,38.75,80.06,288.99,131.56,75.98,147.06,163.53,140.45,164.40,35.81,103.75,155.22,17.54,143.72,221.90,75.66,183.20,21.64,176.37,181.82,53.98,25.56,41.16,151.33,198.37,124.23,268.98,114.72,172.70,115.88,106.13,55.27,47.26,161.52,230.11,175.97,72.22,201.60,67.55,18.94,240.06,268.04,122.63, ,295.33,11.43,147.33,145.21, ,222.12,173.85,41.53,136.32,251.36,227.13,90.84,284.83,89.25,239.94
35.63,207.21,146.92,224.17,142.36,0.12,59.02,216.70,223.80,214.30,90.93,194.07,87.50,212.66,131.77,88.62,288.09,244.23,292.97,184.90,229.24,199.80,58.98,88.81,169.51,157.95,144.54,142.20,230.92,108.78,207.46,230.09,193.22,30.55,42.72, , ,271.96,100.46,221.33,260.23,159.44,37.82,49.04,142.23,207.34,52.15,0.17,167.77,196.69,52.19,9.97,128.73,283.11,64.84,237.51,45.80,272.30,134.91,275.89,167.85,28.13,150.21,198.40,214.33,192.93,113.85,235.85,164.90,214.31,157.18,125.12,73.75,195.00,174.17,215.98,102.34,226.32,216.15,270.11,123.02,268.35,280.08,251.75,251.46,44.92,189.26,297.26,17.22,24.17,273.15,185.06,52.30,123.36,83.46,266.62,16.30
197.31,202.47,181.19,111.62,59.65,6.32,185.37,254.65,180.49,101.35,56.98,106.81,17.50,27.09,229.83,285.85,7.18,181.57,237.31,52.10,70.83,234.58,69.32,95.00,207.73,254.38,147.30,31.09,37.84,113.92,47.39,235.15,16.40,228.59,46.77,76.04,234.90,232.15,30.69,115.39,33.50,87.68,222.20,51.00,114.77,152.03,36.85,121.94,33.60,274.17,174.04,104.43,208.74,243.36,199.43,116.48,197.74,46.73,147.57,235.58,160.65,194.96,170.74,177.05,123.55,217.51,253.09,58.45,149.66,283.78,173.84,183.16,71.46,96.04,234.16,186.23,248.07,271.01,8.17,281.67,245.18,182.21,86.10,153.92,125.57,285.53,270.40,23.32,32.26,117.97,258.90,192.91,12.93,129.64,69.96,136.48,47.15
