Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110,Col111,Col112,Col113,Col114,Col115,Col116,Col117,Col118,Col119,Col120
236.74,153.57, ,176.49,2.21,236.15,26.44,77.57,109.18, ,223.14,55.03,237.01,76.44,92.40, , ,202.18,1.27,139.31,232.23,240.84,147.31,160.11,175.27,263.63,200.56,211.90,88.71,82.75,157.48,299.78,111.45,130.02,257.70,51.35,180.49,23.60,89.90,182.25,195.10,95.97,32.65,51.26,156.79,286.51,9.16,39.65,188.24,233.33,139.00,35.86,276.87,47.29,243.18,31.93,75.41,233.95,135.78,229.42,119.23,6.84,202.21,248.99,216.15,236.38,166.99,74.64,31.71,210.63,51.46,113.18,70.46,234.93,32.35,198.81,80.28,279.96,252.13,72.93,111.27,223.43,281.56,122.12,120.00,288.16,275.30,298.32,148.48,252.00,97.61,32.41,56.46,160.37,241.32,176.87,242.62,30.85,98.38,237.45,185.71,89.83, ,88.16,175.44,158.78,119.02,88.69,66.04,157.28,42.38,251.51, ,51.81,257.38,278.79, ,164.50,158.40, 
246.56,22.84,91.07,86.99,167.80,166.70,241.18,11.24,192.83,64.98,232.04,94.84,217.19,75.33,21.82,185.03,33.15,236.35,286.98,224.87,107.24,123.64,32.90,80.19,241.09,170.38,167.53, ,84.73,159.29,150.46,7.39,293.28,55.19, ,78.54,57.02,133.94, , ,15.53,92.58,159.57,129.76,228.18,111.83,73.00, , ,241.57,26.42,81.32,59.07, ,116.09, ,296.74, , ,294.24,268.90,242.62,180.91,12.37,227.63,226.93,118.52,161.05,25.33,288.87, ,175.17,147.85,197.23,82.49,121.92,178.40,4.78,156.64,289.44,103.22,76.31,193.33,99.19,270.15,27.14,143.77,255.04,97.72, , ,61.77,242.37,216.97,217.24,122.75,223.00,281.49,164.12,244.13,213.10,4.86,268.83,142.55,140.26,76.14,120.48,200.81,78.09,10.01,191.40,202.00,58.73,113.70,58.31,186.16,272.11, ,240.93,54.21
 ,294.48,139.50,78.85,177.82, ,187.83,49.50,54.26,79.33,277.59,296.06,188.33,7.53,179.12,119.01,113.27,227.81,138.44,133.06,220.59,36.86,142.27,129.02,250.24,134.27,210.52,263.26,97.80,178.20,219.24, ,32.51,138.05,134.60,219.78,101.41,50.21, ,136.56,248.58,247.19,14.64,213.18,256.56,248.67,287.90,131.98,200.42,36.20, , ,206.92,18.43,26.30,168.75,267.11,249.66,200.18, ,113.37, , ,190.86,112.25,295.30,259.19,46.60,86.17, ,62.26,269.95,210.32, , ,256.04,91.74,165.36,269.58,192.31,298.40,206.18,50.93,16.36, ,262.69,226.80, ,208.86,111.36,224.60,296.61,263.84,36.85,252.08,236.75,100.36,200.03,292.32,223.13,125.33,271.37,113.11,108.68,173.20,141.14,282.81,278.43,226.09, ,178.17,12.61, ,247.76, ,240.08, ,248.76, ,220.13
51.18,193.44, ,113.49,278.45,52.05,42.95,272.16,156.31, ,178.88,79.17,244.58,275.02,268.01,234.40, ,285.59,252.12,76.24,273.04,161.90,11.56,3.22,23.66, ,155.08,93.55,139.88,253.50,34.46,88.82,109.65,254.45,99.61,81.48,286.23,27.11, ,231.96,131.45,174.06,110.70,202.60,52.36,298.45,275.19, ,244.05,103.58,34.85,211.69,68.39,252.50,209.23,27.46,231.68,97.83,93.79,243.32,62.66,137.18,159.24, ,103.29,289.59,121.60,213.48,261.16,190.43,20.63,84.13,222.33,42.21,161.00,206.38,115.18,136.93,249.67,231.12,280.82,54.75,113.48,40.36, , ,131.31,221.44,44.65,282.66,106.83, ,13.21,254.56,280.33,53.32,230.79,155.21,161.03,264.98,297.99,208.89,170.93,150.22, ,293.99,140.66,212.68,114.03,234.60,36.41,270.99,165.05,66.01,238.30,281.52,21.63,276.45,192.07,100.62
39.40,47.47,195.43,160.10, ,94.70,52.65,198.13,194.02,29.47,213.70,192.09,74.75,257.69,105.31,125.77,282.69,131.22,115.82,22.85, ,117.55,160.26,250.55,40.54,153.18,139.65, ,120.90,56.44,6.19,21.88,245.51,52.35,167.31, ,190.16,275.71,45.87,154.23,259.68,222.37, ,62.01,289.09,0.18,261.50,207.29,138.33,287.95,229.52,58.84,45.42,73.33,98.15,207.37,168.98,16.94,248.03,0.98,261.86,282.66, ,189.95,145.86, ,36.54,49.96,69.88,147.67,148.52,52.51,40.39,158.03,203.33,136.28,43.19,205.47,21.51, ,228.26,258.54,95.41, ,190.79,268.31,143.90,284.28,172.73, ,30.76,21.23,218.29,180.01,131.01,37.95,121.65,102.89,89.17,10.99,89.08,230.41,155.57,111.82,219.97,169.88,218.50, ,136.79,267.55,247.67,191.18,295.06,94.57,246.57,86.24, ,97.91,209.49,186.32
5.46,157.80,57.01,66.46,213.10,112.11, , ,257.51,280.58,217.04,61.48,142.08,291.86,109.21,193.47,222.65,101.81,74.28,156.75,3.38,23.84,136.18,101.02,277.09,208.60,137.44,104.04,240.21,219.51,297.24,44.95,11.92,0.33,5.59,226.93,226.93,124.47, ,225.49,82.49,65.39,144.54,80.67,275.68,43.57,173.80,70.06,168.48,94.02,222.42,181.62,178.03, , ,237.79,97.93,288.46,296.91,198.80, ,174.48,0.63,127.94,269.64,25.67, ,280.36,266.76,40.29,294.36, ,232.16,183.87,65.99,249.35,245.99,156.05,281.07,20.05,13.87,30.65,176.16,19.90,13.06,25.34,176.23,243.78,199.03,60.84, ,10.19,120.83,20.07,18.19,261.35,190.62,157.85,127.21,250.06,217.21,137.61, ,259.11,116.56,146.49,123.17,187.58,142.17,7.26,242.89,44.83, ,295.87,4.80,132.09,235.35,86.79,124.36,32.07
211.51,289.70,13.40,276.48,153.21,7.85,144.08, ,214.17,277.39,271.29,274.21,35.82,12.93,147.87,140.85,19.39,280.78,44.47, ,45.06,285.97,81.72,244.77,44.22,40.62,182.55,160.55,176.91,121.62,31.93, ,23.00,157.62,57.19,295.60,247.15,127.93,222.34,244.83,2.20,26.19,38.64,49.08, ,233.13,29.87,198.45,288.06,14.03, ,216.12,46.50,128.07,163.33,132.41, ,134.61, ,23.14,229.46, ,273.64,119.17,270.40,159.92,164.97,250.31,90.07,116.01,65.82, ,116.23,224.84,257.46,214.39, ,143.85,42.20,58.16,121.00,179.00, ,43.97,237.34,244.95,229.49,240.90,14.96,42.80,209.34,128.89,280.86,267.58,63.08,91.84,206.07,103.45,107.43,41.87,260.90,219.86, ,160.76, ,217.89,139.86,153.40,250.96, ,218.54,52.69,259.77,209.68,80.59,187.61,138.54,188.91,152.23,10.46
189.64,230.87,50.38,196.17,9.06,8.74,198.36,231.21,38.58,238.32,237.56,47.18,58.29,201.47,15.39,223.51,122.46,247.80,212.49,191.97,174.40,149.15,262.14,230.90,221.26,119.88, ,167.06,53.43,136.40,118.54,187.47,170.79,271.37,254.34,235.60, ,136.31,62.51,105.40,99.17,162.63,185.48, ,120.41,189.26,175.17,5.14,31.37,104.49,219.56,118.10,234.72,291.47,170.35, ,163.77,91.82,108.15,184.18,97.71,83.53,270.56,59.66,122.71,137.68,155.15,243.56, , , ,90.99,91.70,85.52,247.97,88.95, ,283.22,91.50, , ,158.09, ,280.80,232.93,227.89,49.82,260.67,239.98,22.98,207.80,12.47,220.43,81.04,84.63,8.03,181.50,9.47,165.33,91.39,96.54,227.70,257.48,247.58,240.03,229.13,79.06,3.61,43.02,216.03,188.66,279.04,294.15,88.81, ,180.20,75.33, ,221.69,73.82
54.41,139.83,161.69,225.14,218.38, ,134.41,138.60,74.87,52.62,297.57,42.18, , ,77.24,39.19,129.10,288.60,48.29,4.64, ,169.94,165.45,19.98,258.49,36.14,131.08,164.82,141.70,213.02,119.83,298.40,97.39,42.63,255.16,244.97,212.05,107.90,234.80, ,193.29,74.91,37.41,225.36,16.14,293.60,87.77, ,141.80,180.61,299.62,199.19, ,111.23,166.01, ,293.89,187.60,2.41,237.63,173.50,192.98,11.82, ,273.72,71.02, , ,32.63,154.63,216.55,36.74,154.59,76.45,218.66,84.50, ,261.34,232.52,181.75,22.64,218.05,182.00,187.40,283.68,292.07,262.40,297.64,112.53,121.41,247.34,279.12,12.38,154.45,94.77,189.23, ,107.28,29.18,169.53,42.01,158.69,177.77, ,222.73, , ,123.77,142.21,90.73, ,245.18,138.12,288.71,128.57,237.67,154.32,24.37,22.58,199.23
299.69,123.08,229.02,52.62,9.43,296.32,198.86,263.50,222.89,292.51,48.20,209.20,37.38,98.84,116.64,260.31,197.85,45.18,250.61,32.47,253.32,124.07,270.29,189.15,39.79,244.63,111.84,290.50,87.41, ,204.06, ,20.39,252.87,112.13,163.38,163.52, ,287.59,143.68,158.02,114.95, ,202.94,135.34,0.73,282.78,126.81,79.39,55.46,212.77,235.73,12.19,192.85,86.85,29.26,19.75,276.96,47.62,210.95,73.33,105.71,121.59,126.30,79.71,233.23,49.35,68.64,268.22,247.12,123.22,217.08,42.50,202.39,73.94,273.08,25.02,203.38,11.31,47.59,211.45,83.50,149.78,22.34,113.63,173.06,245.83,79.81,284.17,78.46,95.54,205.38,130.34,267.18,138.45,232.66,295.58,10.70,168.30, ,281.93,136.41,248.32,298.57,210.71, ,268.82,66.67,196.88,282.97,38.66,178.83,171.32,287.49,19.77,215.05,137.72,119.52,165.86,55.06
256.78,117.64,112.15,99.81,81.33,173.09,204.19,91.32,226.33,257.52,234.60,229.21,90.10,128.80,94.80,58.48,219.69,277.18,60.45,40.87,159.76, , ,265.88,139.46,131.89,138.31,269.55,138.80,116.26,15.61, ,74.10,71.14,239.81,10.67,143.85, ,57.81,240.50,167.30,215.91, ,54.22, ,121.74,206.14,172.06,149.06,295.85,94.65,51.50,256.75,41.47,244.85,223.41,122.97,265.31,89.89,93.10,288.75,60.02,152.84,116.64,255.58,113.59,58.57,247.86,233.39,124.51,88.62,63.60,138.62, ,228.51,43.57,159.91,144.08,111.25,171.44, ,283.93,81.98, ,29.84,25.23,182.33,107.80,267.06,68.87,269.87,167.14,81.45,271.85,81.85,1.69, ,33.44,122.99,279.73,145.26,240.05,219.88,272.24,110.58,219.01,261.50,273.69,297.84,246.78,82.60,225.07,226.12,273.11,73.93,263.93,290.39,83.63,47.49, 
158.07,279.41,9.00,238.32,193.64,230.72,21.67,42.08,186.72,30.67,74.51,199.76,273.91,77.32,151.23,244.59,180.69,273.93, ,212.25,13.45,104.34, ,64.93,230.54,173.13,187.48,244.73,241.34,190.98,102.82,151.85,51.51,271.42,222.23,237.69,104.67,200.19,262.00,107.67,216.78,153.76,228.44,191.50,17.13,188.43,124.68,167.37,72.83,201.64,230.01,90.92,228.34,269.81,256.24,82.89, , ,277.28, ,168.77,52.27,44.93,75.93,39.59,158.05,153.76,108.38,244.04, ,235.16,111.78,190.37,64.42,131.32,235.38,210.46,218.73,136.81,237.63,130.55,80.09,43.51, , ,177.25, ,112.40,69.82,263.62,68.22,95.81,147.65,20.38,181.00,76.34,119.72,102.50,78.47,52.99,228.72,188.92,47.63,262.35,5.13,81.94, ,177.75,285.89,203.64,21.02,1.76,205.45,95.46,78.60,267.91,135.61,279.19,105.14,287.05
285.64, ,58.99,182.29,37.14,145.89,43.32,264.31,137.07,131.75,43.04,19.90,174.24,112.51,182.54,186.00,78.66,109.66,150.27,79.89,14.25,149.96,157.40,93.86,78.72,46.46,264.24,255.08,143.76, ,26.30,223.43,239.27,241.09,172.71,156.81,247.29,210.09,240.00,98.72,103.08,280.93,288.57, ,127.06,247.52,217.36,87.92,47.39,289.88,283.08,281.11,170.22,253.29,3.70, ,238.17,298.14,5.58,266.39,113.77,133.03,74.80,66.18,288.55,113.47,159.62,93.97,206.61,156.10,161.38,55.50,214.49, ,220.07,285.03,154.12,238.62,217.27, , ,168.33,154.32,234.71,75.15,97.33,293.62,94.21,234.53, ,288.16,261.94,197.43,182.63,6.14,257.17,213.55, ,288.64, ,223.35,110.59,140.40,54.49,137.62,253.95,223.74,243.77,270.62,253.19,181.11,168.24,145.25,136.30,70.43,234.93,31.72,54.65,88.93,191.54
291.01,257.93,87.60,100.41,42.91,211.46,12.94,62.29,161.50,57.69,187.25,225.71,38.14,91.09,89.50,53.62,128.11,295.25,213.26,273.92,149.27,180.18,265.09,20.40,141.07,58.53,70.71,247.30,264.60,235.92, ,289.54,149.12,129.85, ,225.51,170.51,224.13,236.99,293.16,15.81,35.48,162.56,58.58, ,23.17,150.95, ,140.49,18.37,41.71,55.93,121.93,42.00,277.13,235.28,236.38,104.53,25.43,78.06, ,293.09,225.19,184.45,284.54,112.81,138.02, ,105.24,108.50,64.00,126.23,55.92,250.38,34.47,127.54,59.82,105.62,129.69,51.45,234.21, ,60.34,232.95,91.03, , ,14.89,64.49,192.44,264.56,161.57,180.44,0.19,79.72,214.61,218.65,263.59,175.69,52.21,266.33, ,17.22,74.41,146.00, ,273.10,99.08,293.51,108.77,64.44,160.91,217.87, ,181.46,293.49, ,102.13,41.42,188.94
236.07,268.92,88.87, ,187.95, ,167.47,65.02,73.94,210.97,5.49,173.27,22.27,49.65,250.38,286.05, ,222.12,182.92,270.88,24.58,201.64,26.31,160.91,161.04,169.20,92.33,26.12,220.24,293.45,55.16,30.69,298.52,76.50,199.59,6.39,206.22,20.06,295.12,190.75,267.81,9.01,257.92,3.93,139.91,222.81, ,253.50,80.42,166.06,105.90,268.25,119.66,50.13,171.40,242.95,198.92, ,259.06,71.70,138.99,260.36,106.68,15.29,122.67,62.30,27.51,52.78, ,229.06,147.60,38.83,128.02,93.45,196.80,236.30,193.26,120.15,254.59,270.35,285.08,213.13,219.47, ,277.06,51.45,131.88,123.60,279.92,15.88,258.15,80.81, ,228.72,218.46,100.48,34.15,80.77,155.17,136.16,277.30,29.01,252.32,185.68, ,247.03,5.34,260.78,23.11,14.87,142.65,61.67,232.33,112.23,2.40,15.77,89.78,8.97,88.53,37.53
50.71,153.91,189.74, , ,38.87,174.03,55.27,212.98,82.92,167.21,137.69,65.27,19.18,79.32,264.12,70.99,101.42,70.88,39.59,204.00,70.17,259.98,13.72,113.03,198.18,181.96,163.21,263.33,21.47,290.10,159.51,0.41,285.99,252.08,284.38,104.04,234.10,179.98,236.98,44.46,273.25,171.02,173.65, ,195.12,8.96,36.51,181.11,56.04, ,81.62,105.60,291.32,249.67,287.52,164.31,21.80,258.41,274.04,27.17,27.17,1.86,240.69,88.98,127.95,187.65, ,293.25,269.47, ,140.77,231.54,52.45,142.65, ,116.68,173.33,170.09,111.44,18.20, ,256.34,208.33,220.87,137.23,155.94,60.99,190.65,1.79,245.87,253.97,261.12,265.36,266.98,182.13,61.07,211.89,76.78,161.39,6.69,13.74,168.81, ,59.46,161.14,13.14,256.53,266.69,70.52,20.39,219.51,174.46,277.22,61.76,53.26,104.13,73.15,220.69,126.11
215.15,282.71,292.82,33.46,292.65, ,13.04,216.41,91.83,55.59,263.16,36.95,257.15,95.73,9.53,50.02,158.77,272.40,30.10,120.52,204.29,286.51,141.86,295.70,104.31,217.38,204.31,90.04,43.16,85.37,129.39,42.37, , ,75.22,226.40,192.38,120.23,48.02,81.79,195.78,95.01,253.57,67.49,160.77,229.39,163.34,81.53,46.93,220.48,156.96,17.89,277.57,228.22,100.21,69.32,196.12,109.14,163.64, ,24.40,122.70,150.62,52.07, ,6.26,50.56,123.69,212.55,206.56,126.86,150.78, ,2.75,46.90,60.49,111.89,196.59,224.13,288.52,89.90,248.53,275.80,212.60,219.07,126.42,94.08,271.14,182.74,22.48,277.40,159.55,73.04,140.62,283.24,141.49,53.17,84.50,48.05,193.95,211.35,54.81,44.73,107.52,57.56,91.63,168.02,169.46,288.22,92.15,157.98,78.12,40.68,133.78,290.72,259.75,260.19,84.80,230.89,142.94
