Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110,Col111,Col112,Col113,Col114,Col115,Col116,Col117,Col118,Col119,Col120,Col121,Col122,Col123,Col124,Col125,Col126,Col127,Col128,Col129,Col130,Col131,Col132,Col133,Col134,Col135,Col136,Col137,Col138,Col139
127.82, ,11.14,14.20,197.87,172.33,115.68,199.35,212.08,291.12,53.71,19.44,211.63,42.66,244.91,68.65,181.71,110.96,5.52, ,203.39,103.50,46.50,193.93, ,263.20,25.32,21.85,229.15,167.72, ,112.62,242.75,207.40,109.96, ,235.12, ,165.94,201.92,105.35,240.31,59.04,13.17,281.16,5.10,225.65,88.75,2.60,37.28,29.93,10.25,82.37,241.21, ,143.13,281.94,101.06, , ,282.97,41.52,79.06,266.55,44.91, ,76.42,268.57,189.35,140.22,20.50,220.02,224.56,179.02,181.82, , ,131.78,283.71,14.57,139.23,284.79,129.12,186.17,167.55,76.52,47.23,89.20,294.10,48.01,177.29,21.94,172.02,274.34,26.40,95.61,59.46,9.69,141.62,286.27,271.38,16.94,159.81,285.85,119.89,27.04,263.69, ,135.71,10.35,229.09,87.06,58.73,104.41,9.08,233.58,271.65,35.19,156.19,276.10,261.21,37.13,273.64,294.41,288.80, ,217.88,187.86,62.76,117.02,64.41,243.65, ,240.03,79.20,259.17,106.31,65.25,178.77
229.55,148.24,177.94,136.23,136.90,244.73,265.85, ,83.15,39.28,138.47,251.29,116.29,40.99,71.84,215.45,113.98,258.98,266.56,168.56,44.91,93.26, , ,193.76,246.49,238.50,90.16,19.65,196.38,243.13,245.07,78.96,247.20, ,213.76,259.95, ,277.35,228.00,203.60,27.01,54.80,235.05,155.29,51.41,15.34,19.90,153.11,19.46,136.80,14.07,70.80,73.63,231.90,8.75,123.39,285.59, ,220.64,156.55,74.56,190.68,228.13,222.21,170.55,163.80,36.58,52.19, ,100.34,21.82,180.33, , ,23.40,86.56,2.65,121.11, ,190.21,3.67,166.01,134.94, ,171.52,207.81,296.54,29.29,117.23,163.57, ,186.98,162.11, ,124.01,21.70,244.86,280.27,26.72,192.22,10.10,32.89,48.20,226.04,47.79,287.12, ,62.67,113.51,31.87,48.80,246.03,31.38,5.66, ,160.14,189.99,44.63,88.14,252.31,170.33,57.46, ,62.80,9.81,144.91,100.64,128.21,219.09,153.41, ,286.87,229.13, ,273.76,43.27, , 
236.92,114.91,263.60,14.50,54.02,15.11,53.10,201.33,2.90,196.95,41.61,180.28,236.97, ,280.24,70.23,157.55,152.60,85.97,266.42,84.34, , ,178.92,140.33,220.71,48.07,236.68,52.13,266.89,173.34,126.80, ,284.36,137.43,151.90,202.70,252.07,285.78, ,203.59,58.57,226.47,296.14,136.55, ,103.44,191.63,81.24, ,65.60, ,1.89,40.56,264.31,233.12,183.70,153.67,199.14,141.58,274.11, ,22.38,245.78,214.64,58.06,31.73,250.96, ,3.98,30.14,237.74, ,121.44,72.05,2.96,178.12,24.12,151.08,205.86, ,120.50,81.38,124.93,121.29,30.59,274.59,93.56, ,11.94, ,83.99,130.76,248.42,158.13, ,204.63,87.44,157.62,9.32,5.57,149.24,244.96,9.64,68.07,29.67,255.72,164.00,288.24,274.44,156.13, ,60.75,205.77,0.44,298.02,91.98,177.64,157.35, ,163.03,58.63,0.23,50.18,40.38, ,14.83,18.36,284.49,263.36,67.82,276.66,292.19,278.23,195.67,21.98,298.60, ,191.31
105.33,106.67,279.89,160.54,287.27,130.54, ,20.79,208.23,200.03,66.08,70.25,13.83,294.09,34.44,203.74,190.40,83.55,125.12,196.66,39.72,101.70,122.16,240.30, ,140.34,186.02,1.06,32.43,141.87,127.73,248.60, ,93.82, ,218.94,50.11,280.34,291.81,50.00,26.74, ,167.08,120.26,12.24,218.10,109.90,233.26,211.56,154.17,226.03,224.33,57.74,146.98,106.24,35.57,260.16,154.78,127.15, ,139.39,231.01,52.97,178.19,105.54,243.98,142.09,35.25,9.34,155.72,255.93,30.49, ,146.45,176.55,6.28, , ,120.47,2.31,236.10,119.97,36.09,294.25, ,2.98,115.84,291.95,247.85, ,297.16,279.48, ,285.76,255.46,183.63,237.41,249.47,18.04,65.62,95.87,215.09,50.36,257.55,102.70,64.76,202.56,30.42, ,16.18,31.60,23.05, ,221.12,218.23,96.06,188.11,37.18,290.78,134.13,129.86,153.73,287.78,128.27,132.55,34.38,236.00,295.02,174.37,275.40, ,71.46,43.41, , ,254.17,280.75,31.02,56.23
 ,112.52,223.56,258.31,217.04,243.60,175.27,128.20,210.57,222.14,26.92,100.65,139.69,154.28,32.84,98.42,277.23,12.38,156.01,158.72,164.99,285.11,220.30, , ,96.82,117.88,298.60,297.27,220.34,180.49,223.42,211.65,189.85, ,45.87,260.16,59.71,104.04,282.79,290.91,14.17,231.54,102.59,135.18,70.41,121.38,210.16,235.24,290.15, ,36.01,172.41,113.71, ,213.68,176.32,31.34, ,262.88,111.18,163.59,183.37,173.45,60.48,142.20,263.89,83.54,55.47,154.84,190.85,82.87,290.13, ,180.62,102.77,107.23, ,159.30,222.93,6.05,6.50, ,270.39,238.25,205.20,125.12,85.05,157.25,229.06,33.47,140.76, ,248.00,91.30,151.04,140.06,297.64,5.34,116.94,90.59,60.27,212.36,69.84,291.90,80.34,296.89,277.38, ,225.38,0.02,36.11,172.73,11.88,198.53, ,53.60,223.46,239.62,248.51,287.10,272.88,77.03,257.46,102.90,279.79,166.20,24.08,185.20,192.32,115.80,40.71,11.38,283.26,99.98,260.46,172.19,154.52,203.12
3.64,278.16, ,144.36, ,24.80,235.33,85.57,273.68,220.53,90.44,236.06,135.57,277.49, , ,256.98,243.99,38.98,244.04,66.52,51.01,121.02,8.45,37.48,32.86,267.19,161.80,13.71,99.76,5.13,123.21,262.58,222.73,289.36,34.52,106.70,147.20, ,155.65,109.36,167.17, ,290.46, ,4.17,107.97,231.67,118.57,0.17,116.51,175.14, ,231.02,121.80,17.70,233.87,3.04,19.18,176.61, ,184.83,226.12,9.18,30.38,51.57,13.53,32.29,151.35,119.68,190.34,259.03,131.78,87.06,130.22,80.04,157.05,153.67,257.66,240.96,290.61,18.60,160.60,192.80,119.43,253.28,210.39,93.80,23.35,245.59,38.34,293.44,290.50,278.55,9.97,236.20,212.03,4.71,5.69,84.58, ,37.86,120.39,228.71,273.53,108.15,147.91,120.55,124.28,21.85,277.63, ,278.20,263.44, ,269.13,10.61,90.43,229.16,298.64,73.38,267.44,99.28,15.32,158.65, ,180.49,165.11,220.68,275.24,126.23,153.25,211.87,97.08,176.67,258.98,81.29,1.98,30.43
278.15,275.98,137.74,29.79,278.32,146.17,134.59,154.82,279.05,235.36,27.02,84.04,146.57,217.16,128.16,265.88,197.84, ,35.58,253.86,76.65,184.60,38.92,185.03,136.04, ,212.17,74.16,264.75,161.54,69.28, ,35.16,27.33,20.07,75.34,101.35,178.26,182.19,142.94, ,278.98,206.09,297.68,187.36,200.98,144.33,38.59,5.42,1.15,154.67,57.77,165.41,6.86,91.96,294.30,168.00,178.11,164.43,54.34,138.22,100.68, ,139.27,231.00,257.51,128.53,271.20,186.97,263.99,272.92,32.62,56.03,10.21,170.32,184.45,24.23,22.79,65.34,263.13,135.92,209.77,242.20,221.58,61.94,167.50,73.60,166.96,206.03,259.75,63.18,298.46,283.97,94.18,183.30,45.66,277.95,283.67, ,205.25,198.35,216.83,164.43,100.18,22.98,253.81,40.54,97.79,81.99,222.13,2.34,176.97,257.38,5.23,268.80,226.85,1.30,100.35,260.63,159.79,177.88,82.94,211.62,46.37,299.77,124.92,247.94,23.66,134.28,82.85,239.37,270.22,153.38,106.40,271.10,97.63,79.80,67.41,61.30
285.04,82.28,63.18,111.85,235.54,115.73,49.21,28.09,295.77,90.01,295.49,68.36,210.10,273.69,139.59,91.29,96.05,234.59,203.78,246.07,292.57,157.70, , ,61.21,67.27,214.83,212.33,155.89, ,129.57,270.93,191.23,260.61,30.15,268.57,65.91,69.15,265.59, ,151.38, ,218.65,272.08, ,255.27,58.12,266.88,57.55,49.29,92.05,183.26,82.65,277.80,28.99,156.12,50.11,12.05,226.16,79.44, ,34.71,29.22,11.77,178.88, ,31.99,50.65,147.16,175.09, , ,230.48,43.99, ,56.05,113.63, ,21.21,202.09,91.77, ,279.05,221.09, ,156.36,149.55,99.57, ,123.41,58.96, ,39.54,28.75,4.47,294.87,182.76, ,274.53,169.66,122.68,169.20,247.11, ,250.63,231.16,58.44, ,61.81,177.62,161.33,257.13,299.97,164.30,74.60,117.32,92.41,35.02,296.98,97.08, ,32.11,11.87,294.55,152.36,27.56,288.46,62.15,32.64,134.29,119.57,46.89,65.54,98.85,283.87,124.23,13.73,22.05,246.88
175.54,143.73,204.26,235.78,102.18,11.37,197.99,209.60,194.77,231.78,2.28,74.60,103.03,282.84,113.94,141.68,28.97,192.59,117.59,199.64,96.78,156.24,41.96,239.66,40.97, ,43.25,4.96,190.12,152.60,207.23,156.87,111.30,89.30,259.87, ,179.64,155.19,9.23,101.72,133.89,120.33,185.94,69.20,97.53,208.30,69.72,269.60,101.92,55.72,71.74,90.63,287.83,287.26, ,88.98,276.86,66.27,117.61,110.30, ,272.79,183.95,72.23,8.93,265.43,20.61,38.03,288.55, , ,22.90,64.79, ,296.46,217.99,8.81, ,80.04,68.98,43.58,117.54,15.37,117.15,120.14,147.21,181.03,84.51,104.29,172.79,145.76,199.17,216.71,247.20,228.53,260.74,157.40,24.62,161.25,208.75,296.95,90.10,260.22,81.93,23.91,45.69,162.62,129.50,172.31,76.08,92.89,72.95,115.10,123.06,239.34,257.75,87.76,114.28,222.45,112.48, ,158.17,13.53,245.52,275.35,168.94,115.10, ,65.39,246.71,297.20,220.25,122.35,2.79,55.98,132.83,171.60, ,287.62
 ,233.14,105.02,259.09,70.46,30.36, ,277.07,182.90,244.55,285.47,140.64,8.54,54.93,237.48,203.65,35.97,158.25,138.35,85.20, ,250.04,19.93,26.99,18.64,288.78,175.58,297.13,249.88,152.62, ,191.30,225.61,63.87,53.38,197.46, ,81.53,271.70,224.36,145.68,188.79,99.48,75.80,162.06,159.63,152.58,205.98,85.74,247.00,186.64,67.05,71.00,113.84,250.04,41.38,281.20,230.19,294.55,177.29,31.68,171.29,197.06,67.38,210.52,152.39,163.60, , ,68.03,277.30,274.41,113.80,248.85,36.29,49.99,100.01,250.51,265.93,48.56,130.37,47.69,56.23,202.21,145.88,114.82,288.32,141.86,44.84,146.12,34.11,294.71,277.78,105.42,92.79,277.03,113.06,205.92,236.00,47.90,78.38,205.06, , ,168.82,137.62,77.90,211.06,5.86,17.83,132.55,265.26,33.77,134.29,247.62, ,295.52,126.20,57.24,110.19,61.72, ,76.66,113.51,257.48,176.56, ,9.11,195.90,119.69, ,59.38,23.27, ,175.45,75.62,126.28,36.83,292.77
 ,177.64,252.38,211.48,110.42, ,196.34,256.73,12.25,75.40,232.98,151.48,115.99,41.10,112.90,130.27,56.54,283.30,47.31,60.14,228.84,14.28,240.29,141.21,180.72,186.64,99.22,222.12,265.22, ,78.12,287.75, ,82.68,246.36,285.51,6.23,208.76,39.53,291.52,101.59, ,288.24,196.58,208.05,291.58,269.26,212.43,253.48,39.68,256.49,106.08,175.89,171.75,59.96,187.92, ,60.16,110.63,234.65,254.14,128.57,15.70,37.83,151.74,12.39,4.45,78.39,57.96,139.19,158.77,142.28,282.39,137.54,248.53,230.01,118.63,28.07,256.84,107.04,113.87,80.89,1.49,85.76, ,224.95, ,84.95,216.32,58.53,160.37,126.05,209.72,148.96,79.01,3.70,214.39,5.48, ,6.97,21.64,112.64,80.23, ,236.32,98.89,199.69,1.91,49.64,270.42,149.43,4.41,235.48,270.69,214.07,247.94,228.21, , , ,110.77,30.90,5.23,156.28, ,182.03,239.29,212.73, ,217.14,137.37,212.53,50.01,26.27, ,40.62, ,135.21,128.45
67.29,191.86,98.16,105.60,158.82,25.02,159.93, ,297.30,101.92,128.11,101.89,268.33,246.67,277.72,18.88,124.66,35.70,250.71,153.83,114.04,88.02,271.81,250.96,108.28,44.73,273.89,183.14,289.13,132.65,187.18,110.68,4.07,60.07,101.60,17.78,25.78,277.21,135.98,266.69,281.04,180.65,158.04,197.15,193.61,114.02,181.32,92.64,71.08,140.17,66.61,88.31,263.76, ,99.74,56.67,274.73,224.66,226.12,126.81, ,156.60,262.86,112.01,223.30,208.21,55.76, ,144.07,185.20,157.19,203.27, ,178.00,253.61,208.06,234.47,124.13,168.66,128.99,142.49,163.75,115.77,25.52,63.58,222.41,249.91,176.44,236.30,145.71,162.11,131.97,35.13,187.65,43.09,184.47,68.93,236.28,267.73,221.90,54.52, ,4.44,180.91,287.96, ,177.87,67.69,194.04,265.94,6.61,98.33,194.61,239.30,51.95,92.69,238.34,118.17,151.66,123.72,157.79,33.77, ,101.46,50.58,11.45,210.89, ,101.97,97.86, ,149.81,138.69,186.63,241.84,137.56,253.16,269.46,191.19
168.78,50.63, ,62.08,107.82,282.24,297.66,251.05,229.92,182.34,85.97,295.43,5.80,168.57,76.55,54.42,49.60,132.30,244.01,20.60,276.94,261.62,82.94,18.26,112.01,66.45,68.84,113.39,168.97, ,245.52,292.27, ,39.34,181.33,53.88,35.18,204.77,5.42,209.47,0.58,224.28, , , ,32.86,297.88,5.61,177.59,270.60,37.23,271.30,183.98,55.76,78.00,220.23,262.04,66.30,168.18,202.99, ,235.84,260.11,234.65,128.25,174.11,269.76,189.52,188.19,46.10,140.75,23.22,60.70, ,44.22, ,247.20,68.32,225.65,133.71,231.95,92.83,180.18,110.28,52.93,132.45,101.47,197.68,179.67,91.82,2.59,258.52,223.74,132.84,55.28,9.69, ,102.52,108.69,203.56,218.04,10.83, ,284.03,128.19,173.12,16.13, ,274.66,70.87,258.36,56.78,229.94,153.42,137.29,197.57,140.49,242.89,132.68,135.36,74.58,220.54,15.19,141.72, ,212.59, ,132.85,105.04,92.13,95.25,220.57,270.28,108.44,212.39,159.56,288.53,46.80,228.72
 ,70.44,227.11, ,107.25,91.29,178.66,170.75,112.84,266.73,152.38,296.29,16.28,112.51,89.98,213.89,221.29, ,273.11,72.17,253.58,107.57,66.70, ,40.61,127.95,186.96,82.51,45.10,39.10,103.60,16.91,147.78,236.72,211.31, ,227.59,197.13,202.52,26.16,4.44,67.09,16.97,94.29,92.51,239.32,296.69,267.03,216.19,250.90, ,33.96,44.13,59.33,273.12,105.46,27.61,279.35, ,26.77,152.66, ,91.98,23.46,36.44,76.57,288.55,58.20,91.88,93.11,181.63,174.37, ,201.98,257.85,174.99,75.06,103.91,119.62,125.28,209.75,56.58,151.47,209.62, ,11.95,229.36,33.33,180.67,5.71, ,247.08,254.30,5.85,123.96,231.52, ,141.27,162.06, ,148.32, ,226.46,104.72,107.84,259.55,149.87,91.73,212.34, ,234.48,132.06, ,63.58,6.73, ,168.79,83.51,99.86,243.57,25.85,121.96,58.94,13.76,202.21,236.55,207.15,47.93,229.47,102.79,255.91,57.02, ,140.53,5.05,85.37,87.50,141.13,243.69
265.15,153.81,204.44,5.61,173.88,4.94,147.62,78.97,299.12, ,139.65,65.50,130.82,288.82,225.79,259.27,205.36,31.21,131.60,9.44,31.05,212.01,201.88,233.07,153.23,117.59,182.19, ,13.01,183.01,193.54,287.85,28.58,102.16, , ,41.84,290.38,165.69,297.98,77.56,173.03,172.71,96.48, ,109.48,243.11,217.09,125.91,94.92,90.20,87.52,169.17,39.90,206.89,263.26,261.95,99.71,191.09,272.72,25.73,270.44,220.27,35.17, ,130.09,265.77,174.62,126.59, ,91.86,239.58,49.40,73.50,77.77,114.74,211.48,132.71,109.30,69.45,99.16,274.57,210.79,60.88,58.58,281.27,99.42,205.57,122.37,297.94,243.65,250.64,253.15,37.05,136.32,206.93,51.52,121.74,113.50,188.39,159.31,22.52,90.50,107.55,207.15, ,150.81,63.65, ,146.99,233.78,149.49,218.79,22.22,163.32,223.14,7.79,221.36,41.19,258.40,224.72,254.24,16.36,101.38,43.74,65.28,231.69,118.24,115.78,191.01,276.17,30.81,196.62,14.27,264.02,86.55,138.22, ,154.58
27.86,256.95,242.16,207.92,52.72,272.71,249.42,169.35,282.63,260.19,167.59,198.82,284.55,278.48, ,133.06,41.90,195.49,252.09,226.06,182.68,81.74,233.89,245.20,16.18,257.66,266.10,149.79,140.21,84.85,251.40,104.09,227.84, ,179.93,237.51,12.22, ,88.07,104.25,153.34,131.79,71.40,266.67,204.26,158.55,272.43,207.02,103.26,76.09,14.79,52.21,217.84, ,5.91,178.69,283.39,170.98,70.53,61.06,173.14,150.28, ,260.23, ,63.49,292.98,218.91,230.39,116.45,297.11,34.63,161.55,174.93,112.42,1.41, ,174.54,87.46,181.81,106.05,111.17,91.68,229.08,219.75,106.73,148.85,158.96,90.64, ,123.17,145.03,162.89,299.12,169.67,86.13,141.95,28.52,276.50,81.19,237.63,73.51,81.78,220.91,93.24,6.02,87.30,40.99,233.26,154.51,76.01,20.28, ,48.80,101.97,151.27,4.30,142.26,165.99, ,272.43,85.06,154.53,129.50,122.55,235.63,165.68, , ,229.60,234.76,145.13,150.95,5.74,56.15,101.14,59.16,139.13,52.01
 ,181.51,139.13,124.81, ,136.45,295.91,77.07,65.73, ,216.68,237.85,192.24,252.98,69.00,232.39, ,226.04,260.07,68.94,240.03,14.28, ,10.19,296.11,208.25,172.97,54.40,276.76,120.66,39.90,256.29,102.88,198.33,294.92,101.62,253.57, ,30.05,223.73,201.91,80.82, ,205.75,148.39,121.27,112.25,158.70,133.45,103.38,294.26,45.32,297.55,82.64,28.94,134.81, ,299.41,10.57,188.08,185.36, ,154.41,167.62,251.38,274.69,32.84,153.06,64.84,77.06,61.70,135.93,7.51,195.92,36.84, ,222.03,248.50,272.67,96.10,82.72,260.46,130.00,290.54,294.26,285.23,202.86, ,99.37, ,295.30,40.79,266.50,46.45,191.30,46.34,4.89,84.56,266.54,194.78,122.73,98.24,30.79, ,8.46,297.93,95.77,53.20,53.02,70.42,207.31, ,194.70,143.43,59.79,193.82,67.06,143.61,124.52,166.40,182.86,21.64,62.64,248.47,161.18, ,129.20,246.56,66.49,286.99,100.78,239.57,164.02,198.96,80.64,195.72, ,162.59,151.48
234.14, ,95.32,168.86,236.21,68.08,156.41,48.44,152.04,12.54,244.14,45.38, ,241.10,241.06,255.11,28.93,192.50,284.57,209.63,193.14,277.17,181.46,244.28,184.28,151.20,176.44,245.72,47.55, ,288.62,285.47,19.46,273.66,159.30,269.86,123.72,45.55,176.38,263.84,262.07,166.24,72.58,108.12,276.49,4.15,285.47,46.26,164.34,65.16,250.51, ,74.23,137.57,206.31, ,221.35,253.77, ,26.34,147.97,293.01,4.29,128.39,4.37,158.24, ,181.87,233.49,49.03,111.47,169.74,200.44,204.28,178.68,180.55,92.09,188.21,184.97,63.40,150.69,37.12,95.19,149.78,192.88,292.11,41.62,31.18,252.95,96.26,179.58,26.83,157.50,206.69,61.35,221.35,166.81,87.02, ,236.80,70.34,282.80,177.23,105.87,97.61,215.55,220.91,256.07,49.86, ,92.33,69.36,144.51,272.14,198.17,168.34,219.93,171.67,181.18,100.48,113.94,216.02,62.72,299.25, ,170.36,250.56, ,264.24,60.11,178.86,85.97,147.15,51.14,0.51,35.14, ,149.08, 
 ,5.53,191.51,115.42, ,65.98, ,30.22,199.46,290.87,52.56, ,58.45, ,58.97,58.85,254.29,102.77,100.19,60.28,69.14,53.56,241.67,223.90,30.25, , ,281.11,59.18,49.49,9.71, ,68.56,124.19,71.20,76.68,287.56,248.64,121.94,104.92,257.10,70.44,15.29, ,6.32,47.57,299.12,164.27,125.84,293.20,203.89,179.01,208.03,32.03, ,65.22,109.52, ,179.96,268.29,164.34,122.26,30.42,269.18,290.39, ,283.59,231.27,76.36, ,23.75,183.37,111.90,202.60,12.57,236.99,54.08,255.48,13.23,297.72,180.60,77.43,271.69,139.26,51.14,287.85,200.60,167.97,230.79,146.72,153.12,224.22, , ,83.53, ,81.25,46.20,258.12,41.05,93.44,284.03,204.65, ,75.87,160.46,297.45,250.02,90.90,57.77,53.94,174.20,222.55,265.75,13.00, ,245.90,249.77,260.73,288.85,230.30,269.15,213.18,186.98,67.24,121.52,115.16,217.37,185.37,0.46, ,220.39,231.15, , ,194.49,149.93,244.75,272.32
278.85, ,42.60,129.91,59.07,126.93,279.78,248.69,189.58,200.62,165.09,259.84,28.87,176.11,219.04,4.37,220.62,169.43,268.93,127.33, ,254.25,224.19,253.11,156.13, ,255.95,239.43,78.32,190.09,0.34,196.20,209.88,257.74,80.04,78.65,254.65,161.62,247.25,212.19,284.30,256.72,151.39,156.04,164.46,184.15,155.26,169.51,197.17,144.44,53.90,184.58,246.15, ,193.40,179.83,158.67,1.80,130.46,254.96,62.41,244.33,156.35,96.72,221.85,65.92,277.87,83.64,235.17,254.06,4.21,173.64,112.96,261.80,73.39,3.60,217.86,63.01,272.60,295.69,83.68,93.52,50.63,47.97,7.00, ,11.21,288.01,248.87,135.90,236.83,195.89, ,143.81,44.73,295.35,10.87,102.03,140.58,281.54, , ,190.58,299.75,240.82,275.36,9.74,41.09,63.53,32.93, ,77.66,244.70,34.63,220.10,164.32,120.56,211.20,243.45,108.85, ,282.69,209.10,112.94, ,176.48,87.77, ,165.43,257.95,142.22, ,281.23,276.37,198.87,210.88,51.59,112.26,2.42
65.53,170.50,49.70,79.61,130.80, ,238.38,286.42,32.49,61.83,166.41,77.35,74.51,105.58,31.92,96.66,27.54,259.98,141.22,122.86,137.76,281.61,266.53, ,299.01,218.58,24.49, ,78.48,174.51,250.94,146.07,295.91,139.12,216.85,262.85,259.04,255.43,176.75,208.70, , ,252.07,91.26,53.31,190.97, ,141.91,199.86,130.15, , , ,8.96,30.03,149.50, , , ,117.36, ,184.13,226.85,46.09,145.14,207.97,78.96,98.80, ,172.27,258.42,6.06,192.61,156.81,182.72,85.49,242.81,184.21,140.72,0.71,4.74, ,203.67, ,2.47, ,174.74,201.86, ,209.17,262.41, ,145.13,193.49,191.86,29.42,248.08, ,68.97,84.97,97.44,168.89,86.90,274.65,14.20,57.55,241.90,289.36, ,238.40,10.30,50.75,276.75,228.74,67.80,208.92,219.94,34.51,97.52,294.50,161.05,224.26,248.36,73.78,109.30,241.65,142.44,159.32,291.23,243.13,210.56,224.65,162.66,150.36,106.01,126.90, ,51.16,99.69
125.26,104.68,39.60,279.87,83.61,23.24,42.19,82.23,6.92,56.90,63.09,72.09,143.98,59.27,90.63,190.52,256.91,53.31,219.48,28.52,132.24,174.75,134.03,68.66, ,125.56,232.81,179.12,286.61,200.03,8.89,72.27,15.89,278.09,286.95,40.92,143.52,164.79, ,121.77,67.66,212.16, ,54.80,65.07,272.07,223.17,24.09,205.73,62.90,52.39,195.09,39.88,185.99,56.55,26.44,180.36,55.33, ,110.13,7.32, ,272.43,61.89,70.14,36.51,151.45,182.88,182.22,85.15,127.42,180.91,284.86,171.80, ,114.05,225.18,1.85,93.81,68.00,146.69,126.85,187.08,162.60,97.97,18.77, ,160.47,66.65,108.35,185.52,52.50,149.85,37.68,267.69,223.97,260.93,184.87,146.68,103.26,198.59,99.07,101.40, ,168.04,220.20,290.39,159.00,294.73,63.91,0.57,74.66,139.08,243.46,180.94,183.00,242.67,60.32,173.02,119.29,124.73, ,115.12,6.55,179.10,205.25,40.00,104.46,222.48,42.05,19.66,185.23,28.80,41.23,129.87,155.52,185.82,18.49,79.39
142.29, , ,288.29,130.94,203.06,231.46,55.65,31.24,232.04, ,273.26,27.59, ,198.53,146.82, ,226.21,63.39,6.55,172.98,241.87,14.09,197.19, ,148.32,291.81,50.47, ,146.75,87.96,115.66,245.37,229.22,274.76,56.27,103.54,92.33,194.98,40.70,65.61,240.49,83.45, , ,74.46,190.11,51.82,170.54,38.46,168.77,92.38,294.52,154.29, ,49.27,282.04,258.87,81.93,157.13,121.42,177.23,20.23,126.51,210.19,64.46,292.47,102.33,72.19,71.79,239.58,52.29,262.50,295.30,26.06,147.20,282.54,222.18, , ,28.78,172.39,284.23,170.91,82.36,84.82,102.12,275.21,246.02,165.56,282.14,93.74,39.11,153.77,79.06,9.98,192.13,201.07,47.23,262.92,15.07,283.75,72.14,271.60,196.68,259.47,28.79,8.16, , ,29.20,79.79,16.40,221.55,148.27,289.44,98.38,158.93,121.69, ,93.29,237.77,208.69,259.25, ,27.16,286.68,299.97,95.53,38.38,233.83,285.86, ,84.23, , ,49.47,207.45,37.05
73.23,261.80,207.65,59.64,73.22,299.03,211.51,178.07,249.24,214.45, , ,100.29, ,149.77,72.48,44.22,65.77,179.50, ,266.04,196.68,273.87,178.96,211.11,113.97,121.75,32.86,27.09,103.65,282.92,264.61,155.03,41.22,61.81,42.60,297.35,67.12,134.99,156.60,3.11,206.45,298.98,9.18, ,112.82,55.39,182.81,78.66,72.07,126.93,266.25,208.88,221.90,40.52,36.69, ,7.26,295.94,232.39,32.31,117.94,60.25,133.32,120.24,163.16,25.38, ,180.16,215.67,163.67,270.04,42.80,207.62,137.06,268.26,246.16, ,196.67,1.68,124.46,228.44, ,253.81,175.94,45.88,236.03,47.80,109.91,47.18,126.47,231.39,26.41,67.85,74.22,288.20,225.68,32.65,275.92,275.60,120.44,243.48,231.03,262.54,81.87,58.47,193.96,3.08,167.41, , ,172.15,45.85,5.21, ,281.13,286.73, ,8.21,241.87,67.76,280.18,214.12,57.98,28.52,28.45,131.99,137.57,130.43,101.98,261.93,116.77,99.83,212.29, ,154.16,94.01, ,243.64
66.13,80.78, ,109.23, ,44.57,198.82,11.57, ,273.49,127.42,213.73,212.68, ,66.84,197.45,96.54,98.09, , , , ,288.10,100.07,76.03,207.68,299.69,61.09,45.74,27.33,274.15,226.37,118.17,166.39,264.91,77.37,143.36,13.02,282.57,164.13,111.99,146.20,290.14,225.27,268.76,158.81,1.70,283.90,208.99,34.57,114.78,281.52,146.61,89.60,107.64,187.77,25.54,31.30,241.26,51.55,209.17,152.94,295.53,30.73,287.14,78.42,177.23, ,60.06,23.84,54.49,149.65,153.02,162.13,103.38,40.79,81.75,128.92,74.76,113.05,144.59,16.02,69.62,196.14,226.04,278.79,106.49,78.98,189.65,102.02,215.82,220.38,6.53,202.95,285.67,84.95,4.87,162.90,144.90,64.93,186.74,199.39,214.58,39.75,61.51,17.96,80.54,143.26,146.88,155.30,256.31,291.47,171.32,25.94,187.60,97.36,4.73,294.09,176.34,194.38,96.11,92.15,114.76,102.64,295.11,100.43,187.59,299.98,263.33,32.49,64.91,150.07,231.87,279.49,189.83,293.39,297.46,270.37,136.65
