Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110,Col111,Col112,Col113,Col114,Col115,Col116,Col117,Col118,Col119,Col120,Col121,Col122,Col123,Col124,Col125,Col126,Col127,Col128,Col129,Col130,Col131,Col132,Col133,Col134,Col135,Col136,Col137,Col138,Col139,Col140,Col141,Col142,Col143,Col144,Col145,Col146,Col147,Col148,Col149,Col150
55.37,213.37,181.64,27.09,115.08,217.30,276.41,298.25,22.66,119.43,85.34,120.00,148.06,167.68,160.89,89.68,54.54,291.56,75.58,7.79,53.12,57.87,292.73,64.18,216.92,42.91,263.40,130.99,289.02, ,149.91,157.32,89.15,57.73,235.94,33.13,129.50,184.47,250.96,223.22,157.51,9.26,70.22, ,181.68,289.43,11.11,106.64,113.20,135.00,202.96,171.67,40.88,214.03,80.86,123.14,12.13,56.48,0.18,162.68,89.86,131.18,176.15, ,289.35,13.24, , ,299.56,265.50,51.38,210.32, ,257.53,218.52,90.04,242.67,100.56, ,231.74,280.98,11.72, ,24.96,182.20,97.77,215.09,70.93,137.54,69.08,195.05,109.08,206.30,237.82,84.26,238.60,23.64,229.47,182.58,92.18,204.02,84.34,117.17,199.62,132.19,49.78, , ,12.34,210.60,169.45,292.81,212.61,216.22,10.42,96.52,163.58,292.55,119.64,103.18,64.44, ,114.22,244.24,274.96,183.68,276.28, , ,91.15,0.54,244.80,29.75,262.91,39.95, ,149.67, ,214.11, ,28.33,101.38, ,208.21,112.07,63.62,268.81,264.39,88.01,68.69
256.59, ,296.54,297.97,256.43,60.31,24.30,117.80,90.04,33.89,116.81,38.74, ,193.52,156.53,20.40,99.28,256.83,273.53,245.30,155.69,180.05,136.77,179.30,58.73,296.33,0.85,72.60,101.89,258.88,247.64,183.65, ,140.48,229.80,239.55,195.42,229.59,188.79,136.22,257.00,147.57,21.11,63.45, ,29.56,122.59,106.95,24.12,146.71,293.02,257.93,81.87, ,38.79,170.42,49.97,195.27,118.28,259.81,85.17,211.29,246.56,19.79,212.62,99.51,76.03,188.92,67.82,90.74,97.60,281.63,88.58,45.10,93.29,88.59,128.88,91.30,188.38,28.24,194.10,32.00,113.71,88.72,119.79,288.15,140.62,64.96,146.68,136.06,114.97,118.43,224.53,19.29,20.82,213.92,175.29,185.06,166.84, ,286.63,158.68,293.86,268.98,275.14, ,215.10,283.76,137.85,243.27,21.21,204.67,179.02,181.05,68.95,37.86, ,191.10,238.54,226.61,108.02,286.55,116.85,150.90,18.40,93.65,80.41, ,15.55,160.17,0.83,244.49,168.60,229.79,217.54,193.36,222.78,111.61,211.96,240.82,10.56,155.98,80.43,266.32,150.47,292.57,55.61,189.98,216.07, 
133.61,84.34,157.30,70.27,91.40,188.04,72.99,9.72,268.50,225.40,73.90,57.05,107.51,115.18,210.18, ,43.79,7.04, ,186.48,274.00,135.15,131.62,50.11,167.22,64.77,83.07,144.52,63.87,134.23,283.75,113.99,88.19,213.49, ,99.97,284.24,298.52,209.48,196.39,73.88,115.59,298.07,11.03,18.14,272.42,246.81,11.17,105.02,66.75,4.88,59.04,244.58,135.41,264.21,204.88,246.79,204.61,274.73,83.04,178.69,190.05,72.29,278.77,195.86,72.98,212.25,189.87,189.57,10.89,57.08,191.88,236.23,248.73,12.12,203.84,87.23,16.31, , ,36.83, ,109.81,252.85,281.59,131.39, ,285.17,36.33, ,272.56,16.54,285.65,87.37,135.54,192.78,176.37,31.89, ,141.69,181.31,140.65,214.90,111.54,211.46,77.12,120.43,295.80,36.31,91.33, ,272.59,174.70,293.41,216.31,48.28,103.17,216.03,46.70,205.69,275.01,23.90,173.99,250.08, , ,269.28,173.84, ,48.54,122.59,7.14,3.42,147.63,298.55,181.92,147.47,37.12,152.58,75.02,241.48,38.00,222.25,109.51,190.81,254.95,113.19,57.85,44.62,251.82
147.26,105.28,262.43,195.75,133.79,42.15,223.74, ,145.99,120.46,32.59,265.06,91.70,103.84,271.77,160.13,156.58, ,151.30,262.61,71.31,17.82,171.67, ,182.62,35.38,97.65,281.59,113.95,289.86, ,261.63,141.74,83.69,96.79,91.91, , ,155.80,276.68,241.43,210.10,205.67,126.63,194.77,87.59,179.21,249.68,232.49,117.41,227.04,251.17,273.59,182.18, , , ,174.50,66.96, ,280.14,208.45,219.46,142.98,1.42, ,233.92,56.91,111.11,201.27,244.70,12.24,67.55,230.96,200.24,145.54,278.06,43.50,95.11,295.94,40.96, ,274.88, ,224.97,161.29,213.86,260.71,180.09,97.19,270.32,108.97,132.49,291.51,239.99, ,235.94,256.49,113.66,297.21,156.34,165.15,294.86,243.30,151.23,18.15,241.88,71.24,148.07, ,24.07,135.87,34.20,196.09,229.92,55.95,283.80,98.92,131.81,209.68,221.28,70.92,123.12,254.80,234.58,230.11,211.32,198.24,182.23,4.25,221.80,45.92,197.15,171.99,214.89,81.73,262.91, ,86.03,274.53,173.73, ,132.37, ,30.62,145.22,248.68,46.75,3.29, 
148.13, ,63.02,16.73,168.92,218.93,108.53,221.85,281.06,114.64,81.84,224.40,270.20,184.44,181.97,269.31,35.86,23.00,299.66,298.08,209.11,123.53,110.47,299.90,164.23,71.50,259.79,173.14,168.99,246.95,245.32,138.96,9.92,80.06,201.68,178.16,295.14,128.43,47.07,197.13,242.87,157.38,264.53,132.65,88.11,184.47,295.86,14.60,185.38,15.36,172.79,197.85,195.22,273.54,154.61,153.60, ,10.99,103.83,132.79,129.63,121.82,208.25,177.65, ,272.31,117.70,122.92,13.04,41.83,260.45,157.26, ,296.56,294.06,166.55,37.75,39.23,159.23,4.82,161.52,9.20,153.15,213.84,167.35,210.54,192.43,11.19,100.91,131.52,108.15,221.81,294.25,5.46,208.53,190.36,45.73,160.97,53.86,67.59,6.80, ,199.24,86.33,186.02,37.24,202.24, ,48.13,163.84,183.05,63.88,142.42,272.97,8.50,78.20,248.04,54.22,284.24,109.51,25.35,227.21,105.83,209.13,292.09,207.56,145.33,248.55,81.04,291.14,248.35,165.63,154.35,219.57,59.18,28.56,232.68,90.87,218.29,192.48,72.97,85.52,71.47, ,152.52, ,242.05,266.54,100.31, 
 ,259.48,48.96,171.25,243.81,20.16,262.12,72.48,12.67,253.39,192.07,236.66,56.64,51.57,286.40,144.06,171.76,100.63,91.58,202.37,234.00,197.49,135.16,231.21,127.97,231.98,44.05,167.68,47.35,123.86,71.13,47.68, , ,163.62,120.19,198.44,288.52,250.31,65.90,271.52,66.13,213.92,72.14,210.86,0.85,153.24,2.65,14.88,49.23,237.16,244.50,223.61,231.53,56.70,55.45,191.31,231.71,231.76,186.83,123.34,177.34,259.67,177.51,254.10, , ,96.16, ,19.77,258.40,87.27,249.14,147.15,47.20,2.48,139.20,174.39,22.44,286.56,28.49,156.53, , ,51.39, ,71.16,33.05,29.57,213.99,136.03,192.25,287.18,227.61,117.69,154.72,241.06,297.16,213.67,16.35,3.77,36.11,170.38,39.77,58.05,45.00, ,237.25,225.65,210.10,298.23,212.65,105.66,264.05,183.46,24.18,220.21,181.03,122.63,34.91,8.24,67.58,227.14,184.81,185.38,210.72,259.51, ,65.17,114.56,276.63,97.18,251.21,2.57,172.06,281.25,261.00,262.23,197.05,48.12,152.45,260.56,102.54,186.57,177.10, ,153.73,37.88, ,87.32
 ,259.38,210.94,191.61,116.26,77.91,103.05,235.78,88.31,48.62,158.41,49.34,157.04,191.68,178.34,282.24,104.73,86.80,95.64,196.53,33.34,295.23,102.19,82.48,202.84,62.74,47.43,220.79,15.16,99.39,287.51,49.70,23.24,107.91,114.91,30.79,278.88,284.65,257.02,271.57,198.24,221.11,146.40,150.14,254.38, ,241.89,104.76,54.39,142.04,56.18,204.06,125.36,189.09,187.09, ,46.95,212.31,100.13,109.97,220.28,199.79,6.24,80.11,285.33,182.41,77.55,62.66,154.26, ,60.69,127.30,226.77,151.01,81.89,4.79,130.01,231.95, ,162.89,115.75,206.84,6.82,27.06,266.38,62.20,242.01,264.76,168.79,31.72,28.41,68.41,71.45,292.51,212.93,62.27,3.62,26.85,253.50,79.92,235.23,57.34,84.14,57.94,268.62, ,297.02,84.95,102.55,50.10,135.43,41.62,209.13, ,219.57,244.87,184.11,141.61, , , ,115.28,232.17,195.21,236.04,286.78,202.66,17.94,242.38,202.21,70.28,71.07,38.04,218.63,212.17,275.47,123.63,16.58,295.69,284.99,191.95,270.32,8.65,132.70,47.82,102.54,128.08,152.61,244.17, 
156.34,59.74, ,150.49, ,146.18,95.74,114.56,48.22,76.16,41.86,84.30,129.72,204.86,55.02,247.50,155.25,57.57,98.08,65.47,223.27,31.52,289.55,86.52,55.25,74.25,189.87,173.89,60.95,22.92,149.72,242.22,74.25,219.95,112.32,281.24,197.07,54.61,158.84,224.39,3.82,11.20,157.19,213.28,263.83,34.11,206.61, ,280.86,38.47,88.46,134.44,220.96,178.67,6.04,31.96,23.63,231.33,187.79,130.60,80.25,140.05,273.40,12.32,92.52,107.46, ,241.90,295.65,183.72,95.14,135.19,227.16,246.61,53.59,275.08,143.28,299.58,15.27,49.40,208.50,76.99,174.88,94.52, ,278.24, ,181.77,218.41,274.75,253.41,228.06,187.87,270.36,108.41,3.43,255.16,258.00, ,132.89,95.93, ,74.16, ,255.93,280.60,60.90,18.27,73.68,277.11,217.11, ,202.74,111.24,79.92, ,81.32,241.12,205.54,251.41,162.35,268.87,272.20,288.57, ,62.25,96.12, ,260.69,57.08,271.93,208.60,105.05,243.29,167.16,146.34, , ,25.92,151.64,30.20,288.58,202.46,245.32,80.14,270.41,34.69,52.21,283.50,233.20
 ,100.36,49.78,107.19,244.86,210.10,137.82,231.56,252.76, ,62.48,138.35,74.73,275.23,116.33,284.21,185.52,149.89,237.43,68.33,13.69,206.00,13.77,188.21,209.07,233.15,283.09,4.45,244.54,184.77,238.41,110.40, ,260.29,294.07,153.41, ,29.36,299.46,152.29,43.94,233.26,32.92,48.59,274.17,17.04,54.00,27.93,79.38,124.69,78.64,17.87,196.61,264.59,90.36,83.75,178.23,111.38,233.35,248.51,153.10,66.46,221.01, ,0.39,196.20,257.59,182.71, ,229.94,142.69,107.67,154.60,243.44,197.05,125.96, ,279.06,150.77,32.13,257.67,124.11,197.37,203.87,107.91,10.02,293.17,206.37,184.93,163.05,89.31,276.88,124.14,45.99,142.11,220.07,110.63,253.65,125.88,88.08,8.01,32.50,128.43,220.79,131.13,164.28, ,141.15,247.81, , ,239.20,142.79,90.04, ,98.04,150.15,246.64,284.23,159.33,218.00,126.01,163.95,269.57,131.44,235.43,26.17,167.73,0.93,95.63,199.33,200.74,79.79,207.63,126.52,176.67,147.09,93.64,292.97,298.66,188.09,52.95,92.24,219.85,127.38,281.07,209.15,76.19,29.20,52.96
50.79,200.24,232.32,208.92,57.09,49.71,141.68,159.45, ,79.30,150.72,8.17,3.92,253.62,219.19,45.83,288.24,275.15,207.77,95.03,26.12,182.77,144.29,130.75,8.77,105.31, ,113.48,8.75,290.54,222.66,47.44,216.23,272.71,230.68,197.37,267.86,246.52,44.28,69.91, ,279.97, ,284.79,137.12,44.74,295.16,55.65,264.96,65.51,74.22,179.42,59.93,171.58,86.44,238.39,38.34,136.31,279.31,7.41,114.65,244.09,19.54,152.43,271.62,222.19,214.12,17.43,248.88,280.49,104.85,191.66,97.99,109.33,149.08,193.72,168.88,73.55,137.54,172.94,143.91,154.99,196.73,32.08,61.42,180.91,231.45,9.47,100.55,106.74,235.54,213.37,138.26,292.85,212.90,84.96,260.91,114.85,112.37,3.24,159.50,40.07,256.73,120.40,168.35,6.91,227.59,208.31,207.21, ,120.11, ,176.93,66.56,185.50,138.71,52.73,72.89,89.17,142.35,86.89,136.70,114.58,14.09,130.14, ,171.78, ,298.39,18.85,210.11, ,48.83,296.62,165.97,136.21,231.77,282.48,182.48,57.05,90.38,76.91,3.98,53.08,247.08,13.82, ,218.17,230.35,252.53
177.23,113.61,273.72,55.30,41.87,273.23,221.97,65.55, , ,286.72,261.32,65.94,139.66,229.26,295.37, ,172.60,161.02,197.45,0.73,62.28,86.87,54.29,116.47,197.18,274.65,92.04,15.24,72.45,294.64,294.73,189.88,100.16,112.76,71.29,111.24,245.81,184.49,38.14,288.03,131.68,184.62, ,199.86,267.93,283.75,193.95,0.27,260.33,174.05,122.45,69.18,233.34,140.51,5.43,221.47,273.16,125.37, ,25.24,47.56,169.74,118.41,158.23,290.25,53.75,31.84,17.37,274.63,128.38,290.09,129.55, ,13.71,139.91,81.44,140.91,195.64,124.31,157.09,215.81,57.76,98.32,181.36,73.68,214.56,156.10,111.31,127.44,143.15,218.36,293.25,230.50,58.14,114.44,58.82, ,116.59,80.03,75.60,289.32,80.77,97.72,82.39,92.63, ,59.98,252.41,185.04,242.11,237.71,158.42,86.80,113.12,220.16, , ,18.09,167.15,95.99,71.56,224.97,8.47,104.73,38.18,143.78,232.96,36.84,78.02,231.50,104.68,219.90,238.03,159.59,227.16,237.52,236.23, , ,147.44,205.57,72.19,165.91,130.83,96.52,26.38,99.99,179.68,292.38
257.89,222.89,107.54,183.76,22.90,288.47,243.86,55.96,243.39,21.20,124.61,283.08,145.74,282.05,102.97,143.13,126.40,245.90,226.44,277.71,291.10,119.68,160.22,251.01,97.52,177.84, ,160.92,235.65,55.18,46.96,104.20,156.01,53.71, ,183.37,46.00,33.83, ,194.05,60.43,138.84, ,60.97,36.42,58.20,189.28,27.37,123.47, , ,188.90, ,72.26,136.35,266.33,56.16,43.35,158.04,149.23,243.17,69.97,29.98,266.55,77.76,172.72,260.34,101.84,256.77,57.69, ,24.01,176.99,138.50,42.43,142.81, ,114.59,41.13,196.33,193.82,193.12,187.03,232.97,278.65,162.97,282.86,60.35, ,244.74, ,287.17,297.20, ,111.78,242.20,105.42,150.18,143.00,266.54,149.69,275.10, ,11.43,102.19,100.30,16.52,117.38, ,114.57,155.09,275.93,182.71,47.17,160.86,249.61,186.62,82.82,138.73,173.16,3.40,261.32,261.45,83.76,232.14,31.98,124.69,184.51,89.26,40.29,121.84,77.53,89.21, ,227.94,43.34,64.95,50.28, ,28.40,214.87,13.44,47.76,254.75, ,44.01,185.82,285.79,71.65,264.94
164.44,293.55,281.84,196.05,89.84, ,204.94,21.05,7.50,56.51,1.08,6.26,87.86,150.81,72.04,228.52,9.50,297.59, ,56.10,135.36,259.11,50.88, ,269.26,285.74,289.52,227.81, ,15.67,2.66,68.21,207.77,157.22,69.84,132.41,187.83,271.87,163.65, ,80.58,193.96,17.79,53.15,179.26,261.27,207.65,243.63, ,15.88,177.47,287.09,211.66, , ,21.85, ,188.55,198.31,288.21,266.00,161.69,246.35,20.68,63.48,209.36,280.19,89.24,109.04,277.57, ,161.10,218.07,194.36,265.69,128.16,242.87, ,88.13,166.44,269.86,73.12,141.71,1.17,119.22,30.07,94.16,257.89,24.91, ,164.86, ,293.02,214.08,216.23,278.40,111.01,12.60,127.48, ,128.65,56.67,115.33,33.02,111.35,247.08,127.31, ,98.52,0.34,267.50, ,245.90,125.81,11.85,21.64,247.39,251.42,89.14,157.54,288.92,255.15, ,82.46,233.11,152.90,193.56,150.03,66.30,34.17,161.13,282.11,291.51,278.72,221.54,153.11,34.39, , ,227.52, , ,262.28,94.09,291.63,64.20,93.40,18.40,142.48, 
133.99,260.55,54.45,282.68,40.41,97.00,32.19,29.14,140.59,286.91, ,231.03,249.94,159.01,278.95, , ,135.48,221.33, ,227.35,254.34,52.40,278.56,229.65,277.42,208.08,66.67, ,127.31,219.78,18.37,287.82,159.51,88.95,88.35,8.18,199.49,88.48,254.50,180.48,150.50,170.29, ,270.38,144.70, ,131.03,128.69,25.98,242.15,69.03,60.07,66.58,53.15,210.39,28.14,269.86,41.58,293.46, ,3.64,130.94,34.70,62.29,195.68,95.69,119.52,70.69,192.78,249.89,240.64,75.97, ,254.60,67.56, ,178.09,35.73,185.30, , ,223.97,298.08,85.03,145.86,14.34, ,264.23,126.61, ,158.11,117.04,216.74,63.25,16.81,103.85,169.40,149.71,57.00,113.03,265.40,297.75,297.52,243.97,10.33,246.43,14.93,99.63,128.58,26.50,261.84,47.50, ,197.20,169.93,37.64,10.40,9.72, ,193.44,78.04,99.86,72.20,87.94, ,216.52,72.96,296.54,109.40,16.24,52.40,51.60,198.14,86.57,52.14,101.30, ,5.07,183.13,200.91,249.10,187.59,20.33,280.34, ,108.13,65.49,126.06,250.57
179.08,232.06,117.76,217.47,38.43,159.55,204.49,64.80,18.21,172.20,28.93,26.59,35.72,297.58,209.16,185.98,285.29,19.46,151.41,79.46,240.51,5.55,69.64,296.86,118.94,55.56,264.89,284.93,174.23,162.39, ,48.38,215.95, ,18.99,128.01,207.69, ,213.24,107.11,210.37,102.53,250.53,44.32,235.33,206.91,207.33,148.51,161.93,122.14,83.45,181.03,47.67,219.37, , ,244.50,221.46,152.86,297.44,204.68, ,111.59,149.44, ,105.15,63.58,16.84, ,197.87,114.93,248.30, ,274.79, ,196.25,236.79,64.82,272.92,76.08,148.21,186.40,30.67,210.92,167.07,25.21,86.88,212.37,215.98, , ,6.78,3.71,274.47,77.53,66.11,31.91,79.13,61.65,68.53,67.75,30.52,0.54,233.09,152.59,135.76, ,142.54,89.11, , ,163.64,223.74,22.57,96.38, , , ,172.28,245.01,66.88,20.21,158.46,149.05,35.37,136.76,23.56,147.44,86.50,104.93,160.67,200.13,142.70,110.97,80.23,217.78,1.53,147.08,110.79,154.21,230.57,250.33,213.83,135.32,235.86,104.08, ,4.20, ,110.51
40.91,65.04,37.84,196.69,226.57,181.05,153.64, ,103.97,285.59,201.07,137.60,90.00,24.55,132.23, ,141.29, ,206.34,133.29,246.77,199.48,199.26,107.90, , ,76.62,113.60,23.51,119.00,185.33, ,17.56, ,158.85, ,65.18,41.15, ,59.36,236.53,217.83,269.50,256.29,7.44,23.81,21.08,144.47,286.36,223.96,164.60,165.81,148.00,113.61,183.58,123.67,131.59,164.54,11.35,147.20, , , ,211.81,194.22,0.19,42.18,110.99,46.40,272.99,297.06,131.29,282.74,1.62,115.94,35.59,249.90,127.50, , ,134.75,157.52,244.74,15.53,24.69,239.18,9.63, ,140.92,139.50,107.88,208.26,199.33,160.48,272.54,57.84,116.14,169.37,0.92,266.61, ,28.53,91.44,232.07,179.07,87.70,146.21,179.65,150.77,217.27,297.22, ,9.07,218.50,265.89,247.50,276.07,261.03, ,299.19,80.90,242.31,149.65,120.03,145.31,53.99,75.28, ,237.59,276.06,238.70,75.50,174.46,227.47,23.48,134.68,141.07,169.76,162.59,129.70,103.60,245.88,175.77,127.43,57.36, ,296.06,44.95,219.90,109.73
120.01,190.07,10.97,217.23,65.60,150.34,279.11,203.37,126.61,272.72, ,76.21,253.87,254.37,41.55,245.86,170.91, ,218.37, , ,147.37,11.12,213.10,248.54,135.52,16.93,15.13,184.45,228.61,178.92,47.66,10.61,100.72,131.60,253.11,154.70,277.21,98.19,156.04,6.78,121.88,99.81,298.45,61.55, ,240.47,38.02,2.41,271.01,14.21,81.89, , ,13.03,280.56,166.65,210.12,149.17,258.03,232.28,47.73,232.66,151.14,158.49,153.31,282.33,119.59,203.33,246.60,275.00,119.71,254.44,299.87,263.66,89.79,200.20,55.28,125.73,103.55,59.96,113.70,124.38, ,27.71,53.12,172.68,63.78,234.72,14.20,57.27,128.13,172.30,8.50,91.38,108.72,274.87,189.30,189.95,123.69,20.28,161.73,157.08,207.28,19.13, ,76.40,258.26, ,223.91,71.05,253.02,90.88,245.34,245.06, ,68.75, ,245.55,16.00,140.19,194.42,144.77,235.72,282.81,104.23,3.45,222.00,55.04,184.37,293.06,135.66,198.18,218.88, ,234.88,243.48,140.79,2.93,38.51, ,3.85,54.86,20.79,263.77,289.75,76.21,277.58, ,175.77
297.52, ,232.40,147.24,106.66,93.48,288.55,120.15,280.27,299.70,151.88,76.88,111.62,124.44,64.96,264.97,200.61,69.20,250.34,223.56,166.48, ,155.03,149.15, , ,147.14,176.04,210.01, ,63.10,11.44,45.20,293.50,260.88, , ,279.14,268.23,19.42,0.65,146.38,3.30,295.22,46.58,46.44, ,109.55,39.50,251.57,231.11,276.79, ,188.01,278.57,118.56,153.46,169.22, ,172.52,262.50,216.96,55.39,96.40,187.59,102.54,151.80,36.53,27.45,16.60,291.29,118.94,26.30,158.50,205.43,196.52,39.96,236.27, ,32.67,282.29,62.83,20.37,157.98,123.93,165.55,162.00, ,151.28,181.41,90.82, ,287.34,80.75,191.05,195.53,136.39,92.28,299.26,295.69,261.60,27.94,243.93,165.54,41.22, , ,21.05,91.79,110.21,109.22,48.64,224.98,182.57,84.24,129.91,39.07,199.55,218.66,256.96, ,298.18,99.27,35.48,140.96, ,13.50,66.18,157.85,247.17,8.42,222.26,111.35,229.84, ,148.50,285.31,185.06,247.13, ,282.61,173.63,3.95,179.59,249.27,61.29,77.87,227.85, ,39.20
137.88,289.82,204.49, ,89.55,166.21,291.29,12.91, ,16.86,54.90,1.30,148.28,170.20,125.59, ,164.79,263.91,121.62,119.39,169.36,55.37,282.82, ,295.73, ,12.58,114.60,264.92,247.85,77.14,288.25,291.87,79.27,67.94,206.06,297.64,96.27,111.00,99.67,74.81,55.10,274.87,186.97,76.65,102.45,0.66,101.27,243.75,248.30,81.43,199.02,229.80, ,40.80,231.75, ,243.01,236.58,261.01, ,37.65,260.11,259.03, ,251.55, ,199.86,254.68,205.26,284.02,165.83,274.92,61.02,40.59,60.69,113.32,116.12,142.61,42.42,127.04, ,121.60,253.05,163.06,33.10,291.30,62.64,208.56,77.14,200.82,93.34,42.78,275.40,120.19,236.18,178.67,275.02,179.69,128.11,235.36,239.57,94.85,242.78,162.44,36.06,249.38,222.53,106.99,185.91,249.56,149.01,93.39,128.49,52.11,15.84,117.81, ,212.66,156.91,120.07,252.12,126.21,105.85,188.51, ,115.69,126.36,81.56,88.74,192.84,166.66,128.32, ,42.45,121.73,113.19,76.19,125.12,146.83,20.77,234.75,151.04,151.41,269.65,204.49,264.01,46.37,173.67,36.80
227.97,115.47,100.33,106.46,94.06,156.42,288.64,139.87,279.26,255.43,62.45,128.63,205.26,199.15,205.84,295.04,94.49, ,194.82,281.42, ,234.71,211.07,67.86,63.04,42.22,296.04,178.38,131.13,299.67,162.57,266.23,39.32,268.13,255.54,195.70,66.55,52.49,53.76,28.56,167.47,135.27,175.45,288.18,97.30,36.86,193.35,117.49,63.81,146.95,55.93,95.15,173.05,100.09,267.99,43.62,199.43,298.97,192.54,81.45, ,118.31,168.35,67.19,185.21,247.96,208.74,299.71,163.66,131.30, ,259.95,250.80,12.98,234.25,236.92,195.35,134.02,80.26,212.25,140.62,129.23,273.80,44.89,283.50,136.32,7.57, , ,255.64,208.13,126.57,205.59,56.96,166.98,295.02,18.49,144.29,180.83,267.56,123.10,117.95, ,125.52,233.11,11.32,292.01,280.74,106.81,194.02,169.64,141.44, ,277.09,197.44,211.24,83.64,116.06,293.76,27.10,74.20,60.77,103.00,209.11,68.79,134.08,81.41,56.64,215.04,123.43,191.65,277.49,69.01,176.87,234.65,112.22,14.96,237.22,134.97,58.01,58.10,118.97,57.41,169.79,209.34, ,100.99, ,76.27,155.98
159.67,157.11,99.48,144.87, ,279.85,48.04,241.13,2.58, ,178.19,270.00,243.67,188.51,117.36,68.45,217.92,63.97,200.00,247.10,200.14,24.72,285.16,24.30,210.91,222.84,55.39,176.62,247.77,270.60, ,39.06,247.82, ,22.85,265.89,212.05,207.08,249.20,145.10,117.54,78.44,145.11,233.22, ,180.99,103.48,116.75,284.61,109.71,87.43,52.96,188.92,264.45,168.19,270.79,274.23,220.13, ,53.95, ,186.83,280.48,74.96,132.84,161.81,146.64, ,199.60, ,118.59,234.05,127.76,128.47,231.64, ,103.55,64.45,289.38,277.66,268.24,112.54, ,55.09, ,274.52,192.55,192.65,16.92,291.38,7.91,153.41,209.99,159.06,254.14,167.72,128.14, , , ,243.41,38.23,270.28,21.90,4.94,70.08,176.90,192.28,145.25,180.27,107.85,56.35,22.43,84.43,294.86,22.17,20.86,67.61,172.70,44.30,275.03,62.01,106.22,122.21,203.08,53.69,157.20,267.23,98.20,38.02,76.77,31.32,120.59,88.78,188.44,170.92,247.46, ,53.68,137.60,90.31,58.84,297.28,68.48,267.08,214.93,196.92,91.45,95.70, 
88.99, ,259.91,163.86,257.67,80.07, , ,235.36,271.63, ,40.11,117.50,24.48,57.18,269.08,95.30,135.06,238.26,144.20,215.33,138.21,117.11,55.56,168.85,259.12,187.51,211.05,159.49, ,216.67,151.71, , ,103.45,249.43,58.91, ,95.95,203.11,201.66, ,70.51,159.67,183.28, ,188.28,18.58,235.06,222.63,284.13,6.91,183.23,257.76,232.07,281.38,266.76, , ,253.56,26.98,272.88,208.61, ,227.19,139.34,154.72,165.02,49.71, ,211.54,284.96,75.33,278.78,149.39, ,102.95,236.37,135.10,137.12,26.53,228.36,245.20,208.67,171.60,174.08,169.92,128.31,271.03,292.31,244.04,222.51,227.15,275.49,281.13,58.52,176.92,173.53,69.95,232.33,40.58,84.90,2.11,224.02,7.86,286.26,281.26,298.88,67.65,270.66,86.99,56.45,16.06,86.01, ,18.34, ,124.75,263.24,25.68,100.01,103.59,285.44,295.04,293.26, ,263.92,45.68,167.93, ,97.91,95.19,113.94,162.82,235.23,65.56,13.32,294.46,251.85,201.76,264.22,9.59,158.94,268.59,289.01,161.21,73.76,196.99, ,59.81
14.39,191.95,199.18,269.77,9.38,217.86,213.88,265.86,271.82,105.38,75.95,285.06,157.30,59.85,20.62,171.40,5.53,10.31,120.88,220.81,229.74,86.52,251.55,280.42,139.33,47.22,169.33,78.14,273.75, ,294.36,243.04,263.18, ,167.89,19.76, ,249.50,44.05,178.92,73.54,235.76,149.51,28.67,229.17,155.54,126.95,24.82,179.26,76.37,155.90,238.70,161.16,171.98,281.33,1.64,153.18,214.21, ,242.88,17.60,40.01,125.13,109.59,69.17,271.49,253.50,226.81,36.29,70.08,96.35,243.14,274.16,65.43, ,8.31,286.58,201.33,131.62, ,26.74,278.54,148.53,173.35,130.14,190.36,151.14,21.19,137.93,274.82,272.19,211.67,230.37,34.85,49.79,182.66,286.51,74.74,93.24,210.39,157.74,123.60,87.46,103.15,140.14,128.75,21.76,245.85,258.59,253.85,106.80,84.89,297.71, ,90.95,138.74,265.47,137.93,26.94,77.50,122.87,81.08,177.23,181.06,80.09, ,88.47,219.71,61.87,33.00,8.38,128.96, ,68.45,80.55,143.37,47.73,13.51,201.46,250.32,20.09,244.29,118.88,23.01,274.73,25.24,248.81,93.91,272.19,132.17
