Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109
97.54,96.09,78.80,27.84,1.31,18.07,289.05,69.20,41.68,63.16,266.52,102.52,82.35,149.49,233.58,91.51,90.76,130.77,105.71,3.51,125.18,296.46,221.94,149.61, ,212.78,240.02,23.07,154.03,236.91,54.32,131.99,283.14,216.20,125.31,156.20,200.00,228.79,99.72,163.84,267.96,283.90,148.30,295.39,127.72,42.81,124.68,267.47,194.40,260.52,258.49,252.05,294.51,172.71,175.30,157.57,113.17,51.24,148.45,263.80,278.93,158.20,181.42,211.44,9.34,95.54,288.69,126.32,228.43,77.43,35.59,246.99,76.48,110.24,44.86,201.09, ,59.29,262.08,38.85,194.31,133.44,199.49,288.46,109.45,260.11, ,195.11,171.85,158.39,196.51, ,97.60,136.78,54.46,41.86,136.76,4.11,98.31,151.21,86.29,74.27,173.83, ,34.00,213.11,251.30,95.65,207.23
 ,64.12, ,105.98,79.82,174.56,140.46,201.23, ,161.89,210.87,98.87,69.71,65.50,19.38,57.75,82.35,171.01,157.59,252.46,193.91,202.61,135.06,145.15,145.24,63.81,42.76,208.51,230.76,74.57, ,132.32,231.49,147.96,70.35,30.42,155.95,1.01,160.09,245.02,127.03,286.20,294.82,91.66,79.63,181.86,214.80,6.72,226.95,224.26,116.73,95.70,279.70,72.54,78.49,62.18,269.63,88.67, ,180.33,276.89,253.60,160.80,13.39,194.73,231.34,284.80,287.72,165.73,30.02,162.92,67.71,17.21,157.12,13.34,53.39,283.45,296.90,274.77,151.33,178.36,61.53,268.70,120.64,133.68,139.95,198.25,65.04,23.74,197.12,259.61,27.32, ,24.22,232.27,238.64,212.87,163.30,290.02,196.68,46.22,264.39,245.59,107.86,195.79,58.16,289.64, ,232.70
284.42,198.45,258.65,231.80,163.52,269.98, ,94.43,251.86,165.11,230.87,58.49,3.00,59.54,125.32,225.34,4.15,289.94,204.00,254.88,153.68,153.94,167.23,52.05,7.19,16.54,190.14,64.72,191.69,185.79,144.00,108.51, ,98.45,260.48, ,144.44,88.82,172.06,246.75,75.15, ,91.69,31.41,256.71,58.42,110.34,224.97,183.95,277.95,244.34, ,70.45,13.32,81.24,115.32,109.48,281.93,282.16,282.16,130.63,207.31,17.06,136.57,166.71,216.48,154.03,220.14,237.77,83.75,118.84,47.00,89.54,179.08,202.85,220.59,67.96,245.09,110.65,23.55,291.34,126.48,94.93,69.86,280.08,51.71,52.68,27.25, ,206.33,30.48,134.50,135.54,9.05,73.05,244.11,82.05,176.88,279.06,297.29,203.58,63.46, ,162.17,45.79, ,259.71,3.65,84.25
56.61,59.76,184.01,180.07,188.00,193.49,280.45,178.82,41.67,186.53,104.45,291.04,152.35,114.54,44.96,295.20,292.10, ,176.11,111.29,246.83,35.66,148.70,292.71,268.11,219.25, ,135.53,133.69,155.16,143.88,147.04, ,139.14,232.91,252.87,157.43,212.45,13.59,119.53,93.87,241.29,1.01,148.65,114.42,60.57,280.41,209.69,262.38,13.54, ,266.41,221.51,151.95,179.70,234.14,6.97,127.29,22.79,168.74,222.43,288.77,285.67,194.78,211.84,118.71,7.70,46.63,251.23,43.81,111.68, , ,299.73,138.74,252.23,250.72,12.74,159.74,188.95,103.59, ,222.29,5.83,254.56,258.64,278.85,264.81,106.50,256.52,222.19,202.94,229.76,242.41,237.34,58.21,44.42,289.99, ,295.81,21.48,232.77,209.69,139.43,128.84,123.01,145.07,282.49,31.81
 ,201.07,257.99,289.28,118.27,269.13,275.07,206.68,176.02,115.61,220.72,27.19,105.10,288.68,89.23,238.97,80.58,146.73,99.31,40.98,115.27,102.77,253.37,296.27,90.75,27.74, ,54.93,199.08,143.74,250.91,45.21,287.74,246.96,284.55,67.30,198.24,4.90,30.77,284.86,105.10,187.90,190.71,271.63,104.51,196.03,22.54,155.64,126.48,36.60,185.57,13.16,181.31, ,212.08,57.26,137.51,260.14,44.71,225.71,7.49,30.54,63.64, ,73.93,21.15,209.28,214.42,290.53,240.50,7.81,120.20,110.42,40.18,18.91,290.22,250.64,183.95,94.95,232.10,253.98,279.40, , ,85.71,289.56, ,297.37,33.64,109.53,117.59,26.74,164.25,11.39, ,24.94,219.84,159.38, ,138.79,70.26,122.80,22.17,134.21,148.11,96.94,175.67,131.68,275.29
82.57,191.49,11.62,66.52,41.38,178.95,277.43,212.78,169.98,249.23,254.48,172.03,54.98,265.97,250.12,182.58,227.93, ,239.55,245.89,297.46,87.17,163.67,90.41,206.36,213.12,279.85,82.58,65.44,297.24,80.40,134.68,166.42,292.47,164.83,14.19,124.59,39.92,137.74,252.16,155.69,254.65,175.74,166.81,167.51,193.27,102.54,61.01,236.69,74.94,291.84,263.81,190.49, ,28.23,56.85,289.74,26.98,97.87,292.09,231.72, ,179.64,260.26,227.64,294.13,298.47,91.71,102.40,266.00,10.43,263.93,89.79,109.74,283.92,207.16,105.67,255.28,21.97,225.96,112.49, , ,206.06,73.23,26.11,215.54,139.28,119.31,65.53,144.14,103.00,72.42,114.58,193.99, ,119.95,55.72,38.35, ,82.25,254.55,279.15,144.90,49.56, ,115.09,191.64, 
242.93,204.94,264.65, ,207.89,280.23,258.91,130.30,100.83,159.57,49.36,54.09,79.22,215.30,211.56,58.85,49.87,112.77,260.46,1.47,130.57,131.96,0.28,294.49,32.47,10.31,183.72,249.63,82.70,157.25,271.86,202.09,211.92,129.13,226.55,40.73,112.29,146.60,134.95,213.69,295.16,249.26,288.40,141.81,63.82,65.37,215.18,57.42,282.32,299.47,17.14,266.00,212.90,242.01,253.70,215.28,79.70, , ,63.43,139.21,268.61,162.92,172.04,10.88,106.89,63.23,50.56,253.47,141.83,11.30,51.19,44.38,91.12,199.00,141.64,281.78,242.79,294.04, , ,269.19,15.28,295.97,61.65,29.29,144.93,299.00,267.18,27.03,215.48,212.84, ,194.62,207.04,161.43,104.37,291.06,181.63, ,247.47, ,276.76, ,17.35,262.79,31.01,42.82,215.84
3.62,150.28, ,189.61,108.99,198.78,270.29,123.54,27.88,164.31,197.30,21.99,193.76,215.93,49.35,99.42,166.04,155.28,66.63,69.48,38.87,275.68,48.68,251.74,7.90,81.20,47.01,90.12,109.71,124.34,168.48,164.07,203.27,71.57,64.24,145.52,109.32,112.27,220.41,234.55,180.06,133.51,118.93,167.84,229.69,87.70,215.95,132.69,271.12,89.11, ,234.63, ,55.82,12.62,14.76,204.54,262.91,121.89,261.67,10.49,281.92,289.53,49.96, ,21.08,106.18,71.79,194.92,96.63,239.04,160.42,277.39,149.13,177.12, ,166.85,168.47,39.65,46.63, , ,110.70,169.89,78.48,62.05,7.33, ,80.19,130.16,123.37,73.02, ,50.13,151.72, ,191.37, ,280.98,126.45,63.49,258.81, ,20.87,214.38,90.81,296.72,52.15,200.26
120.57,175.30,262.23,4.02,170.49,134.58, ,226.25,189.55,132.73,205.93,10.97,70.41,131.23,57.68,191.63,71.89, ,59.80,152.04,117.97,130.58,249.81,178.79,213.34,73.32,269.79,20.91,123.32,235.54,84.12,6.32, ,8.47,18.53,177.17,90.81,212.93,149.51,222.14,150.06,163.42,255.79,180.90, ,207.34,154.35,182.48,258.44,169.14,159.75,160.74,232.78,155.03,209.95,198.27,241.82,163.46,140.06,282.72,119.45,195.78,181.53,134.46,219.47,123.55,145.58,21.32,44.72,54.49,268.11,254.71,137.03,11.75,197.97,177.24,184.53,291.21, ,125.68,70.73,29.59,274.86,171.27,58.59,107.71,15.73, ,225.66,86.16,174.59,231.87, ,116.40,292.76,276.11,88.52,247.72,196.79,131.98,275.80,115.68,203.84,143.99,57.06,257.97,216.08,226.33, 
42.74,236.41,68.87, ,115.71,131.83,225.16,80.56,154.39,284.48,27.64,230.05,169.95, ,86.04,5.49,73.77,146.71,273.43,65.04,31.29,118.99, ,82.80,193.74,20.59,295.42,6.68, ,176.63,212.08,243.61,16.62,265.79,27.58,78.91,226.38,160.24,153.99,128.17,46.76, ,224.98,47.15,286.26,108.29,92.15,43.36,87.58,275.51,88.33,29.82,141.12,41.20,294.02,14.67,240.98,271.29,140.82,97.61,198.51,226.83,276.85,0.37,30.95,15.34,190.61,0.24,185.19, ,179.21,232.89,176.62, ,42.57,141.29,280.82,46.07,30.45,177.85,87.35,6.69,28.08,147.86,229.03,69.75,212.25,80.14,182.02,186.67,246.80,64.77,67.75,135.27,133.77, ,221.12,135.71,250.00,171.67,262.03,48.06,116.96,189.42,235.47,67.44,229.27, ,156.90
35.67,261.35,5.29,90.56, ,114.37, ,286.04,221.10,203.58,7.71,219.80, ,202.27,52.56,51.33,288.44,13.06,175.82,285.90,273.07,192.25,90.32,73.48,72.43,149.41,271.95,22.61,298.94,116.37,56.43,28.89,82.17,25.49,224.46,224.17,224.50,284.97,267.75,260.65,22.69,142.99,216.50,155.07,90.48,266.93,139.13,191.80,37.77, , ,228.68,159.75,219.89,168.00,203.17,227.81,238.71, ,155.21,75.56,26.88,37.58,186.13,65.60,71.17,286.71,211.56,193.15,10.06,232.73, , ,125.50,0.09,87.39,132.70,225.94,209.94,33.39,296.92,203.50,81.86,101.49,280.38,58.16,32.50,188.13,52.27,140.43,209.94,207.66,90.76,202.23, ,235.62,94.05,0.28,116.46,263.63,170.87,168.05,290.76,49.45,211.21,104.73,273.03,171.24,123.31
217.91,101.98, , ,188.13,58.18,111.57,114.48, ,282.52,270.84,193.21,52.67,39.87,229.33,187.50, , ,162.92,294.33,240.57,204.57,248.55,273.22,23.64,250.44,99.43,147.62,156.42,248.95,216.55,268.72,123.30, ,286.22,290.72,124.79,207.24,129.64, ,100.01,215.34,146.20,271.73,7.42, ,256.37,110.68,293.17,257.94,211.12,41.85,246.83,82.93, ,212.58, ,12.59,28.08,256.71,34.77,50.27,144.66,187.37,141.28,170.06,38.16,43.39,283.02, ,65.95,99.73, ,212.48,225.25,54.15,283.41,132.49,251.84,40.32,232.49,19.75,280.83,183.72,137.92,14.43,232.69,184.31,273.45,202.33,37.34,80.65,45.40,54.44,190.29,136.45,276.36,225.32,214.11,281.41,275.78, ,208.46,20.92,128.00,22.01,155.05, ,175.80
20.47,21.13,25.01,33.53,13.78,258.56, ,239.97, ,235.81,252.13,137.44, ,255.14,245.04,72.30,285.99,72.86,117.32,241.24,17.14,288.68,201.17,43.88,196.47,76.95,39.66, ,111.47,105.57,30.70,277.58,201.74,155.93, ,139.55,166.00,1.81,132.69,71.24,44.11,264.10,280.71,288.36,115.23,236.71,104.72, ,187.79,71.88,172.16,183.28,128.98,233.18,172.66,54.91,180.27,13.32, ,17.08,134.47,63.71,152.83,223.63,56.22,222.80,149.98,283.22,14.76,14.53,195.85,53.33,30.95,258.39,79.29,21.97,107.79,284.94,254.11,111.55,186.40,110.27,220.13,117.73,116.69,233.31,282.94,257.62,62.60,46.18,191.49,55.66,153.84,259.90,249.18,118.27,105.79,171.96,22.05,260.80,121.95,151.29, ,108.90,243.37,164.97,216.40,140.92,86.96
 ,194.91,247.02,266.27,241.73, ,263.77,39.54,249.88,253.80,114.42,173.57,87.62, ,4.02,283.97,58.63,95.28,296.18,266.73,95.12,100.68, ,228.61,274.74, ,228.54, ,291.24,19.24, ,162.29,117.04, ,175.67,97.86,7.93,95.94,235.29,71.07,176.63,22.53, ,169.57,111.41,71.14,150.27,63.61,232.88,158.82,56.32,33.32,178.50,281.49, ,285.88, ,162.51,240.44,97.79,93.78,241.04,127.44,14.92,103.87,71.70,183.26, ,216.59,11.75,295.05,198.85,80.58,143.44,57.20,98.00, ,7.20,116.01,199.56,25.69,78.74,266.12,225.42,178.59,111.12,234.03,167.51,52.34,58.40,41.47,150.55,166.81,16.94,292.39,113.75,219.93,115.48, ,40.89,33.08,96.54,213.90,169.25,120.62,187.27,194.99,23.72,269.80
120.62, ,37.11,191.95, ,7.42,113.36,128.50,28.19,148.18,293.32, ,113.94,258.24,65.94, ,169.62,192.30,283.64,27.35,258.11,8.87,127.47,13.85,268.66,181.01,284.14,134.27,288.28,13.34, ,74.57,240.79,178.53,89.23,258.37,202.80,148.10,70.24,182.19,238.98,207.22, ,81.55, ,69.83,276.82, ,51.39,207.26,209.97,246.20,96.66,57.46,233.53,109.66,107.99,142.83,43.09,240.60,88.74,194.47,180.90,250.52,271.14,89.27,296.07,35.77,120.91,132.15, ,241.81,127.02,101.12,120.77,99.85,88.51,139.88,184.83,23.07,50.72,206.39,176.92,267.60,62.77, ,117.21,43.60,206.89,176.62,242.05,165.98,264.90,27.34, ,106.92,171.87,241.38,89.46,20.13,87.95,117.89,200.10,233.35, ,54.63,170.78,28.62,184.14
206.67,30.97,18.40,133.29,32.87, ,151.18,22.55,14.57,128.88, ,62.24,142.83,42.50,113.55,50.37, ,257.04,95.60,227.56,51.75,219.96,69.09,194.97,10.27,232.08,124.22,201.39, ,18.26, ,131.81,177.09,192.74,38.66,52.60,175.42,69.81,67.65,166.53,230.53,172.16,15.95, ,217.34,245.99,67.87,67.41,249.80,88.72,235.57,136.53, ,240.88,47.86,110.48,271.14,91.18,203.62,139.69, ,150.56,260.08,55.21, ,5.01,203.11, ,280.17,61.74,166.35, ,174.87,194.89, ,286.07,88.44,129.01,117.68,107.45,197.99,105.25,167.68,215.51, ,195.67,251.35,48.45,108.81,128.49,69.34,289.77,101.75,187.67, ,167.24,278.41, , ,77.63,113.30,21.12,188.81,254.26,251.66,125.93,67.44,244.31,119.41
182.50,190.65,103.04,143.36,123.13,165.10,104.67,193.89,281.30,29.00, ,280.66,225.75,241.94, ,22.69,102.92,77.18,14.40,51.47,261.66,197.93,75.35,105.16,128.40,51.94,22.03,138.05,77.50,138.47,93.63,7.67,66.36,190.13,265.06, ,226.73,136.44, ,139.05, , ,245.11,124.84,64.49,163.67,256.57,274.86,163.31,246.75,67.38,10.42, ,248.93,194.67,12.66,224.41,247.02,116.43,16.69,224.24,247.24, ,249.39,286.34,23.62,42.38,69.96,123.45,1.73,43.11,95.28,11.51,76.35,83.02,220.05,160.35,113.84,135.77,267.66,175.94, ,218.32,125.14,205.73, ,288.35,59.94,146.01,50.23, ,133.25,194.86,18.82,113.69,230.25,213.04,52.87, , ,286.60,242.31,206.26,180.68,275.10,68.96,14.54,21.36,149.79
147.65,10.71,114.00,138.26,293.32,231.36,162.31,33.54,110.29,19.77,162.75,255.29,41.42,223.02,117.62,279.00, ,289.71,55.42,64.86,224.00,13.82,118.29, ,222.91, ,242.69,160.95,288.33,278.97,15.67,75.79,20.75,29.91,267.66,241.14, ,165.14,181.61,106.80,248.40,155.46,272.40,107.56,176.84,188.93, ,230.68, , , ,34.29,219.50,203.05,287.41,240.53,258.19,282.40,77.04,153.20,26.37, ,203.21,148.31,76.86, ,81.23,200.84,292.33,235.14,72.37,263.57,91.56,60.22,128.35,211.82,186.68,242.32,141.39,294.38, , ,128.60,103.80, ,96.13,12.05,222.16,255.07,26.15,295.27,5.18,11.93,19.20,229.07,91.50,159.65,212.52,99.70,36.83,250.82,278.93,124.46,197.46, ,223.62,131.40,261.55, 
248.29, ,177.36,77.26,8.05,122.25,148.05,277.90,246.97,256.12,235.32,107.30,293.34,271.22,54.64, ,90.29,71.78,58.43,153.31,228.22,90.40,49.72,147.20,33.52, ,243.36,140.25,208.24,81.58,258.32,112.23,226.51, ,2.56,38.94, ,267.16,110.29,107.27,283.66,230.36,117.22,135.11,224.39, ,5.96,49.38,35.04,68.69,215.12,80.07,227.13,221.22,210.24,91.94,41.35,37.45,43.34,118.18,135.56,91.86, , ,283.70,237.60,147.72,123.64,106.78,27.75,35.45,85.69,45.08,53.51,110.12,293.70,97.67,89.83,270.78,30.77,293.55,6.87,121.08,69.06,181.28,255.86,34.81, ,79.89,97.62,278.71,156.13,292.15,296.85,256.17,212.44, ,180.80,5.84, ,74.91,229.31,185.60,206.54,190.14,95.74, ,74.45,4.99
174.39,278.32,246.55,268.51,13.92,74.73,151.19,94.67,52.06,266.53,172.93,88.23,289.42, ,63.87,13.21,132.63,23.66,250.13,157.21,186.92,182.07,157.72,1.35,56.88,205.17,140.67,43.20,88.26,8.26,77.43,197.47,25.05,98.76,94.14,82.52,262.49, ,120.21,189.08,26.29,264.03,297.49,24.46,151.14,5.79,221.08,200.75,52.30,229.90,216.02,110.01,148.36,84.82,44.01,27.43,130.72,51.56,54.34,125.75,219.67,208.75,158.79,271.88,231.39, ,147.41, ,44.49,123.17,204.58,103.21,237.48,223.46,62.15,65.06,183.28,19.43,125.48,201.53,89.31, ,27.88,86.79,24.82,199.64,227.37, ,159.37,191.28,293.34,60.63,141.33,43.13, ,168.61,237.48,128.30,265.11,50.73,232.65, ,132.29,2.06, ,161.43,78.31,196.74, 
255.14,248.81,33.83,166.88,222.23,201.12,97.96,43.35,289.95,224.55,48.59,21.34,88.04,13.93,121.49,37.20, ,286.00,252.57,241.78,192.98,226.51,172.58,228.95,273.76,246.98,96.45,117.34,261.63,45.99,163.58,31.12, ,17.13,262.96,256.90,180.85,214.86,204.10,295.41,172.43,173.51,139.71,85.77,8.73,217.77,291.45,33.78,19.82, ,282.78,203.69,219.63,185.99,139.31,281.50,257.08,239.35,164.47,11.28,295.18,254.00,130.60,31.61,283.25,9.06,121.29,237.17,147.95,27.02,207.81,53.10,33.27,90.40,278.91, , ,240.83,271.93,151.41,133.70,86.05,100.69,55.51,248.26,161.01,190.73,283.79, ,17.06,24.11,215.20,148.76,66.63, ,138.07,164.75,22.80, ,123.50,170.04, ,73.51,81.67,91.19,208.06,82.52,49.02,59.55
146.07,241.44,110.06,70.95,51.28,225.61,217.26,35.86,190.14, ,271.82,192.17,281.66,119.79, ,117.10,140.91,134.40,145.97,161.86,219.27, ,144.88,227.94,114.82, ,224.18,90.58,299.71,279.43,247.65,182.88, ,23.79,125.39,173.89,268.00,289.12, ,134.00,29.44,74.92,181.39,143.52, ,143.23,276.31,47.48,242.89,72.75,140.14,72.82,267.99,104.84,221.96,91.10,235.77,256.98, , , ,7.08,258.50,229.25, ,11.00,266.62, ,106.76,0.91,249.87,225.61,263.69,298.08, ,151.81,39.47,58.80,194.00,113.25,241.00,155.31,93.18,35.74, ,17.62,49.46,63.92,174.48,107.02,173.36,24.36,214.20,34.88,105.28,182.19,287.63,261.51,107.14,275.36,12.12,150.60,260.48,36.65,242.12, ,115.48,31.88,232.61
126.45,48.44,183.74,160.70,116.15,4.84,75.69,211.70,283.86,29.15,9.93,140.50,171.63,172.01, ,104.62,173.99,195.11,289.92,207.77,165.90,192.46,83.79, ,152.46,250.47, , ,45.73,114.00,4.42,120.85,90.64,225.96,162.62,186.73,180.80,78.28, ,143.76,292.53,125.15,71.42,210.04,52.49,145.82, ,131.84,14.88,58.22,119.30,213.87,133.22,80.39,283.57,55.26,39.73,81.41,247.63,251.87,140.68, ,110.52,257.11, ,179.60,129.00,180.29,4.93,137.54,225.00,132.51,77.38,156.47,214.06,246.97,83.55,76.30,198.17,165.93,137.73,58.84,44.43,9.60,252.63,134.67,268.25,157.88,139.42,204.42,118.45,219.41,239.04,110.81, ,276.74,83.01,295.46,66.70,59.33,187.21,250.72,174.72,222.72,57.32, ,110.80,276.16, 
215.21,68.32,271.20,289.04,67.34,103.95,219.08,250.09,69.75,171.13,118.72,164.82,30.92,286.83,265.75,43.94,42.96,233.38,157.32,68.38,206.92,58.69,35.61,232.30,209.60,49.84,197.29,204.35,204.25,14.64,208.22,50.96,170.84,265.35,206.77,252.82,206.06,239.70, ,172.00,229.90,96.87,172.71,162.57,215.79,115.56,261.97,136.76,44.99,178.51,27.88,25.97,118.30,81.26,57.78,107.00, ,203.87,101.40, ,202.32, ,17.89,124.17,53.75,237.03,215.83,202.74, ,44.30,73.64,6.35,78.83,119.09, ,64.97,232.64,11.25,35.62,280.83,221.17,197.11,209.44,168.38, ,204.54,187.40,282.05,109.59,7.10, ,24.32,177.32, ,188.57,202.69,1.62,138.87,259.59,245.65,165.46, , ,214.31,48.18,94.71,257.25,86.45, 
80.09,83.09,91.54,149.85,105.51,148.12,171.92,87.36,10.66,258.02,59.50,128.84,253.69,213.12,73.06,181.63,141.74,100.32,68.61,242.54,162.51,15.83,235.86,278.89,248.37,27.18, ,156.02,49.59,176.84,215.69,286.73,257.35,169.16,20.07,133.18,281.84,210.02,159.70,295.16,261.57,133.39,27.97,233.16,132.04,182.66,225.61,116.56,120.84,73.61,105.05,35.10,130.63, ,290.33,98.31,219.90,229.93,58.34,122.50,51.38,18.56,158.12,215.66,8.79,114.70,6.44,184.81,152.12,196.47,88.26,238.98, ,168.92,83.50,20.00,139.63,237.97,110.62,154.40,134.70,266.40,62.22,169.22,140.00,52.02, ,46.80,95.58,90.35,155.46,13.08, ,265.58,256.96,138.74,227.90,167.14,257.85,182.18,84.90,126.22,4.63,183.72,9.22, ,2.30,195.00,185.99
280.96, ,57.16,281.56,11.00,179.35,78.06,95.92, ,222.15,88.34,183.60,145.00,30.79,250.39,162.68,139.03,35.19,200.80,290.79,83.75,65.21,217.55,148.52,210.45,80.40,206.45,13.18,103.26,198.76,269.77,190.03,205.08,118.03,297.98,291.74, ,56.94,165.86,282.84,94.12,26.77,259.96,106.08,94.02,210.17,119.82,37.71,176.70,46.64,260.92,274.32,103.77,176.96,214.93,216.01,213.31,101.96, ,208.04,27.58,94.86,177.91,212.97,243.17,153.16,136.83,200.07,112.40,56.43,146.26,298.05, ,240.84,2.82,165.32,201.97,282.37,101.31,290.19,292.02,60.99,2.94,117.84, ,49.17,264.06,155.08, ,284.63,8.01,77.33,174.96,96.74,56.52,206.18,105.88,212.82,115.97,236.49,98.16,282.97,82.57,192.09,229.14,247.62,164.17,110.48,4.26
196.45,105.27,107.49,0.83,78.02,236.07,50.60,133.03,71.24,211.98,260.27, ,207.89, , ,188.75,237.10,239.80,201.23,105.37,43.25,190.39,61.76,210.65,37.93,167.23, ,130.57,297.31,121.69,274.83,264.32,291.64, ,289.52,0.40,73.89,220.58,203.69, ,114.34,207.13,245.56,214.76,74.46,46.74,287.66,250.68, ,242.32,297.72, ,298.11,47.68,247.31, ,229.64,59.79,88.28,253.53,33.12,23.40,76.39,232.85, ,184.83,112.55,135.43,170.88,71.12,175.30,230.52,248.08,180.54,199.96,209.57,32.00, ,277.20, ,210.05,262.07,251.30,291.98,119.02,220.27,81.41, ,11.94,156.65,96.85,23.58,22.27,127.74,44.78,277.12, ,90.71,109.87,173.32,128.74,264.70,182.49,144.57,58.05,247.72,157.73,205.24,82.69
81.21,122.50,21.31,201.14, ,11.01,231.14,282.76, , , ,123.67,197.05,237.22,63.39,205.20,48.42,46.35,32.08,15.79,127.96,165.41,227.94,116.93,2.18,118.34,146.40,210.27,123.74,188.22,242.44,155.75,81.31,120.50,70.94,166.79,53.21,84.69,51.62,21.94,242.04,87.74,82.30,131.88,145.51,93.16, ,248.92,194.84,199.32,221.96, , , ,207.22, , ,107.18,12.65,232.18,137.65,98.41,220.52,289.63,31.86,262.60,297.99,10.00,35.59,181.25,134.42,62.02, , ,296.29,218.43,160.35,242.95,25.61,202.67,177.16,118.40,45.21, ,55.21,288.98,3.87,235.23,207.46,139.65, ,199.61,64.37,51.17, ,76.78,221.38,47.96,210.42,201.13,141.11,149.43,57.16, ,292.39,182.98,85.30,267.90,254.74
44.87,39.59,82.69,284.97,258.35,85.13,42.02,287.18,261.38,55.52,92.79,60.32,179.90,235.43,130.53,180.07,196.08,238.99, ,223.95,88.40,238.61,106.86,221.65,11.93,160.74,131.72,186.94,88.55,42.92,163.09,116.43,129.18,277.48,166.15,261.44,266.27,189.02,250.61,178.36,149.59, ,281.31,276.09,36.30,131.73,171.74,89.09,194.01,187.72,291.33,263.40,55.43, ,128.56,245.57,76.60,46.02,76.47,141.84,30.08,297.00,22.23,91.83,255.84,120.18, ,209.34,154.22,84.65,93.32, ,100.24,29.85,141.05,140.04,271.60, ,268.61,155.60,264.69,286.27, ,244.07,117.59,244.25,249.92,175.68,168.06,123.94,122.18, ,262.22,275.84,81.25,5.19,274.88,24.93,151.58,205.23,50.78,185.86,20.43,8.81,287.29, ,185.20,257.98,69.13
165.28,287.11,206.67,84.60,248.89, ,182.08,269.73,21.49,65.99, ,74.80,262.13,203.98,166.44,36.77,67.82,137.05, ,43.72,96.36, ,142.12,109.87,218.12,114.60,108.71, ,183.51,10.67,271.47, ,133.43,45.06,96.81,256.18,225.82,204.94,162.86,94.47,140.17,15.45,86.30, ,134.84,178.78,250.72,3.52, ,198.29,184.93,287.36,103.67,76.19,59.27,55.67,211.79,166.32,150.60,51.40,87.46,140.65,9.79,236.50,274.58,175.25,129.88,0.63, ,76.82,135.07,297.83,227.66,155.13,44.27,206.30,195.21,146.80,275.17,64.69,112.29,220.41,29.35,272.43,158.83,205.07,65.12,282.70, , ,147.68,245.58, ,140.79,293.78,294.53,33.67,243.77,260.11,262.49,188.00,201.96,130.47,2.37,178.56,129.95,142.82,261.96,117.77
216.15,71.73,243.04,250.37,38.53,102.39,253.61,226.43,227.64,51.42,90.28,225.15,246.37,191.01, ,8.78,180.92,82.81,63.37,41.96,226.74,52.57,206.04,154.20,270.60, ,200.61,43.01,221.61,193.73,197.71, ,208.79,241.73,131.00,179.81,255.29,125.40,34.32,50.82,93.05,99.62,222.03,249.09,22.61, , ,136.17,256.63,139.42,36.57,203.46,143.38,22.93,166.60,0.22,245.77,238.85,299.34,146.39,208.66, ,150.17,23.07,260.86,89.60,104.60,62.67, ,221.41,172.18,101.16,5.44,265.67,92.32,105.16,213.44,107.71,164.00,123.40,72.80,203.78,296.04,294.69,167.20,60.93,4.12,211.79,209.01, ,1.33,59.01,55.91,47.75,236.83,279.64,232.50,254.78,167.11,159.20,85.77,245.06,79.42, ,88.98, ,42.82,56.87,257.53
174.66,269.03, ,248.67,97.48,117.27, ,35.85,171.00,196.49,246.78,223.20, ,239.36,107.70,254.99,214.39,84.19,36.81,84.65,58.17,105.23,144.12,211.29,263.09,161.81,279.69,2.34,202.60,161.53,198.56,219.84,184.30,32.62,199.70,206.59,299.40,133.31,103.91,108.83,77.51,146.14,108.35,20.61,90.19,21.25,298.67,101.70,245.11,104.08,251.58,102.68,22.48,94.49,280.59,193.39,173.96,115.30,188.01,293.26,18.05,266.96,255.61, ,200.72,3.76,154.54, , ,36.91,200.01,64.81,56.69,277.29,238.21,284.23,252.86, ,267.38, ,222.99,8.57,201.00,169.24,26.76,161.06,101.68,226.98,164.40,289.40, , ,101.30,1.73,26.53,21.54,202.78,253.96,68.23,223.69,210.51,254.94,14.12,132.64,223.10,224.76,138.74,140.11,68.74
