Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104
199.93,171.23,22.80,226.59,271.33, ,87.98,244.98,286.16,291.19,29.87,267.97,266.61,274.95,199.81,180.59,267.89,248.36,28.36,182.87,234.13,293.07, ,238.04,299.50,1.91,90.74,206.57,78.38,249.22,55.17,31.08,285.07,80.66,64.99,124.22,277.60,76.94, ,14.98,39.71,12.34,166.59,184.88,202.48, ,52.97,107.26,227.72, ,8.38, ,51.85,269.54,184.78,29.16,61.46, ,137.31,243.02,176.02,144.76,168.15,131.47,42.11,191.29,36.20, ,221.86,26.03,280.97, ,10.13,299.33, ,136.64,43.55,277.65,285.29, ,220.13,3.17,103.15,96.67,94.13,61.22,290.83,26.63, ,36.76, ,86.47,26.45,181.54,165.75,152.27,92.59,109.54,34.64,290.22, , ,96.11,130.00
65.88,288.59, ,26.05,279.85,172.64,45.57,33.70, ,255.61,264.29,286.91, ,277.12,29.90,226.35,191.47,209.05,1.87,241.48,11.60,191.95, ,237.52,122.99,115.75,227.23,143.76,78.97,191.25,151.52,135.55,144.19,203.73,150.71,133.77,80.75,70.58,144.40,188.85,44.19,46.00,84.64,185.54,11.38,72.81,29.51,157.58, ,61.31,207.90,199.76,211.20,157.11,99.26,65.04,209.40,112.66,154.28,66.35,13.80,90.69,172.66,34.27,56.23, ,264.12,12.11,137.23,207.76,66.24,78.46,282.37,245.55,2.37,229.53,261.77,110.94,245.35, ,291.71,268.31,130.34,116.18,31.57,88.74,149.40,123.44,144.08,227.85,273.90,236.79,137.59,105.10,254.82, ,246.53,117.10,211.62,166.78,43.01,181.35,99.33,211.44
187.14,9.48,156.88, ,151.03,140.67, ,95.49,147.73, ,264.83,164.11, ,256.72,209.34,107.27,181.13,90.31,201.68,262.68,285.08,209.59,234.55,6.92,36.92,72.07,119.48,153.52,124.10,115.03, ,222.30,129.45, , ,142.68,160.40,217.31,110.82,188.82,232.19,13.45,290.93,206.32,156.38,279.72,117.10,214.95,55.30,280.40,242.12,119.95,24.31,56.79,262.54,111.66,164.47,281.57,127.97,11.02,189.96,250.98, ,165.93,59.21,26.84,152.44,66.90,174.23,11.75,66.69,121.01,121.83,242.99,74.09,288.25, ,278.99,27.89,175.35,42.12,101.18,238.12,55.96,125.32,204.83,226.81,255.69,284.02,131.23,275.91,249.50,282.95,43.78,211.40,85.19,4.81,242.58,137.46,135.99,158.66,97.46,203.01,273.70
254.97,148.28,67.05,265.23,26.28,60.85,228.14, ,232.95,133.78,169.87,11.86,290.97,230.12,255.69,50.15,238.25,291.00,222.13,134.37,115.07,32.98, ,179.02,4.47,77.73,81.30,192.20,201.02,144.08,200.57,27.61,65.61,34.30,104.82,69.10, ,212.48,290.90,288.95,288.47,12.58,281.67,61.00,123.65,39.70,206.45, ,249.74,11.41,167.40,107.13,193.17,148.98,36.18, ,271.04,192.43,290.25,206.24,69.73,57.13, ,263.58, ,213.33,271.12,76.56,4.50,280.52,162.04,85.96,275.68,116.47,40.61,42.21,157.98,276.74,221.38,178.69,67.45, ,38.57,183.59, ,196.64, ,58.68,129.62, ,186.62,233.85,276.91,174.09,88.01,50.00,258.56,207.26,20.72,64.57,197.88,4.00,296.92, 
86.97,206.91,63.91,86.55, ,62.61,188.89,16.05,160.01,167.58, ,188.30, ,198.41,255.68,73.96,250.06,39.57, , ,191.25,278.83,265.18,47.62,192.06,92.96,38.29,119.34,148.85,104.10, ,59.78,254.31,199.72,51.95,15.55,218.32, ,100.72,264.50, ,156.57,138.95,250.30,27.98,248.34,93.30,109.23,245.25,165.46, ,217.41,260.57,90.36,84.69,79.21, ,125.20,251.43,114.40,63.65,190.93,71.26,7.59,137.32,244.04,97.81,220.19,149.62,60.21,166.51,116.12,290.70, ,242.13,235.86,269.12,34.78,149.50,288.69,156.33,274.04,39.34,79.29,12.71,69.39,27.63,165.74,11.37,64.80,12.53,97.35,78.89,262.76,151.14,258.39,192.98,166.58,95.52,241.50,106.99,157.85,31.55,77.95
130.66,296.42,143.40,124.84,225.90,150.69,39.05,84.51, ,251.09,137.04,105.84,3.95,103.11,148.27,216.52,257.36,187.62,202.67,225.40,207.29,275.65,52.04,68.84,126.26,148.41,216.89,208.57,70.97,59.40,138.39, ,95.75,298.05,237.85, ,62.81,134.70,171.05,123.20,170.82,259.81, ,176.70,121.33,44.44,156.94,271.39,74.11,168.04,263.45, ,85.15,238.32,207.15,106.60,49.26,279.82, ,192.58,270.12,283.31,146.91,278.24,273.10,185.45,124.50,247.02,234.05,114.42,22.86,260.51,273.04,33.03,234.57,167.89,239.52,219.25,291.44,204.74,249.84,105.68, ,52.70,173.13,64.86,191.27,287.54,261.69,277.52,160.03,111.69,142.66,283.98,254.33,133.84,131.30,24.56, ,77.26,36.24,220.95,136.94,50.81
171.28,58.95,136.31, ,201.04,189.66,33.85,66.48,62.86,91.71,103.43,164.67,291.05,180.46,247.29,105.14,261.33,87.67,217.73,3.19,154.52,3.78,36.83,56.05, ,147.76,71.47,51.77,93.63,211.44,109.40,253.09,262.83,225.78, ,275.54,70.99,235.27,18.43,145.03,71.78,222.24,184.54,10.65,118.44,126.97,282.15,219.48,91.29,46.04,206.21,172.95,151.65,51.97,80.32,244.56,10.06,110.98,191.62,110.12,294.38,276.45,65.55,96.80,149.91,287.36,164.43, ,16.08,85.28,48.86,130.72,292.33,11.95,189.13,297.06,127.96,175.65,299.70,201.30,221.49,143.90,208.57,10.92,272.76,110.82,78.47,222.59,239.05,257.74,68.12,27.38,188.94,0.58,274.60,45.17,246.03,173.69, ,184.61,166.05, ,187.68,131.61
130.09,44.81,198.85,42.61,9.02,129.26,120.19,211.49,299.95, ,173.64,247.72, ,113.78,281.45,98.35, ,228.44, ,16.26,269.48,8.81,290.43,288.10,241.93, ,241.88,30.41,69.22,173.78,91.91,142.03,11.20,205.09,138.82,255.91,31.10,230.20,5.22,297.70,10.20,91.81,254.40,67.60,100.35, ,192.26,26.24,165.43,190.71, ,252.34,41.54,75.77,293.05,40.02,196.82,188.05,2.30,110.85,166.07,11.27,103.46, ,89.09,57.85,136.01,232.14,219.54,272.76,208.64,231.31,250.57,87.45,283.83,50.04,95.97,65.00,64.70,222.76,261.43,133.59,158.61,294.44,281.32,269.44,20.95,89.37, ,176.81,166.11,260.75, ,221.99,48.92,215.33, ,176.76,274.07,110.89,268.65,21.12,158.48,256.80
0.46,241.52,139.02,283.98,27.47,21.76, ,8.46,207.26,104.39,123.00,270.43,47.25,183.93,17.95,239.89,95.48,18.71,7.22, ,107.00,143.39,166.10,137.22,286.24,198.12,109.16,116.22, ,275.69,7.06,250.91,70.83,115.16,19.13,215.88,229.38,119.26,235.79,195.36, ,181.51,30.26,204.37, ,228.34,118.53,115.81,182.36,115.83,276.17,119.90,110.83,261.74,107.41,128.32,227.04,184.28, ,174.95,189.54, ,11.71,222.81,25.55,14.15,102.68,276.34,182.38,271.85, ,79.26, ,82.03,158.38,123.37,141.26,90.98,169.83,234.96,230.20, ,244.35, ,234.68,223.07,165.40,261.17,274.19,28.23,271.49,22.53,88.05,277.29,142.64,281.73,239.76,38.12,156.29,138.06,218.24,208.02,256.05,266.29
 ,294.51,143.48,9.00,269.17,215.63, ,62.75,93.04,41.86,140.08,271.17,289.11,39.27,273.05, ,239.34,238.32,212.03,114.98,20.14,93.81,232.35,298.51, ,1.03,33.45,2.30,119.25,194.04,188.54,153.84,106.43,193.18,291.43,155.27,295.11,6.26,171.77,229.39,17.80,38.20,71.52,55.87,31.91, ,220.45,203.12,223.43,68.50,273.95,118.98,38.58,192.66,230.17,198.85,25.97,202.42, ,242.92,91.56,83.01,195.28,43.97,123.43,139.09,0.45,206.14,221.15,79.51,194.70,89.46,113.66, ,190.88, ,23.98,179.09,51.91,6.99, ,130.42,284.05,122.82,123.71,87.77, ,278.38,176.86,41.86,286.56,181.39,207.46, ,86.55,69.05,19.34,5.87,287.30,67.33,156.55,119.79,279.28,222.71
85.82,4.09,277.11,257.73,214.75,100.32,175.46,162.21,34.30,44.56,158.02,131.73,2.94,258.89,160.48,244.44,172.14,22.64,255.82,232.44, ,32.76,18.93,34.09,236.43,258.29,60.20,89.76,73.12,33.66,201.76,299.79,87.40,170.70,204.14,169.09,294.53,246.59,103.97,227.18,182.87, ,243.07,88.19,28.78,51.50,31.22,83.91,54.16,49.98,236.37,159.90, ,61.75,209.03,238.37,206.12,21.69,64.30,292.75,6.13,133.63,153.44,174.16,154.54,82.70,142.76,5.26,179.32,111.53,232.73,224.57, , ,43.40,223.60,17.57, ,151.20, ,251.59,44.53,100.53,251.49,110.98, ,290.30,208.66,256.47,3.22, ,249.48, ,173.08,82.70,33.24, ,45.04,16.93,291.63,216.80,60.75,199.85,18.07
66.55, ,25.11, ,154.81,114.12,222.51,2.63,22.23,148.11,122.03,156.84,282.51,56.77,101.41,201.15,180.22,216.21,292.81,35.69,65.59,67.55,138.80,13.42,6.72,228.31,26.58,242.40,158.78,52.35,255.80,79.68,221.19, ,214.00,232.01,77.64, ,65.74,199.35,81.65,240.70,34.81, ,277.21,253.89,28.72,232.18,293.76,203.40,264.52,1.69,179.01,278.34, ,198.96,224.24, ,164.94,148.40,85.67,108.59,102.00,253.64, , ,102.38,237.04,140.30,263.42,18.06,27.50,140.73, ,121.34,252.30,197.01,197.58,193.11, ,30.41, ,149.92,261.18, ,28.08,13.95,32.45, ,59.94,74.00,282.51,43.58,7.24,19.34, ,212.44,87.85,32.76, ,170.93,265.59,235.92,260.10
11.16,160.69,187.25, , ,130.02,104.58, , ,42.09,36.36,101.33,216.82,71.97,255.82,33.91,16.27,119.16,286.12, ,173.37,164.61,44.56,147.72,24.52,223.92,8.00,139.32,24.81,59.18,143.12,146.47,113.01, ,140.44,133.87,299.96,103.59,92.98,190.82,102.38,198.73,170.45,279.69, ,166.99,144.08,13.57,44.97,131.02,267.02,32.86,257.56,9.60, ,87.46,149.06,53.93,30.21,54.50,82.04,176.89,230.10,12.45, , ,51.66,106.05,163.82,266.82,21.66,119.36,158.96,298.96,16.21,137.28,39.06,156.73,218.19,102.95,7.47, ,59.12,175.71,29.69,35.21,209.43,94.14,161.65,17.50,78.77,211.83,85.74,6.20,49.34,104.64,100.49,49.64,5.42,227.99,113.13,9.89,265.89,41.10
 ,58.61,245.36,113.92,191.01,101.03,294.40,297.34,294.55,24.02,142.30,82.16,62.50,187.31,11.25,126.16,157.94,40.88,290.05,198.13,99.85, ,94.25,71.10,187.77,92.64,50.29,124.10,104.52,115.01,180.70,15.75,264.29,60.36,190.57,265.71,15.01,145.39,158.10,177.88,124.48,87.82,12.55,102.48,81.36,6.65, ,22.40,288.12,41.90,113.48,21.42,272.07, ,81.32,247.00,190.28,229.73, ,242.28, ,59.35,266.22,233.43,88.41,278.19,256.87,124.81, ,9.92,41.62,267.32,287.44,76.30,156.26, ,98.54, ,157.90,20.15,149.20,12.31,288.39,21.04, ,234.98,158.37,119.22,88.29, ,14.82,245.17,135.95,269.62, ,127.52,24.43,145.34,63.74,23.03,230.56,235.83,122.93,286.51
293.01,247.40,89.61,124.43,164.91,230.31,79.07,241.41, ,86.75,173.00,161.18,226.82, ,92.35,290.41,271.58,153.65,162.68,247.93,203.96,61.90,58.10,192.11, ,1.36,82.62,82.51, ,9.33,30.94,179.73,180.53,4.76, ,167.44,18.22,181.42,216.44,189.16,207.80,1.89,274.92,83.52,28.31,66.76, ,168.44,270.53,209.66, ,279.95,60.62,297.26, ,213.70,18.38,165.53,273.00,181.97,158.20, ,76.45,264.44,174.60,296.16,232.45,6.74,114.17,210.57,9.39,25.14,58.18,132.65, ,207.33,26.77,86.60,141.99,77.04,267.36,163.78,32.27,197.67,249.40,155.24,274.42,85.98,253.22,74.19,51.49,65.64,47.06,190.86,245.00,56.67,67.72,103.30,55.68,44.66,265.99,65.92,94.94, 
48.16,256.14,285.62,32.25,284.72,254.74, ,222.63,41.85,150.89,90.34,146.11,211.66, ,277.58, ,129.48,178.00, ,144.60,128.28,113.12,61.34,286.77,290.49,232.68,68.09,71.18,223.95, ,36.05,163.91,70.91,23.05,57.01,93.52,41.95,219.37,31.71,141.71,277.72,155.23,127.01,29.73,157.01,288.00,176.98,281.64,145.30,196.81, ,290.33, ,260.70,115.25,215.15,214.95,15.88,151.43,3.25,244.56,117.07,53.31,84.47,241.94,39.64,132.08,129.08,218.30, ,33.54,283.70,297.14,6.39, ,149.27,209.16,230.82,26.40,20.28,19.09,40.64,100.98,16.72,13.35,19.83,268.56,65.61,99.15,265.45,270.18,237.04,208.56,205.57,151.99,45.83, ,86.47,289.05,246.53,272.53,238.93,150.10,120.05
 ,62.24,6.55,189.34, ,97.90, ,32.86,43.18,134.51,165.15,220.30,10.84,96.87,78.33,42.48,271.36,259.35,226.27,66.01,209.49,213.50,95.11,284.36,25.05,69.55,183.19,14.53,129.25,86.41,262.70,26.85,280.55,267.66,252.10,22.42,11.45,182.51,182.28,244.85,285.74,97.53,4.25,62.96,223.45,41.09,278.27,120.22,54.14,165.63,121.56,167.82,123.96,239.57,217.21,213.58,198.82,71.88,123.16,36.57,284.22,232.78,145.59,221.31,140.89,205.96,274.98,95.46,124.12,105.18,219.45,244.28,29.86, ,153.03,57.90,135.23,132.42,281.14,19.03, , ,86.83,80.94,84.21,284.73,285.06,38.68,270.34, ,286.51,186.71, ,86.35,71.71,70.48,104.19,233.71,195.48,119.25,181.15, ,165.88,141.37
61.36,162.29,178.87,96.57,286.32,151.93, ,70.71,157.30,119.06, ,14.54,124.64, ,28.10,158.58, ,50.53,133.82,30.44,61.61,78.27,159.75,7.00,0.91,121.49,155.60,181.20,24.05,161.10,33.94,175.33,296.99,196.87,138.68,143.50,54.33,248.22,151.97,178.27,291.77,28.69,212.26,17.52, ,178.62,249.69,128.40,183.98,231.28,192.95,158.28,212.93,41.47, ,296.69,84.90,5.03,135.83,23.48,153.60,31.96,188.91,235.07, , ,154.61,182.28,275.99,226.13,16.99,288.06,58.40,2.13,186.55,280.73, ,134.33,23.27,38.16,176.07,45.14,116.09,47.68, , ,55.44,40.18,182.94,166.97,55.99,142.44,211.13,185.26,201.72,286.46,150.75, ,195.89,17.47,75.60,197.59,202.20,138.98
275.41,177.75,248.81,73.75,19.29,28.02,27.94,51.22,87.29,169.20,241.67,41.92,33.43, ,235.63,255.05,7.39,124.15,96.69,12.45,251.60,267.47,166.61,67.57,291.31,3.63,223.00,16.41,223.72, ,159.35,11.39,295.30,229.91,255.96,246.45, ,85.11,130.18,66.90,86.15,179.08,32.70,280.06,42.34,5.03,63.13,110.08,288.24,98.79,225.31,168.68, ,253.80,205.01,50.51,291.67,281.84,141.42, ,190.53,265.29, ,28.41,35.03,176.73,296.09,229.69,267.65,31.93,34.02,126.97,39.71,193.25,200.08,105.46,225.19, , ,156.67, ,191.69,185.98,148.67,125.77,252.61,137.70,210.20,1.02,114.34,187.99,19.74,241.35,147.85,208.19,29.73,277.85,16.06,117.50,148.79,270.50,119.45,275.45,182.83
24.39,96.13,133.06,135.03,97.19,247.48,251.47, ,229.32, ,93.15, ,241.94,20.14,78.86,18.79,11.16,132.90,91.40,141.39,180.31,4.46,163.27,114.66,178.70,39.12,137.13,113.27, ,133.41,93.52,141.19, ,136.46,281.23,80.22,135.12,38.41,123.71,149.42,42.16,282.35,91.74,136.53,198.56,38.42,244.72, , ,273.06,181.70, ,261.92, ,222.45,201.17,16.99,284.53,78.72, ,170.46,276.95,284.93,113.89,72.86, ,219.62,166.67, ,93.13, ,154.72,233.61, ,250.60,16.38,185.20,150.18,69.64,131.13,255.27,60.46,59.06,247.75,95.18,187.56,112.31,43.03,239.47,129.84,205.41,199.83,129.48,146.27, ,277.40,132.40,14.15,281.48,108.28,37.84,15.20,269.66,269.19
260.52,197.48,273.52, ,64.14,100.42,72.30,187.81,109.95, ,270.47,282.79,219.35,236.11,246.78, , ,273.42,284.08,66.72,214.60,21.74,217.57,160.08,119.96,5.06,226.20,21.90,54.29,229.63,175.79,196.17,92.38,47.52,40.48,34.06,231.39, ,148.96,202.95,107.91,49.14,15.23,60.00,78.97,153.85,177.03,265.54,122.64,55.94,175.60,233.16,101.57,173.55,276.91, ,84.83,43.74, ,68.42,104.97,184.17, ,61.20,182.30,111.72,125.56,193.02,243.97, ,232.94,47.85, ,42.45,139.29,117.60,154.61,125.02, ,83.84,245.89,101.05,184.64,141.07,11.49, ,35.20,72.37, ,282.21, ,276.89,110.62,65.57,95.02,267.22,274.43,225.60,287.02,231.99,82.17,116.98,266.87, 
39.24,135.09,290.88,298.34,270.14, ,235.37,292.58,167.57,88.56, ,75.59,246.35,116.45, ,35.43,150.24,79.91,23.64, ,183.16,262.19,192.54, ,80.39,291.26,23.77,41.12,155.41,284.48,191.85,34.54,98.95,115.83,119.67,280.22, ,79.92,175.94,71.81, ,128.57,0.81,35.69,190.47,117.33,227.58,233.23,236.46,146.90,211.03,191.77,12.01,271.18,90.35,91.46, ,220.04, ,72.38,39.25,237.62,137.81,165.76,127.31,103.22,154.52,240.78,205.51,260.69,272.44,120.32, ,116.82, ,114.13,163.35,19.18,9.96,266.16,228.03,277.95,67.69,45.51, ,251.01,139.45,233.70,248.02, ,64.84,113.31,37.87,32.35,77.62, ,43.78,142.06,195.99,204.94,218.82,207.22,174.67,297.53
237.15,105.97,10.39,46.94,125.39, ,182.43,264.02,145.00, ,282.25,111.83,106.51,100.60,200.47,60.39,83.64,143.55,231.17,277.13,43.30,1.70,284.95,229.03, ,111.09,230.16, ,117.36,162.40,9.39,193.22,260.87, ,104.42, ,258.36,276.60,246.12,266.66, ,195.69,29.13,32.41,195.93,76.65,26.56,200.99,187.83, ,164.69,154.72,36.58,174.76,114.73,291.48,51.96,277.08,101.82,96.85,179.80,137.76,287.56,272.38,20.19,127.29,281.24,216.03,95.10,31.00,211.67,291.22,95.17,28.07,252.17,258.10, ,95.86,73.49,175.75, ,118.90,133.27,259.79,117.97, ,148.97,51.77, ,15.40, ,43.47, ,168.39,8.39,217.57,27.81,87.51,94.19,156.07,6.55,276.76,170.75,273.49
 ,144.95,184.02,15.66,275.19,95.89,200.48,14.47,78.02,199.75,254.45,112.39,112.70,158.67,99.00,210.72,144.15,25.89,167.23,255.67,233.63,239.32,101.78,246.34,114.06,136.12,252.24,250.41,176.76,2.17,84.61, ,228.76,236.12,135.78,212.61,211.29,217.53,65.95,291.74,285.38,81.87,90.06,4.29,207.13,157.17,197.98,93.13,38.60,83.68,6.92,152.58,260.46,263.61,241.43,272.16, ,54.03,183.24,284.98, ,98.35,174.43,265.46,123.09,296.82,178.44,203.06,221.96,101.12, ,42.54, ,269.35,216.12,117.34,235.01,292.06,50.99,29.71,134.05,20.51,59.56,134.62,229.96,126.15, , ,73.62,178.18,17.18, ,134.51,228.02,86.88,41.08,291.10,87.42,78.04, ,276.99, ,206.95, 
238.03,8.30,134.71,54.62,280.79,286.40,275.65,162.50,17.57,228.14, ,72.03,121.59,130.14,141.55, ,133.77, ,142.07,170.33,41.39,9.35,8.60,64.67, ,1.71,63.33,77.77,1.87,88.21,61.05,118.90,246.70,73.25, ,60.02,123.30,174.86,190.43,217.61,168.55,256.80,228.40,248.98,188.52, ,165.86,245.95,39.08,237.43,174.97,172.35,155.47,202.47,164.18,205.74,254.48,76.08,299.21,74.68,151.24,177.47,195.53, , ,16.06,46.94,271.47,218.64,193.05,115.07,207.04,176.52,91.62,287.22,215.32,285.07,16.48, ,212.01, ,146.62,24.83, ,296.29,111.68,5.91,238.31,139.83, ,1.35,192.26,141.55,50.47,174.14,289.16,278.96,43.33,277.12,19.14,64.45,281.85,137.91,125.99
54.46,140.72,135.83,44.37, ,94.85,14.70,93.16,140.76,15.82, ,83.98,215.56,117.49,36.11,112.03,156.45,247.21,222.30,30.16,60.42,61.52,185.41,257.58, , ,173.73,71.24, ,286.80,133.41,142.25,296.23,245.26,251.57,85.03,272.59,95.03,113.23,28.72,217.04, ,242.89,131.08,18.06, ,124.19,185.12,69.23,270.80,44.08,256.93,256.97,180.81,72.83,11.45,30.60,288.17,171.37,262.32,66.57,186.42,89.74,157.20,252.90,173.46,50.36,126.08,59.91,59.32,0.94, ,31.54,222.45,170.62,125.11,37.54,242.54,24.18,85.50,266.98,56.61,263.85,90.04,246.91,30.50, ,101.27,129.43,236.38, ,207.35,27.25,51.75,173.19,283.87,259.08,172.19,214.81, ,4.84, ,101.78,229.23
238.98,29.09,179.55,10.64,138.62, , ,7.69,266.30,163.67,242.41,241.06,171.90,162.06,293.33,116.83,163.51,165.73,95.32,213.91,132.17, ,163.96,151.54,209.22,232.61, ,268.47,242.74,219.40,119.48,68.65,135.30,292.13,124.78, ,38.69,178.48,37.27,34.13,111.38,31.92,77.94, ,153.60,152.82,164.99,285.74,208.62,165.82,122.07, ,168.38,181.62,120.50,89.30,107.71,97.98, ,175.93,257.13,17.27,102.53,82.26,115.91,209.32,191.63,272.32,199.77,61.46, ,280.36,276.73,236.60,227.70,250.64, , ,202.05,82.70, ,170.97,21.48,181.95,111.69,92.95,155.87,258.09,134.78, ,222.85,29.41, ,280.04,250.28,237.38,42.91,229.23,221.92,294.18,163.83,258.13,117.32,111.20
91.96,69.42,168.82,76.06,111.92,54.70,16.31,260.83,13.77,273.11,140.77, ,4.60,297.69,190.47,72.58,203.64,35.29,187.37,26.36,147.24,261.44,98.78,170.27,267.29,131.11,201.09,242.53,171.54, ,62.00,239.64, ,258.19,205.85,98.49,52.31,14.67,155.17,267.27,271.45,85.76, ,286.85,80.08,72.48,59.60,72.20, ,162.36,27.75,257.44,225.53,233.59,103.00,24.02,165.80,155.31,269.76,180.47,169.06,124.93,293.91,136.33,150.37,265.36,70.89,236.13,67.91,208.44,222.98,268.85,288.52,115.52,41.34,8.81,175.13,175.82,81.01,174.37,38.19,108.76,131.81,263.72,42.35,234.81,287.75,208.15,90.12,257.50,88.62,259.18,82.43,82.53,95.50,232.80,47.89,166.40,168.93,115.80,74.84,91.91,84.65,63.35
