Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110,Col111,Col112,Col113,Col114,Col115,Col116,Col117
105.81,190.82,210.99, ,51.81,116.55,202.39,132.26,36.30,286.04,40.75,112.09,80.97,297.32,111.01,104.40,2.58,150.26,71.76,281.22,289.11,221.73, ,53.99,147.29,40.14,251.19,82.65,196.12,286.08,173.55,85.06,185.43,283.25, ,130.70, ,119.81,62.89,285.62,65.42,27.32,103.47,220.71,267.27,248.66,97.49,136.20,255.21,128.38,117.26,69.16,287.13,68.75,200.28,166.90, ,194.22,290.75,291.97,140.00,125.52,206.30,229.54,202.94,217.23,68.43,210.56,50.34,31.30,299.81, ,265.50, ,36.76,34.21,140.57,137.53,267.55,213.83,132.67,148.26,258.17,113.11,179.24,268.25, , ,296.22,233.56,92.54,232.90,299.04,0.95,39.57,180.39,165.59,70.17,62.97, ,176.08,109.77,165.32,3.32,16.54,66.94,26.92,218.62,36.30,154.61,31.65,53.26,288.69,55.21,129.30,233.07,280.61
44.90,63.16,279.31,282.60,65.42,83.50, ,119.80,17.80,7.78,45.93,129.59,48.04,241.56,65.19,112.20,291.83,171.20,237.44,22.66,16.32,67.18,195.37,276.48,179.65,54.07,277.08,37.83,15.78,156.71,226.32,189.01,227.04,258.21,11.11,148.16,13.05,27.79,102.32,121.59,288.53, ,265.61,245.37,75.10,147.44,151.09,45.09,43.39,27.45,116.42,56.02, ,271.36,229.80,175.90,55.65,227.05,130.04,208.56,61.47,268.21, ,84.55,53.66,67.95,35.80,89.43,28.21,63.18, ,136.86,91.99,240.18, ,70.22, ,190.99,197.59,284.44,243.75,235.66,15.02, ,199.39,199.32, ,262.50,257.59,203.20,291.86, ,147.56,74.03,104.60,109.41,125.35,207.55,227.06,87.45,86.74,50.02,214.44, ,41.89,47.90,274.19,88.48,187.33,116.84,106.70, ,70.50,199.96,155.54,257.30,70.85
229.83,30.08,87.89,186.16,26.54,286.69,219.74,253.63,146.34,28.53, , ,187.21, ,42.75,34.38, , ,215.58,108.50,267.96,246.01,113.67, ,179.97,296.65,218.83,186.39,247.09,46.40,9.04,177.06,157.87, ,236.28,236.62,138.23,131.91,185.04,161.49, ,158.48,259.15,291.83,24.67,293.27,73.23,194.55,299.68,113.10,288.70,292.86,29.70,165.40,82.48,275.42,236.53,83.51,211.22,41.22,14.27, , ,36.81,37.79,253.93,92.73,42.37,276.12,283.03,186.00,252.50,0.19,295.33,84.71,159.04,142.44, ,149.40,197.24,298.61,4.84,26.46,191.87,223.59,95.09,149.94,17.60,160.79,6.70, ,213.25,117.28,276.85,205.10, ,256.01,108.69, ,135.15,277.65,131.90,42.29,91.53,214.61,63.68,109.60,112.59,111.69,78.55,207.58,26.20,239.66,191.22,48.26,108.82,273.57
267.50,137.73,218.75,161.93,173.59,290.58,294.39,216.04,190.81,56.59,206.16,179.49, ,227.75,5.58,97.32,221.16,84.04,31.93,142.12,9.97,4.93,108.04,212.19,298.01,237.57, ,233.82,39.34,22.27,136.16,260.42,197.08,166.50,105.52,19.39,12.85,124.80,241.08,221.19,230.01,59.63,198.96,239.56,124.03,101.40,237.75,42.65,135.42,12.10, ,31.49,224.89,185.61,105.61,155.08,47.62,287.31,11.04, ,249.35,94.05,64.97, ,107.61,247.99,178.73,228.80, ,153.68, ,87.57,252.96,108.04,54.73, ,65.76,25.47, , ,65.86,151.31,53.46,126.42,196.66, ,106.88,152.70,100.45,62.00,182.93,53.99,265.39,3.42,272.71,222.37,84.38,243.54,221.68,89.23,158.14,290.93,69.68,146.65,83.91,223.53, ,277.53,44.08,207.90,197.48, ,289.71,176.16,273.62,194.73,89.76
167.43,17.88,224.32,107.23,73.18,275.06,8.29,195.95,87.45,130.55,289.46,24.68,53.51,263.47,61.16,1.10,133.91,165.70,183.52,66.46, ,41.52,11.99,4.53,8.51,75.60,275.51,47.07,249.37,104.61,106.52,198.70,291.75,200.81,101.20, , ,177.44,166.48,79.03,134.48,157.06,109.93,105.95,273.71,202.36,252.92,236.15,44.00,69.31,277.88,118.55,228.41,252.28, ,31.31,19.91,122.95,228.77,35.94,229.23,288.13,44.18,243.70,41.01,265.13, ,135.64,243.80,100.37,158.94,227.39,5.70,247.78,275.01, ,60.78,62.89,140.07,45.92, ,86.94, ,72.76, ,177.14,167.71,244.74,263.31,151.47,218.37,204.70,2.55,254.16,239.22,275.16, ,58.93,135.93,17.21,119.16,85.84,288.57,112.56,26.66,166.69,203.07,200.36,268.50,50.61,15.92,78.73,102.68,111.41,151.97,147.31, 
233.15,238.05,251.51,23.16,119.95,139.27,219.19, ,295.88,157.97,40.02,74.03,74.36,81.30,14.06,197.45,161.76,201.60,287.91, ,224.12, ,63.40,119.42, ,115.30,273.06,25.47,201.13,284.13,249.46,100.63,107.91,39.83,265.78,132.22,79.50,95.45,119.74,99.16,271.26,104.32,41.58, ,242.71,138.22,247.41,129.92, ,194.10,0.89,63.41, ,142.91,75.97,9.20,221.82,203.39, ,147.71,62.16,120.57,140.02,7.52,279.77,45.26,298.32,33.74,179.26,204.64,90.22,77.93,249.11,225.73,138.37,263.26,75.25,260.64,233.69,103.95,101.16,87.34,195.36,161.21,135.34,143.35,93.15,247.91,127.27,127.66,247.09,166.17,174.76,237.60,94.98,21.92,190.76,295.62,230.34,160.75,222.68,291.24,225.38,58.08,112.78,18.28,276.67,82.20,11.28,259.89,61.34,2.39, ,298.01,21.42,198.96,77.51
78.33,128.44,151.42,130.26,199.37,13.83,272.33,95.10,125.16,53.47,203.74,198.04, , ,56.58,6.56,145.81,227.42,102.36,155.33,116.00,122.74,138.52,295.11, , ,134.97,227.23,146.23,240.46,44.74,132.77,131.12,136.18,252.83,137.39, ,253.39,293.91,1.38,78.33,176.17,69.98,125.83,163.07,49.15,295.84, , ,177.30,183.32,117.28,73.23,293.03,88.30,109.85,75.91,24.69,86.79,268.92,203.36,163.72,185.09, ,70.95,176.00,90.01,52.67,185.08,204.90,66.41,21.56,267.75,180.80,296.53,188.76,178.84,72.86,205.84,130.04,139.12,212.18,117.89,141.00,242.96,214.67,237.74,165.48,145.98,125.32,21.75,51.66, , ,31.93,56.95,217.45,168.01,125.20,94.49,288.87,12.10,46.83,139.77,155.33, ,280.65,280.33,179.94,29.55,212.85,61.42,187.66,242.84,82.69,111.78,217.61
60.99,196.06,260.92,166.16,66.95,74.95,141.53,228.20,259.36,141.29,215.88, ,158.72,60.95,158.03,5.07,170.83,203.32,87.13,47.83, ,194.64, , ,63.64,207.25,195.17,43.77,77.49,269.78,82.99,281.77,62.31,63.66,192.35,275.65,293.15,282.68,118.21,223.96,162.72,204.85,179.75,168.95,270.67,80.97,195.96,246.49,51.77,146.79,255.48,148.16,131.90,136.43,239.43,131.97,191.60,160.04,285.45,28.59,167.71,9.77,172.29,21.94,266.41,168.18,291.17,170.52,147.18,73.18,67.34,188.77,241.96,30.29,77.79, ,245.50,193.29,40.72,31.12,115.97,132.96,191.02,208.38,296.49,87.26,282.66,271.88, ,20.69,161.78,30.78,43.98,238.59,239.93,84.28, ,284.12,241.97,186.98,189.22, ,276.48,48.34,238.46,203.25,261.84,57.63,110.32,191.83,154.77,137.07,36.46,223.17,283.16,261.12,287.53
199.19,111.17,232.89,237.48,8.77,201.16,191.94,168.01,60.40,215.52,261.83,238.65,26.12,283.31,55.32, ,254.51,242.99,167.74,139.52,1.39,205.04,230.77,235.81,276.93,230.05,220.43,113.06,208.15,88.74,90.19, ,44.71,270.20, ,262.82,166.03,125.11,32.00,287.60,70.42, ,0.47,146.83,251.99,90.65, ,286.03,100.57,121.76, ,68.51,246.25,123.18,279.89,242.46,181.85,106.19,136.68,285.31,289.16,235.78, ,276.77,1.20,79.08,172.33, ,129.47, ,252.65,26.13,161.69,28.75,168.08,208.65,160.43,263.89,127.94,21.87,109.54,182.05,146.03,251.14,183.86,83.74,179.13,283.41,171.76, ,39.84, ,14.57,213.60, ,41.55,167.30,131.71,28.31,36.41,271.47,266.55,157.64,110.51,86.46, ,98.62,179.10,285.55,33.60,172.14,240.70,46.33,26.02,115.28, ,197.98
47.02,249.20,267.59, ,54.05,11.43,175.15,138.56,84.21,59.86,51.18, ,97.51, ,34.21,223.03, , ,54.35,190.05,232.90,131.18,160.79,139.61,33.14,196.64,150.32,73.71,257.06,299.01, ,33.22,24.08,48.18,94.90,154.97,246.39,185.10,265.52,72.95,60.86,198.09,201.44,251.92,111.65,101.94,277.33,103.62,175.71,266.33,165.28,24.54,226.03,45.00, , , ,298.21,91.10,70.51,128.33,57.34,275.39,281.95, ,283.35,168.99, ,34.27,281.42,297.02,190.94,128.41,81.57, ,172.67,248.47,131.37,175.70, ,89.26,207.85, ,194.11,50.97,9.71,132.41,118.98,46.59,151.88,89.12,233.45,281.54,80.15,3.83,248.89,45.11,8.98,168.11,127.00,54.08,41.04, ,160.02,38.95,61.85,256.68,27.89,21.89, ,134.80,254.46,14.76,150.52,151.13,226.82,237.72
114.83,167.39, ,77.35,6.33,240.56, ,268.45,201.44,180.09,91.88,119.93,134.12,130.39,289.09,263.37, ,78.19, ,185.37,282.85,50.67,272.06,1.61,195.15,118.76, ,210.64,59.22,43.90, ,29.14,204.88,245.56,70.70,148.49,195.46,287.58,253.40, ,255.01,154.95,18.91,97.35,139.98,246.84,186.25,213.02,299.40,150.57,276.24,90.89,197.15,219.89,175.63,103.09,79.68,288.70,188.23,28.14,242.63,212.09,69.50, ,68.90, ,11.29,186.14,239.19,24.41,226.57,38.62, ,118.30,19.39,175.93,245.02,48.07,116.23, ,241.34,58.40,95.28,278.86,171.87,64.71,77.14,96.32,20.94,234.06,146.40,184.58,95.97,299.92,204.95,5.47,87.70,118.27,133.55,164.39,15.18,201.70,220.39,208.07,125.03,249.98,293.07,223.28,223.28,105.01,100.07,274.52,174.34,70.75, ,235.14,205.10
215.02,84.63,205.49,38.07,275.93, , , ,129.73,155.98,162.00,45.21,143.82,229.32,227.44,149.71,24.33,155.78,98.58,227.23,106.89,100.48,15.53,49.18,244.73,79.99,161.21,243.26,44.75, ,272.19,69.32,16.14,68.73,181.85,265.10, ,239.95,60.82,17.84,100.73,15.15,69.31,5.91, ,50.66,101.00, ,170.32,193.09,4.52,135.45,196.07,86.49, ,147.32,266.55,192.22,272.47,298.43,78.86,30.23,196.14,152.36,1.56,266.18,92.69,90.60,93.22,21.25,181.15, ,147.70,212.96,98.34,75.24,64.76,277.41,282.38,46.64,110.21,21.66,227.49,155.95,12.03,183.48,269.54,262.01,177.92,194.05,160.87,223.44,55.53,119.90,9.50,93.39,1.34,185.06,33.86,91.06,129.41,287.17,26.59,216.18,124.15,180.77,79.52,210.66,5.06,172.97,197.10,134.26,81.41,127.27,60.34,161.16,192.88
288.69,97.51,123.98,15.10,206.69,108.97,229.68,147.90,128.60,69.01,243.45,282.19,265.68,289.05,232.28,275.17,101.41,125.85, ,140.95,201.02,39.12,165.26,166.27, ,211.27,244.61,187.34,225.44, ,214.50,201.61,255.03, ,27.70, , , ,53.39, ,92.51,190.22,107.69, ,18.96,172.04,82.40,99.12,68.17,215.29, ,170.32,7.89,40.80,220.06,184.51,155.14,84.53,222.69,203.51,211.18,22.15,180.97,183.99,189.15,31.68, ,202.00,15.55,292.09,20.08,31.19,277.42,247.72,230.90,226.29,51.12,103.16,205.83, ,22.23, ,53.91,225.23,223.53,55.93,87.47,37.90,239.20, ,186.92,57.78,264.39,77.98,241.96,195.08,233.93, ,151.51,251.65, ,175.18,283.07,104.99,128.71,298.28,50.53,182.12,212.06,247.10,135.76,204.00,55.17,248.16,289.44,286.24,146.51
 ,129.57,188.70,80.94,186.93,162.88, ,271.19,253.59,274.23,107.36,120.20,16.16, , ,287.73,71.79,44.77,263.81,44.19,77.94,39.39,19.43,109.97,95.70,208.92,152.90,248.16,178.80,41.45,269.93,259.26,163.41,197.21, ,241.40,78.97, ,81.86,130.60,108.00,255.39,296.23,33.19,81.39,208.71,287.90,152.02,220.36,251.20,142.66,58.97,31.21,141.42,274.29,4.90,198.32,99.21,68.58, ,149.97,47.65, ,226.29,279.45,140.27,264.21,182.89,105.27,180.09,27.16,218.72,236.68,292.35,11.58,168.28, ,212.66,183.71,124.45,224.40,148.81, ,131.74,258.48,252.04,183.71,292.95,11.27,219.46,265.51,64.54,81.56, ,279.73,291.40,167.69,75.28,70.86, ,108.80,85.26,107.62,40.05,71.39,30.19,54.93,221.90, ,3.46,175.94,254.06,87.36,83.14,138.26,173.22, 
142.27,23.64,40.74,50.46,115.00, ,169.93,24.88,205.83, ,81.77,38.38,98.89,32.25,298.40,134.75,149.05,56.68,226.92,236.38,209.55,58.02,221.31,37.42,40.20, ,121.97,33.39,176.18,103.33,191.92,272.45,138.63,233.50,176.39,247.69, ,299.07,253.01,46.15, ,86.35,126.10,133.49,279.40,53.02,147.37,72.31,121.77,69.30,222.25,86.19,99.47,169.01,279.67,57.41,220.47,26.30,52.08,206.06,169.45,114.21,204.01,136.65,97.45,81.05,151.65,189.64,193.89,262.37,148.03,143.67,163.54,115.07,29.75,247.10,280.20,216.03,247.82,210.00,258.62,64.97,158.28,61.38,13.25,225.74,43.53,229.79,239.37,122.68,65.98,168.33, ,84.36,78.90,140.40,95.66,189.14,289.72,267.31,157.00,267.63,34.59,248.08,276.40,64.33,58.92,113.86,265.19,35.51,35.25,168.27,7.34,36.84,201.16,38.96, 
6.59,29.80,24.54, ,17.48,265.56,169.89,181.51,277.64,179.18,92.92,143.80,104.86,97.32,184.79,64.19,142.87,209.79,165.19,206.53,217.02,259.07,251.51,221.99,57.60, , ,148.62,250.78,266.49, ,151.27,23.71,27.26,241.06,29.55,120.30,39.31,171.29,243.90,48.21,69.48,115.10,298.01, ,251.50,218.88,18.71,234.72,130.52,291.03,128.62,164.58,152.64,212.13,100.88,27.07,293.48,89.04, ,289.98,125.96,3.12,176.12,271.69, ,70.76,281.20, ,145.78,183.09,152.35,103.64,189.03,69.83,166.61,239.95,67.55,14.00,102.89,177.06,116.21,145.34,95.17,63.79,284.94,243.71,108.83,213.64,124.92,63.35,266.77,148.12,69.22,104.99,52.25,246.69,96.02,201.79,136.75,132.14,212.46, , ,123.20,19.16,156.08,239.65,85.81,157.17,249.90,27.14,244.21,170.60,65.86, ,202.61
