Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110,Col111,Col112,Col113,Col114,Col115,Col116,Col117,Col118,Col119,Col120
62.46,137.61,243.33,159.27,116.76,211.15,48.97,90.49, ,180.90,199.93,172.93,298.38,207.02,288.15,246.78, ,136.97,44.70,167.77,77.98,82.67,131.83,245.45,48.27,103.22,266.36,173.39,28.33,5.30,193.07,122.76,8.76,132.02,40.03,257.43,284.32,107.14,171.74, ,220.01,141.69,85.38, ,183.66,298.78,75.94,164.76,285.59, , ,226.98,117.41,16.49,224.51,217.87,176.22,16.26,98.02,80.61,30.59,169.61,153.23,221.22,144.26,191.52,24.43,201.18,2.92,243.56,41.30, ,217.52,39.95,215.79,293.37,7.27,55.06,110.88,257.87,144.87,20.40,189.12,48.75,141.82,274.52,7.72,92.94,253.73,137.99,109.57,54.96,89.00, ,199.88,111.35, ,276.03,103.07,188.06,196.10, ,170.63,125.96,192.08,260.31,189.18, ,20.54,251.37,294.82,9.43, ,38.18,192.22,164.02, ,15.84,5.28,124.10
260.04,296.50,91.00,200.41, ,220.96,107.36,100.44,39.93,128.40,266.84,165.45,77.98,146.70,146.13,155.55,240.82,247.06,77.23,152.47,124.51,103.69,103.93,144.08,110.02,221.97,293.09,207.71, ,54.41,74.41,258.08,276.02,272.02,21.55,80.54,65.05,123.30,257.89,141.00,137.45,23.71,106.56,122.02, ,176.43,113.81,238.23,187.64,110.79,204.09,196.25, ,50.21,113.30,74.43,109.84,67.76,126.18,244.68,51.95, ,32.10,36.25,236.67,152.87,39.59,98.79,280.65,286.04, ,294.14,282.76,13.95,237.53,224.84,88.33,166.30,8.88,249.21,200.87,132.07,212.68,47.11,169.67,134.56,290.74,299.39,232.68,24.02,153.48,52.43,225.63,154.77,182.93,213.72,277.07, ,189.75,79.23,104.48,172.82,32.25,1.19,234.20,29.77,168.01,156.84,204.25,264.60,258.49,52.48,45.65,74.40, ,153.63,137.56,146.49,227.39,140.55
 ,155.09,186.62,241.53,132.92,119.02,284.54,166.09,119.80,135.28,147.14,47.84, ,242.98,145.27,115.30,103.52,140.91,84.12, ,127.58,153.74,94.45,24.12,175.29,172.29,38.13,178.92,140.22,28.95,30.10,222.81,2.86,156.84,204.43,77.25,17.79,278.62,69.26,72.79,146.66,255.11,264.50,270.76,18.86,212.24,199.05, ,201.91,221.73,159.79, ,191.80, ,170.42,48.69,145.42,19.82,248.35,55.00,175.38,101.25,71.96,74.15,215.10,162.36,247.25,79.41,213.95,275.12,112.42,257.52, ,277.34,265.41,103.33,57.33,149.04,35.02,6.58,214.35,104.39,229.88,130.59,40.49,200.70,282.80,82.38,241.57,288.97,241.68,254.77,55.36,231.44,103.06,32.40,220.65,68.59,263.32,76.10,69.56,128.67,201.30,293.00,270.78,49.85,74.27,211.47, ,142.92,211.49, ,228.90,89.19,152.11, ,228.21,266.22,184.99, 
96.04,249.18,293.55,279.28,3.64,197.45,33.67,23.55,69.85,116.18,249.94,211.55,196.50,112.83,152.87,207.80,142.99,15.73,156.00,204.37,185.76,271.70,219.27,34.03,247.71,148.16,118.50,44.26,27.59,116.50, ,24.31,131.50,145.10,37.29,172.41,25.87,168.63,193.49,279.32,111.60,30.78, ,90.49,263.04,210.61,298.54,103.85,30.60,273.00,22.42,171.05,138.98,87.98,38.76,63.60,63.47,252.15,141.16,126.24,160.72,183.74, ,287.58,266.56,260.17,295.14,136.25,212.26, ,296.53,254.34,241.66,253.25,90.54,236.45,198.61,253.63,256.43,69.93,156.14,203.75,37.79,257.60,189.29,254.75, ,209.09,201.07,199.21,17.44,31.33,192.24,187.84,84.92,44.52,233.57,232.26,124.95,12.52,98.59,31.98,211.06,230.36,167.97,207.01,123.19,119.62,66.83,290.01,84.88,180.27,121.70,73.37,21.83,23.88,37.54,104.82,296.92,60.73
164.76,50.30,206.08, ,272.91, ,124.67,27.92,280.71,117.47,96.27, ,120.14,177.51,64.53,172.92,186.84,264.47,88.11,60.66,255.80,135.40,158.24,277.11,78.37, ,132.45, ,272.42,79.64,219.14,276.04,243.89,129.88,17.46,160.78,176.02,111.70,65.77,109.09,133.12,169.62,19.91,233.71,135.76,142.27,157.53,146.97,281.20, ,298.66, , ,70.88,188.48,52.91,191.39, ,78.85,105.31,58.04,91.10,52.38,248.72,51.69,11.33,72.55,31.55,191.66,38.28,296.81,231.71,11.97,146.77,292.94,189.59,291.10,244.79,214.07,253.39,289.19,298.65,285.82, ,177.48,67.41,135.33,287.99,199.96,137.32, , ,180.38,80.50,4.21, ,197.71,40.91,42.08, , ,69.75,205.37,45.20,43.61, ,34.17,265.14,123.94,260.89,32.99,165.39,165.37,234.91,281.45,284.82,70.46,90.76,218.09,93.44
42.65,129.37,159.79,248.31,68.08,288.05,250.60,138.27,93.99,58.71,195.01,96.44,56.24,13.71,186.23,154.06, ,283.43,293.58,254.02,146.01,265.37,113.83,85.35,212.80,288.50,53.55,84.67,88.27,32.73,158.10,216.66,273.67,92.69,278.02,244.57, ,209.93,23.77,156.46,241.54,242.07,68.55,14.44,62.37,120.29,144.40,41.64,233.84,24.07, ,70.79, ,280.73,114.88,84.33,258.08,286.34,255.64,174.25,142.44,256.38,61.60,222.90,32.16,44.96,57.83,127.02,8.48,259.08,112.26,94.70,69.28, ,24.92,144.74,278.37,251.39,142.96,163.99,84.34,291.15,78.56,267.59,264.34, ,87.69, ,182.39,53.82,228.43,99.35,73.75,154.52,18.81,77.32,243.67,203.53,2.22,190.68,264.14,45.16,242.71, ,125.10,243.64,119.13,187.88,96.14,46.82,284.40,198.60,287.97,70.73,62.48,113.48,16.97,77.45,211.21,112.06
200.92,124.84,78.08,212.35,278.31,295.50,3.46,129.91,254.35,214.24,253.46,49.12,296.22,192.67,136.79,243.74,60.43,57.76,81.31,12.72,229.27,22.33, ,152.24,156.67, ,173.50,166.13,276.78,49.20,69.77,174.18,223.69,82.10,73.12,251.56,223.02,94.06,113.57,97.60,153.06,176.15,156.82,249.19,204.62,3.05,184.37,287.90, ,69.99,184.97,41.07,156.42,64.88,35.47, ,73.21,49.84,240.89,291.64,40.27,188.47,170.65,220.56,180.89,228.54,217.39,11.47,18.35,253.08,268.83,19.48,228.66,291.41,276.00,59.63,179.31,59.59,20.93,208.50,12.57,172.22,298.97,118.15,117.05,137.44,85.56,127.93,226.25,183.77,102.39,218.51,191.48,31.65, ,240.16, ,77.20,200.76,170.13,93.49,90.14,73.07,87.85,189.92,20.33,216.35,17.08,104.42,112.96,120.97,76.23,42.02,221.64,229.59,261.70,78.96,254.01,227.53,53.02
55.96,191.14, , , , , ,220.13,237.75,212.79,33.36,94.59,295.81,237.85,265.32,272.91,217.22,170.36,70.73,225.81,139.79, ,140.29,70.35, , ,189.64,95.04,156.08,251.67,9.04,7.76,243.48,215.94,295.47, ,239.19, ,78.98,222.24,261.24,196.12,54.27,211.29,41.62, ,293.30,229.54,117.57,207.35,144.20,238.14,194.57,271.22,256.31,188.84, , ,71.69,235.70,3.99, ,71.35,192.37,235.06, ,163.32,241.42,229.18,102.32,56.89,90.35, ,279.19, ,160.61,90.80,117.92,181.33, ,186.84,47.31,65.61,285.22,287.46,58.38,95.05,223.91,272.48,223.79,125.88,112.27,12.69, ,107.47,221.27,276.76,20.92,196.25,83.88,54.43,83.83,171.67,145.36,238.44,264.05,208.36,2.37,198.64,198.98,0.87,279.72,250.89,76.28,67.61,172.60,236.78,43.49,222.39,148.71
271.33,50.93,298.71,174.39,264.25, ,265.12, , ,144.51,19.02,251.43, ,73.47,120.68,224.41,5.81,203.90,185.88,156.82,8.13,81.93,104.57,237.50,168.56,142.70,199.27,3.80,298.60,194.41,194.23,162.35,191.94,177.17,21.08,262.41,65.20,1.58,29.72,167.96,119.33,250.65,145.01,97.05,31.72,262.88,110.29,125.98, ,3.16,212.55,42.46,102.35,243.34,116.52,140.08,1.76,265.44,295.75,117.41,251.61,102.23,219.16, ,221.39,6.70,31.49,43.90,146.19,216.59,247.21,258.39, ,109.13,121.13,147.33,244.22, ,46.46,266.58,280.04,92.85,189.42, ,233.32,176.78,14.19,11.23,253.47,213.97,200.68,167.47,273.64,146.96,158.15,287.64, ,175.61,90.24, ,120.82,146.86,62.37,292.68, ,246.16,188.22,247.53,176.23,196.97,142.50,146.07,205.67,69.46,203.06,146.31,280.52,99.19,207.04,270.81
234.48,27.49,225.72,46.03, ,243.00,113.06, , ,66.70,148.48,117.14, ,69.47,138.96,266.82,128.89,26.64,154.59,186.08,29.15,182.26,175.11,112.76,208.08,102.84,40.26,239.31,245.12,37.14,177.44,130.09,241.59,69.70,210.86,176.49,187.90, ,63.01,52.47,238.96,202.00,284.51,0.43,97.95,70.08,186.64,12.13,15.63,262.67, , ,288.30,106.36,259.42,77.94,268.52,256.14,78.02,23.35,273.60,87.66,3.34,117.72,167.27, ,129.94,264.04,233.45,154.76, ,24.13,255.07, ,211.21, ,151.87,231.81,7.83,169.14,293.77,26.64,120.21,290.97,175.00,298.81,194.13, ,218.26,57.00,113.10,74.08,120.08,198.27,268.45,114.69,211.51, ,72.54,217.23,287.13, ,285.94,297.01,52.93,3.01, ,116.11,200.26,198.24,280.84,129.32,258.48,110.09,115.21,281.80, ,268.93,49.02,75.68
220.12,261.31,238.55,39.25,287.75,214.94,102.66,277.95,17.20,111.33,202.11,59.04,240.10,59.24,282.84,35.16,263.54,126.10,83.95,218.78,287.16,220.34, ,198.29,209.65,202.40,187.30,45.92,136.45,181.11,56.73,160.73,279.57,85.78,241.14,100.44,238.29,233.19,126.60,119.17, ,21.56, ,217.92,125.83,142.94,179.94,22.97,159.36,197.86,184.20,196.27,151.85,218.79,162.67,216.52,81.63,3.40,37.17,173.80,275.69,169.94,216.42,196.30,195.46,20.93,233.16,64.29,51.77,170.06,28.46, ,110.08,199.67,156.94,88.63, ,105.38,252.31,82.81,97.58,242.76,57.92,35.72,260.92,105.28,1.92, ,198.19,37.34,158.65,218.85,214.23,52.66,267.84,186.93,172.05,59.20,223.11,26.29,196.03,150.60,115.71,244.57,228.15,111.76,176.19,34.08,46.15,194.54,161.21,130.42,246.66,23.83,124.73,215.09,163.90,47.78,50.02,293.51
274.26, ,150.45,99.05,182.03, ,196.01,216.88,80.28,216.05,33.31,154.23, ,18.13,109.32,64.11,291.24,75.94, ,226.39,206.30,114.43,2.68,139.12,36.87,83.09, ,116.40,177.72,55.25,78.88, ,142.98,184.82,42.18,292.51,213.73,135.84,290.92,38.59,58.06,49.42,28.39,257.55,250.64,77.35,101.22,40.07,208.17,129.46,206.23,218.93, ,54.77,11.71,186.70,251.34, ,92.49,264.09,12.66,72.38,61.22,31.93,117.80,26.19,190.46, ,109.39,90.03, ,101.74,87.19,8.77,134.65,39.92, ,52.57, ,142.58,97.29,175.97,114.62,162.35,134.57,114.48,21.61,87.44,36.08,66.83,223.99,146.12,0.21,16.49,221.11,88.34,33.59,233.48,166.46,153.30,27.41,187.98,246.42,172.37, ,239.20,74.05,173.46,140.88,54.45,92.00,242.89,247.11,43.88,73.65,248.61,167.13,262.67,162.81, 
 ,88.15,172.65,168.39,200.16,217.01,163.81,168.14,119.41,13.89,210.56,3.01,162.23,75.57,86.28,62.98, ,151.13,256.34,70.91,213.50,219.46,243.99,36.25,47.88,64.58,62.06,214.18,14.36,296.80, ,235.17,45.40,53.37,275.19,18.83,280.19,197.11,43.01,184.56,173.46,158.29,98.11,298.81,24.77,16.14,253.72,66.25,270.17,247.04,186.32,223.02,64.89,14.82,245.70,201.60,235.43,203.79, ,202.59,95.07,69.04,239.43,25.34,290.53,185.60,31.28,158.91,216.36,212.61,224.74,225.86,47.43,247.69, , ,133.87,136.00, , ,223.26,13.99,280.48,149.68,51.06,209.56, ,122.17,212.38,217.54,281.59,203.97,259.32,196.43,190.26,220.61,22.59,279.69,36.62,86.06,230.34,257.94,82.29,189.45,14.28,250.95,10.27,58.43,209.18, ,99.44,0.64,76.78,44.82,93.40,99.21,154.43,99.73,276.15,241.64
194.12, ,189.98,76.68,28.50,203.27,85.29,109.17,34.24,195.24,259.35,146.60,273.76, ,25.96,80.71,287.42,16.22,164.81,285.86, ,271.71,212.15,273.96,207.43,187.26,55.60, ,202.20,195.77,148.61,259.28,189.32, ,205.54,68.95,141.74,84.28,198.66,170.46,17.75,180.82,180.56,51.61,138.61,298.33,147.96,40.56,109.37,281.42,143.14,295.56,232.54,98.33,76.28,3.82, ,184.64,227.23,50.64,259.66,28.12,197.96,81.50,57.54,256.66,211.89,68.01,239.56,295.10,224.14, ,18.16,259.22,237.80,67.84,39.93,295.71,15.80,162.37,1.42,247.70,143.02,141.88,194.28,34.88,213.87,39.62,9.34,249.23,79.10, ,119.04,210.44,150.71,62.29,155.74,89.45,136.43,71.48,238.45,211.10,275.09,243.12,219.22,156.35,21.06,81.08,8.33,40.01,145.84,0.79, ,90.24,232.13,2.67,72.86,19.45,38.97,219.47
148.54,102.44,182.48,95.98,284.19,62.58,233.34, ,234.92,234.25,192.71,168.78,141.51,20.51,271.64,37.33,98.38,20.18, ,296.04,103.81,296.76, ,230.10,267.47,291.83,31.13, ,199.91,111.89,206.10,104.23,267.09,254.32,42.15,247.09,276.86,18.41, ,141.87,248.54,68.73,11.06,124.90,299.77,93.34, ,23.10,72.54,258.56,156.05, ,103.13,71.32,57.30,71.31,248.65,8.50, ,19.57,85.11,117.01,94.35,12.19,185.96,107.64,111.59,145.22,66.82,277.36, ,22.30,140.56,12.00, ,272.20,105.56,169.64,152.91, ,165.10,57.91,189.09,61.42, ,267.47,231.74,140.44,267.13,13.69,144.59,226.39,31.39,174.11,254.53,165.02,192.12,184.38,135.55,203.38,134.43,207.92,115.68,239.30,180.96,20.88,115.76,142.34,279.22,48.17,43.46,60.22,159.66,77.54,31.39,283.53,151.76,231.99,239.82,50.25
124.30,146.32, ,288.66,297.61,135.37,48.57,291.58,208.22,61.70,267.56,186.97,194.38,65.38,18.24,212.07,60.97,285.33,1.58,88.22,279.11,230.55,272.15,11.84,158.30,83.81,116.16,259.24,49.20,172.37,261.30,206.45,67.63,23.30,165.78,68.40,35.11,172.58,221.09,187.64,257.97,205.25,242.22,84.68,189.12, ,150.41, ,172.69,157.10,178.32,7.50,167.78,245.68,49.87,224.78,246.15,208.96,256.88,15.90, , ,298.60,55.43,166.79,149.20,124.10,46.78,274.23,174.21,254.92,86.67,161.59,62.45,184.23,221.73,60.88,105.13,265.80,99.57,88.67,156.48,276.28,44.37,117.82, ,72.74,257.09,4.25,14.89,174.14,296.52,95.10,179.39,26.66, , ,128.62,15.72,179.19,85.75,36.79,0.11,146.99,61.97,247.12, ,121.26,222.54,206.17,74.91,10.05,14.90,243.49,185.02,97.00,70.63,140.79,226.81,221.94
 ,73.17,89.15,252.39,221.74, ,205.14,167.16,37.69,84.49,99.87,266.05, ,36.67,214.29,50.37,33.57,176.91,65.51,105.94,166.29,165.81,232.82,139.85,126.31,232.50,121.79,73.53,275.52,142.23,221.83,54.43,126.99,62.14,197.40, ,63.69,76.21,128.58,176.23,291.15,209.10,19.93,172.16,86.63,180.81, ,73.41,159.60,262.20,92.90,89.83, ,285.59,259.67,244.34, ,235.48,299.88,53.96,206.27,197.62,273.35,92.84,204.93,247.17,174.18,26.74,43.36,249.60,209.69,67.20,154.55,79.62,36.80,265.42,226.12,131.71,37.10,246.24,176.98,109.17,233.47,15.17,85.93,99.70,28.55,41.20, ,120.82,206.38,2.95,180.51,281.15,203.09,26.22,82.68, ,133.84,90.19,129.92,113.79,171.74,96.52,25.45,33.76,172.49, ,21.94,231.92,248.64,208.79,280.12,194.47,125.30,24.59,177.49, ,107.11,230.44
285.39,169.74,18.87,7.30,64.16,16.72,124.59,276.04,131.84,293.92,92.81,90.84,218.97,155.22,64.00,229.72,41.56,68.53,141.68,145.23,251.78,273.10,13.68,175.81,216.65,211.76,211.21,76.58,294.15,156.26,17.47,107.53,185.44,119.46,251.88,232.97,126.65,280.03, ,155.84,71.86,197.61,236.77,157.90,194.36,223.22, ,9.20,166.20,236.09,221.76,250.36,91.63,60.79, ,216.00, ,287.86,100.78,189.84,227.07,195.35,180.01,123.94,207.89,83.85, ,5.61,226.17,123.58,221.12,220.51, ,123.69,75.81,194.16,225.47,222.44,138.00,268.67, ,176.56, ,20.54,81.13,154.07,176.07,162.58,77.76,194.06,124.68,125.93,235.52,140.06,172.22,260.41, ,252.09,192.10, ,119.99,90.47,50.20,131.30,37.86,212.48,110.51,201.79,56.00,287.84,295.27,174.13,0.94, ,18.39,235.38,126.22,146.85,94.32,231.58
151.24,219.59, ,256.75,187.59,122.27, ,117.54,82.93,36.43,280.99,203.30,111.20,260.50,129.80,71.43,61.93,202.02,5.84, , ,40.77,113.07,159.82,251.69,3.83,139.82,42.94,201.19,72.64,112.19, ,183.62,278.43,165.84,112.14,198.21,59.80,216.01,9.05, ,251.81,215.81,135.27,134.75,112.89,198.15,109.83,108.70,93.09,239.49,27.14,251.25,18.31,46.09,109.53,222.00,43.16,152.96,96.56,214.88,195.10,134.53,227.69,78.57,158.22,73.82,276.58,15.44,125.56,289.21,254.24,296.42,49.02,175.82,137.10,55.03,203.74,37.13,132.78,152.21,133.77,176.36,251.10,105.24,253.33,11.74,5.66,204.97,157.55,200.26,171.50,26.85,144.84, ,277.63,58.88,13.44,144.98,236.01,229.03,290.11,24.41,29.14, ,83.82,183.45,184.77,239.36,130.19,275.59,61.83,95.73,168.70,175.44,16.64,221.52,202.32,53.71,274.14
202.65, ,86.09,161.18,281.39,271.23,48.39,127.42,103.81,72.35,33.32,201.08,286.36, ,231.36,247.85,70.39,263.45,236.58,207.98,286.86,48.85,29.16,179.87,160.74,5.16,71.07,246.26,56.36,164.45,160.76,193.21,262.79,277.94,162.13,276.99, ,25.84,195.86, , ,243.50,133.83,190.14,234.95,260.18,71.18,272.36,141.12,146.26,181.45,159.91,22.62,234.07,210.35,131.23,258.60,110.73,63.42,296.25,207.60,109.97,204.34,162.26,285.84,43.23,54.15,234.67,212.05, ,122.40,256.47,257.27,224.80,94.62,45.96, ,2.39,112.05,285.30,252.19,282.82,138.43,198.57,113.75,241.84,233.02,195.45, ,226.66,247.49,197.54,114.27, ,17.24,202.57,117.15,273.69,150.18, ,48.75,250.70, ,189.68,67.58,139.47,11.79,212.85,8.88,147.34,202.13,182.54,167.13, ,140.82,109.64, ,158.39,187.31, 
76.99,32.81,249.62,173.91,211.02,69.84,54.32,19.44,292.06,86.04,83.59,91.42,179.80,51.62,215.35,283.20,179.53, , ,14.18,190.10,235.36, ,289.68, ,208.58,186.09,53.30,221.47,162.92,172.75,119.23,283.92,80.44,118.43,292.59,263.28,57.81,142.64, ,212.12,96.90,48.37, ,18.05, ,180.97, ,95.51,132.52,35.93,242.88, ,235.47,111.15,44.78,260.81,198.11,7.38,146.60, ,173.56,99.53,254.77,89.66,147.29, , ,135.14,37.58,8.07,94.16, , ,87.05,2.06,221.82, ,277.57,280.13,183.14, ,96.93,56.43,37.20,127.44,258.75,155.35,189.57,93.06,53.46,173.34,140.09,52.60,72.73,226.80,19.35,130.25,67.18,60.51,72.84,276.73,52.97, ,242.54,91.48,135.05,74.79,111.69,243.18,242.69,285.16,98.75,197.05,4.51, ,108.90,163.49,188.17, 
186.59,299.29,60.44,249.67,24.93,5.18,119.72,47.50,14.66,42.22,61.29,295.44,155.63,200.33,40.18,158.96,275.79,204.84, ,154.51,17.52,176.63,35.60,33.14,139.15,182.70,240.68,46.29,85.06,177.84,238.48,185.27,270.42,70.09,36.11,178.10,140.48,39.27,179.23,16.57,251.79,69.24,128.71,169.99,13.84,240.08,42.46,117.58,168.86,19.53,112.27,258.61,252.37,128.83,70.29,149.98, ,219.22,173.38,84.54,48.60,27.23,174.82,118.50,21.44,207.24,118.44,185.03,57.23, ,188.83, ,38.81,90.11,189.83,292.79,50.65,106.73,42.31,230.46,169.26,166.98,178.32,181.36, ,238.59, ,127.42,2.09,174.74,124.25, , ,38.93,158.43,184.24,127.21,61.54,66.61,72.95,213.95,8.28,192.90,227.22,154.01,186.54,21.52,93.32,127.83,183.58,277.90,186.99,182.53,101.57,177.05,194.06,128.83,61.57,156.89,42.05
218.10,39.65,239.37,16.85,265.22,53.45,268.26,48.24, ,149.81,66.03,293.98,153.16,218.59,53.22,216.94, ,145.53,65.11,236.74,152.10,282.40,145.09,146.00,101.45,43.13,101.00,195.36,220.63,176.61,144.91,12.47,209.48,12.80,242.89,56.55,151.50,0.54,289.62,189.92,181.51, ,282.51,187.81,221.13,117.14,124.40,29.12,110.60,46.23,130.01,141.74,147.27,225.54,170.31,33.78, ,266.82,236.10, ,176.63,121.13,205.12,194.89,278.96,121.37,90.69,20.95,176.37,113.13, ,283.44,45.86,127.59,198.64,280.02,240.32,161.40,73.61,128.98,85.89,129.22, ,80.59,157.60,0.26,58.88,254.16,58.20,60.48,97.62,50.90, ,219.38,298.58,106.23,0.84,262.04, ,187.21,135.24,167.62,15.53,147.84,159.38,168.67,276.92,44.03,104.19,247.21,107.10,209.72,241.04,196.70,105.05,281.76, ,149.39, ,75.89
113.93, ,282.60,106.58,199.16,53.08,81.62,114.78,66.28,262.86,246.13,273.17,15.73,158.74,289.24,241.00,116.91,42.52,31.40,48.40,283.51,238.23,258.05,86.94,102.45, ,48.58,165.62,99.49,237.35, ,240.33,281.18,81.87,156.75,172.81,43.83,6.63,221.45,35.07,289.00,58.20,186.09, ,264.70, ,202.05,194.45,111.65,199.62,199.34,6.79,261.52,228.47,32.67,232.83,158.32, ,216.52,91.35,150.35,299.92,258.11, ,100.49,46.57,211.13,56.48,18.05,268.53,286.16,96.45,68.95,140.82,171.28,65.56,94.45,229.68,79.72,241.87,153.25, ,64.38,236.81,252.39,250.83,240.97,295.36,20.98,0.78,121.41,60.74, ,182.36,110.27,116.49,142.30,40.57,34.12,259.45,227.29,267.25, ,219.28,15.20,71.69,235.44,260.87,244.27,178.54,110.47,41.60, ,11.34,5.56,178.08,61.87,179.27,231.58,248.40
49.70,124.84,124.10,26.55,262.21,298.83,137.23, ,299.84,240.26,127.93,81.10,47.59,272.21,118.06,25.11,56.42, ,122.10,13.98,158.15,175.41,163.51,296.44,12.49,32.70,246.75,296.61,66.01,11.89,1.16,167.83,75.02,168.41,119.46,45.77, ,221.19,22.10,131.04,246.33,147.24,196.59, ,236.28,41.55,74.38,266.77,215.07,23.81,238.91,265.87,120.89,205.87,146.55,86.52,86.03,108.32, ,273.97,169.24,147.86,280.02,84.18,105.64,246.04,64.88,154.98,210.20,255.43,125.98,252.20,181.16,195.38,221.54,235.34,74.98,208.20,273.77,277.23,118.35, ,183.23,123.50,222.78,188.22,228.91,40.66, ,29.24,293.54, ,228.88,155.67,249.76,285.86,187.91,60.49,33.78,123.76,176.51,260.22,134.99,48.08,205.09,204.89,206.13,197.12, ,52.79, ,263.47,89.12,198.21,262.56,93.33,89.28, ,49.50,267.85
82.65,143.71,48.40,201.37,157.25,101.30,183.47,173.51, ,24.88,187.02,146.64,73.76,250.19,285.42,174.45,67.42, ,62.66,27.89,270.42,0.42, ,183.89,268.69,57.41,114.95,281.02, ,54.77,174.97,182.92,135.83,227.15,174.72,220.14,253.84,87.75,262.28,138.15,151.63,39.69,153.42,126.22,208.88,12.51,142.38,243.58,2.40,132.00, ,52.14,114.38,167.46,204.99,206.79,202.02,226.96,98.68,173.45,119.95,226.19,196.82,147.38,124.02,7.03,178.65, ,293.03,248.32,206.88,268.46,200.74,21.10,12.40,121.42,52.12,152.28,72.69,103.31,97.93,254.76,0.07,179.92,15.82,54.77,126.96,16.85,236.96,275.68,270.12,175.45, , ,278.17,1.63,293.39,202.91,198.62,262.08,196.08,206.79,200.61,274.09,61.46,255.41,160.41,134.24,247.78,63.58,152.87,7.43,164.77,94.40, ,56.48,9.39,48.72,235.00,234.33
143.94,107.87,5.78, ,41.64,122.51,207.13,170.43,121.64,124.90,98.59, ,240.52,6.91,207.86,71.72,94.37,287.56,96.73,235.65, ,216.83,140.21,209.94,38.53, ,163.43, ,101.65,84.95,227.04, ,168.96,99.31,61.57,165.58,80.22,270.35,18.05,255.42,114.84,180.54,11.91,94.02,145.62,241.29,241.19,152.01,161.39,73.47,38.19,81.27,40.27,233.62,256.52,200.34,155.11, , ,124.86,23.35,25.93,165.37,280.12,77.25, ,150.73,6.88,145.75,130.04,58.92,153.89,88.70,103.07,143.01,294.44,293.43,180.72,130.30,238.19,225.09,116.37,144.18,165.58,248.55,187.30,183.99, ,272.69,58.49,109.44,136.72,22.00,144.95, ,292.78,79.61,297.97, ,142.16,159.27,267.78,19.39,38.88,230.67,27.01,153.84, ,290.56, ,92.20,19.80,238.40, , ,236.04,149.96,18.97,210.29, 
229.68,202.99,192.66, , ,68.41, ,58.97,239.26,200.02,175.31,197.13,294.69,278.81,211.37,153.87,284.52,51.34,220.98,139.18,58.88,203.95,220.53,166.99,114.09,118.86,205.43,268.48,149.16,44.77,245.06,182.20,216.63,176.10,275.15,273.16,36.27,246.62,140.04,116.58, ,235.44,86.06, ,286.18,159.30, ,104.35,43.32,146.22,210.03,252.01,257.00,261.57,232.66, ,46.28,228.29,270.39,12.96,83.84, ,243.14,183.53, ,226.86,105.91, ,89.75,216.76,141.77,180.87,96.69,120.71,83.31,102.02, ,23.84,59.71,282.11,229.78, ,156.64,155.39,102.48,216.09,291.89,197.56, ,294.24,252.99,111.10,227.90,61.17,105.21,297.98,210.69,116.93,84.40,115.56,30.43,60.85,52.58,247.22,250.99,253.12,67.34,204.58, ,265.75,235.66,244.97,297.32,139.91, ,67.87,101.89,133.75,147.96,281.43
111.67,36.64,136.40,129.00,99.23,6.73,195.11,291.18,90.69,58.01,121.04,121.23,224.18,85.66, ,67.09,252.97,203.97,135.91,146.76,107.18,183.62,1.33,144.58,67.67,277.45,129.53,237.07,27.50,138.11,33.35,266.96, ,170.93,40.62,150.85,286.06,101.13, ,78.11,177.83,292.53, ,122.05,198.69,286.10, ,85.75,217.81, ,122.52,114.50,102.53, ,88.59,181.79,180.81,212.09, ,204.61, , ,172.51, ,158.62,213.78,180.81,297.08,254.12, ,117.27,71.08,111.84,79.72,174.30,251.98,145.28,146.85,183.26,178.53,177.98,298.22,116.05,119.42,83.93,213.01,63.39,99.13,277.58,215.12,218.46,84.81,23.69,276.30,251.02,291.38,90.08, ,206.13,70.76,203.34,226.42,174.29,203.68,188.09,264.64,1.00,124.77,155.42,41.03,7.46,53.74,285.95,87.79,162.75,205.49, ,131.92,143.75,74.32
