Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110,Col111,Col112,Col113,Col114,Col115,Col116,Col117,Col118,Col119,Col120,Col121,Col122,Col123,Col124,Col125,Col126,Col127,Col128,Col129,Col130,Col131,Col132,Col133,Col134,Col135,Col136,Col137,Col138,Col139,Col140,Col141,Col142,Col143,Col144
199.94,204.25,14.64,147.33,127.39,147.59,240.35,242.42, ,166.20,281.81,259.94,64.65,186.42,98.63,251.26,101.43,187.77,272.91, ,238.85, ,86.44,232.18,128.29,98.75,153.91,261.74,285.03,128.62,63.72,72.94,210.78,273.25,233.77,6.83,185.01,132.33,228.38,237.72,13.72,51.17,117.03,281.49,39.29,273.51,37.35,118.00,220.82,46.68,37.41,295.08,96.02,193.88,191.91,81.08,168.06,73.27,145.14,87.15,164.86,287.45,107.10,150.34, ,197.01, ,250.52,156.54,4.99,70.94,182.01,102.54,284.26,35.17, ,122.32,95.43,1.29,290.09,147.97,3.43, ,237.54,78.10,42.05,144.49,279.99,265.01, ,249.27,111.74,188.91,92.52,117.04,281.97,200.55,125.14,174.93,141.52,103.75,212.49,80.09,166.83,290.49, ,239.76,294.91,96.62, , ,46.02,62.92,105.30,278.28, ,3.93,238.24,86.39, ,166.48, ,273.07,110.72,106.46, ,124.89,80.11,196.00,140.59,279.27,151.80,255.17,261.49,157.84,192.36,63.69,184.78,31.91,35.76,157.94,39.29,169.24,218.67
245.53,24.17,5.15, ,260.32,143.85, , ,258.64,276.70,146.75,49.40,237.50, ,291.69,39.00,96.23,226.17,16.92, ,22.07,148.92,221.87,48.67, ,7.31,182.48,283.99,74.19,21.73,238.39,288.57,174.34,235.05,126.56,50.86,274.04,242.05,99.04,5.09,140.59,111.56,37.20,107.30, ,129.02,216.17,111.69,16.78,128.61,23.05,168.15,54.63,58.23,144.37,16.14,133.63,230.25,65.74,263.99,3.59,0.25,235.45,113.32,8.43,69.52,22.51,147.66,283.00,88.19,198.92,246.06,132.88,189.25,202.12,75.75,246.25,125.47,187.93,133.93,180.71,227.84,141.13,280.36,281.39,251.50,172.89,212.86,73.87,204.38,255.35,181.70,56.12,83.30,245.96, ,126.67,68.25,261.81, ,85.94,78.80,5.45,235.01,257.45,20.42,284.88,141.97,177.37,173.75,142.14,177.90,246.38,50.80,260.39,286.52,19.69,83.78, ,18.79,274.46,263.88,12.55,278.27,117.03,52.88,18.50,255.60,118.97,51.85,214.58,81.75,266.10,44.69,164.07,234.70, ,198.58,103.70,253.10,255.27,35.70,147.96,288.58
27.26,200.86,157.34,204.24,113.37,162.94,215.38,39.31,17.57,28.75,76.13,104.09, ,139.80,259.25,52.95,75.35,9.13,153.06,102.09,269.76,134.26,68.77,113.67, ,51.56,199.52,133.27,159.09,143.41,203.83,276.41,266.86,21.21,125.19,266.79, ,120.18,221.73,291.44,11.64,86.96,269.22,296.35,73.74,116.25, ,7.75,156.84,245.74,139.31,55.66,167.43,226.28,124.76,89.64,126.88,247.13,128.56,286.31, ,227.23,232.71,225.40,228.82,152.06,39.32,162.53, ,65.56,188.61,186.94,50.48,137.59,3.78,159.38,67.56,217.31,27.60,210.60,218.11,85.97,149.92,187.51,99.37,67.04,143.39,266.24,267.79,191.48,69.99,261.66, ,178.97,173.35,33.35,86.38,193.24,293.89,298.87,1.57,56.26,95.34,255.79,278.03,180.69,129.62,211.26, ,90.23,250.66, ,57.93,267.23,156.23,153.36,250.34,107.05,144.48,16.84,191.60,159.90,244.48,3.84,256.68,245.96, ,204.46,89.73,137.10,105.55,194.25,48.56,67.71,193.65,72.02,161.69,153.82,11.37,237.82,100.01,113.07, ,17.53
140.52,153.58,72.41,75.67,0.36,100.77,18.49,127.55,232.56,166.23,205.81,104.37, ,123.34,256.19,203.52,14.64,126.24,242.79,271.72,78.40,76.63,115.06,261.48, ,155.91,246.60, , ,134.64,174.30,69.03,224.16, ,94.53,259.11,245.98,13.17,27.39,158.30, ,119.78, , ,263.62,37.42,14.92,79.73,192.70,237.65,190.45,211.39,259.83,4.36,261.88,218.05,187.04,288.98,30.42,282.51, ,19.92,285.21,40.65,84.68,112.09,79.86,112.92,72.63,142.61,23.50, ,75.19,241.83,65.20,70.51,266.28,67.63,26.02,267.85,44.29,12.54,237.11,58.74,197.97,217.97,143.86,42.58,147.70,283.22,256.67, ,222.95,28.24,120.55, ,21.00,275.26,277.97, ,36.71,56.85,205.69,0.93,260.69,142.70,203.19,201.77,16.21,51.45,274.87,32.30,192.99,68.14,42.41,85.42,268.24,236.19,60.38,168.93,157.09,266.17,67.24,17.20,292.66,127.89,240.64,60.41, ,128.55,267.05,145.60, ,287.88,251.22,219.47,69.33,131.79,136.86,203.44,282.47, ,110.35,163.36
 ,297.00,52.60, ,161.65,208.39,190.66,190.17,110.22, ,186.79,43.74,41.14,177.70,143.28,133.96,263.77,230.96, ,283.56,161.89,220.72,84.16,261.02, ,71.24, ,258.03, ,281.67,49.45,191.51,259.79,199.64,129.97,184.32,114.16,291.54,122.98,43.52,22.84,284.65,2.50,52.10,145.45, ,194.90,188.66, ,214.13,76.48,117.87,173.74,163.07,191.39,227.09,220.42,252.76,44.00,248.25,84.52,129.87,288.60, ,76.22,184.47,252.42,181.36,102.31,76.30,4.78,194.68,282.77,192.45,188.62,136.09,232.23,114.59,218.38,284.24,13.55,58.10,97.28,179.19,52.84, ,57.62,61.86,0.61,189.77,95.09,24.54,269.71,194.41,172.71,267.85,45.56,225.42,233.83,190.72,217.72, ,275.34,62.46,164.68,162.41,64.03,77.66,169.60,38.25,204.69,121.05,115.83,297.43,191.43,18.09,80.03,25.45,28.36,28.01,56.84,246.17, ,23.83,259.92,2.97,260.51,234.18,189.06,29.95,83.22,34.51, ,198.81,27.65,221.42,120.22,246.09,99.14,90.22,296.33,66.82,106.55,43.63
 ,235.41,45.54,61.29, , , ,260.21,206.05,116.89,159.90,92.65,99.39,22.89,28.92,205.18,229.76,274.55, ,143.58,202.85,84.48,238.45,289.76,269.40,116.57, ,179.55,290.35,271.20,74.66,102.95,135.58,228.64,291.60,253.71,15.72,80.51, ,143.86,96.72,206.43,108.92,92.84,228.08,168.44,146.43,44.27,4.13,54.91,68.59,67.97,183.50,145.12,23.60,263.79,102.23, ,211.15,126.45,36.04, ,277.36,145.38,170.93,98.62,263.77,93.62,231.82,258.31,205.88,65.90,102.24,39.90,79.28,262.30,183.91, ,161.27,9.90, ,159.41,1.95,148.74,154.93,72.69,157.49,95.16, ,197.39,188.15,170.81,295.54,219.93,223.00,61.25,264.11,92.30,139.31,94.38,70.42,7.58,32.42,278.82,134.41,47.34,209.45,58.58,276.64,61.06,59.71,132.53,259.67,269.46,140.33,33.86,238.77,94.41,27.59,227.01, ,274.35,158.88,243.14,169.13,124.94, , ,201.30,206.91, ,5.89,38.48,177.21,81.19,248.45,44.84, ,294.27,155.35,42.30,217.02,20.14,280.20
289.21,6.68,7.65,202.02,19.80,151.33,22.96,245.50,167.78,102.54,270.76,15.19,56.38,224.50,274.18,78.01, ,84.69,93.86,61.53,85.81,219.30,26.26,28.37,210.03,260.55,120.09,87.27,274.81,57.65,293.66,129.34,48.57,116.56,280.05,210.40,181.38,148.74,171.95,65.65,26.43,154.05,244.64,279.67, ,37.32,254.46,100.12,48.24,28.07,294.21,101.08,87.54,208.82,102.73,60.83,112.35,38.76,31.67,238.53,240.88, ,195.34,22.02, ,36.18,214.44,41.08,90.48,246.30,123.79,85.21,233.74, ,272.50,3.31,94.94,193.46,176.33,46.31,195.65,234.53,284.51,71.65,55.40,246.33,24.05,139.90,229.10,180.30,193.87, ,288.81,47.65, ,136.45,212.71, , ,62.68,112.16, ,167.56,106.85,58.63,62.14,31.31,147.59,293.46,87.10,169.25,41.87,271.20,96.33,23.75,65.98,55.73,44.77,234.88,145.53,253.82, , ,7.28,218.04,139.60,283.01,139.89, ,111.09,288.79,196.41,180.37, ,80.67,211.37, ,56.91,230.87,269.87,271.86,134.04,217.87,255.61
279.08,119.18,153.14,204.57,40.32,130.20,165.61,239.78,232.67,190.23, ,160.10,233.14,213.57, ,52.76,82.96,141.84,122.01,10.10,44.54,111.51, ,277.12,18.62,63.03,48.52,276.58,6.10,146.99,115.45,272.43, ,4.27,288.31,113.62,152.85,48.84,32.90,241.49,146.30,226.30,148.29,138.18,158.96,203.89,163.34, ,140.14,55.33,281.61,72.40,34.46,28.87, ,156.55,126.72,40.08,164.45,205.88,245.28,50.52, , ,56.29,54.00,249.87,31.19,85.17,165.94,40.10,279.18,105.08,199.50,158.91,33.53,66.57,129.63,127.98, ,184.26,84.94,117.49,265.04,182.89,114.91,16.36,177.80,84.75,112.51,142.61, ,207.40,242.26,60.12,10.12,254.50,176.01,295.25,153.38,156.61,59.13,146.01,233.03,123.55,171.53, ,47.98,266.75,259.16, , ,13.90,283.90,18.21,186.90, ,131.11,155.27,203.78,229.04,60.29,53.55,106.05,279.81,79.64,82.12,21.96,97.31,95.42,182.38,175.85,293.29, ,148.56,226.65,126.25,210.14,117.02,284.88,121.76,9.55,189.97,114.54
190.27,96.91,161.09,55.09, ,62.06, ,259.26,56.27,48.40,264.34,108.37,95.33,57.07,22.71, ,137.26,88.12,45.45,277.05, ,12.46,84.50,74.32, ,130.60,104.06,93.62, ,42.84,135.50,169.70,46.96,295.47,155.67,40.94,88.48,145.47,18.85,171.67, ,227.34,103.00,20.78,0.88,239.46,61.65, ,219.86,2.95,81.82,26.75,281.66,273.72,216.18,57.09,85.75,15.19,133.82, ,30.44,256.45,113.17,9.27,237.95,51.53,177.43,180.02,191.81,273.91,211.44,76.03,52.24,14.48,240.67,92.06,108.54,241.01,66.59,270.28,45.89,157.81,231.96, ,123.78,197.43, ,163.92,243.83,25.60,277.92,19.37, ,127.91,178.40,185.08,19.90,174.57,47.43,273.67,21.42, ,218.85,62.89,158.90,298.94,265.03,150.78,46.84,112.31,266.56, ,95.24,240.02,223.52,67.71,72.71,294.64,7.99,253.96, ,260.68, , ,66.57,210.11,217.14,278.73,184.35,278.94,269.16,289.69,16.46,29.32,181.52,113.58,174.35,210.02,294.05,60.74,17.20,174.03,293.27,118.05
181.89,243.79,45.73,107.66,120.36,167.79,57.36,118.20,185.72,66.74,216.44,240.39,98.34,167.99,267.18,269.23,83.02,0.12,146.50,190.95,244.76,268.74,40.11,233.83,115.15,105.60,128.06,265.24,160.41,18.00,119.27,276.66,200.25, ,46.74, ,13.60,280.73,31.44,69.27,246.66,265.85, ,93.90,181.27,258.65,38.29,133.77,62.90, ,39.69,272.52,289.09,153.58,268.45,290.65,150.30,222.15,289.57,210.05,19.44,46.47,268.64, ,294.16,203.77,235.30,192.45,259.97,213.14,147.01,220.44,248.46,106.89,147.33,274.66,264.51,281.61,173.65,166.17,9.93,87.74,40.82,4.79,158.76,230.57,16.08,190.51,8.77,29.16,242.47,91.24,208.82, ,82.47,71.60,197.09,38.02,182.36,147.11,176.97,113.72,81.12,73.25,273.50,74.82,13.13,220.83,287.46,125.55,180.84, ,77.94,58.23,221.05,67.37,253.42,217.91,213.52,209.42,156.14,34.01,293.20,206.57,100.11, ,170.04,236.01,159.03,248.48,195.76,146.66,278.35,217.87,192.58,23.93,256.65,185.78,297.20,148.97, ,49.22,268.57,185.38
289.34,107.30,55.84,215.28,110.58,273.66,86.93,249.02,30.83,124.47, ,122.90,160.73,171.41,190.00,295.48,291.06,156.12,211.39,274.97,98.94,240.85,256.24,273.05,45.85,19.41,176.29, ,37.02,12.67,253.73,142.60,5.44,158.67,209.55,40.09,245.96,117.58,165.64,243.04,178.45,79.98,45.39,38.77,286.02,229.53,65.82,242.30,70.28,136.39,247.99, , ,85.88,163.94,106.74,12.09,276.08, ,21.47, ,103.88, ,33.42,38.73,182.44,175.82,246.38,231.41,12.20, ,286.34,160.27,96.28,78.26,264.43,93.83, ,197.71,155.34,219.33,36.67,4.06,85.18,68.14,73.31,141.95,66.68,142.32,227.53,238.02,279.11, ,257.91,291.42,236.75,156.42,259.22,134.88,43.37,239.85,158.64,201.92,86.87,283.01,260.70,184.64,276.80,54.30,165.03,171.80,268.27,232.59,286.41,99.20,152.79,89.75,59.24,152.12, ,135.13,285.55,277.38, ,61.00,44.33,46.15,27.80, ,260.39,230.76,41.12,180.65,50.30,139.41,44.20, , ,78.26,12.15,298.50,116.65,166.11,45.09
70.48,26.59,1.43,58.73,217.91,122.71,131.47,10.18,247.64,55.00,129.37,81.54,188.93,126.80,240.87,137.28,231.40,42.23,121.23,275.36,40.35,7.34,60.19,47.48,94.53,33.72,169.64,51.76,13.46,113.61,50.45,265.69,114.77,214.67,108.87,275.13,288.10,21.03,0.00,56.11,170.99, , ,205.09,99.21,248.75,172.88,163.72,281.04, ,195.71,255.35,189.62,73.84,125.60,172.10,178.23, ,268.05, ,173.15,204.94,4.01,264.58,281.48, ,259.97,179.96,204.98,64.07,39.53,135.15,108.26,39.88,94.35,59.95,181.08,105.03,119.21,237.36, ,40.51,164.25,286.63,195.12,102.76,291.86,39.82,147.18,193.39,163.42,282.02,82.40,168.54,216.43,292.53,295.61, ,159.86,132.15,218.30,1.32, , , ,229.85,231.86,109.49, ,91.51,106.96,27.33,105.16,154.66,114.27,289.53, ,121.69,129.17, ,252.14,214.24,212.35,46.79,211.14,60.15,0.87,191.38,29.25,146.86,140.55,71.61,235.27,251.77,111.66, ,63.80,196.19,52.79,225.52,208.99,148.54,68.46,103.02
44.90,243.53,240.10,0.42,139.93,21.96,94.56,229.83,20.34, ,73.13, , ,32.85,10.05,98.67,47.51,70.60,138.86,87.16,299.83,183.46,179.32,77.30,61.18,79.55,272.75,11.06, ,43.91,24.23,64.23,35.90,120.53,98.42,270.13, ,127.48, ,6.80,179.80,217.93,145.56,88.21,116.18, ,160.08,36.66,53.36,184.38,207.11,111.34,37.47,146.81,278.70,171.74,129.11,53.37, ,158.49, ,274.67, , ,45.48,283.23,217.23,111.76,234.95,151.39, ,298.19,155.09,9.11,76.61,43.91,30.18,53.96,177.08,205.72,155.78,295.06, ,162.67,77.92,289.47,70.04,227.50,20.95,216.52,251.62,55.40,193.58,26.76,134.88,211.03,292.84,141.77,200.98, ,278.90,3.31, ,169.17, ,190.13,296.02,262.35,257.02,52.99,261.91,49.71,269.34,91.81,38.18,117.71,53.11, ,56.41,16.75,140.54,115.71,92.27,113.61,274.35,4.68,10.66,238.88,32.32,201.45, ,240.72, ,293.83,60.75, ,77.51,8.72,91.54,266.03,273.59,83.21,222.39,33.00
211.26, ,46.56,266.75,284.81,136.13,196.87,28.89,274.38, ,148.14,233.75,205.12,31.89,229.67,260.72,239.66,105.32,218.54,224.10,134.22,274.70,154.47,141.75,145.97,293.29,242.72,108.28,134.37,136.18, ,96.90,34.11,132.04,187.42,215.56,115.66,0.71,27.63,70.28,18.26,240.43,159.46,120.65,1.83,143.48,55.27,92.59,209.26, ,96.69,296.40,21.73,123.39,197.19, ,144.33,237.29,26.31,252.23,104.05,107.78,19.93,187.92,252.41,37.15, ,243.22,16.56,199.20,215.22,135.63,240.72,173.04,175.88,277.72,73.85,130.62,251.71,209.30,246.07,101.38,200.35,8.97,9.56,56.85, ,192.49,245.28,33.57,217.94,248.49,77.21,71.40,131.98,7.89,11.14,297.60,214.72,299.43,51.76,188.48,212.15,137.06,123.03,128.19,173.99, ,251.20,53.16,88.92,57.69, , ,282.73,286.79,119.25,76.69,6.90, ,87.87,96.42,60.91,251.87,1.30,186.11,286.79,47.16,293.59,234.38,15.03,52.45,173.45, ,200.30,169.86,265.64,235.71,121.05,128.40,161.62,242.06,48.81,167.02
