Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110,Col111,Col112,Col113,Col114,Col115,Col116,Col117,Col118,Col119,Col120,Col121,Col122,Col123,Col124,Col125,Col126,Col127,Col128,Col129,Col130,Col131,Col132,Col133,Col134,Col135,Col136,Col137,Col138,Col139,Col140,Col141,Col142,Col143,Col144,Col145,Col146,Col147,Col148,Col149
244.62,141.71,145.71, ,128.55,283.61,247.98,118.17,65.94,255.48,163.71,171.57,202.54,115.17,72.38,188.29, , ,125.58, , ,170.01, ,153.62,259.85,246.99,0.23, ,222.51,299.86,39.02,167.52,75.89,155.34,223.76,50.30,262.39,11.22,42.52,286.02,282.94,118.34,220.54,7.29, ,7.15,111.31,104.65,285.44,120.84,268.31,299.93,184.35,28.88,24.58,2.77,34.91,14.26,143.62,209.58,250.02,223.81,126.29,26.83,73.00,61.35, , ,58.97,43.34,270.72,139.81,263.85,196.57,77.01,155.83,26.86,203.33,167.18,279.13,141.35,41.67,93.45,263.99,65.27,240.26,75.25, ,39.10,206.05,31.79, ,18.39,278.89,223.78,251.33, ,92.68,81.73,48.50,259.37,258.29,141.16,41.95,3.76,176.01,98.26,156.05,226.19,250.19,52.94,99.24,136.32,210.89,187.31,111.08, ,69.38,1.46,155.33,67.42,98.71,34.64,133.29,232.70, ,80.61, ,179.84,188.69,182.13,259.07, ,105.76,287.20,3.28,74.48,118.29,24.68,45.49,228.82, ,191.27,44.50,59.92,177.89,296.11,55.36,201.53
60.94,260.39,206.63,54.56,129.54,157.28, ,188.47,162.34,45.16,196.86,229.81, , ,117.32,233.78,91.26,133.44,167.35,201.24,168.09,8.15,191.12,44.43,87.11, ,132.27,128.81,6.47,213.79,67.33,118.67,194.77,273.27,192.99,90.62,254.89,79.75,15.57,232.83, ,139.60,232.35,155.91,222.73,230.23,173.25, ,13.08,251.93,117.90,73.15,216.52,32.97,216.45,9.24,143.70,288.87,41.66,26.71,127.87,288.32,5.89,161.79,250.58,5.32,258.64,277.00,106.51,171.43,58.51, ,202.21,161.11,31.64,99.73,194.11,78.06,238.26,291.38,50.71,262.54,63.74,96.20,147.52,110.33,164.69,42.71,280.98,139.92,270.06,102.36,172.02,293.77,280.55,67.50,90.25,150.47,71.06,92.89,52.84, , ,194.22,284.42,35.60,187.82,63.99,169.83,170.61,46.29,148.75,182.43,143.84,92.99,279.57,133.49,89.10,249.92,54.34,158.52,58.68,95.60,36.53,58.68,129.04, ,277.79,240.75,62.60,9.77,253.21,110.98,284.75,235.54,87.87,126.59,228.57,273.41,209.47,109.92,67.89,174.93,133.65,262.46,89.32,173.74,167.87,28.15
18.26,120.69,133.57, ,62.13,257.36, ,196.21,146.31, ,21.24,271.82, ,168.07,244.47,268.77,26.54,264.96,260.60,150.94, ,134.88,153.14,269.68,288.46,29.14,31.14,262.34,187.29,171.03, ,212.84,291.39,79.21,284.18,41.99,133.98,270.00,228.06,259.96,50.71,140.02,184.07,265.61,77.69,58.07,79.25,273.50,210.30,26.98,92.51,29.59,143.89,216.78,61.83,182.83,29.67,115.81,213.25,100.78,281.62, ,60.87,155.64,40.06,158.48,0.86,264.13,71.34,144.13,25.55, ,138.09,48.97,264.27,35.33,253.16,223.90,77.82,290.95,93.72, ,28.26,295.25,127.51,256.10,209.87,292.51,119.74,284.95,7.32,108.97,200.32,296.27,203.73,26.58, ,225.88,171.91,176.09,253.56,120.40,152.55,217.71,221.79,73.48,268.08, ,40.45,230.31,256.60,86.65,247.08,209.06, ,35.11,266.52,246.69,213.86,188.96,187.77,92.32,106.18,281.89,100.85,140.88,159.45, ,142.63,154.51,49.92,86.80,223.25,0.62, ,99.86,120.89,9.87,248.88,273.62,26.63,133.62,212.03,142.42,135.70,290.76,114.33,274.20,170.74
168.88,38.99,80.02, ,89.89,205.25,46.71, ,121.18,100.08,262.70,169.46,6.91,285.80,107.71,289.49,9.66,159.34,127.11,208.52,29.25,288.73,28.33,167.77,94.37,182.72,210.35,155.48,212.40,38.50,101.28,298.55,186.36,159.59,97.24,96.94,49.73,61.69,210.41,227.57,197.32,61.86,162.48,24.93,58.63,94.98,91.43,270.85,251.41,291.25,198.56,175.14,173.87,26.35,166.30,89.06,64.22,171.28,68.28,1.58,259.65,286.82, ,257.67,141.51,20.12,286.68,65.30,282.18,261.32,168.43,155.52,279.47,103.33,74.73,207.76,259.20,188.46,194.42,39.14,234.25,226.09,167.57,155.89,293.53, ,161.97, ,94.01,78.19,218.08,196.90,54.56,130.16,166.38,89.14,60.51,264.79,244.31,278.00,282.11,217.40,133.50, ,227.51, ,124.86,201.17,5.68, ,135.84,44.23, ,249.76,11.27,207.54,46.90,55.79,157.07,227.34, ,197.41,184.80,42.93,146.83,70.32,242.53,1.30,66.58, ,287.52,151.06,256.04,80.59,226.98,285.02,228.22,51.73,92.86,189.22,144.22,227.82,196.42, ,183.19,237.25, ,237.71,83.14
168.73,205.58,101.38,250.04,98.66,175.89,299.15, ,143.37,276.84,215.42,38.22,11.39,218.32,213.18,282.61,57.82,12.51,247.73,103.58,1.76,153.22, ,218.32,247.87,219.14, ,29.97,251.36,51.70,240.83,58.76,71.80,69.79,270.12,287.41, ,289.18,148.06, ,66.39,231.40,43.91,156.45,45.64,115.23,277.49,62.21, ,134.01,49.30, ,66.82,196.66,194.92,209.73,59.24,202.14,279.82,260.06,19.92,244.09,103.03,191.21,257.83,299.26,220.02,233.62,123.32,48.50,205.97,95.61,234.34,255.85,243.79,50.43,221.61,98.86,216.09,189.88,160.79,284.58,106.72, , ,48.48,248.27,74.38,219.66,41.63,222.87,91.42,249.14,267.82,37.67,38.06,57.84,116.69,279.66,260.62,153.45,163.46,263.55,145.61,246.55,58.73,172.66,142.73,163.18, ,200.85,207.86,52.30,245.09, ,168.50,133.69,64.44, ,27.99,269.28,181.54,269.93,29.18,193.70,283.27,20.78,298.71,12.53, ,257.62,121.72,201.08,148.07,252.55,293.51,241.03, ,97.55,120.05,294.73,277.71,18.00,162.12,227.12,67.73,132.27,84.18,114.54
 ,80.06,78.21,179.68,278.28,116.79, ,243.52,82.57,125.66, ,287.78,146.85,185.00,294.70,193.50,213.00,59.55,225.23,66.63,157.01,53.67,197.83,217.32,205.05,171.15,58.29,122.89,21.36,14.47,106.34,269.16,141.06,12.40,166.47,171.19,123.93,297.28,47.35,67.25, ,238.40,111.46,80.91,118.69,31.07,195.13,103.92,80.10,226.87,299.10,17.58,129.83,19.86,289.80,218.85,287.63,200.22,254.58,115.69,69.92,208.03,85.81, , ,144.57,12.30,112.30,166.25,272.33, ,262.13,12.58,108.20,104.56,124.40,22.98,155.61,105.70,255.55,0.18, ,106.58,105.89,163.64,161.00,158.26,98.10,267.31,87.04, ,294.33,192.69,159.20,187.04,168.95,82.54,264.05,275.71,150.66, , ,55.58,281.07, , ,277.62,46.94,4.93,76.28,58.57,245.91,200.38,88.20,284.00,27.68,150.05,154.28,1.14,208.89,220.19,242.12,2.32,12.56,30.33,204.87,24.33,34.52,265.64,207.63,174.97,209.34, , ,136.51,273.49,97.01,149.79,91.49,28.19,159.37,192.90,147.42,215.01,141.94,4.66, ,179.63,39.62
98.54,41.16,76.74,10.35,236.34,61.90,77.67,247.82,58.85,283.61,227.06,118.03,170.20,238.00,152.49,254.48,80.86,164.38,82.19,128.02, ,189.92,1.88, ,138.07,66.87,90.82,287.23,101.65,76.45,207.26, ,161.74,98.13,44.36, ,219.09,258.09,273.67,145.18, , ,144.28,104.94,180.71,143.94,249.59,22.01, ,39.28,29.31,175.96,93.14,292.76,73.61, ,138.70,180.12, ,24.39,69.43, ,161.60,8.46,23.81,268.04,69.74,202.45,162.59,0.29,268.87,51.72,27.75,86.16,149.03,232.26,120.09,20.50,295.17,92.87,59.42,192.11,47.55,36.31,70.67,188.25,213.78,144.46,130.39,149.40,281.29,273.82,273.40,83.06,23.28,287.54,236.85,211.86,274.21,194.53, , ,84.42,22.74,140.08,159.52,132.55,71.14,242.18,100.69,13.11,201.17,206.66,180.30,122.42,66.68,199.40,99.72,250.00, ,90.08,72.23,108.15,150.71,155.21,15.21,208.36,81.62,45.84,89.32,42.06,231.04,143.23,158.73,232.49,39.76,256.80,102.13,25.02,279.47,148.09,60.69,133.86,265.46,61.95,44.05,298.61,163.02,257.57
268.89,2.95,212.63,120.65,24.70,267.59,25.91,298.85,172.12,228.90,12.39, ,56.44,190.96, ,32.80,279.64,179.16, ,91.79,130.99,267.03, ,271.20, ,270.04,61.94,18.06,115.14,91.88, , ,203.11,15.64, ,17.33,23.89,163.16,158.66,233.25,43.85,137.87,174.49,295.61,245.08,92.38,287.01,57.77,167.08,285.48,160.74,130.67,30.48,150.85,263.54,24.44, ,162.32,163.04,236.66,34.43,232.66,118.79,46.20,63.70,74.12,26.38,253.66,107.40,61.86,211.03, ,218.42,183.29,297.55,96.13,7.07,70.49,46.71,41.69,30.81,209.46,233.71,107.46,93.79,206.58,265.98,111.29,187.04,43.87,267.22,22.41,67.91,269.77,60.01,249.97,218.79,244.62,145.82,297.22,107.03,29.92,256.33,257.41,135.79,27.95,141.27, ,209.19,47.07,203.25, ,294.07,133.20,129.83,290.78,218.62,30.85,170.82,89.76,130.55,129.50, ,270.77, ,179.96,152.92,255.35,177.54,188.77, ,18.59,178.91,208.39,176.49,147.54,246.68,294.23,105.28,200.80,61.57,256.01,159.57,69.03,37.32,259.78,206.58,37.82,124.02
62.21,103.14,164.19,185.52,222.06,11.14,66.85,129.50,186.39,182.63,60.08,273.88,268.01,298.24,265.95,252.04,122.78,237.91,105.00,145.39,114.23,149.91,229.26,203.93,268.47,71.07,6.51,48.42,225.41,280.36,168.92,219.52,287.58,278.68,280.85,119.63,280.61, ,209.87,180.08,217.42,96.59,273.16,294.39,66.96,228.04, ,160.44,201.68, ,180.36,16.10,60.23, ,29.77,194.91,267.41,196.13,17.02,207.22,136.50,225.52,82.94,87.53,61.67,91.39,169.56,113.02,92.21,159.03,11.53,100.69,274.37,213.00,138.93,149.95,275.12,152.98,259.31,1.45,229.71, , ,124.83,273.27, ,132.30,166.64,139.70,160.61,58.58,275.45,1.96,153.92,103.86,36.74,213.44,274.08,175.60,131.10,46.63,261.63,87.15,65.18,273.85,63.38,77.80,211.23,289.71,157.18, ,193.92, ,251.63,196.86,185.36, ,231.99,195.39,163.26, ,90.11,101.89, ,179.69,241.17,182.03,116.62,283.46,113.52,262.17,70.90,110.88,23.16,174.96,153.79,242.20,128.33,131.78,269.65,174.15,270.91,217.14,31.77,98.07,74.64,70.81,149.66,244.39
224.55,91.37, ,33.57,285.91,240.01,242.93,141.89,222.38,70.89,229.83,107.98,46.12,145.92,17.89,136.05,252.16,282.07,112.98,138.73,288.92,66.64,30.21,85.61, ,156.50,36.42,70.48,174.10,257.45,256.60, ,147.30,157.21,267.72,145.01,69.09,185.19,65.79, ,151.41, , ,130.49,135.89,298.80,139.68,75.75,241.30, ,178.52,72.96,104.96,252.68,51.91,9.78,53.26,269.11,204.89,51.74,112.89,90.95,92.39,198.63, ,176.18,167.02,205.22, ,123.19,289.95,103.80, ,157.07,261.90,258.66,130.06,51.80,141.77,175.16, ,63.84,249.49,44.50,101.32,76.33,23.70,99.60,66.01,284.57,54.29,78.44,192.94,44.99,271.02,150.87,292.99,37.48,110.81,202.91,139.74,136.63,45.52,290.93,28.61,231.31,38.38,76.09,139.00,207.03,40.76,270.03,272.60,276.22, ,179.13,229.22,132.16,203.90, ,15.43,59.09,179.90,256.49,28.79,77.07,205.52,293.72,151.57,183.05,49.74,6.92,201.76,177.44,69.19,78.00,42.83, , ,234.57,178.73, ,255.80,288.88,192.90, ,159.23, ,208.97
