Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110,Col111,Col112,Col113,Col114,Col115,Col116,Col117,Col118,Col119,Col120,Col121,Col122,Col123,Col124,Col125,Col126,Col127,Col128,Col129,Col130,Col131,Col132,Col133,Col134,Col135,Col136,Col137,Col138,Col139,Col140,Col141,Col142,Col143,Col144,Col145,Col146
85.03,201.19,269.07,268.46,95.69,99.04,104.27,20.31,141.47,64.91,235.02,59.94,258.33,77.93,64.83,5.45,101.29,299.37,46.75,65.18, ,175.73,130.56, ,292.33,127.56,79.36,115.24,229.71,8.32, ,261.16,269.88,21.60,243.40, ,194.69,49.05,72.90, ,72.83,127.39,170.97,284.94,90.18,153.76,141.61,164.74,91.27,89.09,262.24, ,241.93,214.70,223.43, ,112.69, ,193.96,229.77,224.10,81.12,37.37,7.61,180.18,98.64,52.19,239.79,94.49,94.29,2.23,10.64,114.66,39.50,91.98,184.82,261.02,137.20,103.41,4.78,270.39,110.62,262.81,230.09, ,178.28,134.58,265.70,124.65,292.11,91.73,185.68,100.77,14.55,12.28,107.42, , ,20.52,85.42,249.73, ,24.65,77.24,133.64,219.87,123.45,92.05,110.09,33.98,272.54, ,236.94, ,119.41,186.35,278.40,276.41,245.02,38.54,187.38,71.67,244.37,256.03,240.41,105.69,247.83,157.64,33.44,226.38,109.22,69.83,179.27,224.32,88.07,121.39,134.63,194.88, ,73.14,34.21, ,79.98,74.49, ,97.68
 ,139.48,245.18,215.13,97.65,106.35,124.14,128.73,46.09,41.01, ,19.96,276.51,290.52,225.45, ,274.33,124.23, ,241.93,34.15,10.66,238.83, ,152.90,173.42,1.88,165.55,107.47,107.54,96.35,189.86,47.32,197.91,61.82,134.56,34.64,181.23,50.55,291.33,214.46,157.95,200.91,286.72,230.12,161.95,278.15,70.86,86.67,259.70,169.38,191.91,175.22,50.26,105.75,48.04,162.79,43.13,148.86,247.73,210.81,106.38,273.58,170.99,169.95,189.03,120.65,207.99,261.59,111.02,14.72,61.10,173.82, , ,261.36,22.21,22.81,281.65,169.70,258.22, ,180.29,72.47,76.52, ,229.36,224.26,221.87,29.20,98.77,63.92,215.14,55.50,26.04,182.36,81.63,196.23,259.95,171.34,25.90,115.02,131.12, , ,271.13,216.86, ,39.05,51.21,145.97,74.17,205.08,42.09,221.09,136.41,58.90,87.10,174.29,282.07,7.87,55.82,5.88, ,82.83,127.26, ,211.41,5.02,257.29,85.78, ,195.23,153.28,269.98,23.61,67.65,198.82,229.16,261.16,243.47,42.57,100.52,248.07,212.46,48.64
268.08,23.17,161.25,130.00,288.01,88.53,276.16,221.43,142.20,139.67,106.62,90.70,137.76,299.69, ,246.57,243.93,239.19,5.50,86.52,59.47, ,271.41, ,182.34,26.12,169.99,193.19,111.81, ,228.75,267.03,229.33,125.24,90.13,72.03,265.61, , ,264.32,245.52,110.31, ,10.24,82.06,114.50,128.13, ,170.95,260.04,168.54,136.49,214.40,6.12,223.83,148.36,291.89,105.61,51.83,176.67,109.83,5.28,10.92,42.62,225.30,214.71,266.54,154.86, , , ,62.76,78.19,80.33,180.75,207.01,219.53,24.53,282.30,266.03,31.25,22.06,294.30,167.85,264.03,58.85,133.29,157.48,283.15,208.01,0.53,278.77,146.19,39.74,70.50,196.13,77.55,149.40,181.51,136.04,61.57,152.93,22.88,166.34,167.70,91.13,51.17,265.43,286.16,49.65, ,86.00,278.51,54.20,130.49,53.89,66.51,60.51, , ,135.38,135.78,120.50,40.28,297.28,141.45,172.73, ,178.70,139.42,125.27, , , ,263.23,236.34,153.85,164.75,137.42,34.78,135.37,112.88,289.33,225.79,126.25,225.62
89.55,125.12,208.67,152.28,47.98,97.66,15.62,262.97,132.96,21.05,158.62, ,84.23,231.26,206.39,212.39, ,285.69,46.33,215.91,131.61,296.83,122.88,294.36, ,134.96,291.48,149.98, ,181.28,57.93,93.47,174.83,72.48,23.20, ,199.19, ,233.24, ,248.41,257.43, ,59.19,225.35, ,23.16,290.72,153.81,189.33,176.11,66.85,210.88,149.44,11.12,231.57,147.85,269.35,131.22,41.80,18.60,207.50,59.70,205.93,40.31,9.66,155.12,86.02,139.40,169.15,84.32,281.53,288.16,1.16,91.74, ,147.75,275.36,230.60,27.82,138.14,220.13, ,287.09,93.43,142.54,166.95,152.41,196.41, ,7.14, ,292.69,277.37,133.20, , ,146.17,105.22,210.10,160.70,193.73, ,126.04,51.25,260.05,23.15,7.29,100.34,259.56,116.75,148.36,80.44,194.81, ,189.23,186.15,253.56,169.45,98.12,205.69,216.04,179.15,68.74, ,236.73, ,8.37,232.68,71.49,72.86,277.54,58.38,235.45,13.83,281.87,10.00,55.42, ,56.74,49.09,47.63,46.44,290.87,114.44,1.82
71.57,92.93,146.49,117.59,160.09,251.50,100.90,228.63,287.65,224.71,232.56,80.39,245.05,22.10,282.78,130.01,3.65,292.35,266.69,130.39,182.99,287.17, ,143.88,61.13,202.67,229.58,183.03,232.01,26.12,20.06,243.99,255.76,201.15,170.92,63.07,23.26,49.38,186.69,11.00,106.37, ,227.83,68.42, ,255.85,131.90,28.63, ,174.53,299.95,100.23,124.70, ,158.20,240.36,63.98,193.31,249.79,290.28, ,192.17,88.96, , ,26.27,51.81,90.80,224.21,148.41,155.15, ,137.36,24.38,64.10,51.06,84.00,107.42, ,46.05,192.74, ,213.67,277.77,52.86, ,38.01,164.44,233.55,51.66,49.81,75.04,176.88,58.41,40.47,268.58,22.45,54.95,46.99, ,9.48,201.86,93.44, ,187.59,191.98,147.67,3.13,279.14,205.99,21.04, ,277.71,205.47,289.95,101.92,180.28,43.65,49.97,108.50,57.54,148.61,77.89,269.91,181.15,83.99, ,76.59,13.28,0.33,2.52,11.17,247.74, ,165.85,193.86, ,160.83,74.98,230.28,72.09,241.40,219.65,134.89,186.34,4.51
 , ,222.68,174.37,199.64, ,57.99,192.88,125.26,38.03,206.44,208.98,268.47,127.49,185.48, ,106.62,272.24,107.90,105.38,133.31,61.96,263.92,33.01,55.48,278.45,135.53, ,176.27,120.20,35.65,24.46,200.76,20.68, ,45.92,18.59,131.03,174.94,192.95,299.84,12.03, ,245.70,121.09, ,134.77,276.15,152.32,235.85,249.76, ,28.22,23.44,275.55,181.20,122.55,126.09,53.47,135.99,164.21,139.65, , ,105.28,259.29,70.04, ,20.53,24.33,237.30,78.62, ,178.50,143.88,204.80,227.02,230.72,126.15,183.39, ,83.84,67.30, ,132.66,116.66,170.05,120.85,179.90,74.66,270.45,282.34,57.11,78.77,149.40,207.50,65.21,257.09,234.39,169.19,141.12,250.35,96.05,71.32,108.63,4.65,119.14,150.17,36.98, ,172.23,90.72,194.27,191.89,49.27,48.37,175.76,263.12,127.51,164.50,259.40,187.89, ,92.80,109.96,212.03,96.33,138.18, ,209.21,187.73,20.88,1.52,143.93,123.44,223.65, ,47.95,182.36,272.55,176.03,151.97,41.80,7.83,49.15,188.03
0.06,207.21,284.98,192.74,254.88,192.71, , ,220.82,212.56,177.49,42.11,111.77,279.11,118.99,142.97,23.49,246.62,124.95,178.73,284.32,239.21,265.51, ,129.12,239.30,253.59,207.94,4.68,286.31,168.33,18.90,276.70,90.45,90.75, ,42.15,143.52,104.74,140.65,18.50,248.89,214.36,206.22,25.15,91.96,265.60,223.87,64.41,170.06,292.51,246.26,156.15,31.61,234.01,11.78, ,230.03,298.22,284.37,151.03,249.93,70.88,261.65,166.99,254.33,132.47,167.56,74.10,124.22,11.67,263.86,126.50,159.50,131.98,9.17,202.18,287.23,186.97,295.41,265.81,145.14,65.31,64.57,103.42,157.94,94.19, ,228.56,211.20,44.46,262.68,166.35,123.54,115.32,192.13,158.69,266.42,257.61,1.76,293.90,21.39,205.88,39.10,29.01,214.94,35.02,266.96,290.86,111.95,79.84,278.78,154.48,58.21, ,107.77,36.53,207.42,134.22,288.90, , ,263.98,241.31,260.78,125.05,136.06,113.56,233.50,97.84,52.26,221.29,177.31,54.78,114.84,125.94,258.29,266.12, , ,100.56,279.04,142.30,181.54, ,261.55
217.12,126.32,147.06,240.43,93.01,274.55,283.39,218.17,74.00,213.37,208.12,285.08, ,89.13,160.86,63.76, ,288.47,119.44,171.72, ,86.98,272.66,172.12,293.48,18.66,92.15,270.24,84.23,286.37,222.56,201.42,126.70,144.83,169.39,123.98,232.95,140.17,20.77,262.22,254.75,80.57,58.85,189.01,93.30,206.41,68.73,91.85,282.31,103.95,119.18,76.02,65.60,28.34,250.62,23.66,93.63,226.81,138.70,252.64,105.66,273.94,250.95,3.40,265.33,267.54,262.98, ,62.97,116.15,117.69,87.05,255.06,76.72,0.30,258.09,272.87,218.15,263.08,166.22,277.33,85.56,106.15, ,143.46, ,230.66,96.88,157.04,234.70,13.01,188.90,177.90,290.48,140.23,235.62, ,251.73,166.71,197.43,128.51,211.73, ,175.25,269.47,209.82,279.02,155.67, , ,118.58,198.69, ,82.61,282.50,61.74,136.11,56.30,282.02,59.65,246.16,51.40,64.70,278.59,254.35,269.60,81.05,27.48,38.35,176.39,22.58,61.05,99.26,107.86,241.11,162.05,66.73,47.24,0.53,170.14,134.90,153.39,260.05,191.34,27.40,209.32
247.01,169.21,83.68, ,282.62,32.88,280.47,246.45,133.15,101.80,281.43,168.06,119.16,109.35,66.05,195.24,60.20, ,86.79,17.71,246.90,196.42,264.91,38.57, ,293.07,84.72,172.91,116.30, ,46.49,233.88,206.55,132.48,113.58,284.54,193.78,133.98,97.88,173.58,16.48,73.02,179.24,87.03,182.42,280.26,235.71,233.78,60.81,290.26,26.50,111.44, ,198.29, , ,153.17,86.95,232.70, ,86.97,37.64,87.75,62.99,180.68,120.31,136.77, ,21.76,6.50,299.92,250.70,10.93,288.07,177.96,184.52,232.40,143.69,147.94,52.31,290.96,248.74, ,174.26,227.78,14.15,254.79,289.12,30.45,96.34,240.33,142.17,109.82,181.84,237.96,60.31,33.92,6.74,214.37, ,57.64,169.35,212.78, ,128.68, ,22.24,254.71,191.10,280.22,98.55,44.76,167.90,84.92,224.54,272.07,241.25,231.94,148.69,96.66,33.00,31.11,59.47,257.13,114.76,196.87,154.39,174.13,207.81,234.99,202.74,287.46,248.85,203.91, ,289.15,85.19,244.97, ,212.63,202.87,34.26,98.38,205.76, ,54.68
110.63,221.88,27.99, ,166.22,16.14,288.24,72.08,295.44,193.17,151.22, ,207.66,136.54,211.22,161.99,91.39,120.46,74.31, ,187.17,124.95,191.53,192.58,132.31,64.63,114.91,193.56,229.41,245.22,193.54,259.90,269.44,40.26,215.46,272.38,173.31,129.23,117.83,24.04,9.31,5.46,265.88,104.96,137.28,236.96,49.71,28.77,39.59,273.38,173.95,97.15,3.85,262.90, ,112.88,92.37,12.59, ,227.98,206.82,148.76,15.50,273.34,293.06,274.33,233.66,32.44,8.12,144.01,111.58,111.82,23.35,137.31,70.97,35.57,112.98,39.17,258.06,268.50,18.95,232.61,185.67,68.83,136.45,292.56,203.10,229.88,299.07,14.08,98.90,232.64,80.35,126.58,15.49,146.46,10.30,189.71,49.28,205.46,165.55,214.95,214.87,118.87,135.54,225.54,28.37,56.04,201.84,78.59,235.38, ,179.33,103.88,209.82,273.09,118.56, ,215.51,182.49, ,281.19,214.87,298.34,246.01,121.77,90.36,235.05,204.82,251.86,163.68,91.08,5.35,41.42, ,248.91,68.17,13.69,218.29, ,128.47,219.84,261.26, ,101.68,216.35
 ,252.67,175.61,255.70,32.28, ,237.40,162.74,89.12,275.58,83.19,184.55, ,71.32,173.57,131.84,295.20,108.38,115.85,273.77,267.66,252.02,78.38,287.09,8.54,118.30,234.15,98.81,141.06,16.56,194.26, ,230.34,41.34,258.70,76.08,185.89,267.77,252.13,200.12,86.11,187.91,63.49,57.78, ,171.16,176.71,215.02,7.51,93.62,174.77,174.68,68.44,67.63,82.76,51.68,52.43,214.85,56.91,64.07, ,98.27,150.63,170.82,268.11,110.95,247.09,188.16,130.39,243.40,27.69,46.23,241.42,70.84,100.49,19.48,196.52,116.17,115.90,97.26,24.68,111.62,206.35,177.30,216.72,101.82, ,264.03,184.34,236.08, ,65.85, ,24.42,259.55,288.77,202.49,96.12,212.80,116.54,87.50,48.11,222.13,81.79,116.67,22.27,261.64,278.24, ,101.44,197.61,128.49,107.00,274.87,174.59,10.65,27.49,4.93,202.54,12.75,69.92,119.71,42.83,28.63,299.27,227.72,274.25,159.92,28.23,229.27,293.61,287.64,180.99, ,82.38,213.94,299.47,42.54, , ,107.14,147.77,55.03, ,207.80,1.59
262.54, ,172.02,129.19,89.53,55.40,189.89,52.00,162.44,264.55,13.24, ,283.08,157.94,47.80,288.06,287.68,70.23,50.64,101.39,174.06,116.78,54.24,255.74,177.13,255.48,60.72,271.33,232.22,206.71, ,140.81, ,245.71,237.36, ,231.30,130.16,254.50,269.14,150.49,168.44,277.80,116.69,123.92,206.54,92.20,151.58,237.66,77.90,47.41,53.66,183.16,61.69,220.35,115.40,231.85, , ,87.44,184.47,114.05,85.09,47.18,281.79,183.09,62.36, ,197.47,172.72,161.53,292.81,208.54,290.73,118.14,294.44,114.84,21.39,78.15,231.28,1.78,292.51, ,207.07,194.65,88.32,120.05,97.72,211.09,5.01,239.22,42.46,185.52,252.44, ,235.40,96.10,225.53,120.17, ,248.14,270.66,213.66,248.69,51.62,77.60,4.85,58.58,30.82,87.29,191.37,148.58, ,239.46,210.71,208.69,157.02,296.13,272.71,259.09, ,237.81,12.89,230.57,116.03,170.46,277.46,200.23,284.22,99.24,141.51,290.01,139.94, ,151.89,186.71,134.33, ,95.21,149.12,121.36,230.11,21.41,14.01,101.27,235.60
 ,210.34,64.41,289.11,65.79,143.57,241.14,194.44,278.12,213.11, ,98.88,276.07, ,41.86,45.14,207.30,199.89,271.29,23.72, , ,297.58,34.95,1.65,183.08,199.02,290.43,77.08,110.87, ,17.33,61.65, ,21.31,0.01,219.01,128.00,57.93,22.01,171.84,71.82,106.28,263.42,147.73,263.41, ,253.31,79.58,255.77,295.64,96.93,154.58, ,72.74,64.55,69.78,274.62,76.15,126.96,223.89,16.82, ,247.72, ,65.52,268.43,96.72,80.47,4.36,1.59,50.19,124.28,94.67, ,195.57,255.73,106.90,103.84,71.59,113.70,268.90,199.70,266.32,113.66,53.65,246.15,268.71,153.29, ,215.48,255.22,60.06,189.00,108.50,249.94,241.29,213.22,166.17,141.56,288.81,50.54,115.37,214.44,237.48,244.59,37.30,49.48, ,109.03,227.91,158.81,91.53,19.61,55.44,293.79,186.07,50.28,264.67,186.62,265.44,106.20,59.53,56.62,12.62,205.48,134.67,38.16,187.09,22.80,267.34,177.06, ,204.44,293.68,0.31,264.46,237.99,26.39, ,238.05,37.65,253.90,12.61,56.50,41.59
211.65,178.89, , ,186.46, ,6.15,113.33,169.83, ,290.84,225.30,237.40,140.12,151.91,213.01,274.12,286.36,268.19,144.20,41.10, ,252.41,156.99,235.40,183.62,165.24,25.63,91.63,113.99,2.90, ,40.57,272.87,187.83,216.13,222.39,153.71,60.80,273.68,174.65,118.36,23.75,136.27,237.52,78.79,213.07,117.67,292.32,288.43,67.48,191.62,142.36,20.83,3.02,215.07,296.25,135.71,241.07,110.39, ,48.77,11.56,196.74,150.64,252.21, ,5.58,161.66,9.01,112.13,1.96,211.72,109.82,298.53,44.74, ,133.72, ,40.93,264.98,296.83,163.86, ,32.32,275.32,74.77,217.82,221.45,239.41,286.11,146.39,89.98,210.20,140.09,242.82,121.04,32.19,241.84,154.47, ,90.71,240.20,86.62,33.63,146.56,144.31, ,106.16,178.64,237.69,41.67,211.80,258.47,67.57, ,7.51,129.89,153.63, ,275.75,84.92,264.14,175.32,294.50,152.24,137.49, ,99.06,38.61, ,183.59,18.45,91.08,287.89,254.06,70.92,126.85,211.39,98.40,108.70,141.63,0.86,39.67,59.92,42.40
13.63,213.80,83.19,255.14,180.62,126.50,91.76, ,297.98,91.32,276.51,4.79,20.81,225.25,276.38,38.71,199.74,148.35,188.61,31.21, ,142.54,180.21,79.24,237.89,26.89,61.87,33.63,87.50,34.84,9.30, ,45.49,52.58,159.97,285.27,280.92,0.46,124.56,169.40,92.75,188.55,217.20, ,106.94,106.19,287.93,246.79, ,134.01,251.94,105.06,259.76,113.31,77.80,190.06,186.49,168.60,209.24,58.26,238.35,196.06,256.94,259.22,30.97,128.04,47.92,279.89, ,154.35,255.66, , ,206.54, ,208.27,95.72,201.99,73.93,3.41,160.99,107.30,135.45,73.98,241.69, ,200.18,292.56,21.43,285.88,265.87,129.46,287.21,175.66,0.73,203.65,20.24,65.35, ,271.13,287.93,251.52,45.13,299.18,76.37,249.85,110.64,110.69,161.88,5.08,181.37, ,285.37,222.69, ,271.90,30.56, ,145.24,152.87,139.77,77.99,255.53,172.55, ,243.07,267.23,20.58,28.48, ,164.32,155.88,192.38,150.25,175.28,24.85,55.27,145.34,219.63, ,234.60,234.17,299.13,98.21,209.57,239.55
196.05,274.33,54.70,196.81,185.55,67.92,135.38,219.14,57.53,13.93,98.42,240.17,292.40,140.33,10.56,226.28, , ,255.50,44.53,21.47,255.30,170.75,201.99, , ,235.41,185.48,204.42, ,65.25,282.15,61.87,157.51,135.56,275.50,223.85,234.20,208.75, ,75.97,225.13, , , , ,291.63,297.50,283.95,89.06,248.65,58.44,134.25,148.89,100.37,263.22,159.49,88.10,74.40,32.36,40.37, ,11.33,192.64,92.93,76.29,241.58,171.08,211.12,6.67,157.22,10.42,143.51,273.29,214.87,86.14,264.06,207.92,225.92,193.72,63.05,195.53,177.47,276.83,103.22,267.85, , ,109.53,17.21,39.24,293.98,112.08,196.08,286.71,140.35,120.58, , ,98.54,245.63,79.48,297.45,247.23,63.93,69.41, ,141.01,71.74,6.42,3.83,127.51, ,205.35,158.68,251.19,37.24,157.09,179.74,231.30,42.05,64.80,153.40, ,114.07,274.12,163.76,91.23,22.53,133.17,240.56,92.35,52.91,44.23,137.42,256.95,245.62,78.79,228.65,230.39,173.25,60.25,61.83,63.01,155.43,215.70
 ,187.11,283.88,9.11,200.86,162.60, ,250.11,66.57,256.73,197.74,235.12,54.50,142.06,251.77, ,114.37,267.74,269.46, ,78.87,38.97,99.30,179.28,218.98,55.14,105.33,74.41,195.84,81.44,87.52,290.96,92.93,3.27,28.62,174.14,80.11,60.96,128.12,52.67,266.64,50.05, ,30.13,60.95,126.29,159.04,29.98,3.17,72.41,258.11,298.73,249.71,156.22,248.94,72.56,132.38,97.92, ,193.05, ,52.78,213.98,224.87,71.56,83.66,164.37,251.84,128.21,174.42,70.52,11.35, ,221.84, ,283.37,167.37,58.21,229.87, ,90.52,208.21,106.95,122.01,281.68,133.55,258.60,85.18,119.32,206.82,28.05,261.60,85.30,0.13,193.37,174.34,109.35,32.30,205.32,134.10,22.08,270.96,186.34,0.46,136.81,15.76,235.56,263.99,83.16,264.46, ,297.86,194.92,76.78,140.82, ,11.98,200.04,215.48,80.65,100.85,286.72,133.24,158.78,251.82, ,252.91,215.98,75.82,149.54,1.11,66.82,2.34,172.68,132.09,100.22,137.55,122.07,97.27,4.97,73.17,125.80,129.97,213.57,287.61,122.95
51.87,276.15, ,8.60,246.96,76.93,87.13,261.79,68.49, ,293.74,232.30,169.88,204.25,2.53, ,9.49, ,50.37,157.51,124.17, ,104.05, ,118.27, ,102.86,4.56,64.07,171.90, ,269.81,264.87, ,57.33,228.90,114.55,178.62,267.20,10.86,247.37,225.30,222.04, ,268.74,145.69,217.94,221.07,168.69,110.45,126.52,76.62,250.25,185.76,280.82,247.89,26.03,74.60,59.15, ,10.00,103.99,180.62,273.26,133.34,31.21,87.23,21.68,135.74,92.51,13.14,139.26,215.96,78.45, ,92.89,75.44, ,68.81,288.06,223.09,164.42,275.68,31.07,23.71,292.32, ,198.93,12.71, ,294.27, ,217.35,220.64,176.87,234.63,216.48,120.65,11.80, , ,19.19,274.96,137.41,160.01,33.58,287.52,166.99,131.66,235.34,187.99,293.10,76.57, ,197.22,115.16,293.21,211.89, ,242.92,30.57,12.06,275.66,219.90,222.46,226.99,103.86,270.01,237.61,6.53,243.80,156.12,149.53, ,287.83,291.31,173.93,275.61,69.90, ,212.54,209.54,55.45, ,25.46,192.12
116.89,15.83,89.20, ,101.46, ,244.83,74.10,286.25,56.84,24.91,268.69,124.35,278.01,62.74,248.10,75.50,187.94,38.19,243.65,78.60,271.47,36.36,142.19,95.29,78.76,113.84,42.76, ,20.76,218.42,24.03,99.73,61.22, ,38.36,288.11,279.05,140.38,5.16,38.02,181.59,220.65,164.23, ,19.91,9.54,8.39,111.61,122.58,299.17,211.19,237.88,112.92,168.53,202.62, ,3.07,283.12,28.13,187.11,167.27,271.28,179.67,217.21,127.43,77.20,120.83,29.38,212.54,62.07,49.02,118.22,211.54, ,58.89,71.58,100.32,31.76, ,248.97,175.15,254.74,40.24,267.43,9.31,267.54,295.11,299.80,98.28,155.26,270.23,279.70,184.62,228.14,70.29,132.39,216.12,197.79, ,165.21,172.01,293.53,40.29,243.19,108.37,8.87,124.76,296.20,277.79,249.28,89.06,274.79,42.51,232.28,224.62,24.87,142.67,40.03,28.50,36.58,137.75,153.36,138.62,283.64,168.33, ,257.38,233.60,101.83,224.16,220.14, ,16.77,143.97, ,172.47,83.87,177.77,162.71,267.94,123.91, ,56.84,137.98,276.77
217.99,54.02,192.43,144.26,240.01,266.00,160.71,71.18,183.78,32.77,168.45,147.96,225.63,295.98,20.96,193.46,245.04,257.64,23.16,46.68,90.14,250.48,18.70,120.91,222.16, ,90.61,74.50,124.34,39.39,0.26,81.40,257.18,196.84,52.04,141.35, ,154.03,39.74, ,160.65,209.51,1.74,213.04, ,37.38,82.93,55.79,6.73,52.25, ,146.91,190.58,102.85,142.29,19.20,55.87,90.22,194.18,265.50,168.20,144.60,91.96,279.53,76.65,239.28,166.36,199.90,74.45,36.40,71.28,231.75,235.46,92.54,113.94,236.87,67.07,205.87,151.40, , ,159.92,40.32, ,240.22,145.97,119.61,14.26,294.47,110.67,233.95,130.38,177.19,59.05,18.40, , ,264.12,63.71,78.43,20.97,173.20,261.63,229.66,168.02,117.29, , ,219.02,43.22,183.47,54.87,20.34,105.66,203.04,233.91,259.37,0.13,121.84,125.37,237.64,275.62,272.10,106.17, ,149.39,170.61, ,72.48,207.12,256.45,47.52,91.64, ,91.77,267.09,264.83,291.17,294.20,230.32,152.27,197.53,108.76,253.32,140.63,58.07
181.76,66.30,259.88,217.38,212.64,105.18, ,96.35,197.25,66.02,294.72,5.18,296.21,249.70,213.96, ,232.73,73.46,128.89,72.23,84.98,230.73,162.34,286.51,31.03,64.05,123.68,143.85,247.72,69.77,131.13,0.10,1.54,62.90,106.89,176.70,120.00,82.03,241.21,280.37, ,44.43,21.18,254.77,243.65,211.02,3.08,38.62,157.34,129.85,219.06,164.47,84.98,192.96,213.12,47.69,159.00,296.27,88.05,21.42,122.99,70.22,88.24,193.02,221.02,233.35,287.86,251.01,69.73,140.16, ,187.85,264.48,164.47,68.02,166.08,238.50,169.94,186.76, ,132.33,280.46,39.88,163.50,41.16,134.87,216.07,69.16,204.83,248.73,117.15,215.56,2.74,86.81, ,65.59, ,265.39,98.85,273.68,296.16,195.57,196.15,71.38,195.90,14.44,25.69,208.87, ,211.62,135.27,156.17, ,189.34, ,288.18,282.88,167.69,146.10,193.87,70.10,153.63,173.62,71.99,207.14,53.66, ,188.93,124.73,101.51,256.05,2.25,93.58, ,91.30,293.98,56.62,144.35,110.38,208.51,23.18,195.60,234.41,265.77,288.89,133.61
11.62,5.22,37.90,134.46, ,128.44, , ,258.71,2.91,232.26,299.85,80.87,282.32,42.47, ,98.03,236.89,92.34,248.84,200.11,259.43,211.75,70.49,32.50,107.18,26.50,9.03,73.33,56.73,128.18,252.30,219.17,35.87,131.30,141.74,68.01,288.40,174.96,84.04,153.13,216.63,183.68,254.04,11.38, ,139.56,227.68,1.09,101.64,248.17,154.33,154.37,267.97, ,26.86,37.90,109.39,59.62,180.19,250.08,24.44, ,106.36,96.90, ,198.54,218.17,274.37, , ,165.72,60.31,191.56,72.57,52.74, ,232.93,244.11,170.29,155.62,22.71,84.11,151.06, ,135.95, ,275.21,274.36,168.69,140.16,239.51,19.64,135.13,217.56,77.07,248.81,64.51,185.21,264.23,52.76,172.23,283.77,39.65,96.03,125.07,175.24,77.30,136.29,147.46,291.67,141.70, ,206.21,42.44,176.22,107.58,250.93,35.12,78.51,194.40,118.32,162.09,207.89,19.19,204.43,111.99,214.75,286.18,264.45,175.78,107.32,192.02,22.21,156.62,220.39,87.56,181.62,221.61,6.62,209.84,13.84, ,228.59,26.18,38.74
225.32, ,208.68,220.36,298.58,31.60,128.01,257.67,68.81,99.15,120.07,286.49, ,26.49,105.11,112.06,107.46,23.27,246.06, ,176.94, ,208.54,94.94,269.90,96.52,203.73,269.24, ,103.16,184.94,48.66,277.72, ,15.11,14.65,10.48,138.11,171.51,115.99,74.35,71.02,235.07,42.82,187.46,7.47,86.19,179.66,150.86,68.88,287.94,127.13,288.11,102.17,11.88,126.06, , ,257.09,171.81,143.43,201.16, ,287.36,69.93,174.90,80.04,130.03,168.00,151.67, ,11.28,148.77,231.35,34.41,91.94,188.34,265.49,86.27,76.86,225.69, ,67.78,26.08,31.63,26.27,27.31,194.57,105.66,103.77,66.32,50.42,180.55,238.02,72.06,46.92,19.48,167.58,3.01,285.08,87.73,217.93,268.23,287.47, ,91.24,210.72,82.78,263.99,121.28,140.63,280.97,234.54,190.58,118.92,6.88,171.98, , ,286.45,274.48,28.39,92.69,149.17,122.37, ,243.65,84.67,28.17, ,144.08,115.06,82.50,116.55,140.15,241.49,72.01,186.93,281.70,39.50,155.08,244.02,105.52,183.78, ,291.45
163.49,172.55,72.20,243.05,134.64,268.17,203.09,148.16,165.85,42.99,282.86,240.74, ,231.97,274.61,257.21,114.87,204.66,19.12,184.41,33.78,13.97, ,198.12,222.06, ,265.05,253.82,1.43,180.29, ,154.90,258.77,299.64,91.66,224.80,125.40, ,140.89,19.60,182.70,281.53,133.75,7.36,116.50,123.36,242.19,151.70, ,38.70, ,130.37,214.17,193.00, ,33.89,165.36,52.05,74.89,161.89,6.08,137.98,72.82,257.06, ,84.02,25.17,270.79,278.21,276.71, ,122.47,239.08,298.46,15.97,289.85,94.83,127.32,10.80,67.59,97.89,51.88,79.23,50.11,240.70,211.49,4.80,17.00,21.78,235.00,88.81,215.62,220.78,116.46,243.09,199.45,238.11,120.29,213.82,252.11,105.46,266.43,197.56,54.14,298.89,257.10,213.99,271.34,215.66,66.36,271.85,199.73,217.14,227.30,190.41,285.49,43.01,106.14, ,160.28,234.24,117.02,63.41,293.29,205.40,264.55,52.94,263.88,147.50,190.20,174.31, ,170.19,215.87, ,151.22,213.11,286.02,107.41,19.87,247.62,181.79,289.41,142.53,197.64, 
